NCAA_Link,Year,School,Conf,Class,Pos,G,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
http://www.sports-reference.com/cfb/players/tyrann-mathieu-1.html,Career,LSU,,,,,,,,,,,,,,,,,93.0,40.0,133.0,16.0,6.0,4.0,16.0,4.0,0.0,16.0,8.0,26.0,2.0,11.0,27.0,421.0,15.6,2.0,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/jordan-mills-1.html,2010,Louisiana Tech,WAC,SO,OL,4.0,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/jordan-mills-1.html,*2011,Louisiana Tech,WAC,JR,OL,13.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/jordan-mills-1.html,Career,Louisiana Tech,,,,,,,,,,,,,,,,,2.0,1.0,3.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/carson-wentz-1.html,2012,North Dakota State,MVC,FR,QB,8.0,,,,,5.0,22.0,4.4,1.0,5.0,22.0,4.4,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0,16.0,75.0,144.0,9.0,11.5,2.0,0.0,191.9,,,,,,,,,,
http://www.sports-reference.com/cfb/players/carson-wentz-1.html,2013,North Dakota State,MVC,SO,QB,11.0,,,,,10.0,70.0,7.0,0.0,10.0,70.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,22.0,30.0,73.3,209.0,7.0,7.6,1.0,0.0,142.9,,,,,,,,,,
http://www.sports-reference.com/cfb/players/carson-wentz-1.html,2014,North Dakota State,MVC,JR,QB,16.0,1.0,16.0,16.0,1.0,138.0,642.0,4.7,6.0,139.0,658.0,4.7,7.0,,,,,,,,,,,,,,,,,,,,,,,228.0,358.0,63.7,3111.0,8.7,8.8,25.0,10.0,154.1,,,,,,,,,,
http://www.sports-reference.com/cfb/players/carson-wentz-1.html,2015,North Dakota State,MVC,SR,QB,7.0,,,,,63.0,294.0,4.7,6.0,63.0,294.0,4.7,6.0,,,,,,,,,,,,,,,,,,,,,,,130.0,208.0,62.5,1651.0,7.9,8.7,17.0,4.0,152.3,,,,,,,,,,
http://www.sports-reference.com/cfb/players/carson-wentz-1.html,Career,North Dakota State,,,,,1.0,16.0,16.0,1.0,216.0,1028.0,4.8,13.0,217.0,1044.0,4.8,14.0,,,,,,,,,,,,,,,,,,,,,,,392.0,612.0,64.1,5115.0,8.4,8.8,45.0,14.0,153.9,,,,,,,,,,
http://www.sports-reference.com/cfb/players/james-bradberry-1.html,*2011,Arkansas State,Sun Belt,FR,DB,1.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/james-bradberry-1.html,Career,Arkansas State,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/isaiah-jones-2.html,*2013,East Carolina,CUSA,FR,WR,12.0,62.0,604.0,9.7,5.0,0.0,0.0,,0.0,62.0,604.0,9.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,4.0,98.0,24.5,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/isaiah-jones-2.html,*2014,East Carolina,American,SO,WR,13.0,81.0,830.0,10.2,5.0,0.0,0.0,,0.0,81.0,830.0,10.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,8.0,8.0,0.0,24.0,477.0,19.9,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,
http://www.sports-reference.com/cfb/players/isaiah-jones-2.html,2015,East Carolina,American,JR,WR,12.0,98.0,1099.0,11.2,5.0,1.0,-6.0,-6.0,0.0,99.0,1093.0,11.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,23.0,23.0,0.0,1.0,1.0,100.0,34.0,34.0,34.0,0.0,0.0,385.6,,,,,,,,,,
http://www.sports-reference.com/cfb/players/isaiah-jones-2.html,2016,East Carolina,American,SR,WR,12.0,158.0,1746.0,11.1,8.0,4.0,24.0,6.0,0.0,162.0,1770.0,10.9,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,2.0,2.0,22.0,1.0,0.0,446.8,,,,,,,,,,
http://www.sports-reference.com/cfb/players/isaiah-jones-2.html,Career,East Carolina,,,,,399.0,4279.0,10.7,23.0,5.0,18.0,3.6,0.0,404.0,4297.0,10.6,23.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,8.0,8.0,0.0,29.0,598.0,20.6,0.0,3.0,4.0,75.0,36.0,9.0,14.0,1.0,0.0,233.1,,,,,,,,,,
http://www.sports-reference.com/cfb/players/joel-iyiegbuniwe-1.html,*2014,Western Kentucky,CUSA,FR,LB,1.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/joel-iyiegbuniwe-1.html,*2015,Western Kentucky,CUSA,SO,LB,9.0,,,,,,,,,,,,,14.0,5.0,19.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/joel-iyiegbuniwe-1.html,*2016,Western Kentucky,CUSA,SO,LB,13.0,,,,,,,,,,,,,39.0,25.0,64.0,10.0,3.5,0.0,0.0,,0.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/joel-iyiegbuniwe-1.html,*2017,Western Kentucky,CUSA,JR,LB,13.0,,,,,,,,,,,,,54.0,63.0,117.0,11.5,2.0,0.0,0.0,,0.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/joel-iyiegbuniwe-1.html,Career,Western Kentucky,,,,,,,,,,,,,,,,,108.0,93.0,201.0,22.5,5.5,0.0,0.0,,0.0,4.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/rj-mcintosh-1.html,*2015,Miami (FL),ACC,FR,DL,3.0,,,,,,,,,,,,,2.0,2.0,4.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/rj-mcintosh-1.html,*2016,Miami (FL),ACC,SO,DL,13.0,,,,,,,,,,,,,24.0,23.0,47.0,9.5,2.5,0.0,0.0,,0.0,2.0,0.0,,,0.0,1.0,6.0,6.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/rj-mcintosh-1.html,*2017,Miami (FL),ACC,JR,DL,13.0,,,,,,,,,,,,,25.0,27.0,52.0,12.5,2.5,0.0,0.0,,0.0,7.0,1.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/rj-mcintosh-1.html,Career,Miami (FL),,,,,,,,,,,,,,,,,51.0,52.0,103.0,23.0,5.5,0.0,0.0,,0.0,9.0,1.0,,,1.0,1.0,6.0,6.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,2013,South Florida,American,FR,QB,6.0,0.0,0.0,,0.0,14.0,-43.0,-3.1,0.0,14.0,-43.0,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,93.0,175.0,53.1,1083.0,6.2,4.2,3.0,9.0,100.5,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,2014,South Florida,American,SO,QB,11.0,0.0,0.0,,0.0,29.0,-85.0,-2.9,0.0,29.0,-85.0,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,122.0,242.0,50.4,1639.0,6.8,6.1,8.0,7.0,112.4,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,*2015,Western Kentucky,CUSA,JR,QB,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,*2016,Western Kentucky,CUSA,JR,QB,14.0,0.0,0.0,,0.0,29.0,-74.0,-2.6,0.0,29.0,-74.0,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,280.0,416.0,67.3,4363.0,10.5,11.5,37.0,7.0,181.4,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,*2017,Western Kentucky,CUSA,SR,QB,13.0,0.0,0.0,,0.0,64.0,-268.0,-4.2,6.0,64.0,-268.0,-4.2,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,368.0,560.0,65.7,4177.0,7.5,7.7,26.0,8.0,140.8,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,Career,Overall,,,,,0.0,0.0,,0.0,136.0,-470.0,-3.5,6.0,136.0,-470.0,-3.5,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,863.0,1393.0,62.0,11262.0,8.1,8.1,74.0,31.0,142.9,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,,South Florida,,,,,0.0,0.0,,0.0,43.0,-128.0,-3.0,0.0,43.0,-128.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,215.0,417.0,51.6,2722.0,6.5,5.3,11.0,16.0,107.4,,,,,,,,,,
http://www.sports-reference.com/cfb/players/mike-white-6.html,,Western Kentucky,,,,,0.0,0.0,,0.0,93.0,-342.0,-3.7,6.0,93.0,-342.0,-3.7,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,648.0,976.0,66.4,8540.0,8.8,9.3,63.0,15.0,158.1,,,,,,,,,,
http://www.sports-reference.com/cfb/players/kahlil-mckenzie-1.html,*2015,Tennessee,SEC,FR,DL,9.0,,,,,,,,,,,,,12.0,12.0,24.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/kahlil-mckenzie-1.html,*2016,Tennessee,SEC,SO,DL,6.0,,,,,,,,,,,,,2.0,10.0,12.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/kahlil-mckenzie-1.html,Career,Tennessee,,,,,,,,,,,,,,,,,14.0,22.0,36.0,1.5,1.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/jordan-thomas-6.html,*2016,Mississippi State,SEC,JR,TE,6.0,9.0,48.0,5.3,1.0,0.0,0.0,,0.0,9.0,48.0,5.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/jordan-thomas-6.html,*2017,Mississippi State,SEC,SR,TE,12.0,22.0,263.0,12.0,3.0,0.0,0.0,,0.0,22.0,263.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/jordan-thomas-6.html,Career,Mississippi State,,,,,31.0,311.0,10.0,4.0,0.0,0.0,,0.0,31.0,311.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/tracy-walker-1.html,*2014,Louisiana,Sun Belt,FR,S,10.0,,,,,,,,,,,,,32.0,5.0,37.0,0.0,0.0,2.0,19.0,9.5,0.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/tracy-walker-1.html,2015,Louisiana,Sun Belt,SO,DB,11.0,,,,,,,,,,,,,54.0,20.0,74.0,5.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/tracy-walker-1.html,*2016,Louisiana,Sun Belt,JR,DB,13.0,,,,,,,,,,,,,30.0,31.0,61.0,2.5,0.0,3.0,41.0,13.7,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/tracy-walker-1.html,2017,Louisiana,Sun Belt,SR,DB,12.0,,,,,,,,,,,,,62.0,35.0,97.0,3.5,0.5,2.0,14.0,7.0,0.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.sports-reference.com/cfb/players/tracy-walker-1.html,Career,Louisiana,,,,,,,,,,,,,,,,,178.0,91.0,269.0,11.0,0.5,8.0,75.0,9.4,0.0,19.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
