NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/karl-paymah-1.html,2004,Washington State,Pac-10,SR,DB,11.0,,,,,,2.0,5.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/karl-paymah-1.html,Career,Washington State,,,,,,,,,,3.0,5.0,1.7,0.0,,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-payne-1.html,2001,Brigham Young,MWC,FR,K,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,45.0,45.0,73.0,76.0,96.1,12.0,17.0,70.6,109.0
https://www.sports-reference.com/cfb/players/matt-payne-1.html,2002,Brigham Young,MWC,SO,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,28.0,0.0,1.0,1.0,1.0,0.0,2.0,29.0,14.5,0.0,51.0,2427.0,47.6,27.0,30.0,90.0,13.0,16.0,81.3,66.0
https://www.sports-reference.com/cfb/players/matt-payne-1.html,2003,Brigham Young,MWC,JR,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,78.0,3433.0,44.0,20.0,20.0,100.0,14.0,18.0,77.8,62.0
https://www.sports-reference.com/cfb/players/matt-payne-1.html,2004,Brigham Young,MWC,SR,K,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,50.0,12.0,6.0,16.0,1.0,0.0,265.4,2.0,44.0,22.0,0.0,,,,,2.0,44.0,22.0,0.0,62.0,2808.0,45.3,30.0,31.0,96.8,15.0,22.0,68.2,75.0
https://www.sports-reference.com/cfb/players/matt-payne-1.html,Career,Brigham Young,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,50.0,12.0,6.0,16.0,1.0,0.0,265.4,3.0,72.0,24.0,0.0,1.0,1.0,1.0,0.0,4.0,73.0,18.3,0.0,192.0,8713.0,45.4,150.0,157.0,95.5,54.0,73.0,74.0,312.0
https://www.sports-reference.com/cfb/players/alvin-pearman-1.html,2001,Virginia,ACC,FR,RB,12.0,,,,,,,,,,,,,,,27.0,247.0,9.1,0.0,13.0,266.0,20.5,0.0,,,,,,,,,,88.0,371.0,4.2,1.0,25.0,283.0,11.3,3.0,113.0,654.0,5.8,4.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alvin-pearman-1.html,*2002,Virginia,ACC,SO,RB,9.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,83.0,343.0,4.1,4.0,21.0,193.0,9.2,0.0,104.0,536.0,5.2,4.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alvin-pearman-1.html,*2003,Virginia,ACC,JR,RB,13.0,,,,,,,,,,,,,,,5.0,38.0,7.6,0.0,6.0,128.0,21.3,0.0,,,,,,,,,,134.0,643.0,4.8,4.0,63.0,518.0,8.2,4.0,197.0,1161.0,5.9,8.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alvin-pearman-1.html,*2004,Virginia,ACC,SR,RB,12.0,,,,,,,,,,,,,,,28.0,314.0,11.2,1.0,5.0,185.0,37.0,0.0,,,,,,,,,,195.0,1037.0,5.3,10.0,29.0,402.0,13.9,1.0,224.0,1439.0,6.4,11.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alvin-pearman-1.html,Career,Virginia,,,,,,,,,,,,,,,,,,,61.0,600.0,9.8,1.0,24.0,579.0,24.1,0.0,,,,,,,,,,500.0,2394.0,4.8,19.0,138.0,1396.0,10.1,8.0,638.0,3790.0,5.9,27.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-perkins-1.html,2001,Oklahoma,Big 12,FR,DB,10.0,,,,,,3.0,26.0,8.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-perkins-1.html,*2002,Oklahoma,Big 12,SO,DB,14.0,,,,,,4.0,111.0,27.8,0.0,,,,,,43.0,647.0,15.0,3.0,12.0,207.0,17.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-perkins-1.html,*2003,Oklahoma,Big 12,JR,DB,14.0,,,,,,3.0,13.0,4.3,0.0,,,,,,53.0,642.0,12.1,4.0,8.0,112.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-perkins-1.html,*2004,Oklahoma,Big 12,SR,DB,12.0,,,,,,1.0,0.0,0.0,0.0,,,,,,17.0,156.0,9.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-perkins-1.html,Career,Oklahoma,,,,,,,,,,11.0,150.0,13.6,0.0,,,,,,113.0,1445.0,12.8,8.0,20.0,319.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tab-perry-1.html,2000,UCLA,Pac-10,FR,WR,10.0,,,,,,,,,,,,,,,,,,,27.0,556.0,20.6,0.0,,,,,,,,,,2.0,3.0,1.5,0.0,6.0,58.0,9.7,0.0,8.0,61.0,7.6,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tab-perry-1.html,2001,UCLA,Pac-10,SO,WR,9.0,,,,,,,,,,,,,,,,,,,2.0,38.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.0,416.0,19.8,2.0,21.0,416.0,19.8,2.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tab-perry-1.html,*2002,UCLA,Pac-10,JR,WR,12.0,,,,,,,,,,,,,,,,,,,25.0,626.0,25.0,0.0,,,,,,,,,,1.0,5.0,5.0,0.0,35.0,698.0,19.9,1.0,36.0,703.0,19.5,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tab-perry-1.html,*2004,UCLA,Pac-10,SR,WR,11.0,,,,,,,,,,,,,,,,,,,11.0,214.0,19.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,1.0,22.0,375.0,17.0,3.0,22.0,387.0,17.6,4.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tab-perry-1.html,Career,UCLA,,,,,,,,,,,,,,,,,,,,,,,65.0,1434.0,22.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.7,1.0,84.0,1547.0,18.4,6.0,87.0,1567.0,18.0,7.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-pollack-1.html,*2002,Georgia,SEC,SO,DL,14.0,,,,,,2.0,39.0,19.5,1.0,,,,,,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-pollack-1.html,*2003,Georgia,SEC,JR,DL,14.0,,,,,,2.0,24.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-pollack-1.html,*2004,Georgia,SEC,SR,DL,12.0,,,,,,,,,,,,,,,1.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-pollack-1.html,Career,Georgia,,,,,,,,,,4.0,63.0,15.8,1.0,,,,,,2.0,30.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brodney-pool-1.html,*2003,Oklahoma,Big 12,SO,DB,14.0,,,,,,7.0,79.0,11.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brodney-pool-1.html,*2004,Oklahoma,Big 12,JR,DB,13.0,,,,,,2.0,42.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brodney-pool-1.html,Career,Oklahoma,,,,,,,,,,9.0,121.0,13.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brady-poppinga-1.html,2003,Brigham Young,MWC,JR,DL,12.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brady-poppinga-1.html,Career,Brigham Young,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sione-pouha-1.html,*2004,Utah,MWC,SR,DL,10.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sione-pouha-1.html,Career,Utah,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-purify-1.html,2000,Colorado,Big 12,FR,RB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,177.0,3.9,0.0,,,,,45.0,177.0,3.9,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-purify-1.html,2001,Colorado,Big 12,SO,RB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,916.0,5.8,5.0,11.0,92.0,8.4,0.0,168.0,1008.0,6.0,5.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-purify-1.html,*2002,Colorado,Big 12,JR,RB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,739.0,5.6,3.0,21.0,224.0,10.7,1.0,153.0,963.0,6.3,4.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-purify-1.html,2003,Colorado,Big 12,JR,RB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,167.0,3.2,3.0,4.0,27.0,6.8,0.0,56.0,194.0,3.5,3.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-purify-1.html,*2004,Colorado,Big 12,SR,RB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,1097.0,4.7,9.0,20.0,206.0,10.3,0.0,251.0,1303.0,5.2,9.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-purify-1.html,Career,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,3096.0,5.0,20.0,56.0,549.0,9.8,1.0,673.0,3645.0,5.4,21.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-randall-1.html,2001,Virginia Tech,Big East,,QB,8.0,,,,,,,,,,,,,,,,,,,,,,,12.0,34.0,35.3,114.0,3.4,2.0,0.0,1.0,57.6,20.0,104.0,5.2,0.0,,,,,20.0,104.0,5.2,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-randall-1.html,*2002,Virginia Tech,Big East,SO,QB,14.0,,,,,,,,,,,,,,,,,,,,,,,158.0,248.0,63.7,2134.0,8.6,7.6,12.0,11.0,143.1,171.0,507.0,3.0,3.0,,,,,171.0,507.0,3.0,3.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-randall-1.html,*2003,Virginia Tech,Big East,JR,QB,13.0,,,,,,,,,,,,,,,,,,,,,,,150.0,245.0,61.2,1996.0,8.1,7.5,15.0,10.0,141.7,82.0,404.0,4.9,5.0,,,,,82.0,404.0,4.9,5.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-randall-1.html,*2004,Virginia Tech,ACC,SR,QB,13.0,,,,,,,,,,,,,,,,,,,,,,,170.0,306.0,55.6,2264.0,7.4,7.4,21.0,9.0,134.5,136.0,511.0,3.8,3.0,,,,,136.0,511.0,3.8,3.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-randall-1.html,Career,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,833.0,58.8,6508.0,7.8,7.3,48.0,31.0,136.0,409.0,1526.0,3.7,11.0,,,,,409.0,1526.0,3.7,11.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dave-rayner-1.html,*2001,Michigan State,Big Ten,,K,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,,,,36.0,37.0,97.3,8.0,14.0,57.1,60.0
https://www.sports-reference.com/cfb/players/dave-rayner-1.html,2002,Michigan State,Big Ten,,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,34.0,35.0,97.1,10.0,16.0,62.5,64.0
https://www.sports-reference.com/cfb/players/dave-rayner-1.html,*2003,Michigan State,Big Ten,,K,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,14.0,565.0,40.4,39.0,40.0,97.5,22.0,29.0,75.9,105.0
https://www.sports-reference.com/cfb/players/dave-rayner-1.html,2004,Michigan State,Big Ten,,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,-5.0,0.0,,,,,1.0,-5.0,-5.0,0.0,5.0,172.0,34.4,39.0,39.0,100.0,22.0,31.0,71.0,105.0
https://www.sports-reference.com/cfb/players/dave-rayner-1.html,Career,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-4.0,-1.3,0.0,,,,,3.0,-4.0,-1.3,0.0,19.0,737.0,38.8,148.0,151.0,98.0,62.0,90.0,68.9,334.0
https://www.sports-reference.com/cfb/players/lamont-reid-1.html,2001,North Carolina State,ACC,FR,DB,11.0,,,,,,,,,,,,,,,,,,,11.0,223.0,20.3,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lamont-reid-1.html,*2002,North Carolina State,ACC,SO,DB,14.0,,,,,,,,,,,,30.0,1.0,,0.0,15.0,,1.0,14.0,424.0,30.3,2.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lamont-reid-1.html,*2003,North Carolina State,ACC,JR,DB,11.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,13.0,258.0,19.8,0.0,,,,,,,,,,1.0,-5.0,-5.0,0.0,,,,,1.0,-5.0,-5.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lamont-reid-1.html,2004,North Carolina State,ACC,SR,DB,11.0,,,,,,1.0,29.0,29.0,0.0,,,,,,,,,,7.0,212.0,30.3,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lamont-reid-1.html,Career,North Carolina State,,,,,,,,,,2.0,29.0,14.5,0.0,,,30.0,1.0,,0.0,15.0,,1.0,45.0,1117.0,24.8,2.0,,,,,,,,,,1.0,-5.0,-5.0,0.0,,,,,1.0,-5.0,-5.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/walter-reyes-1.html,2001,Syracuse,Big East,FR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,139.0,3.3,1.0,,,,,42.0,139.0,3.3,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/walter-reyes-1.html,2002,Syracuse,Big East,SO,RB,12.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,182.0,1135.0,6.2,17.0,7.0,62.0,8.9,0.0,189.0,1197.0,6.3,17.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/walter-reyes-1.html,2003,Syracuse,Big East,JR,RB,12.0,,,,,,,,,,,,,,,,,,,1.0,10.0,10.0,0.0,,,,,,,,,,253.0,1347.0,5.3,20.0,38.0,375.0,9.9,1.0,291.0,1722.0,5.9,21.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/walter-reyes-1.html,*2004,Syracuse,Big East,SR,RB,9.0,,,,,,,,,,,,,,,,,,,4.0,71.0,17.8,0.0,,,,,,,,,,148.0,803.0,5.4,7.0,14.0,113.0,8.1,0.0,162.0,916.0,5.7,7.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/walter-reyes-1.html,Career,Syracuse,,,,,,,,,,,,,,,,,,,,,,,6.0,82.0,13.7,0.0,,,,,,,,,,625.0,3424.0,5.5,45.0,59.0,550.0,9.3,1.0,684.0,3974.0,5.8,46.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-rheem-1.html,2001,Kansas State,Big 12,,K,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,22.0,90.9,4.0,6.0,66.7,32.0
https://www.sports-reference.com/cfb/players/joe-rheem-1.html,*2002,Kansas State,Big 12,SO,K,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,59.0,89.8,9.0,12.0,75.0,80.0
https://www.sports-reference.com/cfb/players/joe-rheem-1.html,*2003,Kansas State,Big 12,JR,K,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,68.0,98.5,12.0,17.0,70.6,103.0
https://www.sports-reference.com/cfb/players/joe-rheem-1.html,2004,Kansas State,Big 12,SR,K,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,38.0,97.4,13.0,15.0,86.7,76.0
https://www.sports-reference.com/cfb/players/joe-rheem-1.html,Career,Kansas State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,187.0,94.7,38.0,50.0,76.0,291.0
https://www.sports-reference.com/cfb/players/kerry-rhodes-1.html,2001,Louisville,CUSA,FR,DB,6.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kerry-rhodes-1.html,*2002,Louisville,CUSA,SO,DB,13.0,,,,,,1.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kerry-rhodes-1.html,*2003,Louisville,CUSA,JR,DB,13.0,,,,,,3.0,33.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kerry-rhodes-1.html,*2004,Louisville,CUSA,SR,DB,12.0,,,,,,6.0,56.0,9.3,1.0,,,40.0,1.0,,1.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kerry-rhodes-1.html,Career,Louisville,,,,,,,,,,11.0,106.0,9.6,2.0,,,40.0,1.0,,1.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-rix-1.html,2001,Florida State,ACC,FR,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,165.0,286.0,57.7,2734.0,9.6,9.2,24.0,13.0,156.6,99.0,389.0,3.9,3.0,1.0,-1.0,-1.0,0.0,100.0,388.0,3.9,3.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-rix-1.html,*2002,Florida State,ACC,SO,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,118.0,225.0,52.4,1684.0,7.5,7.2,13.0,7.0,128.2,86.0,289.0,3.4,3.0,,,,,86.0,289.0,3.4,3.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-rix-1.html,*2003,Florida State,ACC,JR,QB,13.0,,,,,,,,,,,,,,,,,,,,,,,216.0,382.0,56.5,3107.0,8.1,7.8,23.0,13.0,137.9,89.0,130.0,1.5,5.0,,,,,89.0,130.0,1.5,5.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-rix-1.html,*2004,Florida State,ACC,SR,QB,8.0,,,,,,,,,,,,,,,,,,,,,,,76.0,149.0,51.0,865.0,5.8,4.1,3.0,7.0,97.0,32.0,15.0,0.5,1.0,,,,,32.0,15.0,0.5,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-rix-1.html,Career,Florida State,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,1042.0,55.2,8390.0,8.1,7.5,63.0,40.0,135.1,306.0,823.0,2.7,12.0,1.0,-1.0,-1.0,0.0,307.0,822.0,2.7,12.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-roby-1.html,2001,Indiana,Big Ten,FR,WR,11.0,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,4.0,80.0,20.0,0.0,,,,,,,,,,1.0,-8.0,-8.0,0.0,11.0,171.0,15.5,1.0,12.0,163.0,13.6,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-roby-1.html,2002,Indiana,Big Ten,SO,WR,12.0,,,,,,,,,,,,,,,,,,,11.0,227.0,20.6,0.0,,,,,,,,,,2.0,37.0,18.5,0.0,59.0,1039.0,17.6,4.0,61.0,1076.0,17.6,4.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-roby-1.html,2003,Indiana,Big Ten,JR,WR,11.0,,,,,,,,,,,,,,,,,,,10.0,193.0,19.3,0.0,,,,,,,,,,7.0,43.0,6.1,0.0,45.0,504.0,11.2,0.0,52.0,547.0,10.5,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-roby-1.html,2004,Indiana,Big Ten,SR,WR,11.0,,,,,,,,,,,,,,,,,,,3.0,67.0,22.3,0.0,,,,,,,,,,21.0,135.0,6.4,2.0,55.0,810.0,14.7,7.0,76.0,945.0,12.4,9.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-roby-1.html,Career,Indiana,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,28.0,567.0,20.3,0.0,,,,,,,,,,31.0,207.0,6.7,2.0,170.0,2524.0,14.8,12.0,201.0,2731.0,13.6,14.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-rodgers-1.html,*2003,California,Pac-10,SO,QB,13.0,,,,,,,,,,,,,,,,,,,,,,,215.0,349.0,61.6,2903.0,8.3,8.8,19.0,5.0,146.6,86.0,210.0,2.4,5.0,,,,,86.0,210.0,2.4,5.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-rodgers-1.html,*2004,California,Pac-10,JR,QB,12.0,,,,,,,,,,,,,,,,,,,,,,,209.0,316.0,66.1,2566.0,8.1,8.5,24.0,8.0,154.3,74.0,126.0,1.7,3.0,1.0,10.0,10.0,0.0,75.0,136.0,1.8,3.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-rodgers-1.html,Career,California,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,665.0,63.8,5469.0,8.2,8.6,43.0,13.0,150.3,160.0,336.0,2.1,8.0,1.0,10.0,10.0,0.0,161.0,346.0,2.1,8.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-rogers-1.html,*2002,Auburn,SEC,SO,DB,13.0,,,,,,4.0,48.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-rogers-1.html,*2003,Auburn,SEC,JR,DB,12.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-rogers-1.html,*2004,Auburn,SEC,SR,DB,13.0,,,,,,2.0,53.0,26.5,1.0,,,,,,,,,,1.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-rogers-1.html,Career,Auburn,,,,,,,,,,7.0,101.0,14.4,1.0,,,,,,,,,,1.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antrel-rolle-1.html,2001,Miami (FL),Big East,FR,DB,8.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antrel-rolle-1.html,*2002,Miami (FL),Big East,SO,DB,13.0,,,,,,1.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antrel-rolle-1.html,*2003,Miami (FL),Big East,JR,DB,12.0,,,,,,2.0,45.0,22.5,1.0,,,,,,13.0,203.0,15.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antrel-rolle-1.html,*2004,Miami (FL),ACC,SR,DB,12.0,,,,,,1.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antrel-rolle-1.html,Career,Miami (FL),,,,,,,,,,5.0,73.0,14.6,1.0,,,,,,13.0,203.0,15.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stanford-routt-1.html,2001,Houston,CUSA,,DB,11.0,,,,,,1.0,15.0,15.0,0.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stanford-routt-1.html,*2003,Houston,CUSA,JR,DB,13.0,,,,,,4.0,44.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stanford-routt-1.html,2004,Houston,CUSA,SR,DB,10.0,,,,,,2.0,37.0,18.5,0.0,,,,,,,,,,3.0,36.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stanford-routt-1.html,Career,Houston,,,,,,,,,,7.0,96.0,13.7,0.0,,,,,,1.0,0.0,0.0,0.0,3.0,36.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
