NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Punts,Punt_Yds,Punt_Avg
https://www.sports-reference.com/cfb/players/trey-adams-2.html,*2015,Washington,Pac-12,FR,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trey-adams-2.html,*2016,Washington,Pac-12,SO,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trey-adams-2.html,*2017,Washington,Pac-12,JR,OL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,9.0,9.0,0.0,0.0,0.0,,0.0,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trey-adams-2.html,Career,Washington,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,9.0,9.0,0.0,0.0,0.0,,0.0,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mctelvin-agim-1.html,*2016,Arkansas,SEC,FR,DL,9.0,8.0,12.0,20.0,5.0,2.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mctelvin-agim-1.html,2017,Arkansas,SEC,SO,DL,11.0,15.0,22.0,37.0,7.5,2.5,0.0,0.0,,0.0,3.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mctelvin-agim-1.html,2018,Arkansas,SEC,JR,DL,12.0,19.0,26.0,45.0,10.0,4.5,0.0,0.0,,0.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mctelvin-agim-1.html,2019,Arkansas,SEC,SR,DL,11.0,20.0,19.0,39.0,8.5,5.0,0.0,0.0,,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mctelvin-agim-1.html,Career,Arkansas,,,,,62.0,79.0,141.0,31.0,14.5,0.0,0.0,,0.0,4.0,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/salvon-ahmed-1.html,*2017,Washington,Pac-12,FR,RB,13.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,61.0,388.0,6.4,3.0,13.0,77.0,5.9,0.0,74.0,465.0,6.3,3.0,14.0,353.0,25.2,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/salvon-ahmed-1.html,*2018,Washington,Pac-12,SO,RB,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,104.0,608.0,5.8,7.0,21.0,170.0,8.1,0.0,125.0,778.0,6.2,7.0,1.0,31.0,31.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/salvon-ahmed-1.html,*2019,Washington,Pac-12,JR,RB,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,188.0,1020.0,5.4,11.0,16.0,84.0,5.3,0.0,204.0,1104.0,5.4,11.0,5.0,116.0,23.2,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/salvon-ahmed-1.html,Career,Washington,,,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,353.0,2016.0,5.7,21.0,50.0,331.0,6.6,0.0,403.0,2347.0,5.8,21.0,20.0,500.0,25.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-aiyuk-1.html,*2018,Arizona State,Pac-12,JR,WR,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,33.0,474.0,14.4,3.0,33.0,474.0,14.4,3.0,15.0,339.0,22.6,0.0,11.0,67.0,6.1,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-aiyuk-1.html,*2019,Arizona State,Pac-12,SR,WR,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,6.0,6.0,0.0,65.0,1192.0,18.3,8.0,66.0,1198.0,18.2,8.0,14.0,446.0,31.9,0.0,14.0,226.0,16.1,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-aiyuk-1.html,Career,Arizona State,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,6.0,6.0,0.0,98.0,1666.0,17.0,11.0,99.0,1672.0,16.9,11.0,29.0,785.0,27.1,0.0,25.0,293.0,11.7,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cam-akers-1.html,*2017,Florida State,ACC,FR,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,194.0,1025.0,5.3,7.0,16.0,116.0,7.3,1.0,210.0,1141.0,5.4,8.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,47.0,47.0,47.0,0.0,0.0,494.8,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cam-akers-1.html,2018,Florida State,ACC,SO,RB,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,161.0,706.0,4.4,6.0,23.0,145.0,6.3,2.0,184.0,851.0,4.6,8.0,1.0,15.0,15.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cam-akers-1.html,*2019,Florida State,ACC,JR,RB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,231.0,1144.0,5.0,14.0,30.0,225.0,7.5,4.0,261.0,1369.0,5.2,18.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,6.0,66.7,50.0,8.3,8.3,0.0,0.0,136.7,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cam-akers-1.html,Career,Florida State,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,586.0,2875.0,4.9,27.0,69.0,486.0,7.0,7.0,655.0,3361.0,5.1,34.0,1.0,15.0,15.0,0.0,0.0,0.0,,0.0,5.0,8.0,62.5,97.0,12.1,12.1,0.0,0.0,164.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradlee-anae-1.html,*2016,Utah,Pac-12,FR,DE,3.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradlee-anae-1.html,*2017,Utah,Pac-12,SO,DE,12.0,25.0,14.0,39.0,10.0,7.0,0.0,0.0,,0.0,0.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradlee-anae-1.html,*2018,Utah,Pac-12,JR,DE,12.0,24.0,23.0,47.0,14.0,7.5,0.0,0.0,,0.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradlee-anae-1.html,*2019,Utah,Pac-12,SR,DE,12.0,30.0,11.0,41.0,14.0,13.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradlee-anae-1.html,Career,Utah,,,,,83.0,48.0,131.0,40.0,29.5,0.0,0.0,,0.0,3.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tremayne-anchrum-1.html,*2017,Clemson,ACC,SO,T,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tremayne-anchrum-1.html,Career,Clemson,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-anderson-1.html,*2016,Texas Christian,Big 12,FR,RB,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,27.0,229.0,8.5,1.0,5.0,20.0,4.0,0.0,32.0,249.0,7.8,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-anderson-1.html,*2017,Texas Christian,Big 12,SO,RB,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,128.0,768.0,6.0,8.0,9.0,57.0,6.3,0.0,137.0,825.0,6.0,8.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-anderson-1.html,*2018,Texas Christian,Big 12,JR,RB,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,124.0,598.0,4.8,3.0,7.0,19.0,2.7,0.0,131.0,617.0,4.7,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-anderson-1.html,2019,Texas Christian,Big 12,SR,RB,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,151.0,823.0,5.5,6.0,22.0,128.0,5.8,0.0,173.0,951.0,5.5,6.0,14.0,309.0,22.1,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-anderson-1.html,Career,Texas Christian,,,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,430.0,2418.0,5.6,18.0,43.0,224.0,5.2,0.0,473.0,2642.0,5.6,18.0,14.0,309.0,22.1,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/damon-arnette-1.html,*2015,Ohio State,Big Ten,FR,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/damon-arnette-1.html,*2016,Ohio State,Big Ten,FR,CB,11.0,11.0,10.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/damon-arnette-1.html,*2017,Ohio State,Big Ten,SO,CB,12.0,35.0,9.0,44.0,3.0,0.0,2.0,35.0,17.5,0.0,8.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/damon-arnette-1.html,*2018,Ohio State,Big Ten,JR,CB,13.0,31.0,9.0,40.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/damon-arnette-1.html,*2019,Ohio State,Big Ten,SR,CB,11.0,27.0,8.0,35.0,1.0,0.0,1.0,96.0,96.0,1.0,8.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/damon-arnette-1.html,Career,Ohio State,,,,,104.0,36.0,140.0,4.0,0.0,5.0,132.0,26.4,1.0,22.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/grayland-arnold-1.html,*2016,Baylor,Big 12,FR,CB,7.0,17.0,3.0,20.0,2.0,0.0,0.0,0.0,,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/grayland-arnold-1.html,2017,Baylor,Big 12,SO,CB,8.0,26.0,9.0,35.0,3.0,0.0,1.0,20.0,20.0,0.0,7.0,1.0,,,1.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/grayland-arnold-1.html,*2018,Baylor,Big 12,JR,CB,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,2.0,12.0,6.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/grayland-arnold-1.html,*2019,Baylor,Big 12,JR,CB,13.0,32.0,13.0,45.0,2.5,1.0,6.0,118.0,19.7,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,12.0,149.0,12.4,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/grayland-arnold-1.html,Career,Baylor,,,,,81.0,25.0,106.0,7.5,1.0,7.0,138.0,19.7,0.0,13.0,1.0,,,1.0,,,,,,,,,,,,,0.0,0.0,,0.0,14.0,161.0,11.5,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,*2016,Michigan,Big Ten,FR,TE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,2.0,18.0,9.0,1.0,2.0,18.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,2018,UCLA,Pac-12,JR,TE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6.0,130.0,21.7,1.0,6.0,130.0,21.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,2019,UCLA,Pac-12,JR,TE,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,44.0,641.0,14.6,4.0,44.0,641.0,14.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,Career,Overall,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,52.0,789.0,15.2,6.0,52.0,789.0,15.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,,Michigan,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,2.0,18.0,9.0,1.0,2.0,18.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,,UCLA,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,50.0,771.0,15.4,5.0,50.0,771.0,15.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-bachie-1.html,2016,Michigan State,Big Ten,FR,LB,2.0,3.0,8.0,11.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-bachie-1.html,*2017,Michigan State,Big Ten,SO,LB,13.0,46.0,54.0,100.0,7.5,2.5,3.0,15.0,5.0,0.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-bachie-1.html,*2018,Michigan State,Big Ten,JR,LB,13.0,47.0,55.0,102.0,9.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-bachie-1.html,*2019,Michigan State,Big Ten,SR,LB,8.0,37.0,35.0,72.0,9.5,3.5,1.0,19.0,19.0,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-bachie-1.html,Career,Michigan State,,,,,133.0,152.0,285.0,28.0,7.0,5.0,35.0,7.0,0.0,11.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyler-bass-3.html,*2015,Georgia Southern,Sun Belt,FR,K,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyler-bass-3.html,2016,Georgia Southern,Sun Belt,FR,K,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,6.0,7.0,85.7,0.0,0.0,,6.0,0.0,0.0,
https://www.sports-reference.com/cfb/players/tyler-bass-3.html,2017,Georgia Southern,Sun Belt,SO,PK,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,-4.0,-4.0,0.0,0.0,0.0,,0.0,1.0,-4.0,-4.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,27.0,28.0,96.4,15.0,19.0,78.9,72.0,2.0,99.0,49.5
https://www.sports-reference.com/cfb/players/tyler-bass-3.html,*2018,Georgia Southern,Sun Belt,JR,PK,13.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,45.0,45.0,100.0,19.0,21.0,90.5,102.0,3.0,141.0,47.0
https://www.sports-reference.com/cfb/players/tyler-bass-3.html,*2019,Georgia Southern,Sun Belt,SR,K,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,1.0,1.0,100.0,7.0,7.0,7.0,0.0,0.0,158.8,36.0,36.0,100.0,20.0,28.0,71.4,96.0,0.0,0.0,
https://www.sports-reference.com/cfb/players/tyler-bass-3.html,Career,Georgia Southern,,,,,6.0,5.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,-4.0,-4.0,0.0,0.0,0.0,,0.0,1.0,-4.0,-4.0,0.0,,,,,,,,,1.0,1.0,100.0,7.0,7.0,7.0,0.0,0.0,158.8,114.0,116.0,98.3,54.0,68.0,79.4,276.0,5.0,240.0,48.0
https://www.sports-reference.com/cfb/players/essang-bassey-1.html,*2016,Wake Forest,ACC,FR,DB,9.0,16.0,3.0,19.0,1.5,0.0,0.0,0.0,,0.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/essang-bassey-1.html,*2017,Wake Forest,ACC,SO,DB,13.0,52.0,23.0,75.0,6.0,0.0,3.0,30.0,10.0,1.0,16.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/essang-bassey-1.html,*2018,Wake Forest,ACC,JR,DB,13.0,52.0,21.0,73.0,2.5,1.0,1.0,0.0,0.0,0.0,15.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/essang-bassey-1.html,*2019,Wake Forest,ACC,SR,DB,13.0,41.0,19.0,60.0,2.5,0.0,1.0,1.0,1.0,0.0,11.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/essang-bassey-1.html,Career,Wake Forest,,,,,161.0,66.0,227.0,12.5,1.0,5.0,31.0,6.2,1.0,45.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-baun-1.html,*2015,Wisconsin,Big Ten,FR,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-baun-1.html,*2016,Wisconsin,Big Ten,FR,LB,7.0,9.0,6.0,15.0,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-baun-1.html,*2018,Wisconsin,Big Ten,JR,LB,13.0,37.0,25.0,62.0,7.5,2.5,1.0,7.0,7.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-baun-1.html,*2019,Wisconsin,Big Ten,SR,LB,14.0,52.0,23.0,75.0,19.5,12.5,1.0,34.0,34.0,1.0,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-baun-1.html,Career,Wisconsin,,,,,98.0,54.0,152.0,30.5,15.0,2.0,41.0,20.5,1.0,4.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bayless-1.html,*2015,Arkansas State,Sun Belt,FR,WR,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bayless-1.html,*2016,Arkansas State,Sun Belt,FR,WR,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,13.0,117.0,9.0,1.0,13.0,117.0,9.0,1.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bayless-1.html,*2017,Arkansas State,Sun Belt,SO,WR,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,-3.0,-1.5,0.0,31.0,428.0,13.8,6.0,33.0,425.0,12.9,6.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bayless-1.html,*2018,Arkansas State,Sun Belt,JR,WR,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,39.0,566.0,14.5,2.0,39.0,566.0,14.5,2.0,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bayless-1.html,*2019,Arkansas State,Sun Belt,SR,WR,13.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,93.0,1653.0,17.8,17.0,93.0,1653.0,17.8,17.0,,,,,,,,,1.0,3.0,33.3,37.0,12.3,12.3,0.0,0.0,136.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bayless-1.html,Career,Arkansas State,,,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,-3.0,-1.5,0.0,176.0,2764.0,15.7,26.0,178.0,2761.0,15.5,26.0,,,,,,,,,1.0,3.0,33.3,37.0,12.3,12.3,0.0,0.0,136.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mekhi-becton-1.html,2018,Louisville,ACC,SO,OL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mekhi-becton-1.html,*2019,Louisville,ACC,JR,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mekhi-becton-1.html,Career,Louisville,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/levante-bellamy-1.html,*2015,Western Michigan,MAC,FR,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,77.0,493.0,6.4,2.0,4.0,72.0,18.0,0.0,81.0,565.0,7.0,2.0,4.0,85.0,21.3,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/levante-bellamy-1.html,*2016,Western Michigan,MAC,SO,WR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,20.0,133.0,6.7,1.0,1.0,4.0,4.0,0.0,21.0,137.0,6.5,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
