NCAA_Link,Year,School,Conf,Class,Pos,G,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF
https://www.sports-reference.com/cfb/players/josh-scobey-1.html,2001,Kansas State,Big 12,SR,RB,11.0,,,,,,,,,,,240.0,1263.0,5.3,15.0,9.0,52.0,5.8,0.0,249.0,1315.0,5.3,15.0,4.0,55.0,13.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-scobey-1.html,Career,Kansas State,,,,,,,,,,,,,,,409.0,1981.0,4.8,31.0,13.0,81.0,6.2,0.0,422.0,2062.0,4.9,31.0,4.0,55.0,13.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-shaw-2.html,*2001,Michigan State,Big Ten,SR,DL,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,6.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/josh-shaw-2.html,Career,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,6.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/lito-sheppard-1.html,1999,Florida,SEC,,DB,11.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,3.0,3.0,0.0,1.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lito-sheppard-1.html,2000,Florida,SEC,SO,DB,12.0,,,,,,,,,,,,,,,1.0,47.0,47.0,0.0,1.0,47.0,47.0,0.0,13.0,298.0,22.9,0.0,22.0,307.0,14.0,2.0,,,,,,,,,,,,,,,6.0,179.0,29.8,1.0,,,,,
https://www.sports-reference.com/cfb/players/lito-sheppard-1.html,2001,Florida,SEC,JR,DB,11.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,7.0,171.0,24.4,0.0,26.0,246.0,9.5,0.0,,,,,,,,,,,,,,,2.0,7.0,3.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/lito-sheppard-1.html,Career,Florida,,,,,,,,,,,,,,,,,,,1.0,47.0,47.0,0.0,1.0,47.0,47.0,0.0,21.0,472.0,22.5,0.0,49.0,559.0,11.4,2.0,,,,,,,,,,,,,,,8.0,186.0,23.3,1.0,,,,,
https://www.sports-reference.com/cfb/players/rick-sherrod-1.html,2000,West Virginia,Big East,JR,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42.0,21.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/rick-sherrod-1.html,2001,West Virginia,Big East,SR,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/rick-sherrod-1.html,Career,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,42.0,14.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/jeremy-shockey-1.html,2000,Miami (FL),Big East,FR,TE,10.0,,,,,,,,,,,,,,,21.0,296.0,14.1,3.0,21.0,296.0,14.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeremy-shockey-1.html,2001,Miami (FL),Big East,JR,TE,11.0,,,,,,,,,,,,,,,40.0,519.0,13.0,7.0,40.0,519.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeremy-shockey-1.html,Career,Miami (FL),,,,,,,,,,,,,,,,,,,61.0,815.0,13.4,10.0,61.0,815.0,13.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/billy-silva-1.html,1998,Northwestern,Big Ten,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/billy-silva-1.html,*2000,Northwestern,Big Ten,JR,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/billy-silva-1.html,2001,Northwestern,Big Ten,SR,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,2.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/billy-silva-1.html,Career,Northwestern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,3.8,0.0,,,,,
https://www.sports-reference.com/cfb/players/derek-smith-1.html,1999,Kentucky,SEC,,TE,11.0,,,,,,,,,,,,,,,9.0,112.0,12.4,0.0,9.0,112.0,12.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-smith-1.html,2000,Kentucky,SEC,SO,TE,11.0,,,,,,,,,,,0.0,5.0,,0.0,50.0,716.0,14.3,5.0,50.0,721.0,14.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-smith-1.html,2001,Kentucky,SEC,JR,TE,11.0,,,,,,,,,,,,,,,30.0,396.0,13.2,4.0,30.0,396.0,13.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-smith-1.html,Career,Kentucky,,,,,,,,,,,,,,,0.0,5.0,,0.0,89.0,1224.0,13.8,9.0,89.0,1229.0,13.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/raonall-smith-1.html,*2001,Washington State,Pac-10,SR,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,54.0,0.0,,,27.0,1.0,
https://www.sports-reference.com/cfb/players/raonall-smith-1.html,Career,Washington State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,54.0,0.0,,,27.0,1.0,
https://www.sports-reference.com/cfb/players/steve-smith-1.html,*1998,Oregon,Pac-10,,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/steve-smith-1.html,*1999,Oregon,Pac-10,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23.0,7.7,0.0,,,,,
https://www.sports-reference.com/cfb/players/steve-smith-1.html,*2000,Oregon,Pac-10,JR,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,5.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/steve-smith-1.html,*2001,Oregon,Pac-10,SR,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,118.0,14.8,1.0,,,,,
https://www.sports-reference.com/cfb/players/steve-smith-1.html,Career,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,157.0,11.2,1.0,,,,,
https://www.sports-reference.com/cfb/players/charles-stackhouse-1.html,1998,Ole Miss,SEC,,RB,11.0,,,,,,,,,,,5.0,15.0,3.0,1.0,,,,,5.0,15.0,3.0,1.0,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-stackhouse-1.html,*1999,Ole Miss,SEC,,RB,8.0,,,,,,,,,,,10.0,28.0,2.8,0.0,3.0,74.0,24.7,0.0,13.0,102.0,7.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-stackhouse-1.html,2000,Ole Miss,SEC,JR,RB,11.0,,,,,,,,,,,37.0,182.0,4.9,0.0,11.0,88.0,8.0,1.0,48.0,270.0,5.6,1.0,1.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-stackhouse-1.html,2001,Ole Miss,SEC,SR,RB,11.0,,,,,,,,,,,75.0,330.0,4.4,5.0,21.0,172.0,8.2,2.0,96.0,502.0,5.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-stackhouse-1.html,Career,Ole Miss,,,,,,,,,,,,,,,127.0,555.0,4.4,6.0,35.0,334.0,9.5,3.0,162.0,889.0,5.5,9.0,1.0,14.0,14.0,0.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/luke-staley-1.html,1999,Brigham Young,MWC,,RB,8.0,,,,,,,,,,,92.0,432.0,4.7,10.0,26.0,339.0,13.0,3.0,118.0,771.0,6.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/luke-staley-1.html,2000,Brigham Young,MWC,SO,RB,11.0,,,,,,,,,,,130.0,479.0,3.7,7.0,28.0,327.0,11.7,0.0,158.0,806.0,5.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/luke-staley-1.html,2001,Brigham Young,MWC,JR,RB,11.0,,,,,,,,,,,196.0,1596.0,8.1,24.0,32.0,334.0,10.4,4.0,228.0,1930.0,8.5,28.0,3.0,102.0,34.0,0.0,,,,,1.0,1.0,100.0,11.0,11.0,11.0,0.0,0.0,192.4,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/luke-staley-1.html,Career,Brigham Young,,,,,,,,,,,,,,,418.0,2507.0,6.0,41.0,86.0,1000.0,11.6,7.0,504.0,3507.0,7.0,48.0,3.0,102.0,34.0,0.0,,,,,1.0,1.0,100.0,11.0,11.0,11.0,0.0,0.0,192.4,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/donte-stallworth-1.html,1999,Tennessee,SEC,,WR,11.0,,,,,,,,,,,1.0,6.0,6.0,0.0,23.0,407.0,17.7,1.0,24.0,413.0,17.2,1.0,,,,,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/donte-stallworth-1.html,2000,Tennessee,SEC,SO,WR,11.0,,,,,,,,,,,2.0,13.0,6.5,0.0,35.0,519.0,14.8,2.0,37.0,532.0,14.4,2.0,,,,,1.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/donte-stallworth-1.html,2001,Tennessee,SEC,JR,WR,9.0,,,,,,,,,,,1.0,11.0,11.0,0.0,41.0,821.0,20.0,10.0,42.0,832.0,19.8,10.0,,,,,6.0,98.0,16.3,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/donte-stallworth-1.html,Career,Tennessee,,,,,,,,,,,,,,,4.0,30.0,7.5,0.0,99.0,1747.0,17.6,13.0,103.0,1777.0,17.3,13.0,,,,,8.0,120.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-stephens-1.html,1997,Tennessee,SEC,,RB,7.0,,,,,,,,,,,9.0,36.0,4.0,0.0,,,,,9.0,36.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-stephens-1.html,1998,Tennessee,SEC,,RB,12.0,,,,,,,,,,,107.0,477.0,4.5,4.0,2.0,3.0,1.5,0.0,109.0,480.0,4.4,4.0,8.0,169.0,21.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-stephens-1.html,2000,Tennessee,SEC,JR,RB,11.0,,,,,,,,,,,81.0,359.0,4.4,7.0,6.0,28.0,4.7,0.0,87.0,387.0,4.4,7.0,2.0,56.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-stephens-1.html,2001,Tennessee,SEC,SR,RB,12.0,,,,,,,,,,,291.0,1464.0,5.0,10.0,19.0,169.0,8.9,1.0,310.0,1633.0,5.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-stephens-1.html,Career,Tennessee,,,,,,,,,,,,,,,488.0,2336.0,4.8,21.0,27.0,200.0,7.4,1.0,515.0,2536.0,4.9,22.0,10.0,225.0,22.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerramy-stevens-1.html,1999,Washington,Pac-10,,TE,11.0,,,,,,,,,,,,,,,21.0,265.0,12.6,4.0,21.0,265.0,12.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerramy-stevens-1.html,2000,Washington,Pac-10,SO,TE,11.0,,,,,,,,,,,,,,,43.0,600.0,14.0,3.0,43.0,600.0,14.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerramy-stevens-1.html,2001,Washington,Pac-10,JR,TE,5.0,,,,,,,,,,,,,,,10.0,88.0,8.8,1.0,10.0,88.0,8.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerramy-stevens-1.html,Career,Washington,,,,,,,,,,,,,,,,,,,74.0,953.0,12.9,8.0,74.0,953.0,12.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-stevenson-1.html,2000,Tennessee,SEC,SR,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/dominique-stevenson-1.html,2001,Tennessee,SEC,SR,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/dominique-stevenson-1.html,Career,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/tim-stratton-1.html,*1998,Purdue,Big Ten,,TE,13.0,,,,,,,,,,,,,,,38.0,381.0,10.0,7.0,38.0,381.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-stratton-1.html,*1999,Purdue,Big Ten,,TE,12.0,,,,,,,,,,,,,,,49.0,593.0,12.1,4.0,49.0,593.0,12.1,4.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-stratton-1.html,*2000,Purdue,Big Ten,JR,TE,12.0,,,,,,,,,,,,,,,58.0,605.0,10.4,2.0,58.0,605.0,10.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-stratton-1.html,*2001,Purdue,Big Ten,SR,TE,12.0,,,,,,,,,,,,,,,59.0,509.0,8.6,2.0,59.0,509.0,8.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-stratton-1.html,Career,Purdue,,,,,,,,,,,,,,,,,,,204.0,2088.0,10.2,15.0,204.0,2088.0,10.2,15.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jashon-sykes-1.html,1998,Colorado,Big 12,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/jashon-sykes-1.html,2000,Colorado,Big 12,JR,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,10.0,0.0,,,50.0,1.0,
https://www.sports-reference.com/cfb/players/jashon-sykes-1.html,Career,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21.0,10.5,0.0,,,50.0,1.0,
https://www.sports-reference.com/cfb/players/ben-taylor-1.html,2000,Virginia Tech,Big East,JR,P,11.0,4.0,138.0,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42.0,21.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/ben-taylor-1.html,2001,Virginia Tech,Big East,SR,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/ben-taylor-1.html,Career,Virginia Tech,,,,,4.0,138.0,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,42.0,14.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/chester-taylor-1.html,1998,Toledo,MAC,,RB,10.0,,,,,,,,,,,103.0,570.0,5.5,5.0,10.0,136.0,13.6,1.0,113.0,706.0,6.2,6.0,3.0,34.0,11.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chester-taylor-1.html,1999,Toledo,MAC,,RB,11.0,,,,,,,,,,,182.0,1176.0,6.5,12.0,8.0,47.0,5.9,0.0,190.0,1223.0,6.4,12.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chester-taylor-1.html,2000,Toledo,MAC,SR,RB,11.0,,,,,,,,,,,250.0,1470.0,5.9,18.0,17.0,129.0,7.6,1.0,267.0,1599.0,6.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chester-taylor-1.html,2001,Toledo,MAC,JR,RB,11.0,,,,,,,,,,,268.0,1430.0,5.3,20.0,26.0,242.0,9.3,3.0,294.0,1672.0,5.7,23.0,,,,,,,,,2.0,2.0,100.0,17.0,8.5,28.5,2.0,0.0,501.4,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chester-taylor-1.html,Career,Toledo,,,,,,,,,,,,,,,803.0,4646.0,5.8,55.0,61.0,554.0,9.1,5.0,864.0,5200.0,6.0,60.0,3.0,34.0,11.3,0.0,,,,,2.0,3.0,66.7,17.0,5.7,19.0,2.0,0.0,334.3,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-thomas-1.html,2000,UAB,CUSA,JR,DL,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-thomas-1.html,Career,UAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-thomas-2.html,1999,UNLV,MWC,,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,75.0,15.0,1.0,,,,,
https://www.sports-reference.com/cfb/players/kevin-thomas-2.html,2000,UNLV,MWC,JR,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,39.0,19.5,0.0,,,31.0,1.0,
https://www.sports-reference.com/cfb/players/kevin-thomas-2.html,2001,UNLV,MWC,SR,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,213.0,30.4,3.0,,,,,
https://www.sports-reference.com/cfb/players/kevin-thomas-2.html,Career,UNLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,327.0,23.4,4.0,,,31.0,1.0,
https://www.sports-reference.com/cfb/players/lew-thomas-1.html,1998,Vanderbilt,SEC,,RB,10.0,,,,,,,,,,,66.0,286.0,4.3,1.0,4.0,24.0,6.0,0.0,70.0,310.0,4.4,1.0,4.0,70.0,17.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lew-thomas-1.html,1999,Vanderbilt,SEC,,RB,7.0,,,,,,,,,,,19.0,66.0,3.5,0.0,9.0,115.0,12.8,0.0,28.0,181.0,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lew-thomas-1.html,2000,Vanderbilt,SEC,JR,RB,7.0,,,,,,,,,,,4.0,11.0,2.8,0.0,5.0,40.0,8.0,0.0,9.0,51.0,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lew-thomas-1.html,2001,Vanderbilt,SEC,SR,RB,7.0,,,,,,,,,,,105.0,675.0,6.4,5.0,10.0,80.0,8.0,0.0,115.0,755.0,6.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lew-thomas-1.html,Career,Vanderbilt,,,,,,,,,,,,,,,194.0,1038.0,5.4,6.0,28.0,259.0,9.3,0.0,222.0,1297.0,5.8,6.0,4.0,70.0,17.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-thomas-1.html,*1998,UCLA,Pac-10,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-thomas-1.html,2001,UCLA,Pac-10,,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-thomas-1.html,Career,UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lamont-thompson-1.html,*1997,Washington State,Pac-10,,DB,12.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,6.0,39.0,6.5,0.0,,,,,
https://www.sports-reference.com/cfb/players/lamont-thompson-1.html,1998,Washington State,Pac-10,,DB,11.0,,,,,,,,,,,1.0,-5.0,-5.0,0.0,2.0,34.0,17.0,0.0,3.0,29.0,9.7,0.0,1.0,14.0,14.0,0.0,16.0,123.0,7.7,0.0,,,,,,,,,,,,,,,4.0,44.0,11.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/lamont-thompson-1.html,1999,Washington State,Pac-10,,DB,11.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,43.0,10.8,0.0,,,,,
https://www.sports-reference.com/cfb/players/lamont-thompson-1.html,*2001,Washington State,Pac-10,SR,DB,12.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,97.0,9.7,1.0,,,,,
https://www.sports-reference.com/cfb/players/lamont-thompson-1.html,Career,Washington State,,,,,,,,,,,,,,,1.0,-5.0,-5.0,0.0,2.0,34.0,17.0,0.0,3.0,29.0,9.7,0.0,1.0,14.0,14.0,0.0,16.0,123.0,7.7,0.0,,,,,,,,,,,,,,,24.0,223.0,9.3,1.0,,,,,
https://www.sports-reference.com/cfb/players/david-thornton-1.html,2001,North Carolina,ACC,SR,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,19.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/david-thornton-1.html,Career,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,19.0,0.0,,,,,
https://www.sports-reference.com/cfb/players/javon-walker-1.html,2000,Florida State,ACC,JR,WR,9.0,,,,,,,,,,,,,,,20.0,313.0,15.7,3.0,20.0,313.0,15.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/javon-walker-1.html,2001,Florida State,ACC,SR,WR,11.0,,,,,,,,,,,,,,,45.0,944.0,21.0,7.0,45.0,944.0,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/javon-walker-1.html,Career,Florida State,,,,,,,,,,,,,,,,,,,65.0,1257.0,19.3,10.0,65.0,1257.0,19.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marquise-walker-1.html,1998,Michigan,Big Ten,,WR,11.0,,,,,,,,,,,,,,,4.0,31.0,7.8,0.0,4.0,31.0,7.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marquise-walker-1.html,1999,Michigan,Big Ten,,WR,11.0,,,,,,,,,,,2.0,-14.0,-7.0,0.0,31.0,331.0,10.7,2.0,33.0,317.0,9.6,2.0,,,,,1.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marquise-walker-1.html,2000,Michigan,Big Ten,JR,WR,11.0,,,,,,,,,,,1.0,-1.0,-1.0,0.0,45.0,599.0,13.3,4.0,46.0,598.0,13.0,4.0,,,,,1.0,41.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marquise-walker-1.html,2001,Michigan,Big Ten,SR,WR,11.0,,,,,,,,,,,4.0,29.0,7.3,0.0,81.0,1043.0,12.9,11.0,85.0,1072.0,12.6,11.0,,,,,23.0,206.0,9.0,0.0,1.0,2.0,50.0,51.0,25.5,3.0,0.0,1.0,164.2,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marquise-walker-1.html,Career,Michigan,,,,,,,,,,,,,,,7.0,14.0,2.0,0.0,161.0,2004.0,12.4,17.0,168.0,2018.0,12.0,17.0,,,,,25.0,270.0,10.8,1.0,1.0,3.0,33.3,51.0,17.0,2.0,0.0,1.0,109.5,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lenny-walls-1.html,2000,Boston College,Big East,,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,29.0,4.8,1.0,,,,,
https://www.sports-reference.com/cfb/players/lenny-walls-1.html,2001,Boston College,Big East,SR,DB,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26.0,8.7,0.0,,,,,
