NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD
https://www.sports-reference.com/cfb/players/oday-aboushi-1.html,*2011,Virginia,ACC,JR,OL,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/oday-aboushi-1.html,2012,Virginia,ACC,SR,OL,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/oday-aboushi-1.html,Career,Virginia,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-adams-1.html,*2008,Michigan State,Big Ten,FR,DB,12.0,15.0,6.0,21.0,2.0,0.0,2.0,40.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-adams-1.html,*2010,Michigan State,Big Ten,SO,DB,13.0,34.0,16.0,50.0,2.0,0.0,3.0,38.0,12.7,0.0,7.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-adams-1.html,*2011,Michigan State,Big Ten,JR,DB,14.0,37.0,14.0,51.0,4.0,3.0,3.0,141.0,47.0,1.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-adams-1.html,*2012,Michigan State,Big Ten,SR,DB,12.0,23.0,12.0,35.0,3.0,1.0,3.0,11.0,3.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-adams-1.html,Career,Michigan State,,,,,109.0,48.0,157.0,11.0,4.0,11.0,230.0,20.9,2.0,13.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-allen-1.html,2010,Louisiana Tech,WAC,SO,P,12.0,,,,,,,,,,,,,,,60.0,2447.0,40.8,,,,,,,,1.0,1.0,100.0,8.0,8.0,8.0,0.0,0.0,167.2,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-allen-1.html,*2011,Louisiana Tech,WAC,JR,P,13.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,83.0,3828.0,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-allen-1.html,2012,Louisiana Tech,WAC,SR,P,12.0,,,,,,,,,,,,,,,45.0,2162.0,48.0,,,,,,,,1.0,1.0,100.0,7.0,7.0,7.0,0.0,0.0,158.8,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-allen-1.html,Career,Louisiana Tech,,,,,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,188.0,8437.0,44.9,,,,,,,,2.0,2.0,100.0,15.0,7.5,7.5,0.0,0.0,163.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/keenan-allen-1.html,2010,California,Pac-10,FR,WR,11.0,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,1.0,1.0,100.0,17.0,17.0,37.0,1.0,0.0,572.8,46.0,490.0,10.7,5.0,18.0,136.0,7.6,1.0,64.0,626.0,9.8,6.0,2.0,8.0,4.0,0.0,18.0,406.0,22.6,0.0
https://www.sports-reference.com/cfb/players/keenan-allen-1.html,*2011,California,Pac-12,SO,WR,13.0,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,1.0,1.0,100.0,27.0,27.0,27.0,0.0,0.0,326.8,98.0,1343.0,13.7,6.0,9.0,55.0,6.1,0.0,107.0,1398.0,13.1,6.0,4.0,32.0,8.0,0.0,,,,
https://www.sports-reference.com/cfb/players/keenan-allen-1.html,2012,California,Pac-12,JR,WR,9.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,8.0,8.0,8.0,0.0,0.0,167.2,61.0,737.0,12.1,6.0,3.0,39.0,13.0,1.0,64.0,776.0,12.1,7.0,15.0,212.0,14.1,1.0,,,,
https://www.sports-reference.com/cfb/players/keenan-allen-1.html,Career,California,,,,,7.0,0.0,7.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,3.0,3.0,100.0,52.0,17.3,24.0,1.0,0.0,355.6,205.0,2570.0,12.5,17.0,30.0,230.0,7.7,2.0,235.0,2800.0,11.9,19.0,21.0,252.0,12.0,1.0,18.0,406.0,22.6,0.0
https://www.sports-reference.com/cfb/players/kiko-alonso-1.html,*2009,Oregon,Pac-10,FR,LB,12.0,13.0,3.0,16.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kiko-alonso-1.html,*2010,Oregon,Pac-10,SO,LB,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kiko-alonso-1.html,*2011,Oregon,Pac-12,JR,LB,12.0,28.0,18.0,46.0,6.0,2.5,2.0,6.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kiko-alonso-1.html,*2012,Oregon,Pac-12,SR,LB,12.0,58.0,23.0,81.0,14.0,1.0,4.0,62.0,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kiko-alonso-1.html,Career,Oregon,,,,,99.0,45.0,144.0,21.0,3.5,6.0,68.0,11.3,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-amerson-1.html,*2010,North Carolina State,ACC,FR,DB,13.0,37.0,20.0,57.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,17.0,0.0
https://www.sports-reference.com/cfb/players/david-amerson-1.html,*2011,North Carolina State,ACC,SO,DB,13.0,41.0,18.0,59.0,1.5,0.0,13.0,205.0,15.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0
https://www.sports-reference.com/cfb/players/david-amerson-1.html,*2012,North Carolina State,ACC,JR,DB,13.0,48.0,13.0,61.0,1.0,0.0,5.0,82.0,16.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-amerson-1.html,Career,North Carolina State,,,,,126.0,51.0,177.0,3.0,0.0,18.0,287.0,15.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42.0,21.0,0.0
https://www.sports-reference.com/cfb/players/cj-anderson-1.html,*2011,California,Pac-12,JR,RB,13.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,7.0,186.0,26.6,1.0,72.0,345.0,4.8,8.0,79.0,531.0,6.7,9.0,,,,,1.0,20.0,20.0,0.0
https://www.sports-reference.com/cfb/players/cj-anderson-1.html,2012,California,Pac-12,SR,RB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,164.0,10.9,1.0,126.0,790.0,6.3,4.0,141.0,954.0,6.8,5.0,,,,,,,,
https://www.sports-reference.com/cfb/players/cj-anderson-1.html,Career,California,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,350.0,15.9,2.0,198.0,1135.0,5.7,12.0,220.0,1485.0,6.8,14.0,,,,,1.0,20.0,20.0,0.0
https://www.sports-reference.com/cfb/players/ezekiel-ansah-1.html,*2010,Brigham Young,MWC,SO,DL,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ezekiel-ansah-1.html,*2011,Brigham Young,Ind,JR,LB,12.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ezekiel-ansah-1.html,*2012,Brigham Young,Ind,SR,LB,13.0,35.0,27.0,62.0,13.0,4.5,1.0,-2.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ezekiel-ansah-1.html,Career,Brigham Young,,,,,39.0,33.0,72.0,13.0,4.5,1.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-anthony-1.html,2010,California,Pac-10,SO,DB,11.0,32.0,16.0,48.0,0.5,0.0,2.0,18.0,9.0,0.0,6.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-anthony-1.html,*2011,California,Pac-12,JR,DB,11.0,29.0,8.0,37.0,5.0,0.0,1.0,14.0,14.0,0.0,11.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-anthony-1.html,2012,California,Pac-12,SR,DB,11.0,35.0,17.0,52.0,7.5,0.0,2.0,64.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-anthony-1.html,Career,California,,,,,96.0,41.0,137.0,13.0,0.0,5.0,96.0,19.2,1.0,17.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tavon-austin-1.html,*2009,West Virginia,Big East,FR,RB,13.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,151.0,10.1,1.0,6.0,47.0,7.8,1.0,21.0,198.0,9.4,2.0,,,,,17.0,426.0,25.1,1.0
https://www.sports-reference.com/cfb/players/tavon-austin-1.html,*2010,West Virginia,Big East,SO,RB,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,58.0,787.0,13.6,8.0,16.0,161.0,10.1,1.0,74.0,948.0,12.8,9.0,,,,,12.0,230.0,19.2,0.0
https://www.sports-reference.com/cfb/players/tavon-austin-1.html,*2011,West Virginia,Big East,JR,RB,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,101.0,1186.0,11.7,8.0,16.0,182.0,11.4,1.0,117.0,1368.0,11.7,9.0,19.0,268.0,14.1,0.0,36.0,938.0,26.1,2.0
https://www.sports-reference.com/cfb/players/tavon-austin-1.html,*2012,West Virginia,Big 12,SR,WR,13.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,1289.0,11.3,12.0,72.0,643.0,8.9,3.0,186.0,1932.0,10.4,15.0,15.0,165.0,11.0,1.0,32.0,813.0,25.4,1.0
https://www.sports-reference.com/cfb/players/tavon-austin-1.html,Career,West Virginia,,,,,4.0,1.0,5.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,288.0,3413.0,11.9,29.0,110.0,1033.0,9.4,6.0,398.0,4446.0,11.2,35.0,34.0,433.0,12.7,1.0,97.0,2407.0,24.8,4.0
https://www.sports-reference.com/cfb/players/stedman-bailey-1.html,*2010,West Virginia,Big East,SO,WR,13.0,3.0,1.0,4.0,0.0,0.0,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,24.0,317.0,13.2,4.0,,,,,24.0,317.0,13.2,4.0,,,,,,,,
https://www.sports-reference.com/cfb/players/stedman-bailey-1.html,*2011,West Virginia,Big East,JR,WR,13.0,5.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,72.0,1279.0,17.8,12.0,,,,,72.0,1279.0,17.8,12.0,,,,,4.0,67.0,16.8,0.0
https://www.sports-reference.com/cfb/players/stedman-bailey-1.html,*2012,West Virginia,Big 12,JR,WR,13.0,7.0,3.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,1622.0,14.2,25.0,2.0,13.0,6.5,0.0,116.0,1635.0,14.1,25.0,,,,,10.0,146.0,14.6,0.0
https://www.sports-reference.com/cfb/players/stedman-bailey-1.html,Career,West Virginia,,,,,15.0,4.0,19.0,0.0,0.0,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,210.0,3218.0,15.3,41.0,2.0,13.0,6.5,0.0,212.0,3231.0,15.2,41.0,,,,,14.0,213.0,15.2,0.0
https://www.sports-reference.com/cfb/players/alvin-bailey-1.html,*2010,Arkansas,SEC,FR,OL,13.0,1.0,1.0,2.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alvin-bailey-1.html,2012,Arkansas,SEC,JR,OL,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/alvin-bailey-1.html,Career,Arkansas,,,,,2.0,1.0,3.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/montee-ball-1.html,*2009,Wisconsin,Big Ten,FR,RB,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,92.0,10.2,0.0,98.0,391.0,4.0,4.0,107.0,483.0,4.5,4.0,,,,,,,,
https://www.sports-reference.com/cfb/players/montee-ball-1.html,*2010,Wisconsin,Big Ten,SO,RB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,16.0,128.0,8.0,0.0,163.0,996.0,6.1,18.0,179.0,1124.0,6.3,18.0,,,,,,,,
https://www.sports-reference.com/cfb/players/montee-ball-1.html,*2011,Wisconsin,Big Ten,JR,RB,14.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,2.0,2.0,100.0,57.0,28.5,38.5,1.0,0.0,504.4,24.0,306.0,12.8,6.0,307.0,1923.0,6.3,33.0,331.0,2229.0,6.7,39.0,,,,,1.0,15.0,15.0,0.0
https://www.sports-reference.com/cfb/players/montee-ball-1.html,*2012,Wisconsin,Big Ten,SR,RB,14.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,72.0,7.2,0.0,356.0,1830.0,5.1,22.0,366.0,1902.0,5.2,22.0,,,,,,,,
https://www.sports-reference.com/cfb/players/montee-ball-1.html,Career,Wisconsin,,,,,1.0,1.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,2.0,2.0,100.0,57.0,28.5,38.5,1.0,0.0,504.4,59.0,598.0,10.1,6.0,924.0,5140.0,5.6,77.0,983.0,5738.0,5.8,83.0,,,,,1.0,15.0,15.0,0.0
https://www.sports-reference.com/cfb/players/johnthan-banks-1.html,2009,Mississippi State,SEC,FR,DB,12.0,20.0,13.0,33.0,0.0,0.0,4.0,145.0,36.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnthan-banks-1.html,*2010,Mississippi State,SEC,SO,DB,13.0,34.0,20.0,54.0,1.5,1.0,3.0,24.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnthan-banks-1.html,*2011,Mississippi State,SEC,JR,DB,13.0,46.0,25.0,71.0,8.0,3.0,5.0,27.0,5.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,166.0,10.4,1.0,,,,
https://www.sports-reference.com/cfb/players/johnthan-banks-1.html,*2012,Mississippi State,SEC,SR,DB,13.0,39.0,24.0,63.0,2.0,0.0,4.0,124.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,123.0,8.8,0.0,,,,
https://www.sports-reference.com/cfb/players/johnthan-banks-1.html,Career,Mississippi State,,,,,139.0,82.0,221.0,11.5,4.0,16.0,320.0,20.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,289.0,9.6,1.0,,,,
https://www.sports-reference.com/cfb/players/matt-barkley-1.html,*2009,USC,Pac-10,FR,QB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,211.0,352.0,59.9,2735.0,7.8,6.8,15.0,14.0,131.3,,,,,45.0,-38.0,-0.8,2.0,45.0,-38.0,-0.8,2.0,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-barkley-1.html,2010,USC,Pac-10,SO,QB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,236.0,377.0,62.6,2791.0,7.4,7.4,26.0,12.0,141.2,,,,,34.0,-17.0,-0.5,2.0,34.0,-17.0,-0.5,2.0,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-barkley-1.html,2011,USC,Pac-12,JR,QB,12.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,308.0,446.0,69.1,3528.0,7.9,9.0,39.0,7.0,161.2,,,,,28.0,14.0,0.5,2.0,28.0,14.0,0.5,2.0,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-barkley-1.html,*2012,USC,Pac-12,SR,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,246.0,387.0,63.6,3273.0,8.5,8.6,36.0,15.0,157.6,,,,,25.0,-72.0,-2.9,0.0,25.0,-72.0,-2.9,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-barkley-1.html,Career,USC,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1001.0,1562.0,64.1,12327.0,7.9,8.0,116.0,48.0,148.7,,,,,132.0,-113.0,-0.9,6.0,132.0,-113.0,-0.9,6.0,,,,,,,,
https://www.sports-reference.com/cfb/players/kenjon-barner-1.html,*2009,Oregon,Pac-10,FR,DB,13.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,30.0,7.5,0.0,61.0,366.0,6.0,3.0,65.0,396.0,6.1,3.0,13.0,137.0,10.5,0.0,41.0,1020.0,24.9,1.0
https://www.sports-reference.com/cfb/players/kenjon-barner-1.html,*2010,Oregon,Pac-10,SO,RB,11.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,121.0,9.3,2.0,91.0,551.0,6.1,6.0,104.0,672.0,6.5,8.0,10.0,132.0,13.2,1.0,13.0,236.0,18.2,0.0
https://www.sports-reference.com/cfb/players/kenjon-barner-1.html,*2011,Oregon,Pac-12,JR,RB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,184.0,10.8,3.0,152.0,939.0,6.2,11.0,169.0,1123.0,6.6,14.0,3.0,-6.0,-2.0,0.0,7.0,115.0,16.4,0.0
https://www.sports-reference.com/cfb/players/kenjon-barner-1.html,*2012,Oregon,Pac-12,SR,RB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,256.0,12.8,2.0,278.0,1767.0,6.4,21.0,298.0,2023.0,6.8,23.0,,,,,,,,
https://www.sports-reference.com/cfb/players/kenjon-barner-1.html,Career,Oregon,,,,,8.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,591.0,10.9,7.0,582.0,3623.0,6.2,41.0,636.0,4214.0,6.6,48.0,26.0,263.0,10.1,1.0,61.0,1371.0,22.5,1.0
https://www.sports-reference.com/cfb/players/tj-barnes-1.html,*2009,Georgia Tech,ACC,SO,DL,14.0,7.0,9.0,16.0,1.5,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-barnes-1.html,*2010,Georgia Tech,ACC,SO,DL,12.0,8.0,12.0,20.0,0.5,0.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-barnes-1.html,*2011,Georgia Tech,ACC,JR,DL,13.0,3.0,8.0,11.0,1.5,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-barnes-1.html,*2012,Georgia Tech,ACC,SR,DL,,12.0,16.0,28.0,5.0,1.5,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-barnes-1.html,Career,Georgia Tech,,,,,30.0,45.0,75.0,8.5,2.5,,,,,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-barrington-1.html,*2009,South Florida,Big East,FR,LB,13.0,17.0,24.0,41.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-barrington-1.html,*2010,South Florida,Big East,SO,LB,13.0,40.0,25.0,65.0,6.5,0.5,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-barrington-1.html,2011,South Florida,Big East,JR,LB,12.0,45.0,27.0,72.0,6.5,2.5,1.0,30.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-barrington-1.html,2012,South Florida,Big East,SR,LB,,49.0,31.0,80.0,6.5,3.5,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-barrington-1.html,Career,South Florida,,,,,151.0,107.0,258.0,21.5,6.5,1.0,30.0,30.0,1.0,7.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/steve-beauharnais-1.html,*2009,Rutgers,Big East,FR,LB,13.0,20.0,16.0,36.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,29.0,1.0,,,,
https://www.sports-reference.com/cfb/players/steve-beauharnais-1.html,2010,Rutgers,Big East,SO,LB,12.0,34.0,45.0,79.0,6.0,1.5,0.0,0.0,,0.0,2.0,2.0,19.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0
https://www.sports-reference.com/cfb/players/steve-beauharnais-1.html,*2011,Rutgers,Big East,JR,LB,13.0,43.0,34.0,77.0,16.0,5.0,3.0,53.0,17.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/steve-beauharnais-1.html,*2012,Rutgers,Big East,SR,LB,13.0,31.0,51.0,82.0,6.0,1.0,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/steve-beauharnais-1.html,Career,Rutgers,,,,,128.0,146.0,274.0,35.0,12.5,4.0,71.0,17.8,0.0,2.0,2.0,19.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,29.0,1.0,0.0,0.0,,0.0
https://www.sports-reference.com/cfb/players/leveon-bell-1.html,*2010,Michigan State,Big Ten,FR,RB,13.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,11.0,97.0,8.8,0.0,107.0,605.0,5.7,8.0,118.0,702.0,5.9,8.0,,,,,6.0,142.0,23.7,0.0
https://www.sports-reference.com/cfb/players/leveon-bell-1.html,*2011,Michigan State,Big Ten,SO,RB,14.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,35.0,267.0,7.6,0.0,182.0,948.0,5.2,13.0,217.0,1215.0,5.6,13.0,,,,,1.0,31.0,31.0,0.0
https://www.sports-reference.com/cfb/players/leveon-bell-1.html,*2012,Michigan State,Big Ten,JR,RB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,29.0,29.0,29.0,0.0,0.0,343.6,32.0,167.0,5.2,1.0,382.0,1793.0,4.7,12.0,414.0,1960.0,4.7,13.0,3.0,18.0,6.0,0.0,4.0,46.0,11.5,0.0
https://www.sports-reference.com/cfb/players/leveon-bell-1.html,Career,Michigan State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,1.0,1.0,100.0,29.0,29.0,29.0,0.0,0.0,343.6,78.0,531.0,6.8,1.0,671.0,3346.0,5.0,33.0,749.0,3877.0,5.2,34.0,3.0,18.0,6.0,0.0,11.0,219.0,19.9,0.0
