NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate
https://www.sports-reference.com/cfb/players/steve-smith-3.html,1999,Utah,MWC,,WR,11.0,,,,,,,,,,,,,,,6.0,169.0,28.2,0.0,29.0,495.0,17.1,3.0,3.0,21.0,7.0,0.0,43.0,860.0,20.0,8.0,46.0,881.0,19.2,8.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/steve-smith-3.html,2000,Utah,MWC,SR,WR,10.0,,,,,,,,,,,,,,,17.0,336.0,19.8,0.0,43.0,365.0,8.5,1.0,5.0,31.0,6.2,0.0,35.0,743.0,21.2,4.0,40.0,774.0,19.4,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/steve-smith-3.html,Career,Utah,,,,,,,,,,,,,,,,,,,23.0,505.0,22.0,0.0,72.0,860.0,11.9,4.0,8.0,52.0,6.5,0.0,78.0,1603.0,20.6,12.0,86.0,1655.0,19.2,12.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-smoot-1.html,1999,Mississippi State,SEC,,DB,11.0,,,,,,5.0,13.0,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-smoot-1.html,2000,Mississippi State,SEC,SR,DB,11.0,,,,,,5.0,31.0,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-smoot-1.html,Career,Mississippi State,,,,,,,,,,10.0,44.0,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-stemke-1.html,*1997,Wisconsin,Big Ten,,P,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,2372.0,43.9,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-stemke-1.html,*1998,Wisconsin,Big Ten,,P,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,3155.0,43.8,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-stemke-1.html,1999,Wisconsin,Big Ten,,P,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2063.0,41.3,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-stemke-1.html,2000,Wisconsin,Big Ten,SR,K,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,3070.0,44.5,4.0,5.0,80.0,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-stemke-1.html,Career,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,10660.0,43.5,4.0,5.0,80.0,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/russell-stewart-1.html,1997,Stanford,Pac-10,,TE,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,22.0,0.0,1.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/russell-stewart-1.html,1998,Stanford,Pac-10,,TE,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,136.0,11.3,2.0,12.0,136.0,11.3,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/russell-stewart-1.html,1999,Stanford,Pac-10,,TE,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,91.0,9.1,1.0,10.0,91.0,9.1,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/russell-stewart-1.html,2000,Stanford,Pac-10,,TE,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,174.0,21.8,0.0,8.0,174.0,21.8,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/russell-stewart-1.html,Career,Stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,423.0,13.6,3.0,31.0,423.0,13.6,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-stewart-1.html,1997,Penn State,Big Ten,,TE,12.0,,,,,,,,,,,,,,,3.0,15.0,5.0,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-stewart-1.html,1998,Penn State,Big Ten,,TE,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,144.0,20.6,0.0,7.0,144.0,20.6,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-stewart-1.html,1999,Penn State,Big Ten,,TE,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,266.0,19.0,1.0,14.0,266.0,19.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-stewart-1.html,2000,Penn State,Big Ten,SR,TE,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,451.0,11.9,2.0,38.0,451.0,11.9,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-stewart-1.html,Career,Penn State,,,,,,,,,,,,,,,,,,,3.0,15.0,5.0,0.0,,,,,,,,,59.0,861.0,14.6,3.0,59.0,861.0,14.6,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kris-stockton-1.html,1998,Texas,Big 12,,K,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,40.0,1442.0,36.1,46.0,46.0,100.0,16.0,21.0,76.2,94.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/kris-stockton-1.html,*1999,Texas,Big 12,,K,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,11.0,415.0,37.7,47.0,49.0,95.9,20.0,30.0,66.7,107.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/kris-stockton-1.html,2000,Texas,Big 12,SR,K,11.0,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,,,,,1.0,-2.0,-2.0,0.0,54.0,2100.0,38.9,41.0,44.0,93.2,22.0,26.0,84.6,107.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/kris-stockton-1.html,Career,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,,,,,1.0,-2.0,-2.0,0.0,105.0,3957.0,37.7,134.0,139.0,96.4,58.0,77.0,75.3,308.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-stone-1.html,1999,Memphis,CUSA,,DB,11.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-stone-1.html,2000,Memphis,CUSA,SR,DB,11.0,,,,,,2.0,28.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-stone-1.html,Career,Memphis,,,,,,,,,,3.0,28.0,9.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-stultz-1.html,*1996,Ohio State,Big Ten,,K,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-stultz-1.html,*1997,Ohio State,Big Ten,,K,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,48.0,97.9,15.0,25.0,60.0,92.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-stultz-1.html,*1998,Ohio State,Big Ten,,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,54.0,98.1,13.0,25.0,52.0,92.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-stultz-1.html,1999,Ohio State,Big Ten,,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,2353.0,38.6,31.0,34.0,91.2,12.0,16.0,75.0,67.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-stultz-1.html,*2000,Ohio State,Big Ten,SR,K,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,832.0,37.8,34.0,37.0,91.9,19.0,24.0,79.2,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/dan-stultz-1.html,Career,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,3185.0,38.4,165.0,173.0,95.4,59.0,91.0,64.8,342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,*1997,Purdue,Big Ten,,WR,12.0,,,,,,,,,,,,,,,1.0,19.0,19.0,0.0,15.0,147.0,9.8,0.0,13.0,111.0,8.5,2.0,34.0,357.0,10.5,2.0,47.0,468.0,10.0,4.0,,,,,,,,,,,1.0,2.0,50.0,20.0,10.0,10.0,0.0,0.0,134.0
https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,*1998,Purdue,Big Ten,,WR,13.0,,,,,,,,,,,,,,,,,,,10.0,82.0,8.2,0.0,9.0,58.0,6.4,0.0,31.0,301.0,9.7,3.0,40.0,359.0,9.0,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,*1999,Purdue,Big Ten,,WR,12.0,,,,,,,,,,,,,,,1.0,13.0,13.0,0.0,18.0,296.0,16.4,2.0,18.0,163.0,9.1,0.0,39.0,698.0,17.9,7.0,57.0,861.0,15.1,7.0,,,,,,,,,,,1.0,3.0,33.3,12.0,4.0,-4.3,1.0,1.0,110.3
https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,*2000,Purdue,Big Ten,SR,WR,12.0,,,,,,,,,,,,,,,22.0,535.0,24.3,0.0,16.0,159.0,9.9,0.0,10.0,52.0,5.2,1.0,72.0,1014.0,14.1,13.0,82.0,1066.0,13.0,14.0,,,,,,,,,,,1.0,2.0,50.0,5.0,2.5,12.5,1.0,0.0,236.0
https://www.sports-reference.com/cfb/players/vinny-sutherland-1.html,Career,Purdue,,,,,,,,,,,,,,,,,,,24.0,567.0,23.6,0.0,59.0,684.0,11.6,2.0,50.0,384.0,7.7,3.0,176.0,2370.0,13.5,25.0,226.0,2754.0,12.2,28.0,,,,,,,,,,,3.0,7.0,42.9,37.0,5.3,4.6,2.0,1.0,153.0
https://www.sports-reference.com/cfb/players/chris-taylor-2.html,1997,Texas A&M,Big 12,,WR,12.0,,,,,,,,,,,,,,,6.0,83.0,13.8,0.0,6.0,68.0,11.3,0.0,,,,,3.0,29.0,9.7,0.0,3.0,29.0,9.7,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-taylor-2.html,1998,Texas A&M,Big 12,,WR,13.0,,,,,,,,,,,,,,,6.0,162.0,27.0,0.0,37.0,285.0,7.7,0.0,4.0,63.0,15.8,1.0,15.0,306.0,20.4,2.0,19.0,369.0,19.4,3.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/chris-taylor-2.html,1999,Texas A&M,Big 12,,WR,11.0,,,,,,,,,,,,,,,5.0,105.0,21.0,0.0,16.0,103.0,6.4,0.0,1.0,4.0,4.0,0.0,33.0,591.0,17.9,4.0,34.0,595.0,17.5,4.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0
https://www.sports-reference.com/cfb/players/chris-taylor-2.html,2000,Texas A&M,Big 12,SR,WR,11.0,,,,,,,,,,,,,,,,,,,17.0,125.0,7.4,0.0,1.0,2.0,2.0,0.0,32.0,390.0,12.2,1.0,33.0,392.0,11.9,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-taylor-2.html,Career,Texas A&M,,,,,,,,,,,,,,,,,,,17.0,350.0,20.6,0.0,76.0,581.0,7.6,0.0,6.0,69.0,11.5,1.0,83.0,1316.0,15.9,7.0,89.0,1385.0,15.6,8.0,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,-22.5,0.0,1.0,-100.0
https://www.sports-reference.com/cfb/players/david-terrell-1.html,1998,Michigan,Big Ten,,WR,12.0,,,,,,,,,,,,,,,,,,,2.0,15.0,7.5,0.0,1.0,7.0,7.0,0.0,13.0,123.0,9.5,2.0,14.0,130.0,9.3,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-terrell-1.html,1999,Michigan,Big Ten,,WR,11.0,,,,,,1.0,11.0,11.0,0.0,,,,,,1.0,12.0,12.0,0.0,,,,,5.0,89.0,17.8,1.0,61.0,888.0,14.6,4.0,66.0,977.0,14.8,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-terrell-1.html,2000,Michigan,Big Ten,JR,WR,11.0,,,,,,,,,,,,,,,,,,,2.0,11.0,5.5,0.0,2.0,12.0,6.0,0.0,63.0,994.0,15.8,13.0,65.0,1006.0,15.5,13.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-terrell-1.html,Career,Michigan,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,,1.0,12.0,12.0,0.0,4.0,26.0,6.5,0.0,8.0,108.0,13.5,1.0,137.0,2005.0,14.6,19.0,145.0,2113.0,14.6,20.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-thomas-2.html,1997,Michigan,Big Ten,,RB,11.0,,,,,,,,,,,,,,,6.0,162.0,27.0,0.0,,,,,130.0,529.0,4.1,5.0,21.0,205.0,9.8,0.0,151.0,734.0,4.9,5.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/anthony-thomas-2.html,1998,Michigan,Big Ten,,RB,11.0,,,,,,,,,,,,,,,11.0,294.0,26.7,0.0,,,,,146.0,761.0,5.2,12.0,15.0,140.0,9.3,0.0,161.0,901.0,5.6,12.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-thomas-2.html,1999,Michigan,Big Ten,,RB,11.0,,,,,,,,,,,,,,,11.0,216.0,19.6,0.0,,,,,283.0,1257.0,4.4,16.0,29.0,166.0,5.7,0.0,312.0,1423.0,4.6,16.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-thomas-2.html,2000,Michigan,Big Ten,SR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,287.0,1551.0,5.4,16.0,13.0,239.0,18.4,1.0,300.0,1790.0,6.0,17.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-thomas-2.html,Career,Michigan,,,,,,,,,,,,,,,,,,,28.0,672.0,24.0,0.0,,,,,846.0,4098.0,4.8,49.0,78.0,750.0,9.6,1.0,924.0,4848.0,5.2,50.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/clevan-thomas-1.html,1997,Florida State,ACC,,DB,7.0,,,,,,1.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/clevan-thomas-1.html,1999,Florida State,ACC,,DB,11.0,,,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/clevan-thomas-1.html,2000,Florida State,ACC,SR,DB,12.0,,,,,,2.0,13.0,6.5,0.0,,,,,,,,,,15.0,201.0,13.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/clevan-thomas-1.html,Career,Florida State,,,,,,,,,,6.0,27.0,4.5,0.0,,,,,,,,,,15.0,201.0,13.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ladainian-tomlinson-1.html,1997,Texas Christian,WAC,,RB,11.0,,,,,,,,,,,,,,,20.0,386.0,19.3,0.0,,,,,126.0,538.0,4.3,6.0,11.0,109.0,9.9,0.0,137.0,647.0,4.7,6.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ladainian-tomlinson-1.html,1998,Texas Christian,WAC,,RB,11.0,,,,,,,,,,,,,,,17.0,383.0,22.5,0.0,,,,,144.0,717.0,5.0,8.0,6.0,34.0,5.7,0.0,150.0,751.0,5.0,8.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ladainian-tomlinson-1.html,*1999,Texas Christian,WAC,,RB,12.0,,,,,,,,,,,,,,,2.0,69.0,34.5,0.0,,,,,304.0,1974.0,6.5,20.0,16.0,84.0,5.3,0.0,320.0,2058.0,6.4,20.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ladainian-tomlinson-1.html,2000,Texas Christian,WAC,SR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,369.0,2158.0,5.8,22.0,10.0,40.0,4.0,0.0,379.0,2198.0,5.8,22.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ladainian-tomlinson-1.html,Career,Texas Christian,,,,,,,,,,,,,,,,,,,39.0,838.0,21.5,0.0,,,,,943.0,5387.0,5.7,56.0,43.0,267.0,6.2,0.0,986.0,5654.0,5.7,56.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamar-toombs-1.html,1998,Texas A&M,Big 12,,RB,13.0,,,,,,,,,,,,,,,,,,,,,,,86.0,422.0,4.9,3.0,6.0,54.0,9.0,0.0,92.0,476.0,5.2,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamar-toombs-1.html,1999,Texas A&M,Big 12,,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,147.0,583.0,4.0,9.0,9.0,128.0,14.2,1.0,156.0,711.0,4.6,10.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamar-toombs-1.html,2000,Texas A&M,Big 12,JR,RB,11.0,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,,,,,117.0,355.0,3.0,14.0,10.0,96.0,9.6,0.0,127.0,451.0,3.6,14.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/jamar-toombs-1.html,Career,Texas A&M,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,,,,,350.0,1360.0,3.9,26.0,25.0,278.0,11.1,1.0,375.0,1638.0,4.4,27.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.sports-reference.com/cfb/players/paul-toviessi-1.html,2000,Marshall,MAC,SR,DL,12.0,,,,,,1.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/paul-toviessi-1.html,Career,Marshall,,,,,,,,,,1.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,1997,Washington,Pac-10,,QB,9.0,,,,,,,,,,,,,,,,,,,,,,,39.0,112.0,2.9,1.0,,,,,39.0,112.0,2.9,1.0,,,,,,,,,,,37.0,64.0,57.8,650.0,10.2,10.4,3.0,1.0,155.5
https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,1998,Washington,Pac-10,,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,43.0,327.0,7.6,7.0,,,,,43.0,327.0,7.6,7.0,,,,,,,,,,,40.0,79.0,50.6,484.0,6.1,3.8,2.0,5.0,97.8
https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,1999,Washington,Pac-10,,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,138.0,541.0,3.9,6.0,,,,,138.0,541.0,3.9,6.0,,,,,,,,,,,171.0,295.0,58.0,2221.0,7.5,6.7,12.0,11.0,127.2
https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,2000,Washington,Pac-10,SR,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,126.0,394.0,3.1,6.0,,,,,126.0,394.0,3.1,6.0,,,,,,,,,,,170.0,323.0,52.6,2146.0,6.6,6.0,14.0,11.0,115.9
https://www.sports-reference.com/cfb/players/marques-tuiasosopo-1.html,Career,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,1374.0,4.0,20.0,,,,,346.0,1374.0,4.0,20.0,,,,,,,,,,,418.0,761.0,54.9,5501.0,7.2,6.4,31.0,28.0,121.7
https://www.sports-reference.com/cfb/players/michael-vick-1.html,*1999,Virginia Tech,Big East,,QB,12.0,,,,,,,,,,,,,,,,,,,,,,,131.0,682.0,5.2,9.0,,,,,131.0,682.0,5.2,9.0,,,,,,,,,,,105.0,182.0,57.7,2065.0,11.3,11.5,13.0,5.0,171.1
https://www.sports-reference.com/cfb/players/michael-vick-1.html,2000,Virginia Tech,Big East,SO,QB,10.0,,,,,,,,,,,,,,,,,,,,,,,104.0,617.0,5.9,8.0,,,,,104.0,617.0,5.9,8.0,,,,,,,,,,,87.0,161.0,54.0,1234.0,7.7,7.0,8.0,6.0,127.4
https://www.sports-reference.com/cfb/players/michael-vick-1.html,Career,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,1299.0,5.5,17.0,,,,,235.0,1299.0,5.5,17.0,,,,,,,,,,,192.0,343.0,56.0,3299.0,9.6,9.4,21.0,11.0,150.6
https://www.sports-reference.com/cfb/players/fred-wakefield-1.html,2000,Illinois,Big Ten,SR,DL,11.0,,,,,,1.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-wakefield-1.html,Career,Illinois,,,,,,,,,,1.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/raymond-walls-1.html,*1997,Southern Mississippi,CUSA,,WR,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,9.0,0.0,2.0,18.0,9.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/raymond-walls-1.html,1998,Southern Mississippi,CUSA,,WR,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,127.0,12.7,1.0,10.0,127.0,12.7,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/raymond-walls-1.html,1999,Southern Mississippi,CUSA,,DB,11.0,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/raymond-walls-1.html,2000,Southern Mississippi,CUSA,SR,DB,11.0,,,,,,2.0,54.0,27.0,1.0,,,,,,16.0,329.0,20.6,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/raymond-walls-1.html,Career,Southern Mississippi,,,,,,,,,,4.0,54.0,13.5,1.0,,,,,,16.0,329.0,20.6,0.0,,,,,,,,,12.0,145.0,12.1,1.0,12.0,145.0,12.1,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-warren-1.html,1999,Florida State,ACC,,DL,11.0,,,,,,,,,,,,,,,,,,,1.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-warren-1.html,2000,Florida State,ACC,SR,DL,12.0,,,,,,1.0,34.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-warren-1.html,Career,Florida State,,,,,,,,,,1.0,34.0,34.0,0.0,,,,,,,,,,1.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,1997,Miami (FL),Big East,,WR,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,640.0,13.3,2.0,48.0,640.0,13.3,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,1998,Miami (FL),Big East,,WR,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,629.0,15.0,4.0,42.0,629.0,15.0,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,1999,Miami (FL),Big East,,WR,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,486.0,12.2,4.0,40.0,486.0,12.2,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,2000,Miami (FL),Big East,SR,WR,11.0,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,7.5,0.0,43.0,755.0,17.6,10.0,45.0,770.0,17.1,10.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,Career,Miami (FL),,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,7.5,0.0,173.0,2510.0,14.5,20.0,175.0,2525.0,14.4,20.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-weinke-1.html,1997,Florida State,ACC,,QB,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,4.0,0.0,,,,,2.0,8.0,4.0,0.0,,,,,,,,,,,7.0,13.0,53.8,82.0,6.3,5.9,2.0,1.0,142.2
https://www.sports-reference.com/cfb/players/chris-weinke-1.html,1998,Florida State,ACC,,QB,10.0,,,,,,,,,,,,,,,,,,,,,,,47.0,-168.0,-3.6,1.0,,,,,47.0,-168.0,-3.6,1.0,,,,,,,,,,,145.0,286.0,50.7,2487.0,8.7,9.1,19.0,6.0,141.5
https://www.sports-reference.com/cfb/players/chris-weinke-1.html,1999,Florida State,ACC,,QB,11.0,,,,,,,,,,,,,,,,,,,,,,,31.0,-109.0,-3.5,0.0,,,,,31.0,-109.0,-3.5,0.0,,,,,,,,,,,232.0,377.0,61.5,3103.0,8.2,7.9,25.0,14.0,145.1
