NCAA_Link,Year,School,Conf,Class,Pos,G,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Punts,Punt_Yds,Punt_Avg
https://www.sports-reference.com/cfb/players/mike-davis-2.html,*2011,Texas,Big 12,SO,WR,13.0,45.0,609.0,13.5,1.0,,,,,45.0,609.0,13.5,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-davis-2.html,*2012,Texas,Big 12,JR,WR,13.0,57.0,939.0,16.5,7.0,,,,,57.0,939.0,16.5,7.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-davis-2.html,*2013,Texas,Big 12,SR,WR,12.0,51.0,727.0,14.3,8.0,0.0,0.0,,0.0,51.0,727.0,14.3,8.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-davis-2.html,Career,Texas,,,,,200.0,2753.0,13.8,18.0,3.0,-6.0,-2.0,0.0,203.0,2747.0,13.5,18.0,0.0,0.0,,0.0,2.0,46.0,23.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-davis-6.html,*2010,Auburn,SEC,FR,DB,9.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-davis-6.html,*2011,Auburn,SEC,SO,DB,11.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,34.0,26.0,60.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-davis-6.html,2012,Auburn,SEC,JR,DB,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,25.0,21.0,46.0,1.5,0.0,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-davis-6.html,*2013,Auburn,SEC,SR,CB,12.0,,,,,,,,,,,,,17.0,318.0,18.7,0.0,1.0,17.0,17.0,0.0,52.0,22.0,74.0,2.5,0.0,0.0,0.0,,0.0,14.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-davis-6.html,Career,Auburn,,,,,,,,,,,,,,,,,17.0,318.0,18.7,0.0,1.0,17.0,17.0,0.0,119.0,73.0,192.0,4.0,0.0,0.0,0.0,,0.0,24.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darqueze-dennard-1.html,*2010,Michigan State,Big Ten,FR,DB,6.0,,,,,,,,,,,,,,,,,,,,,8.0,3.0,11.0,2.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darqueze-dennard-1.html,*2011,Michigan State,Big Ten,SO,DB,11.0,,,,,,,,,,,,,,,,,,,,,30.0,12.0,42.0,1.0,0.0,3.0,38.0,12.7,1.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darqueze-dennard-1.html,*2012,Michigan State,Big Ten,JR,DB,13.0,,,,,,,,,,,,,,,,,,,,,34.0,18.0,52.0,3.5,0.0,3.0,49.0,16.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darqueze-dennard-1.html,*2013,Michigan State,Big Ten,SR,CB,13.0,,,,,,,,,,,,,,,,,,,,,32.0,28.0,60.0,3.5,0.0,4.0,38.0,9.5,0.0,10.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darqueze-dennard-1.html,Career,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,104.0,61.0,165.0,10.0,1.0,10.0,125.0,12.5,1.0,13.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-dixon-1.html,*2010,Baylor,Big 12,FR,DB,11.0,,,,,,,,,,,,,,,,,2.0,17.0,8.5,0.0,12.0,4.0,16.0,0.0,0.0,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-dixon-1.html,*2011,Baylor,Big 12,SO,DB,13.0,,,,,,,,,,,,,,,,,,,,,56.0,33.0,89.0,5.5,0.0,1.0,55.0,55.0,1.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-dixon-1.html,*2012,Baylor,Big 12,JR,DB,13.0,,,,,,,,,,,,,,,,,,,,,66.0,36.0,102.0,5.5,1.0,2.0,17.0,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-dixon-1.html,*2013,Baylor,Big 12,SR,S,12.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,53.0,28.0,81.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-dixon-1.html,Career,Baylor,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2.0,17.0,8.5,0.0,187.0,101.0,288.0,13.0,1.0,4.0,72.0,18.0,1.0,9.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-donald-1.html,*2010,Pitt,Big East,FR,DL,13.0,,,,,,,,,,,,,,,,,,,,,8.0,3.0,11.0,3.0,2.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-donald-1.html,*2011,Pitt,Big East,SO,DL,13.0,,,,,,,,,,,,,,,,,,,,,22.0,25.0,47.0,16.0,11.0,0.0,0.0,,0.0,4.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-donald-1.html,*2012,Pitt,Big East,JR,DL,,,,,,,,,,,,,,,,,,,,,,42.0,22.0,64.0,18.5,5.5,,,,,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-donald-1.html,*2013,Pitt,ACC,SR,DL,13.0,,,,,,,,,,,,,,,,,,,,,43.0,16.0,59.0,28.5,11.0,0.0,0.0,,0.0,3.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-donald-1.html,Career,Pitt,,,,,,,,,,,,,,,,,,,,,,,,,115.0,66.0,181.0,66.0,29.5,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dowling-1.html,*2012,Western Kentucky,Sun Belt,SO,DB,12.0,1.0,39.0,39.0,0.0,,,,,1.0,39.0,39.0,0.0,,,,,1.0,20.0,20.0,0.0,40.0,28.0,68.0,2.5,0.0,6.0,111.0,18.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dowling-1.html,2013,Western Kentucky,Sun Belt,JR,DB,11.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,47.0,12.0,59.0,1.0,0.0,3.0,21.0,7.0,0.0,6.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dowling-1.html,Career,Western Kentucky,,,,,1.0,39.0,39.0,0.0,0.0,0.0,,0.0,1.0,39.0,39.0,0.0,0.0,0.0,,0.0,1.0,20.0,20.0,0.0,87.0,40.0,127.0,3.5,0.0,9.0,132.0,14.7,1.0,6.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kony-ealy-1.html,*2011,Missouri,Big 12,FR,DL,13.0,,,,,,,,,,,,,,,,,,,,,7.0,9.0,16.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kony-ealy-1.html,2012,Missouri,SEC,SO,DL,,,,,,,,,,,,,,,,,,,,,,18.0,19.0,37.0,10.0,3.5,,,,,7.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kony-ealy-1.html,*2013,Missouri,SEC,JR,DL,14.0,,,,,,,,,,,,,,,,,,,,,31.0,12.0,43.0,15.0,9.0,1.0,49.0,49.0,1.0,6.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kony-ealy-1.html,Career,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,56.0,40.0,96.0,28.0,13.5,1.0,49.0,49.0,1.0,13.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-easley-1.html,*2010,Florida,SEC,FR,DL,5.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-easley-1.html,*2011,Florida,SEC,SO,DL,12.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,17.0,20.0,37.0,7.5,1.5,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-easley-1.html,*2012,Florida,SEC,JR,DL,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,16.0,10.0,26.0,8.5,4.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-easley-1.html,2013,Florida,SEC,SR,DL,3.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-easley-1.html,Career,Florida,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,34.0,72.0,18.0,5.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-ebron-1.html,*2011,North Carolina,ACC,FR,TE,10.0,10.0,207.0,20.7,1.0,,,,,10.0,207.0,20.7,1.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-ebron-1.html,2012,North Carolina,ACC,SO,TE,11.0,40.0,625.0,15.6,4.0,,,,,40.0,625.0,15.6,4.0,,,,,,,,,1.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-ebron-1.html,*2013,North Carolina,ACC,JR,TE,13.0,62.0,973.0,15.7,3.0,2.0,7.0,3.5,0.0,64.0,980.0,15.3,3.0,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-ebron-1.html,Career,North Carolina,,,,,112.0,1805.0,16.1,8.0,2.0,7.0,3.5,0.0,114.0,1812.0,15.9,8.0,,,,,,,,,2.0,5.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kasim-edebali-1.html,*2010,Boston College,ACC,FR,DL,13.0,,,,,,,,,,,,,,,,,,,,,7.0,6.0,13.0,1.5,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kasim-edebali-1.html,2011,Boston College,ACC,SO,DL,12.0,,,,,,,,,,,,,,,,,,,,,13.0,14.0,27.0,0.5,0.0,0.0,0.0,,0.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kasim-edebali-1.html,2012,Boston College,ACC,JR,DL,,,,,,,,,,,,,,,,,,,,,,32.0,27.0,59.0,7.5,1.5,,,,,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kasim-edebali-1.html,*2013,Boston College,ACC,SR,DE,13.0,,,,,,,,,,,,,,,,,,,,,37.0,31.0,68.0,15.0,8.5,0.0,0.0,,0.0,4.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kasim-edebali-1.html,Career,Boston College,,,,,,,,,,,,,,,,,,,,,,,,,89.0,78.0,167.0,24.5,10.0,0.0,0.0,,0.0,14.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-ellington-1.html,*2011,South Carolina,SEC,FR,WR,13.0,17.0,211.0,12.4,1.0,17.0,106.0,6.2,1.0,34.0,317.0,9.3,2.0,,,,,20.0,463.0,23.2,0.0,1.0,1.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,3.0,4.0,75.0,27.0,6.8,6.8,0.0,0.0,131.7,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-ellington-1.html,*2012,South Carolina,SEC,SO,WR,13.0,40.0,600.0,15.0,7.0,5.0,28.0,5.6,0.0,45.0,628.0,14.0,7.0,,,,,18.0,406.0,22.6,0.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-ellington-1.html,*2013,South Carolina,SEC,JR,WR,12.0,49.0,775.0,15.8,8.0,3.0,14.0,4.7,0.0,52.0,789.0,15.2,8.0,3.0,16.0,5.3,0.0,5.0,108.0,21.6,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,1.0,100.0,9.0,9.0,29.0,1.0,0.0,505.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-ellington-1.html,Career,South Carolina,,,,,106.0,1586.0,15.0,16.0,25.0,148.0,5.9,1.0,131.0,1734.0,13.2,17.0,3.0,16.0,5.3,0.0,43.0,977.0,22.7,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,4.0,5.0,80.0,36.0,7.2,11.2,1.0,0.0,206.5,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-ellis-1.html,2010,Louisiana Tech,WAC,FR,OL,4.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,0.5,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-ellis-1.html,*2011,Louisiana Tech,WAC,SO,DL,13.0,,,,,,,,,,,,,,,,,,,,,11.0,18.0,29.0,3.5,1.0,0.0,0.0,,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-ellis-1.html,2012,Louisiana Tech,WAC,JR,DL,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,21.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-ellis-1.html,2013,Louisiana Tech,CUSA,SR,DL,12.0,,,,,,,,,,,,,,,,,,,,,16.0,32.0,48.0,5.5,1.5,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-ellis-1.html,Career,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,,,,,38.0,64.0,102.0,9.5,2.5,0.0,0.0,,0.0,3.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,2010,Louisiana Tech,WAC,FR,DL,11.0,,,,,,,,,,,,,,,,,,,,,17.0,19.0,36.0,6.0,2.5,0.0,0.0,,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,*2011,Louisiana Tech,WAC,SO,DL,13.0,,,,,,,,,,,,,,,,,,,,,16.0,17.0,33.0,7.5,3.5,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,2012,Louisiana Tech,WAC,JR,DL,,,,,,,,,,,,,,,,,,,,,,17.0,15.0,32.0,7.5,6.0,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,2013,Louisiana Tech,CUSA,,DL,12.0,,,,,,,,,,,,,,,,,,,,,21.0,26.0,47.0,11.0,5.5,2.0,22.0,11.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,Career,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,,,,,71.0,77.0,148.0,32.0,17.5,2.0,22.0,11.0,0.0,2.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,*2010,Nebraska,Big 12,FR,WR,10.0,1.0,10.0,10.0,0.0,,,,,1.0,10.0,10.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,*2011,Nebraska,Big Ten,SO,WR,13.0,21.0,293.0,14.0,2.0,,,,,21.0,293.0,14.0,2.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,*2012,Nebraska,Big Ten,JR,WR,14.0,42.0,470.0,11.2,1.0,,,,,42.0,470.0,11.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,*2013,Nebraska,Big Ten,SR,WR,12.0,51.0,753.0,14.8,12.0,3.0,-1.0,-0.3,0.0,54.0,752.0,13.9,12.0,0.0,0.0,,0.0,1.0,17.0,17.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,Career,Nebraska,,,,,115.0,1526.0,13.3,15.0,3.0,-1.0,-0.3,0.0,118.0,1525.0,12.9,15.0,0.0,0.0,,0.0,1.0,17.0,17.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,2009,Notre Dame,Ind,FR,WR,6.0,7.0,61.0,8.7,0.0,,,,,7.0,61.0,8.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,*2011,UCLA,Pac-12,FR,WR,13.0,19.0,309.0,16.3,2.0,0.0,0.0,,0.0,19.0,309.0,16.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,*2012,UCLA,Pac-12,JR,WR,14.0,60.0,877.0,14.6,3.0,2.0,6.0,3.0,0.0,62.0,883.0,14.2,3.0,8.0,85.0,10.6,0.0,1.0,22.0,22.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,*2013,UCLA,Pac-12,SR,WR,13.0,47.0,709.0,15.1,9.0,0.0,0.0,,0.0,47.0,709.0,15.1,9.0,17.0,115.0,6.8,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,Career,Overall,,,,,133.0,1956.0,14.7,14.0,2.0,6.0,3.0,0.0,135.0,1962.0,14.5,14.0,26.0,200.0,7.7,0.0,1.0,22.0,22.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,,Notre Dame,,,,,7.0,61.0,8.7,0.0,,,,,7.0,61.0,8.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,,UCLA,,,,,126.0,1895.0,15.0,14.0,2.0,6.0,3.0,0.0,128.0,1901.0,14.9,14.0,26.0,200.0,7.7,0.0,1.0,22.0,22.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-evans-4.html,*2012,Texas A&M,SEC,FR,WR,13.0,82.0,1105.0,13.5,5.0,,,,,82.0,1105.0,13.5,5.0,,,,,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-evans-4.html,*2013,Texas A&M,SEC,SO,WR,13.0,69.0,1394.0,20.2,12.0,0.0,0.0,,0.0,69.0,1394.0,20.2,12.0,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-evans-4.html,Career,Texas A&M,,,,,151.0,2499.0,16.5,17.0,0.0,0.0,,0.0,151.0,2499.0,16.5,17.0,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antone-exum-1.html,*2010,Virginia Tech,ACC,FR,DB,14.0,,,,,,,,,,,,,,,,,,,,,28.0,17.0,45.0,1.5,0.0,0.0,0.0,,0.0,9.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antone-exum-1.html,*2011,Virginia Tech,ACC,SO,DB,14.0,,,,,,,,,,,,,,,,,,,,,43.0,46.0,89.0,5.0,1.5,1.0,36.0,36.0,0.0,10.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antone-exum-1.html,*2012,Virginia Tech,ACC,JR,DB,13.0,,,,,,,,,,,,,,,,,,,,,35.0,13.0,48.0,1.5,0.0,5.0,44.0,8.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antone-exum-1.html,*2013,Virginia Tech,ACC,SR,CB,3.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antone-exum-1.html,Career,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,,,110.0,76.0,186.0,8.0,1.5,6.0,80.0,13.3,0.0,20.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-fales-1.html,*2012,San Jose State,WAC,JR,QB,13.0,,,,,42.0,-139.0,-3.3,0.0,42.0,-139.0,-3.3,0.0,,,,,,,,,,,,,,,,,,,,,,,327.0,451.0,72.5,4193.0,9.3,9.9,33.0,9.0,170.8,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-fales-1.html,2013,San Jose State,MWC,SR,QB,12.0,0.0,0.0,,0.0,48.0,7.0,0.1,2.0,48.0,7.0,0.1,2.0,,,,,,,,,,,,,,,,,,,,,,,312.0,487.0,64.1,4189.0,8.6,8.8,33.0,13.0,153.3,,,,,,,,,,
https://www.sports-reference.com/cfb/players/david-fales-1.html,Career,San Jose State,,,,,0.0,0.0,,0.0,90.0,-132.0,-1.5,2.0,90.0,-132.0,-1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,639.0,938.0,68.1,8382.0,8.9,9.3,66.0,22.0,161.7,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-fera-1.html,*2010,Penn State,Big Ten,SO,P,11.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,46.0,1905.0,41.4
https://www.sports-reference.com/cfb/players/anthony-fera-1.html,*2011,Penn State,Big Ten,JR,K,12.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,20.0,20.0,100.0,14.0,17.0,82.4,62.0,64.0,2685.0,42.0
https://www.sports-reference.com/cfb/players/anthony-fera-1.html,*2012,Texas,Big 12,SR,K,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,23.0,25.0,92.0,2.0,4.0,50.0,29.0,,,
https://www.sports-reference.com/cfb/players/anthony-fera-1.html,*2013,Texas,Big 12,SR,K,13.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,45.0,46.0,97.8,20.0,22.0,90.9,105.0,23.0,958.0,41.7
https://www.sports-reference.com/cfb/players/anthony-fera-1.html,Career,Overall,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,88.0,91.0,96.7,36.0,43.0,83.7,196.0,133.0,5548.0,41.7
