NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate
https://www.sports-reference.com/cfb/players/azeez-al-shaair-1.html,Career,Florida Atlantic,,,,,201.0,194.0,395.0,31.0,7.5,1.0,30.0,30.0,1.0,6.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,*2014,Texas A&M,SEC,FR,LB,8.0,15.0,11.0,26.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,*2015,Texas A&M,SEC,SO,LB,3.0,2.0,10.0,12.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,*2016,Texas A&M,SEC,SO,LB,12.0,24.0,41.0,65.0,7.0,1.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,*2017,Texas A&M,SEC,JR,LB,12.0,37.0,41.0,78.0,12.0,5.5,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,*2018,Texas A&M,SEC,SR,LB,12.0,39.0,40.0,79.0,14.5,4.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/otaro-alaka-1.html,Career,Texas A&M,,,,,117.0,143.0,260.0,36.5,10.5,1.0,0.0,0.0,0.0,5.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dakota-allen-1.html,*2015,Texas Tech,Big 12,FR,LB,11.0,45.0,42.0,87.0,6.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,,,0.0,1.0,3.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dakota-allen-1.html,*2017,Texas Tech,Big 12,JR,LB,13.0,58.0,43.0,101.0,6.0,2.0,2.0,36.0,18.0,0.0,4.0,1.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dakota-allen-1.html,2018,Texas Tech,Big 12,SR,LB,10.0,31.0,30.0,61.0,5.5,0.0,0.0,0.0,,0.0,2.0,2.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dakota-allen-1.html,Career,Texas Tech,,,,,134.0,115.0,249.0,17.5,2.0,4.0,40.0,10.0,0.0,7.0,3.0,,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-allen-6.html,2015,Kentucky,SEC,FR,LB,3.0,1.0,3.0,4.0,1.5,0.5,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-allen-6.html,*2016,Kentucky,SEC,SO,LB,13.0,32.0,30.0,62.0,8.5,7.0,0.0,0.0,,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-allen-6.html,*2017,Kentucky,SEC,JR,LB,13.0,32.0,34.0,66.0,10.5,7.0,1.0,14.0,14.0,0.0,3.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-allen-6.html,*2018,Kentucky,SEC,SR,LB,13.0,56.0,32.0,88.0,21.5,17.0,0.0,0.0,,0.0,4.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/josh-allen-6.html,Career,Kentucky,,,,,121.0,99.0,220.0,42.0,31.5,1.0,14.0,14.0,0.0,8.0,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-allen-5.html,2015,Boston College,ACC,FR,DE,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-allen-5.html,*2016,Boston College,ACC,SO,DE,10.0,19.0,17.0,36.0,10.0,6.0,0.0,0.0,,0.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-allen-5.html,*2017,Boston College,ACC,JR,DE,13.0,47.0,53.0,100.0,15.5,4.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-allen-5.html,2018,Boston College,ACC,SR,DE,12.0,26.0,35.0,61.0,15.0,6.5,1.0,6.0,6.0,0.0,7.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-allen-5.html,Career,Boston College,,,,,93.0,106.0,199.0,40.5,16.5,2.0,6.0,3.0,0.0,14.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,*2014,South Carolina,SEC,FR,LB,11.0,16.0,11.0,27.0,0.0,0.5,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,2015,South Carolina,SEC,SO,LB,8.0,14.0,9.0,23.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,*2016,South Carolina,SEC,JR,LB,13.0,44.0,31.0,75.0,8.5,2.0,2.0,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,*2017,South Carolina,SEC,SR,LB,3.0,5.0,5.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,*2018,South Carolina,SEC,SR,LB,8.0,28.0,13.0,41.0,10.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryson-allen-williams-1.html,Career,South Carolina,,,,,107.0,69.0,176.0,25.0,6.5,4.0,0.0,0.0,0.0,2.0,3.0,,,1.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeffrey-allison-1.html,2016,Fresno State,MWC,FR,LB,8.0,8.0,13.0,21.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,15.0,7.5,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeffrey-allison-1.html,*2017,Fresno State,MWC,SO,LB,14.0,79.0,47.0,126.0,5.5,2.0,0.0,0.0,,0.0,3.0,2.0,,,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeffrey-allison-1.html,*2018,Fresno State,MWC,JR,LB,12.0,65.0,55.0,120.0,5.5,0.5,2.0,27.0,13.5,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeffrey-allison-1.html,Career,Fresno State,,,,,152.0,115.0,267.0,11.0,2.5,2.0,27.0,13.5,0.0,4.0,2.0,,,2.0,2.0,15.0,7.5,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ugo-amadi-1.html,*2015,Oregon,Pac-12,FR,CB,10.0,20.0,5.0,25.0,2.0,0.0,2.0,31.0,15.5,0.0,3.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ugo-amadi-1.html,2016,Oregon,Pac-12,SO,DB,12.0,31.0,11.0,42.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ugo-amadi-1.html,*2017,Oregon,Pac-12,JR,CB,13.0,31.0,12.0,43.0,2.5,1.5,4.0,21.0,5.3,0.0,8.0,2.0,,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ugo-amadi-1.html,*2018,Oregon,Pac-12,SR,S,13.0,43.0,12.0,55.0,4.0,1.5,3.0,70.0,23.3,2.0,8.0,0.0,,,0.0,0.0,0.0,,0.0,14.0,223.0,15.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ugo-amadi-1.html,Career,Oregon,,,,,125.0,40.0,165.0,8.5,3.0,9.0,122.0,13.6,2.0,25.0,2.0,,1.0,3.0,0.0,0.0,,0.0,14.0,223.0,15.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rodney-anderson-1.html,*2015,Oklahoma,Big 12,FR,RB,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rodney-anderson-1.html,*2017,Oklahoma,Big 12,SO,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,4.0,38.0,9.5,0.0,1.0,7.0,7.0,0.0,188.0,1161.0,6.2,13.0,17.0,281.0,16.5,5.0,205.0,1442.0,7.0,18.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rodney-anderson-1.html,*2018,Oklahoma,Big 12,JR,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,11.0,119.0,10.8,3.0,0.0,0.0,,0.0,11.0,119.0,10.8,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rodney-anderson-1.html,Career,Oklahoma,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,4.0,38.0,9.5,0.0,1.0,7.0,7.0,0.0,200.0,1285.0,6.4,16.0,17.0,281.0,16.5,5.0,217.0,1566.0,7.2,21.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,*2015,Stanford,Pac-12,FR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,*2016,Stanford,Pac-12,SO,WR,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,24.0,379.0,15.8,5.0,24.0,379.0,15.8,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,*2017,Stanford,Pac-12,JR,WR,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,48.0,781.0,16.3,9.0,48.0,781.0,16.3,9.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,*2018,Stanford,Pac-12,SR,WR,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,63.0,1059.0,16.8,14.0,63.0,1059.0,16.8,14.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jj-arcega-whiteside-1.html,Career,Stanford,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,135.0,2219.0,16.4,28.0,135.0,2219.0,16.4,28.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryquell-armstead-1.html,*2015,Temple,American,FR,RB,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,38.0,19.0,0.0,0.0,0.0,,0.0,51.0,191.0,3.7,2.0,2.0,7.0,3.5,0.0,53.0,198.0,3.7,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryquell-armstead-1.html,*2016,Temple,American,SO,RB,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,156.0,919.0,5.9,14.0,5.0,41.0,8.2,0.0,161.0,960.0,6.0,14.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryquell-armstead-1.html,*2017,Temple,American,JR,RB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,156.0,604.0,3.9,5.0,14.0,75.0,5.4,0.0,170.0,679.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryquell-armstead-1.html,*2018,Temple,American,SR,RB,10.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,210.0,1098.0,5.2,13.0,8.0,52.0,6.5,0.0,218.0,1150.0,5.3,13.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryquell-armstead-1.html,Career,Temple,,,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,38.0,19.0,0.0,0.0,0.0,,0.0,573.0,2812.0,4.9,34.0,29.0,175.0,6.0,0.0,602.0,2987.0,5.0,34.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/blessuan-austin-1.html,2015,Rutgers,Big Ten,FR,DB,9.0,27.0,4.0,31.0,2.0,0.0,1.0,50.0,50.0,1.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/blessuan-austin-1.html,2016,Rutgers,Big Ten,SO,DB,11.0,30.0,13.0,43.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/blessuan-austin-1.html,2017,Rutgers,Big Ten,JR,DB,4.0,7.0,5.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/blessuan-austin-1.html,2018,Rutgers,Big Ten,SR,DB,1.0,3.0,0.0,3.0,2.0,1.0,1.0,-8.0,-8.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/blessuan-austin-1.html,Career,Rutgers,,,,,67.0,22.0,89.0,5.0,2.0,4.0,42.0,10.5,1.0,18.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bailey-1.html,*2015,Stanford,Pac-12,FR,K,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,10.0,347.0,34.7,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bailey-1.html,*2016,Stanford,Pac-12,SO,P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,50.0,2176.0,43.5,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bailey-1.html,*2017,Stanford,Pac-12,JR,P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,1.0,17.0,17.0,0.0,0.0,0.0,,0.0,1.0,17.0,17.0,0.0,57.0,2586.0,45.4,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bailey-1.html,*2018,Stanford,Pac-12,SR,P,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,68.0,2996.0,44.1,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bailey-1.html,Career,Stanford,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,1.0,17.0,17.0,0.0,0.0,0.0,,0.0,1.0,17.0,17.0,0.0,185.0,8105.0,43.8,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-bailey-1.html,2015,South Carolina,SEC,FR,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-bailey-1.html,Career,South Carolina,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-baity-1.html,2015,Kentucky,SEC,FR,DB,9.0,14.0,5.0,19.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-baity-1.html,*2016,Kentucky,SEC,SO,CB,12.0,36.0,6.0,42.0,2.0,0.0,3.0,10.0,3.3,0.0,7.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-baity-1.html,*2017,Kentucky,SEC,JR,CB,13.0,35.0,14.0,49.0,0.5,0.0,2.0,48.0,24.0,0.0,9.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-baity-1.html,*2018,Kentucky,SEC,SR,CB,13.0,27.0,11.0,38.0,2.5,0.0,1.0,17.0,17.0,0.0,7.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-baity-1.html,Career,Kentucky,,,,,112.0,36.0,148.0,6.0,0.0,6.0,75.0,12.5,0.0,25.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deandre-baker-1.html,*2015,Georgia,SEC,FR,CB,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deandre-baker-1.html,*2016,Georgia,SEC,SO,CB,8.0,21.0,10.0,31.0,1.0,1.0,2.0,27.0,13.5,0.0,5.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deandre-baker-1.html,*2017,Georgia,SEC,JR,DB,15.0,30.0,14.0,44.0,1.0,0.0,3.0,37.0,12.3,0.0,9.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deandre-baker-1.html,*2018,Georgia,SEC,SR,DB,12.0,31.0,9.0,40.0,2.0,0.0,2.0,81.0,40.5,0.0,9.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deandre-baker-1.html,Career,Georgia,,,,,83.0,33.0,116.0,4.0,1.0,7.0,145.0,20.7,0.0,23.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ben-banogu-1.html,2015,Louisiana-Monroe,Sun Belt,FR,DL,13.0,23.0,21.0,44.0,10.5,3.0,0.0,0.0,,0.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ben-banogu-1.html,*2017,Texas Christian,Big 12,JR,DE,14.0,32.0,23.0,55.0,16.5,8.5,0.0,0.0,,0.0,1.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
