NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/kedric-golston-1.html,Career,Georgia,,,,,13.0,7.0,20.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-gordon-1.html,*2003,Kansas,Big 12,FR,WR,13.0,,,,,,,,,,,,,,,8.0,45.0,5.6,0.0,57.0,769.0,13.5,5.0,65.0,814.0,12.5,5.0,,,,,26.0,341.0,13.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-gordon-1.html,2004,Kansas,Big 12,SO,WR,11.0,,,,,,7.0,52.0,7.4,0.0,,,,,,4.0,-5.0,-1.3,0.0,15.0,150.0,10.0,2.0,19.0,145.0,7.6,2.0,3.0,42.0,14.0,0.0,29.0,260.0,9.0,0.0,1.0,2.0,50.0,26.0,13.0,0.5,1.0,1.0,224.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-gordon-1.html,*2005,Kansas,Big 12,JR,WR,12.0,15.0,13.0,28.0,1.5,1.0,2.0,0.0,0.0,0.0,,,,,,2.0,0.0,0.0,0.0,34.0,313.0,9.2,2.0,36.0,313.0,8.7,2.0,2.0,42.0,21.0,0.0,41.0,398.0,9.7,0.0,1.0,1.0,100.0,24.0,24.0,24.0,0.0,0.0,301.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/charles-gordon-1.html,Career,Kansas,,,,,15.0,13.0,28.0,1.5,1.0,9.0,52.0,5.8,0.0,,,,,,14.0,40.0,2.9,0.0,106.0,1232.0,11.6,9.0,120.0,1272.0,10.6,9.0,5.0,84.0,16.8,0.0,96.0,999.0,10.4,0.0,2.0,5.0,40.0,50.0,10.0,5.0,1.0,1.0,150.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,*2002,Toledo,MAC,FR,QB,13.0,,,,,,,,,,,,,,,5.0,32.0,6.4,0.0,,,,,5.0,32.0,6.4,0.0,,,,,,,,,2.0,3.0,66.7,28.0,9.3,9.3,0.0,0.0,145.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,2003,Toledo,MAC,SO,QB,12.0,,,,,,,,,,,,,,,91.0,504.0,5.5,1.0,2.0,-1.0,-0.5,0.0,93.0,503.0,5.4,1.0,,,,,,,,,277.0,389.0,71.2,3210.0,8.3,8.9,29.0,7.0,161.5,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,*2004,Toledo,MAC,JR,QB,13.0,,,,,,,,,,,,,,,91.0,191.0,2.1,9.0,,,,,91.0,191.0,2.1,9.0,,,,,,,,,280.0,399.0,70.2,3518.0,8.8,9.3,27.0,8.0,162.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,*2005,Toledo,MAC,SR,QB,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,61.0,291.0,4.8,4.0,,,,,61.0,291.0,4.8,4.0,,,,,,,,,207.0,332.0,62.3,2469.0,7.4,7.6,29.0,12.0,146.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,Career,Toledo,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,248.0,1018.0,4.1,14.0,2.0,-1.0,-0.5,0.0,250.0,1017.0,4.1,14.0,,,,,,,,,766.0,1123.0,68.2,9225.0,8.2,8.6,85.0,27.0,157.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/skyler-green-1.html,*2002,LSU,SEC,FR,WR,7.0,,,,,,,,,,,,,,,3.0,28.0,9.3,0.0,7.0,123.0,17.6,1.0,10.0,151.0,15.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/skyler-green-1.html,*2003,LSU,SEC,SO,WR,14.0,,,,,,,,,,,,,,,8.0,90.0,11.3,1.0,48.0,519.0,10.8,5.0,56.0,609.0,10.9,6.0,9.0,188.0,20.9,0.0,25.0,462.0,18.5,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/skyler-green-1.html,*2004,LSU,SEC,JR,WR,10.0,,,,,,,,,,,,,,,4.0,14.0,3.5,0.0,24.0,219.0,9.1,3.0,28.0,233.0,8.3,3.0,11.0,249.0,22.6,0.0,25.0,243.0,9.7,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/skyler-green-1.html,*2005,LSU,SEC,SR,WR,13.0,,,,,,,,,,,,,,,16.0,126.0,7.9,0.0,32.0,268.0,8.4,0.0,48.0,394.0,8.2,0.0,18.0,355.0,19.7,0.0,27.0,359.0,13.3,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/skyler-green-1.html,Career,LSU,,,,,,,,,,,,,,,,,,,31.0,258.0,8.3,1.0,111.0,1129.0,10.2,9.0,142.0,1387.0,9.8,10.0,38.0,792.0,20.8,0.0,77.0,1064.0,13.8,4.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-green-2.html,*2005,Ohio State,Big Ten,SR,DL,12.0,23.0,14.0,37.0,4.5,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-green-2.html,Career,Ohio State,,,,,23.0,14.0,37.0,4.5,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-greenway-1.html,*2003,Iowa,Big Ten,SO,LB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-greenway-1.html,*2004,Iowa,Big Ten,JR,LB,12.0,,,,,,3.0,54.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-greenway-1.html,*2005,Iowa,Big Ten,SR,LB,12.0,92.0,64.0,156.0,10.0,2.0,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-greenway-1.html,Career,Iowa,,,,,92.0,64.0,156.0,10.0,2.0,4.0,70.0,17.5,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,12.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cedric-griffin-1.html,*2002,Texas,Big 12,FR,DB,13.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cedric-griffin-1.html,*2003,Texas,Big 12,SO,DB,13.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cedric-griffin-1.html,*2004,Texas,Big 12,JR,DB,12.0,,,,,,2.0,29.0,14.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cedric-griffin-1.html,*2005,Texas,Big 12,SR,DB,13.0,44.0,27.0,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cedric-griffin-1.html,Career,Texas,,,,,44.0,27.0,71.0,0.0,0.0,3.0,29.0,9.7,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,19.0,19.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darrell-hackney-1.html,2002,UAB,CUSA,FR,QB,11.0,,,,,,,,,,,,,,,85.0,-14.0,-0.2,2.0,,,,,85.0,-14.0,-0.2,2.0,,,,,,,,,149.0,293.0,50.9,1977.0,6.7,6.6,14.0,7.0,118.5,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darrell-hackney-1.html,2003,UAB,CUSA,SO,QB,7.0,,,,,,,,,,,,,,,38.0,45.0,1.2,1.0,,,,,38.0,45.0,1.2,1.0,,,,,,,,,106.0,209.0,50.7,1659.0,7.9,7.5,9.0,6.0,125.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darrell-hackney-1.html,*2004,UAB,CUSA,JR,QB,12.0,,,,,,,,,,,,,,,81.0,-44.0,-0.5,2.0,,,,,81.0,-44.0,-0.5,2.0,,,,,,,,,197.0,358.0,55.0,3070.0,8.6,9.0,26.0,8.0,146.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darrell-hackney-1.html,2005,UAB,CUSA,SR,QB,11.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,51.0,105.0,2.1,1.0,1.0,-2.0,-2.0,0.0,52.0,103.0,2.0,1.0,,,,,,,,,242.0,386.0,62.7,3180.0,8.2,8.0,22.0,12.0,144.5,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darrell-hackney-1.html,Career,UAB,,,,,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,255.0,92.0,0.4,6.0,1.0,-2.0,-2.0,0.0,256.0,90.0,0.4,6.0,,,,,,,,,694.0,1246.0,55.7,9886.0,7.9,7.9,71.0,33.0,135.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-hagan-1.html,*2002,Arizona State,Pac-10,FR,WR,14.0,,,,,,,,,,,,,,,,,,,32.0,405.0,12.7,0.0,32.0,405.0,12.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-hagan-1.html,2003,Arizona State,Pac-10,SO,WR,12.0,,,,,,,,,,,,,,,,,,,66.0,1076.0,16.3,9.0,66.0,1076.0,16.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-hagan-1.html,*2004,Arizona State,Pac-10,JR,WR,12.0,,,,,,,,,,,,,,,,,,,83.0,1248.0,15.0,10.0,83.0,1248.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-hagan-1.html,*2005,Arizona State,Pac-10,SR,WR,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,77.0,1210.0,15.7,8.0,77.0,1210.0,15.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derek-hagan-1.html,Career,Arizona State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,258.0,3939.0,15.3,27.0,258.0,3939.0,15.3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marques-hagans-1.html,*2002,Virginia,ACC,FR,QB,14.0,,,,,,1.0,0.0,0.0,0.0,,,,,,31.0,102.0,3.3,2.0,1.0,4.0,4.0,0.0,32.0,106.0,3.3,2.0,,,,,29.0,262.0,9.0,1.0,14.0,25.0,56.0,143.0,5.7,4.7,1.0,1.0,109.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marques-hagans-1.html,*2003,Virginia,ACC,SO,QB,13.0,,,,,,,,,,,,,,,16.0,96.0,6.0,2.0,28.0,262.0,9.4,0.0,44.0,358.0,8.1,2.0,,,,,28.0,269.0,9.6,0.0,17.0,26.0,65.4,218.0,8.4,10.7,3.0,0.0,173.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marques-hagans-1.html,*2004,Virginia,ACC,JR,QB,12.0,,,,,,,,,,,,,,,77.0,394.0,5.1,4.0,,,,,77.0,394.0,5.1,4.0,1.0,-3.0,-3.0,0.0,,,,,164.0,261.0,62.8,2024.0,7.8,7.6,9.0,5.0,135.5,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marques-hagans-1.html,*2005,Virginia,ACC,SR,QB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,115.0,310.0,2.7,3.0,1.0,7.0,7.0,0.0,116.0,317.0,2.7,3.0,,,,,1.0,0.0,0.0,0.0,213.0,343.0,62.1,2492.0,7.3,6.5,14.0,12.0,129.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marques-hagans-1.html,Career,Virginia,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,239.0,902.0,3.8,11.0,30.0,273.0,9.1,0.0,269.0,1175.0,4.4,11.0,1.0,-3.0,-3.0,0.0,58.0,531.0,9.2,1.0,408.0,655.0,62.3,4877.0,7.4,7.0,27.0,18.0,132.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tamba-hali-1.html,2004,Penn State,Big Ten,JR,DL,11.0,,,,,,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tamba-hali-1.html,*2005,Penn State,Big Ten,SR,DL,12.0,27.0,38.0,65.0,17.0,11.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tamba-hali-1.html,Career,Penn State,,,,,27.0,38.0,65.0,17.0,11.0,1.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-hall-1.html,2004,South Florida,CUSA,JR,RB,11.0,,,,,,,,,,,,,,,210.0,1357.0,6.5,11.0,18.0,149.0,8.3,1.0,228.0,1506.0,6.6,12.0,16.0,332.0,20.8,0.0,,,,,1.0,1.0,100.0,16.0,16.0,36.0,1.0,0.0,564.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-hall-1.html,*2005,South Florida,Big East,SR,RB,12.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,270.0,1374.0,5.1,13.0,26.0,321.0,12.3,2.0,296.0,1695.0,5.7,15.0,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-hall-1.html,Career,South Florida,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,480.0,2731.0,5.7,24.0,44.0,470.0,10.7,3.0,524.0,3201.0,6.1,27.0,16.0,332.0,20.8,0.0,,,,,1.0,3.0,33.3,16.0,5.3,12.0,1.0,0.0,188.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hannon-1.html,*2002,Tennessee,SEC,FR,WR,9.0,,,,,,,,,,,,,,,,,,,3.0,33.0,11.0,0.0,3.0,33.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hannon-1.html,*2003,Tennessee,SEC,SO,WR,13.0,,,,,,,,,,,,,,,,,,,21.0,319.0,15.2,7.0,21.0,319.0,15.2,7.0,,,,,2.0,9.0,4.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hannon-1.html,*2004,Tennessee,SEC,JR,WR,13.0,,,,,,,,,,,,,,,4.0,37.0,9.3,0.0,21.0,230.0,11.0,2.0,25.0,267.0,10.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hannon-1.html,2005,Tennessee,SEC,SR,WR,11.0,,,,,,,,,,,,,,,,,,,24.0,268.0,11.2,3.0,24.0,268.0,11.2,3.0,3.0,42.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hannon-1.html,Career,Tennessee,,,,,,,,,,,,,,,,,,,4.0,37.0,9.3,0.0,69.0,850.0,12.3,12.0,73.0,887.0,12.2,12.0,3.0,42.0,14.0,0.0,2.0,9.0,4.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/parys-haralson-1.html,*2004,Tennessee,SEC,JR,DL,13.0,,,,,,,,,,,1.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/parys-haralson-1.html,2005,Tennessee,SEC,SR,DL,11.0,33.0,12.0,45.0,17.0,8.5,,,,,1.0,1.0,17.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/parys-haralson-1.html,Career,Tennessee,,,,,33.0,12.0,45.0,17.0,8.5,,,,,1.0,2.0,35.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roman-harper-1.html,2003,Alabama,SEC,SO,DB,13.0,,,,,,1.0,0.0,0.0,0.0,,,0.0,1.0,,,,,,1.0,11.0,11.0,0.0,1.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roman-harper-1.html,*2004,Alabama,SEC,JR,DB,12.0,,,,,,3.0,26.0,8.7,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roman-harper-1.html,*2005,Alabama,SEC,SR,DB,12.0,35.0,34.0,69.0,6.5,0.5,1.0,50.0,50.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roman-harper-1.html,Career,Alabama,,,,,35.0,34.0,69.0,6.5,0.5,5.0,76.0,15.2,0.0,,,0.0,1.0,,,,,,1.0,11.0,11.0,0.0,1.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-harrell-1.html,*2002,Penn State,Big Ten,,DB,13.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-harrell-1.html,*2005,Penn State,Big Ten,SR,DB,12.0,50.0,38.0,88.0,3.0,0.0,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-harrell-1.html,Career,Penn State,,,,,50.0,38.0,88.0,3.0,0.0,2.0,16.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/orien-harris-1.html,*2005,Miami (FL),ACC,SR,DL,12.0,18.0,22.0,40.0,11.0,3.5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/orien-harris-1.html,Career,Miami (FL),,,,,18.0,22.0,40.0,11.0,3.5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gilbert-harris-1.html,2002,Arizona,Pac-10,FR,RB,7.0,,,,,,,,,,,,,,,18.0,56.0,3.1,0.0,5.0,81.0,16.2,0.0,23.0,137.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gilbert-harris-1.html,2003,Arizona,Pac-10,SO,RB,8.0,,,,,,,,,,,,,,,3.0,8.0,2.7,1.0,10.0,86.0,8.6,0.0,13.0,94.0,7.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gilbert-harris-1.html,2004,Arizona,Pac-10,JR,RB,7.0,,,,,,,,,,,,,,,67.0,285.0,4.3,2.0,11.0,76.0,6.9,0.0,78.0,361.0,4.6,2.0,2.0,40.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gilbert-harris-1.html,2005,Arizona,Pac-10,SR,RB,11.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,79.0,284.0,3.6,5.0,22.0,107.0,4.9,2.0,101.0,391.0,3.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gilbert-harris-1.html,Career,Arizona,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,167.0,633.0,3.8,8.0,48.0,350.0,7.3,2.0,215.0,983.0,4.6,10.0,2.0,40.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerome-harrison-1.html,2004,Washington State,Pac-10,JR,RB,11.0,,,,,,,,,,,,,,,174.0,900.0,5.2,9.0,10.0,69.0,6.9,0.0,184.0,969.0,5.3,9.0,10.0,172.0,17.2,0.0,1.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerome-harrison-1.html,2005,Washington State,Pac-10,SR,RB,11.0,,,,,,,,,,,,,,,308.0,1900.0,6.2,16.0,24.0,206.0,8.6,1.0,332.0,2106.0,6.3,17.0,1.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerome-harrison-1.html,Career,Washington State,,,,,,,,,,,,,,,,,,,482.0,2800.0,5.8,25.0,34.0,275.0,8.1,1.0,516.0,3075.0,6.0,26.0,11.0,179.0,16.3,0.0,1.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-hass-1.html,*2003,Oregon State,Pac-10,SO,WR,13.0,,,,,,,,,,,,,,,,,,,44.0,1013.0,23.0,7.0,44.0,1013.0,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-hass-1.html,*2004,Oregon State,Pac-10,JR,WR,12.0,,,,,,,,,,,,,,,,,,,86.0,1379.0,16.0,7.0,86.0,1379.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-hass-1.html,2005,Oregon State,Pac-10,SR,WR,11.0,6.0,0.0,6.0,0.0,0.0,,,,,,,,,,2.0,18.0,9.0,0.0,90.0,1532.0,17.0,6.0,92.0,1550.0,16.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-hass-1.html,Career,Oregon State,,,,,6.0,0.0,6.0,0.0,0.0,,,,,,,,,,2.0,18.0,9.0,0.0,220.0,3924.0,17.8,20.0,222.0,3942.0,17.8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spencer-havner-1.html,*2002,UCLA,Pac-10,FR,LB,13.0,,,,,,3.0,53.0,17.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spencer-havner-1.html,*2003,UCLA,Pac-10,SO,LB,13.0,,,,,,3.0,127.0,42.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spencer-havner-1.html,*2004,UCLA,Pac-10,JR,LB,11.0,,,,,,2.0,73.0,36.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spencer-havner-1.html,*2005,UCLA,Pac-10,SR,LB,12.0,66.0,33.0,99.0,15.0,2.0,3.0,37.0,12.3,0.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spencer-havner-1.html,Career,UCLA,,,,,66.0,33.0,99.0,15.0,2.0,11.0,290.0,26.4,3.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-hawk-1.html,*2002,Ohio State,Big Ten,FR,LB,14.0,,,,,,2.0,44.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-hawk-1.html,*2003,Ohio State,Big Ten,SO,LB,13.0,,,,,,2.0,55.0,27.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-hawk-1.html,*2004,Ohio State,Big Ten,JR,LB,12.0,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-hawk-1.html,*2005,Ohio State,Big Ten,SR,LB,12.0,69.0,52.0,121.0,16.5,9.5,1.0,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-hawk-1.html,Career,Ohio State,,,,,69.0,52.0,121.0,16.5,9.5,7.0,123.0,17.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hawkins-2.html,2005,Marshall,CUSA,SR,DB,11.0,16.0,12.0,28.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,276.0,19.7,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-hawkins-2.html,Career,Marshall,,,,,16.0,12.0,28.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,14.0,276.0,19.7,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taurean-henderson-1.html,*2002,Texas Tech,Big 12,FR,RB,14.0,,,,,,,,,,,,,,,153.0,793.0,5.2,7.0,98.0,633.0,6.5,6.0,251.0,1426.0,5.7,13.0,2.0,27.0,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taurean-henderson-1.html,*2003,Texas Tech,Big 12,SO,RB,13.0,,,,,,,,,,,,,,,124.0,736.0,5.9,10.0,78.0,611.0,7.8,6.0,202.0,1347.0,6.7,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taurean-henderson-1.html,*2004,Texas Tech,Big 12,JR,RB,12.0,,,,,,,,,,,,,,,162.0,840.0,5.2,16.0,60.0,286.0,4.8,2.0,222.0,1126.0,5.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
