NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/wali-lundy-1.html,*2003,Virginia,ACC,SO,RB,12.0,,,,,,,,,,,,,,,227.0,929.0,4.1,10.0,29.0,253.0,8.7,4.0,256.0,1182.0,4.6,14.0,,,,,,,,,1.0,1.0,100.0,18.0,18.0,38.0,1.0,0.0,581.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wali-lundy-1.html,*2004,Virginia,ACC,JR,RB,12.0,,,,,,,,,,,,,,,175.0,864.0,4.9,17.0,12.0,145.0,12.1,0.0,187.0,1009.0,5.4,17.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wali-lundy-1.html,*2005,Virginia,ACC,SR,RB,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,144.0,574.0,4.0,10.0,15.0,62.0,4.1,1.0,159.0,636.0,4.0,11.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wali-lundy-1.html,Career,Virginia,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,742.0,3193.0,4.3,43.0,114.0,895.0,7.9,9.0,856.0,4088.0,4.8,52.0,17.0,409.0,24.1,0.0,,,,,2.0,5.0,40.0,56.0,11.2,19.2,2.0,0.0,266.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jesse-mahelona-1.html,2005,Tennessee,SEC,SR,DL,11.0,18.0,17.0,35.0,7.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jesse-mahelona-1.html,Career,Tennessee,,,,,18.0,17.0,35.0,7.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tom-malone-1.html,*2002,USC,Pac-10,FR,P,13.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,62.0,2609.0,42.1,,,,,,,
https://www.sports-reference.com/cfb/players/tom-malone-1.html,*2003,USC,Pac-10,SO,P,13.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,42.0,2060.0,49.0,,,,,,,
https://www.sports-reference.com/cfb/players/tom-malone-1.html,*2004,USC,Pac-10,JR,P,13.0,,,,,,,,,,,,,,,1.0,-15.0,-15.0,0.0,,,,,1.0,-15.0,-15.0,0.0,,,,,,,,,,,,,,,,,,49.0,2144.0,43.8,,,,,,,
https://www.sports-reference.com/cfb/players/tom-malone-1.html,*2005,USC,Pac-10,SR,P,12.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,32.0,1335.0,41.7,,,,,,,
https://www.sports-reference.com/cfb/players/tom-malone-1.html,Career,USC,,,,,,,,,,,,,,,,,,,2.0,-15.0,-7.5,0.0,,,,,2.0,-15.0,-7.5,0.0,,,,,,,,,,,,,,,,,,185.0,8148.0,44.0,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-malone-1.html,2003,Toledo,MAC,SO,DB,10.0,,,,,,3.0,54.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-malone-1.html,*2004,Toledo,MAC,JR,DB,12.0,,,,,,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-malone-1.html,*2005,Toledo,MAC,SR,DB,12.0,20.0,18.0,38.0,1.5,0.0,1.0,60.0,60.0,1.0,,,,,,,,,,,,,,,,,,1.0,18.0,18.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-malone-1.html,Career,Toledo,,,,,20.0,18.0,38.0,1.5,0.0,6.0,116.0,19.3,1.0,,,,,,,,,,,,,,,,,,1.0,18.0,18.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laurence-maroney-1.html,*2003,Minnesota,Big Ten,FR,RB,13.0,,,,,,,,,,,,,,,162.0,1121.0,6.9,10.0,1.0,11.0,11.0,0.0,163.0,1132.0,6.9,10.0,16.0,413.0,25.8,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laurence-maroney-1.html,*2004,Minnesota,Big Ten,SO,RB,12.0,,,,,,,,,,,,,,,217.0,1348.0,6.2,12.0,3.0,16.0,5.3,0.0,220.0,1364.0,6.2,12.0,8.0,158.0,19.8,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laurence-maroney-1.html,*2005,Minnesota,Big Ten,JR,RB,11.0,,,,,,,,,,,,,,,281.0,1464.0,5.2,10.0,17.0,170.0,10.0,1.0,298.0,1634.0,5.5,11.0,4.0,96.0,24.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laurence-maroney-1.html,Career,Minnesota,,,,,,,,,,,,,,,,,,,660.0,3933.0,6.0,32.0,21.0,197.0,9.4,1.0,681.0,4130.0,6.1,33.0,28.0,667.0,23.8,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/richard-marshall-1.html,*2003,Fresno State,WAC,FR,DB,13.0,,,,,,3.0,83.0,27.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/richard-marshall-1.html,*2004,Fresno State,WAC,SO,DB,12.0,,,,,,3.0,205.0,68.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/richard-marshall-1.html,*2005,Fresno State,WAC,JR,DB,13.0,57.0,21.0,78.0,1.0,0.0,3.0,17.0,5.7,0.0,,,,,,,,,,,,,,,,,,14.0,316.0,22.6,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/richard-marshall-1.html,Career,Fresno State,,,,,57.0,21.0,78.0,1.0,0.0,9.0,305.0,33.9,0.0,,,,,,,,,,,,,,,,,,14.0,316.0,22.6,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-marshall-1.html,2002,UCF,MAC,FR,WR,9.0,,,,,,,,,,,,,,,1.0,-6.0,-6.0,0.0,2.0,18.0,9.0,0.0,3.0,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-marshall-1.html,2003,UCF,MAC,SO,WR,12.0,,,,,,,,,,,,,,,1.0,8.0,8.0,0.0,28.0,377.0,13.5,2.0,29.0,385.0,13.3,2.0,,,,,,,,,1.0,3.0,33.3,56.0,18.7,18.7,0.0,0.0,190.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-marshall-1.html,2004,UCF,MAC,JR,WR,10.0,,,,,,1.0,-4.0,-4.0,0.0,,,,,,,,,,8.0,84.0,10.5,0.0,8.0,84.0,10.5,0.0,,,,,3.0,33.0,11.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-marshall-1.html,*2005,UCF,CUSA,SR,WR,13.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,1.0,3.0,3.0,0.0,74.0,1195.0,16.1,11.0,75.0,1198.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-marshall-1.html,Career,UCF,,,,,0.0,1.0,1.0,0.0,0.0,1.0,-4.0,-4.0,0.0,,,,,,3.0,5.0,1.7,0.0,112.0,1674.0,14.9,13.0,115.0,1679.0,14.6,13.0,,,,,3.0,33.0,11.0,0.0,1.0,3.0,33.3,56.0,18.7,18.7,0.0,0.0,190.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-martin-1.html,2003,Wyoming,MWC,FR,DB,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-martin-1.html,*2004,Wyoming,MWC,SO,DB,12.0,,,,,,3.0,36.0,12.0,0.0,,,,,,,,,,,,,,,,,,5.0,109.0,21.8,0.0,1.0,17.0,17.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-martin-1.html,2005,Wyoming,MWC,JR,DB,11.0,32.0,15.0,47.0,3.5,1.0,3.0,13.0,4.3,1.0,,,,,,,,,,,,,,,,,,1.0,26.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/derrick-martin-1.html,Career,Wyoming,,,,,32.0,15.0,47.0,3.5,1.0,6.0,49.0,8.2,1.0,,,,,,,,,,,,,,,,,,6.0,135.0,22.5,0.0,2.0,23.0,11.5,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-massaquoi-1.html,*2002,Michigan,Big Ten,FR,TE,13.0,,,,,,,,,,,,,,,,,,,2.0,20.0,10.0,0.0,2.0,20.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-massaquoi-1.html,*2003,Michigan,Big Ten,SO,TE,13.0,,,,,,,,,,,,,,,,,,,15.0,199.0,13.3,2.0,15.0,199.0,13.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-massaquoi-1.html,*2004,Michigan,Big Ten,SR,TE,12.0,,,,,,,,,,,,,,,,,,,18.0,184.0,10.2,0.0,18.0,184.0,10.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-massaquoi-1.html,*2005,Michigan,Big Ten,SR,TE,10.0,,,,,,,,,,,,,,,,,,,11.0,86.0,7.8,0.0,11.0,86.0,7.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-massaquoi-1.html,Career,Michigan,,,,,,,,,,,,,,,,,,,,,,,46.0,489.0,10.6,2.0,46.0,489.0,10.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,*2002,UCLA,Pac-10,FR,RB,9.0,,,,,,,,,,,,,,,18.0,50.0,2.8,0.0,,,,,18.0,50.0,2.8,0.0,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,*2004,Fresno State,WAC,JR,RB,11.0,,,,,,,,,,,,,,,146.0,995.0,6.8,12.0,4.0,59.0,14.8,0.0,150.0,1054.0,7.0,12.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,*2005,Fresno State,WAC,SR,RB,13.0,,,,,,,,,,,,,,,248.0,1313.0,5.3,15.0,19.0,156.0,8.2,1.0,267.0,1469.0,5.5,16.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,Career,Overall,,,,,,,,,,,,,,,,,,,412.0,2358.0,5.7,27.0,23.0,215.0,9.3,1.0,435.0,2573.0,5.9,28.0,1.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,,UCLA,,,,,,,,,,,,,,,,,,,18.0,50.0,2.8,0.0,,,,,18.0,50.0,2.8,0.0,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/wendell-mathis-1.html,,Fresno State,,,,,,,,,,,,,,,,,,,394.0,2308.0,5.9,27.0,23.0,215.0,9.3,1.0,417.0,2523.0,6.1,28.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-maxey-1.html,*2003,Miami (FL),Big East,SO,DB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-maxey-1.html,*2005,Miami (FL),ACC,SR,DB,12.0,15.0,12.0,27.0,3.0,0.0,2.0,32.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-maxey-1.html,Career,Miami (FL),,,,,15.0,12.0,27.0,3.0,0.0,2.0,32.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dee-mccann-1.html,*2004,West Virginia,Big East,JR,DB,9.0,,,,,,3.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dee-mccann-1.html,*2005,West Virginia,Big East,SR,DB,12.0,35.0,23.0,58.0,2.5,0.0,4.0,6.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dee-mccann-1.html,Career,West Virginia,,,,,35.0,23.0,58.0,2.5,0.0,7.0,9.0,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-mccargo-1.html,2004,North Carolina State,ACC,SO,RB,11.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-mccargo-1.html,*2005,North Carolina State,ACC,JR,DL,7.0,10.0,14.0,24.0,9.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-mccargo-1.html,Career,North Carolina State,,,,,10.0,14.0,24.0,9.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stanley-mcclover-1.html,*2005,Auburn,SEC,JR,DL,10.0,21.0,10.0,31.0,13.5,8.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stanley-mcclover-1.html,Career,Auburn,,,,,21.0,10.0,31.0,13.5,8.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html,*2003,Northwestern,Big Ten,SO,LB,12.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html,2004,Northwestern,Big Ten,JR,LB,12.0,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html,*2005,Northwestern,Big Ten,SR,LB,12.0,81.0,75.0,156.0,7.0,2.0,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html,Career,Northwestern,,,,,81.0,75.0,156.0,7.0,2.0,3.0,17.0,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,2002,Texas A&M,Big 12,FR,QB,8.0,,,,,,,,,,,,,,,37.0,137.0,3.7,0.0,,,,,37.0,137.0,3.7,0.0,,,,,,,,,24.0,45.0,53.3,456.0,10.1,9.8,6.0,3.0,169.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,2003,Texas A&M,Big 12,SO,QB,12.0,,,,,,,,,,,,,,,127.0,370.0,2.9,4.0,,,,,127.0,370.0,2.9,4.0,,,,,,,,,113.0,221.0,51.1,1782.0,8.1,7.4,8.0,7.0,124.5,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,*2004,Texas A&M,Big 12,JR,QB,12.0,,,,,,,,,,,,,,,151.0,718.0,4.8,8.0,,,,,151.0,718.0,4.8,8.0,,,,,,,,,200.0,344.0,58.1,2791.0,8.1,8.4,14.0,4.0,137.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,2005,Texas A&M,Big 12,SR,QB,10.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,96.0,664.0,6.9,3.0,,,,,96.0,664.0,6.9,3.0,,,,,,,,,141.0,265.0,53.2,1963.0,7.4,7.1,16.0,9.0,128.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,Career,Texas A&M,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,411.0,1889.0,4.6,15.0,,,,,411.0,1889.0,4.6,15.0,,,,,,,,,478.0,875.0,54.6,6992.0,8.0,7.8,44.0,23.0,133.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-mcneill-1.html,*2005,Auburn,SEC,SR,OL,11.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-mcneill-1.html,Career,Auburn,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gerrick-mcphearson-1.html,*2002,Maryland,ACC,FR,DB,12.0,,,,,,1.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gerrick-mcphearson-1.html,2005,Maryland,ACC,SR,DB,11.0,26.0,11.0,37.0,0.5,0.0,0.0,0.0,,0.0,6.0,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gerrick-mcphearson-1.html,Career,Maryland,,,,,26.0,11.0,37.0,0.5,0.0,1.0,14.0,14.0,0.0,6.0,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,*2002,Texas Tech,Big 12,,RB,12.0,,,,,,3.0,37.0,12.3,1.0,,,,,,18.0,102.0,5.7,2.0,5.0,6.0,1.2,0.0,23.0,108.0,4.7,2.0,14.0,321.0,22.9,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,*2003,Texas Tech,Big 12,SO,DB,11.0,,,,,,4.0,87.0,21.8,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,8.0,112.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,*2004,Texas Tech,Big 12,JR,DB,12.0,,,,,,2.0,48.0,24.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,*2005,Texas Tech,Big 12,SR,DB,10.0,32.0,16.0,48.0,0.0,0.0,3.0,16.0,5.3,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vincent-meeks-1.html,Career,Texas Tech,,,,,32.0,16.0,48.0,0.0,0.0,12.0,188.0,15.7,1.0,,,,,,18.0,102.0,5.7,2.0,5.0,6.0,1.2,0.0,23.0,108.0,4.7,2.0,22.0,433.0,19.7,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garrett-mills-1.html,2002,Tulsa,WAC,FR,TE,12.0,,,,,,,,,,,,,,,,,,,10.0,138.0,13.8,2.0,10.0,138.0,13.8,2.0,1.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garrett-mills-1.html,*2003,Tulsa,WAC,SO,TE,13.0,,,,,,,,,,,,,,,,,,,53.0,456.0,8.6,10.0,53.0,456.0,8.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garrett-mills-1.html,2004,Tulsa,WAC,JR,TE,12.0,,,,,,,,,,,,,,,,,,,51.0,560.0,11.0,2.0,51.0,560.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garrett-mills-1.html,*2005,Tulsa,CUSA,SR,TE,13.0,1.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,87.0,1235.0,14.2,9.0,87.0,1235.0,14.2,9.0,1.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garrett-mills-1.html,Career,Tulsa,,,,,1.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,201.0,2389.0,11.9,23.0,201.0,2389.0,11.9,23.0,2.0,21.0,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeremy-mincey-1.html,*2004,Florida,SEC,JR,DL,12.0,,,,,,1.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeremy-mincey-1.html,*2005,Florida,SEC,SR,DL,12.0,31.0,31.0,62.0,10.5,3.5,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeremy-mincey-1.html,Career,Florida,,,,,31.0,31.0,62.0,10.5,3.5,1.0,23.0,23.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/demario-minter-1.html,*2005,Georgia,SEC,SR,DB,13.0,38.0,10.0,48.0,3.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/demario-minter-1.html,Career,Georgia,,,,,38.0,10.0,48.0,3.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-mix-1.html,*2002,Auburn,SEC,FR,WR,13.0,,,,,,,,,,,,,,,,,,,13.0,193.0,14.8,1.0,13.0,193.0,14.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-mix-1.html,*2003,Auburn,SEC,SO,TE,11.0,,,,,,,,,,,,,,,,,,,21.0,235.0,11.2,1.0,21.0,235.0,11.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-mix-1.html,*2004,Auburn,SEC,JR,TE,13.0,,,,,,,,,,,,,,,,,,,19.0,294.0,15.5,3.0,19.0,294.0,15.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-mix-1.html,*2005,Auburn,SEC,SR,WR,12.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,23.0,288.0,12.5,2.0,23.0,288.0,12.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-mix-1.html,Career,Auburn,,,,,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,76.0,1010.0,13.3,7.0,76.0,1010.0,13.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dontrell-moore-1.html,2002,New Mexico,MWC,FR,RB,12.0,,,,,,,,,,,,,,,231.0,1117.0,4.8,13.0,20.0,126.0,6.3,2.0,251.0,1243.0,5.0,15.0,3.0,55.0,18.3,0.0,,,,,1.0,2.0,50.0,16.0,8.0,8.0,0.0,0.0,117.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dontrell-moore-1.html,*2003,New Mexico,MWC,SO,RB,13.0,,,,,,,,,,,,,,,276.0,1450.0,5.3,19.0,11.0,149.0,13.5,2.0,287.0,1599.0,5.6,21.0,2.0,27.0,13.5,0.0,,,,,1.0,1.0,100.0,21.0,21.0,41.0,1.0,0.0,606.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dontrell-moore-1.html,*2004,New Mexico,MWC,JR,RB,11.0,,,,,,,,,,,,,,,232.0,1091.0,4.7,5.0,27.0,198.0,7.3,1.0,259.0,1289.0,5.0,6.0,,,,,9.0,35.0,3.9,0.0,0.0,2.0,0.0,0.0,0.0,-22.5,0.0,1.0,-100.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dontrell-moore-1.html,2005,New Mexico,MWC,SR,RB,11.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,275.0,1298.0,4.7,14.0,31.0,371.0,12.0,3.0,306.0,1669.0,5.5,17.0,,,,,,,,,1.0,2.0,50.0,41.0,20.5,30.5,1.0,0.0,387.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dontrell-moore-1.html,Career,New Mexico,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,1014.0,4956.0,4.9,51.0,89.0,844.0,9.5,8.0,1103.0,5800.0,5.3,59.0,5.0,82.0,16.4,0.0,9.0,35.0,3.9,0.0,3.0,7.0,42.9,78.0,11.1,10.4,2.0,1.0,202.2,,,,,,,,,,
