NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Punts,Punt_Yds,Punt_Avg
https://www.sports-reference.com/cfb/players/mehdi-abdesmad-1.html,2011,Boston College,ACC,FR,DL,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mehdi-abdesmad-1.html,2012,Boston College,ACC,SO,DL,,10.0,15.0,25.0,3.0,0.0,,,,,1.0,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mehdi-abdesmad-1.html,*2013,Boston College,ACC,JR,DL,4.0,8.0,8.0,16.0,3.5,2.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mehdi-abdesmad-1.html,*2014,Boston College,ACC,SR,DL,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mehdi-abdesmad-1.html,2015,Boston College,ACC,SR,DL,11.0,35.0,14.0,49.0,15.0,5.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mehdi-abdesmad-1.html,Career,Boston College,,,,,57.0,40.0,97.0,21.5,7.5,0.0,0.0,,0.0,1.0,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vernon-adams-1.html,*2015,Oregon,Pac-12,SR,QB,10.0,,,,,,,,,,,,,,,168.0,259.0,64.9,2643.0,10.2,11.2,26.0,6.0,179.1,83.0,147.0,1.8,2.0,0.0,0.0,,0.0,83.0,147.0,1.8,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vernon-adams-1.html,Career,Oregon,,,,,,,,,,,,,,,,,,,168.0,259.0,64.9,2643.0,10.2,11.2,26.0,6.0,179.1,83.0,147.0,1.8,2.0,0.0,0.0,,0.0,83.0,147.0,1.8,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerell-adams-1.html,*2012,South Carolina,SEC,FR,TE,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,90.0,22.5,1.0,4.0,90.0,22.5,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerell-adams-1.html,*2013,South Carolina,SEC,SO,TE,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,13.0,187.0,14.4,2.0,13.0,187.0,14.4,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerell-adams-1.html,*2014,South Carolina,SEC,JR,TE,9.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,21.0,279.0,13.3,1.0,21.0,279.0,13.3,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerell-adams-1.html,2015,South Carolina,SEC,SR,TE,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,28.0,421.0,15.0,3.0,28.0,421.0,15.0,3.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerell-adams-1.html,Career,South Carolina,,,,,7.0,1.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,66.0,977.0,14.8,7.0,66.0,977.0,14.8,7.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bralon-addison-1.html,*2012,Oregon,Pac-12,FR,WR,13.0,1.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,22.0,243.0,11.0,3.0,23.0,241.0,10.5,3.0,4.0,19.0,4.8,0.0,3.0,46.0,15.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bralon-addison-1.html,*2013,Oregon,Pac-12,SO,WR,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,3.0,21.0,7.0,0.0,61.0,890.0,14.6,7.0,64.0,911.0,14.2,7.0,20.0,281.0,14.1,2.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bralon-addison-1.html,*2015,Oregon,Pac-12,JR,WR,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,2.0,50.0,39.0,19.5,29.5,1.0,0.0,378.8,17.0,84.0,4.9,2.0,63.0,804.0,12.8,10.0,80.0,888.0,11.1,12.0,13.0,151.0,11.6,1.0,9.0,174.0,19.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bralon-addison-1.html,Career,Oregon,,,,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0,2.0,50.0,39.0,19.5,29.5,1.0,0.0,378.8,21.0,103.0,4.9,2.0,146.0,1937.0,13.3,20.0,167.0,2040.0,12.2,22.0,37.0,451.0,12.2,3.0,12.0,220.0,18.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roberto-aguayo-1.html,*2013,Florida State,ACC,FR,K,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,94.0,100.0,21.0,22.0,95.5,157.0,0.0,0.0,
https://www.sports-reference.com/cfb/players/roberto-aguayo-1.html,*2014,Florida State,ACC,SO,K,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,55.0,100.0,27.0,30.0,90.0,136.0,0.0,0.0,
https://www.sports-reference.com/cfb/players/roberto-aguayo-1.html,*2015,Florida State,ACC,JR,K,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,49.0,100.0,21.0,26.0,80.8,112.0,0.0,0.0,
https://www.sports-reference.com/cfb/players/roberto-aguayo-1.html,Career,Florida State,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,198.0,100.0,69.0,78.0,88.5,405.0,0.0,0.0,
https://www.sports-reference.com/cfb/players/mackensie-alexander-1.html,*2014,Clemson,ACC,FR,CB,10.0,15.0,6.0,21.0,2.0,0.0,0.0,0.0,,0.0,6.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mackensie-alexander-1.html,*2015,Clemson,ACC,SO,CB,13.0,18.0,5.0,23.0,2.0,0.0,0.0,0.0,,0.0,5.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mackensie-alexander-1.html,Career,Clemson,,,,,33.0,11.0,44.0,4.0,0.0,0.0,0.0,,0.0,11.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-alexander-1.html,*2013,Oklahoma,Big 12,FR,LB,12.0,50.0,30.0,80.0,3.5,1.0,0.0,0.0,,0.0,1.0,0.0,,,2.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-alexander-1.html,*2014,Oklahoma,Big 12,SO,LB,13.0,49.0,59.0,108.0,7.0,2.5,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-alexander-1.html,*2015,Oklahoma,Big 12,JR,LB,13.0,54.0,50.0,104.0,7.5,1.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,2.0,12.0,6.0,0.0,2.0,12.0,6.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dominique-alexander-1.html,Career,Oklahoma,,,,,153.0,139.0,292.0,18.0,4.5,1.0,0.0,0.0,0.0,3.0,0.0,,,3.0,,,,,,,,,,0.0,0.0,,0.0,2.0,12.0,6.0,0.0,2.0,12.0,6.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-allen-2.html,2012,Arkansas,SEC,FR,QB,5.0,,,,,,,,,,,,,,,21.0,49.0,42.9,186.0,3.8,1.4,1.0,3.0,69.2,8.0,-3.0,-0.4,0.0,,,,,8.0,-3.0,-0.4,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-allen-2.html,2013,Arkansas,SEC,SO,QB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,128.0,258.0,49.6,1552.0,6.0,5.3,13.0,10.0,109.0,29.0,29.0,1.0,1.0,0.0,0.0,,0.0,29.0,29.0,1.0,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-allen-2.html,*2014,Arkansas,SEC,JR,QB,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,190.0,339.0,56.0,2285.0,6.7,7.3,20.0,5.0,129.2,42.0,0.0,0.0,2.0,0.0,0.0,,0.0,42.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-allen-2.html,*2015,Arkansas,SEC,SR,QB,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,244.0,370.0,65.9,3440.0,9.3,9.9,30.0,8.0,166.5,55.0,110.0,2.0,1.0,1.0,11.0,11.0,0.0,56.0,121.0,2.2,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-allen-2.html,Career,Arkansas,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,583.0,1016.0,57.4,7463.0,7.3,7.5,64.0,26.0,134.8,134.0,136.0,1.0,4.0,1.0,11.0,11.0,0.0,135.0,147.0,1.1,4.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jack-allen-2.html,*2012,Michigan State,Big Ten,SO,OL,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jack-allen-2.html,*2015,Michigan State,Big Ten,SR,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,1.0,9.0,9.0,1.0,0.0,0.0,,0.0,1.0,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jack-allen-2.html,Career,Michigan State,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,9.0,9.0,1.0,0.0,0.0,,0.0,1.0,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/geronimo-allison-1.html,*2014,Illinois,Big Ten,JR,WR,11.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,41.0,598.0,14.6,5.0,41.0,598.0,14.6,5.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/geronimo-allison-1.html,2015,Illinois,Big Ten,SR,WR,12.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,0.0,0.0,,0.0,65.0,882.0,13.6,3.0,65.0,882.0,13.6,3.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/geronimo-allison-1.html,Career,Illinois,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,0.0,0.0,,0.0,106.0,1480.0,14.0,8.0,106.0,1480.0,14.0,8.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephen-anderson-2.html,2013,California,Pac-12,JR,WR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,14.0,125.0,8.9,0.0,14.0,125.0,8.9,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephen-anderson-2.html,2014,California,Pac-12,SR,WR,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,46.0,661.0,14.4,5.0,46.0,661.0,14.4,5.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephen-anderson-2.html,*2015,California,Pac-12,SR,TE,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,41.0,474.0,11.6,2.0,41.0,474.0,11.6,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephen-anderson-2.html,Career,California,,,,,4.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,101.0,1260.0,12.5,7.0,101.0,1260.0,12.5,7.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eli-apple-1.html,*2014,Ohio State,Big Ten,FR,CB,15.0,33.0,20.0,53.0,5.5,0.0,3.0,8.0,2.7,0.0,10.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eli-apple-1.html,*2015,Ohio State,Big Ten,SO,CB,13.0,23.0,10.0,33.0,2.0,0.0,1.0,8.0,8.0,0.0,7.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eli-apple-1.html,Career,Ohio State,,,,,56.0,30.0,86.0,7.5,0.0,4.0,16.0,4.0,0.0,17.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/demarcus-ayers-1.html,*2013,Houston,American,FR,WR,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,11.0,130.0,11.8,1.0,11.0,130.0,11.8,1.0,0.0,0.0,,0.0,37.0,1021.0,27.6,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/demarcus-ayers-1.html,*2014,Houston,American,SO,WR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,2.0,4.0,2.0,0.0,33.0,335.0,10.2,2.0,35.0,339.0,9.7,2.0,5.0,22.0,4.4,0.0,34.0,592.0,17.4,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/demarcus-ayers-1.html,*2015,Houston,American,JR,WR,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,3.0,66.7,49.0,16.3,29.7,2.0,0.0,423.9,26.0,148.0,5.7,1.0,97.0,1221.0,12.6,6.0,123.0,1369.0,11.1,7.0,28.0,295.0,10.5,1.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/demarcus-ayers-1.html,Career,Houston,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,2.0,3.0,66.7,49.0,16.3,29.7,2.0,0.0,423.9,28.0,152.0,5.4,1.0,141.0,1686.0,12.0,9.0,169.0,1838.0,10.9,10.0,33.0,317.0,9.6,1.0,71.0,1613.0,22.7,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sterling-bailey-1.html,*2012,Georgia,SEC,FR,DL,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sterling-bailey-1.html,*2013,Georgia,SEC,SO,DE,10.0,14.0,19.0,33.0,1.0,1.0,0.0,0.0,,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sterling-bailey-1.html,*2014,Georgia,SEC,JR,DE,12.0,8.0,19.0,27.0,0.5,0.5,0.0,0.0,,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sterling-bailey-1.html,*2015,Georgia,SEC,SR,DT,12.0,13.0,33.0,46.0,2.5,1.0,0.0,0.0,,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sterling-bailey-1.html,Career,Georgia,,,,,35.0,72.0,107.0,4.0,2.5,0.0,0.0,,0.0,7.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peyton-barber-1.html,*2014,Auburn,SEC,FR,RB,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,10.0,54.0,5.4,0.0,0.0,0.0,,0.0,10.0,54.0,5.4,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peyton-barber-1.html,*2015,Auburn,SEC,SO,RB,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,238.0,1017.0,4.3,13.0,11.0,112.0,10.2,0.0,249.0,1129.0,4.5,13.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peyton-barber-1.html,Career,Auburn,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,248.0,1071.0,4.3,13.0,11.0,112.0,10.2,0.0,259.0,1183.0,4.6,13.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jimmy-bean-1.html,*2011,Oklahoma State,Big 12,FR,DL,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jimmy-bean-1.html,*2013,Oklahoma State,Big 12,SO,DE,12.0,20.0,14.0,34.0,9.0,3.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jimmy-bean-1.html,*2014,Oklahoma State,Big 12,JR,DE,12.0,30.0,13.0,43.0,7.5,3.5,0.0,0.0,,0.0,1.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jimmy-bean-1.html,*2015,Oklahoma State,Big 12,SR,DE,7.0,20.0,5.0,25.0,10.5,5.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jimmy-bean-1.html,Career,Oklahoma State,,,,,72.0,32.0,104.0,27.0,12.5,0.0,0.0,,0.0,1.0,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/willie-beavers-1.html,2013,Western Michigan,MAC,SO,OL,2.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,1.0,-11.0,-11.0,0.0,1.0,-11.0,-11.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/willie-beavers-1.html,*2015,Western Michigan,MAC,SR,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/willie-beavers-1.html,Career,Western Michigan,,,,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,,0.0,1.0,-11.0,-11.0,0.0,1.0,-11.0,-11.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vonn-bell-2.html,*2013,Ohio State,Big Ten,FR,DB,8.0,16.0,3.0,19.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vonn-bell-2.html,*2014,Ohio State,Big Ten,SO,DB,15.0,56.0,35.0,91.0,2.0,1.0,6.0,29.0,4.8,0.0,6.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vonn-bell-2.html,*2015,Ohio State,Big Ten,JR,S,13.0,43.0,22.0,65.0,1.0,0.0,2.0,16.0,8.0,1.0,9.0,1.0,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vonn-bell-2.html,Career,Ohio State,,,,,115.0,60.0,175.0,4.0,1.0,9.0,49.0,5.4,1.0,15.0,2.0,14.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andrew-billings-1.html,*2013,Baylor,Big 12,FR,DL,11.0,17.0,13.0,30.0,4.0,0.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andrew-billings-1.html,*2014,Baylor,Big 12,SO,DT,13.0,26.0,12.0,38.0,12.0,2.5,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andrew-billings-1.html,*2015,Baylor,Big 12,JR,DT,11.0,31.0,8.0,39.0,14.0,5.5,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andrew-billings-1.html,Career,Baylor,,,,,74.0,33.0,107.0,30.0,8.5,0.0,0.0,,0.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ronald-blair-1.html,2014,Appalachian State,Sun Belt,JR,DL,12.0,24.0,19.0,43.0,13.0,5.0,0.0,0.0,,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ronald-blair-1.html,*2015,Appalachian State,Sun Belt,SR,DL,13.0,42.0,29.0,71.0,19.0,7.5,1.0,30.0,30.0,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ronald-blair-1.html,Career,Appalachian State,,,,,66.0,48.0,114.0,32.0,12.5,1.0,30.0,30.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/austin-blythe-1.html,*2014,Iowa,Big Ten,JR,OL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/austin-blythe-1.html,*2015,Iowa,Big Ten,SR,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/austin-blythe-1.html,Career,Iowa,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/briean-boddy-calhoun-1.html,2013,Minnesota,Big Ten,JR,DB,2.0,4.0,1.0,5.0,0.0,0.0,1.0,89.0,89.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/briean-boddy-calhoun-1.html,*2014,Minnesota,Big Ten,JR,DB,13.0,39.0,12.0,51.0,2.0,0.0,5.0,59.0,11.8,0.0,9.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/briean-boddy-calhoun-1.html,*2015,Minnesota,Big Ten,SR,DB,10.0,37.0,11.0,48.0,1.5,0.5,4.0,21.0,5.3,1.0,6.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/briean-boddy-calhoun-1.html,Career,Minnesota,,,,,80.0,24.0,104.0,3.5,0.5,10.0,169.0,16.9,2.0,15.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/evan-boehm-1.html,2012,Missouri,SEC,FR,OL,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
