NCAA_Link,Year,School,Conf,Class,Pos,G,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/simoni-lawrence-1.html,*2009,Minnesota,Big Ten,SR,LB,13.0,,,,,,,,,,,,,56.0,29.0,85.0,8.0,2.0,1.0,29.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/simoni-lawrence-1.html,Career,Minnesota,,,,,,,,,,,,,,,,,101.0,50.0,151.0,18.5,6.0,2.0,79.0,39.5,1.0,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sean-lee-1.html,*2006,Penn State,Big Ten,SO,LB,13.0,,,,,,,,,,,,,46.0,43.0,89.0,8.0,5.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sean-lee-1.html,*2007,Penn State,Big Ten,JR,LB,13.0,,,,,,,,,,,,,54.0,84.0,138.0,10.5,3.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sean-lee-1.html,*2009,Penn State,Big Ten,SR,LB,10.0,,,,,,,,,,,,,47.0,39.0,86.0,11.0,2.0,1.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sean-lee-1.html,Career,Penn State,,,,,,,,,,,,,,,,,147.0,166.0,313.0,29.5,11.0,3.0,13.0,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/boris-lee-1.html,*2006,Troy,Sun Belt,FR,LB,13.0,,,,,,,,,,,,,51.0,20.0,71.0,6.0,2.0,3.0,29.0,9.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/boris-lee-1.html,2007,Troy,Sun Belt,SO,LB,12.0,,,,,,,,,,,,,47.0,35.0,82.0,2.0,0.0,2.0,60.0,30.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/boris-lee-1.html,*2008,Troy,Sun Belt,JR,LB,13.0,,,,,,,,,,,,,55.0,57.0,112.0,9.5,4.5,2.0,18.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/boris-lee-1.html,*2009,Troy,Sun Belt,SR,LB,13.0,,,,,,,,,,,,,42.0,46.0,88.0,11.0,3.0,1.0,30.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/boris-lee-1.html,Career,Troy,,,,,,,,,,,,,,,,,195.0,158.0,353.0,28.5,9.5,8.0,137.0,17.1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-lefevour-1.html,*2006,Central Michigan,MAC,FR,QB,14.0,1.0,2.0,2.0,0.0,132.0,521.0,3.9,7.0,133.0,523.0,3.9,7.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,247.0,388.0,63.7,3031.0,7.8,8.0,26.0,10.0,146.2,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-lefevour-1.html,*2007,Central Michigan,MAC,SO,QB,14.0,1.0,32.0,32.0,1.0,188.0,1122.0,6.0,19.0,189.0,1154.0,6.1,20.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,355.0,543.0,65.4,3652.0,6.7,6.6,27.0,13.0,133.5,,,,,,,,,2.0,52.0,26.0,,,,,,,
https://www.sports-reference.com/cfb/players/dan-lefevour-1.html,*2008,Central Michigan,MAC,JR,QB,11.0,,,,,168.0,592.0,3.5,6.0,168.0,592.0,3.5,6.0,,,,,,,,,,,,,,,251.0,376.0,66.8,2784.0,7.4,7.8,21.0,6.0,144.2,,,,,,,,,2.0,78.0,39.0,,,,,,,
https://www.sports-reference.com/cfb/players/dan-lefevour-1.html,*2009,Central Michigan,MAC,SR,QB,14.0,1.0,24.0,24.0,0.0,183.0,713.0,3.9,15.0,184.0,737.0,4.0,15.0,,,,,,,,,,,,,,,318.0,456.0,69.7,3438.0,7.5,8.1,28.0,7.0,150.3,,,,,,,,,3.0,97.0,32.3,,,,,,,
https://www.sports-reference.com/cfb/players/dan-lefevour-1.html,Career,Central Michigan,,,,,3.0,58.0,19.3,1.0,671.0,2948.0,4.4,47.0,674.0,3006.0,4.5,48.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,1171.0,1763.0,66.4,12905.0,7.3,7.6,102.0,36.0,142.9,,,,,,,,,7.0,227.0,32.4,,,,,,,
https://www.sports-reference.com/cfb/players/thaddeus-lewis-2.html,2006,Duke,ACC,FR,QB,12.0,,,,,99.0,-74.0,-0.7,1.0,99.0,-74.0,-0.7,1.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,180.0,340.0,52.9,2134.0,6.3,4.8,11.0,16.0,106.9,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thaddeus-lewis-2.html,2007,Duke,ACC,SO,QB,12.0,,,,,96.0,-148.0,-1.5,2.0,96.0,-148.0,-1.5,2.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,199.0,360.0,55.3,2430.0,6.8,6.7,21.0,10.0,125.7,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thaddeus-lewis-2.html,2008,Duke,ACC,JR,QB,11.0,,,,,69.0,96.0,1.4,2.0,69.0,96.0,1.4,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,224.0,361.0,62.0,2171.0,6.0,6.1,15.0,6.0,123.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thaddeus-lewis-2.html,2009,Duke,ACC,SR,QB,12.0,,,,,86.0,48.0,0.6,4.0,86.0,48.0,0.6,4.0,,,,,,,,,,,,,,,274.0,449.0,61.0,3330.0,7.4,7.5,20.0,8.0,134.5,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thaddeus-lewis-2.html,Career,Duke,,,,,,,,,350.0,-78.0,-0.2,9.0,350.0,-78.0,-0.2,9.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,877.0,1510.0,58.1,10065.0,6.7,6.4,67.0,40.0,123.4,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/myron-lewis-1.html,2007,Vanderbilt,SEC,SO,DB,12.0,,,,,,,,,,,,,33.0,16.0,49.0,1.0,0.0,1.0,24.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/myron-lewis-1.html,*2008,Vanderbilt,SEC,JR,DB,13.0,,,,,,,,,,,,,51.0,25.0,76.0,7.0,5.0,5.0,-3.0,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/myron-lewis-1.html,2009,Vanderbilt,SEC,SR,DB,11.0,,,,,,,,,,,,,26.0,15.0,41.0,2.5,0.0,4.0,50.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/myron-lewis-1.html,Career,Vanderbilt,,,,,,,,,,,,,,,,,110.0,56.0,166.0,10.5,5.0,10.0,71.0,7.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kendrick-lewis-1.html,2006,Ole Miss,SEC,FR,WR,6.0,5.0,31.0,6.2,0.0,,,,,5.0,31.0,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kendrick-lewis-1.html,2007,Ole Miss,SEC,SO,DB,12.0,,,,,,,,,0.0,0.0,,0.0,33.0,24.0,57.0,2.5,1.0,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,1.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kendrick-lewis-1.html,*2008,Ole Miss,SEC,JR,DB,13.0,1.0,33.0,33.0,0.0,,,,,1.0,33.0,33.0,0.0,51.0,34.0,85.0,2.5,1.0,4.0,44.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kendrick-lewis-1.html,*2009,Ole Miss,SEC,SR,DB,13.0,,,,,,,,,0.0,0.0,,0.0,57.0,27.0,84.0,5.0,1.0,2.0,6.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kendrick-lewis-1.html,Career,Ole Miss,,,,,6.0,64.0,10.7,0.0,,,,,6.0,64.0,10.7,0.0,141.0,85.0,226.0,10.0,3.0,6.0,50.0,8.3,0.0,,,,,,,,,,,,,,,1.0,6.0,6.0,1.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trevard-lindley-1.html,*2006,Kentucky,SEC,FR,DB,13.0,,,,,,,,,,,,,42.0,10.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trevard-lindley-1.html,*2007,Kentucky,SEC,SO,DB,13.0,,,,,,,,,,,,,50.0,16.0,66.0,3.0,0.0,3.0,33.0,11.0,0.0,,,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trevard-lindley-1.html,*2008,Kentucky,SEC,JR,DB,13.0,,,,,,,,,,,,,24.0,15.0,39.0,0.5,0.0,4.0,55.0,13.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trevard-lindley-1.html,*2009,Kentucky,SEC,SR,DB,9.0,,,,,,,,,,,,,26.0,6.0,32.0,1.0,0.0,1.0,25.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trevard-lindley-1.html,Career,Kentucky,,,,,,,,,,,,,,,,,142.0,47.0,189.0,4.5,0.0,10.0,113.0,11.3,2.0,,,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-long-1.html,2007,Louisville,Big East,JR,WR,12.0,27.0,358.0,13.3,0.0,,,,,27.0,358.0,13.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-long-1.html,2008,Louisville,Big East,SR,WR,3.0,11.0,201.0,18.3,2.0,,,,,11.0,201.0,18.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-long-1.html,2009,Louisville,Big East,SR,WR,12.0,53.0,727.0,13.7,2.0,,,,,53.0,727.0,13.7,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-long-1.html,Career,Louisville,,,,,91.0,1286.0,14.1,4.0,,,,,91.0,1286.0,14.1,4.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-lorig-1.html,2006,Stanford,Pac-10,SO,TE,12.0,3.0,21.0,7.0,0.0,,,,,3.0,21.0,7.0,0.0,1.0,5.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-lorig-1.html,2007,Stanford,Pac-10,SO,DL,12.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,23.0,14.0,37.0,7.5,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-lorig-1.html,2008,Stanford,Pac-10,JR,DL,12.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,19.0,20.0,39.0,6.0,3.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-lorig-1.html,*2009,Stanford,Pac-10,SR,DL,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,8.0,5.0,13.0,3.5,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/erik-lorig-1.html,Career,Stanford,,,,,3.0,21.0,7.0,0.0,0.0,0.0,,0.0,3.0,21.0,7.0,0.0,51.0,44.0,95.0,17.0,6.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-malone-1.html,2006,Fresno State,WAC,FR,P,11.0,,,,,,,,,,,,,2.0,4.0,6.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,744.0,37.2,,,,,,,
https://www.sports-reference.com/cfb/players/robert-malone-1.html,*2007,Fresno State,WAC,FR,P,10.0,,,,,,,,,,,,,1.0,5.0,6.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,72.0,36.0,,,,,,,
https://www.sports-reference.com/cfb/players/robert-malone-1.html,*2008,Fresno State,WAC,SO,P,13.0,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,2311.0,42.8,,,,,,,
https://www.sports-reference.com/cfb/players/robert-malone-1.html,*2009,Fresno State,WAC,SR,P,13.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1990.0,45.2,,,,,,,
https://www.sports-reference.com/cfb/players/robert-malone-1.html,Career,Fresno State,,,,,,,,,,,,,,,,,5.0,10.0,15.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,5117.0,42.6,,,,,,,
https://www.sports-reference.com/cfb/players/darius-marshall-1.html,2007,Marshall,CUSA,FR,RB,12.0,14.0,119.0,8.5,0.0,123.0,631.0,5.1,3.0,137.0,750.0,5.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,19.0,556.0,29.3,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-marshall-1.html,2008,Marshall,CUSA,SO,RB,12.0,16.0,98.0,6.1,0.0,224.0,1095.0,4.9,5.0,240.0,1193.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,30.0,790.0,26.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-marshall-1.html,*2009,Marshall,CUSA,JR,RB,10.0,12.0,27.0,2.3,0.0,227.0,1131.0,5.0,11.0,239.0,1158.0,4.8,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,1.0,100.0,27.0,27.0,27.0,0.0,0.0,326.8,,,,,22.0,486.0,22.1,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-marshall-1.html,Career,Marshall,,,,,42.0,244.0,5.8,0.0,574.0,2857.0,5.0,19.0,616.0,3101.0,5.0,19.0,2.0,1.0,3.0,0.0,0.0,,,,,,,,,,1.0,1.0,100.0,27.0,27.0,27.0,0.0,0.0,326.8,1.0,0.0,0.0,0.0,71.0,1832.0,25.8,1.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeron-mastrud-1.html,*2006,Kansas State,Big 12,FR,TE,12.0,17.0,235.0,13.8,0.0,,,,,17.0,235.0,13.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeron-mastrud-1.html,2007,Kansas State,Big 12,SO,TE,12.0,30.0,316.0,10.5,0.0,,,,,30.0,316.0,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeron-mastrud-1.html,2008,Kansas State,Big 12,JR,TE,12.0,38.0,435.0,11.4,2.0,,,,,38.0,435.0,11.4,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,6.5,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeron-mastrud-1.html,2009,Kansas State,Big 12,SR,TE,12.0,21.0,233.0,11.1,1.0,,,,,21.0,233.0,11.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeron-mastrud-1.html,Career,Kansas State,,,,,106.0,1219.0,11.5,3.0,,,,,106.0,1219.0,11.5,3.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,6.5,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-mathews-1.html,*2007,Fresno State,WAC,FR,RB,11.0,,,,,145.0,866.0,6.0,14.0,145.0,866.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-mathews-1.html,*2008,Fresno State,WAC,SO,RB,8.0,8.0,146.0,18.3,2.0,113.0,606.0,5.4,6.0,121.0,752.0,6.2,8.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-mathews-1.html,*2009,Fresno State,WAC,JR,RB,12.0,11.0,122.0,11.1,0.0,276.0,1808.0,6.6,19.0,287.0,1930.0,6.7,19.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-mathews-1.html,Career,Fresno State,,,,,19.0,268.0,14.1,2.0,534.0,3280.0,6.1,39.0,553.0,3548.0,6.4,41.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-maxwell-1.html,*2006,Kentucky,SEC,FR,LB,10.0,,,,,,,,,,,,,4.0,2.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-maxwell-1.html,*2007,Kentucky,SEC,SO,LB,13.0,,,,,,,,,,,,,18.0,9.0,27.0,5.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,24.0,8.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-maxwell-1.html,*2008,Kentucky,SEC,JR,LB,12.0,,,,,,,,,,,,,15.0,10.0,25.0,3.5,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-maxwell-1.html,*2009,Kentucky,SEC,SR,LB,12.0,,,,,,,,,,,,,42.0,38.0,80.0,5.5,1.5,6.0,92.0,15.3,1.0,,,,,,,,,,,,,,,,,,,2.0,27.0,13.5,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sam-maxwell-1.html,Career,Kentucky,,,,,,,,,,,,,,,,,79.0,59.0,138.0,14.0,2.5,7.0,92.0,13.1,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,,0.0,6.0,62.0,10.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taylor-mays-1.html,*2006,USC,Pac-10,FR,DB,13.0,,,,,,,,,,,,,38.0,24.0,62.0,0.0,0.0,3.0,40.0,13.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taylor-mays-1.html,*2007,USC,Pac-10,SO,DB,13.0,,,,,,,,,,,,,36.0,29.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taylor-mays-1.html,*2008,USC,Pac-10,JR,DB,13.0,,,,,,,,,,,,,38.0,15.0,53.0,2.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taylor-mays-1.html,*2009,USC,Pac-10,SR,DB,12.0,,,,,,,,,,,,,48.0,48.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/taylor-mays-1.html,Career,USC,,,,,,,,,,,,,,,,,160.0,116.0,276.0,2.0,0.0,5.0,40.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-mccarthy-1.html,*2005,Notre Dame,Ind,FR,DB,1.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-mccarthy-1.html,*2006,Notre Dame,Ind,SO,DB,13.0,,,,,,,,,,,,,6.0,3.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-mccarthy-1.html,2007,Notre Dame,Ind,JR,DB,12.0,,,,,,,,,,,,,11.0,9.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-mccarthy-1.html,*2008,Notre Dame,Ind,JR,DB,13.0,,,,,,,,,,,,,64.0,46.0,110.0,3.5,0.0,2.0,18.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-mccarthy-1.html,2009,Notre Dame,Ind,SR,DB,12.0,,,,,,,,,,,,,66.0,35.0,101.0,3.0,0.0,5.0,90.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kyle-mccarthy-1.html,Career,Notre Dame,,,,,,,,,,,,,,,,,147.0,94.0,241.0,6.5,0.0,8.0,108.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rolando-mcclain-1.html,*2007,Alabama,SEC,FR,LB,13.0,,,,,,,,,,,,,38.0,36.0,74.0,5.0,1.0,2.0,40.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rolando-mcclain-1.html,*2008,Alabama,SEC,SO,LB,14.0,,,,,,,,,,,,,48.0,47.0,95.0,12.0,3.0,1.0,12.0,12.0,0.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rolando-mcclain-1.html,*2009,Alabama,SEC,JR,LB,14.0,,,,,,,,,,,,,53.0,52.0,105.0,14.5,4.0,2.0,21.0,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rolando-mcclain-1.html,Career,Alabama,,,,,,,,,,,,,,,,,139.0,135.0,274.0,31.5,8.0,5.0,73.0,14.6,0.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/albert-mcclellan-1.html,2005,Marshall,CUSA,FR,DL,11.0,,,,,,,,,,,,,24.0,16.0,40.0,7.5,3.0,,,,,2.0,1.0,11.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/albert-mcclellan-1.html,2006,Marshall,CUSA,SO,DL,12.0,,,,,,,,,,,,,41.0,36.0,77.0,20.0,11.5,,,,,2.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/albert-mcclellan-1.html,2008,Marshall,CUSA,JR,DL,12.0,,,,,,,,,,,,,18.0,41.0,59.0,5.5,3.5,,,,,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/albert-mcclellan-1.html,*2009,Marshall,CUSA,SR,DL,13.0,,,,,,,,,,,,,16.0,38.0,54.0,9.0,3.0,,,,,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/albert-mcclellan-1.html,Career,Marshall,,,,,,,,,,,,,,,,,99.0,131.0,230.0,42.0,21.0,,,,,11.0,1.0,11.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-mccluster-1.html,2006,Ole Miss,SEC,FR,RB,6.0,15.0,232.0,15.5,1.0,8.0,68.0,8.5,1.0,23.0,300.0,13.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,13.0,274.0,21.1,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-mccluster-1.html,2007,Ole Miss,SEC,SO,WR,8.0,27.0,326.0,12.1,2.0,6.0,63.0,10.5,0.0,33.0,389.0,11.8,2.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6.0,29.0,4.8,0.0,6.0,100.0,16.7,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-mccluster-1.html,*2008,Ole Miss,SEC,JR,RB,13.0,44.0,625.0,14.2,1.0,109.0,655.0,6.0,6.0,153.0,1280.0,8.4,7.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,0.0,5.0,0.0,0.0,0.0,-18.0,0.0,2.0,-80.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-mccluster-1.html,*2009,Ole Miss,SEC,SR,RB,13.0,44.0,520.0,11.8,3.0,181.0,1169.0,6.5,8.0,225.0,1689.0,7.5,11.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,1.0,1.0,100.0,27.0,27.0,47.0,1.0,0.0,656.8,2.0,28.0,14.0,0.0,,,,,,,,,,,,,,
