NCAA_Link,Year,School,Conf,Class,Pos,G,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/perrish-cox-1.html,*2008,Oklahoma State,Big 12,JR,DB,13.0,,,,,,,,,,,,,24.0,8.0,32.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,30.0,895.0,29.8,2.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/perrish-cox-1.html,*2009,Oklahoma State,Big 12,SR,DB,11.0,,,,,,,,,,,,,33.0,3.0,36.0,1.0,0.0,4.0,12.0,3.0,0.0,,,,,,,,,,,,,,,19.0,198.0,10.4,1.0,31.0,649.0,20.9,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/perrish-cox-1.html,Career,Oklahoma State,,,,,,,,,,,,,,,,,108.0,26.0,134.0,2.0,0.0,10.0,33.0,3.3,0.0,,,,,,,,,,,,,,,60.0,694.0,11.6,2.0,117.0,2804.0,24.0,4.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jermaine-cunningham-1.html,*2006,Florida,SEC,FR,LB,6.0,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jermaine-cunningham-1.html,*2007,Florida,SEC,SO,DL,13.0,,,,,,,,,,,,,33.0,30.0,63.0,11.0,5.5,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jermaine-cunningham-1.html,*2008,Florida,SEC,JR,DL,14.0,,,,,,,,,,,,,23.0,29.0,52.0,10.0,6.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jermaine-cunningham-1.html,*2009,Florida,SEC,SR,DL,12.0,,,,,,,,,,,,,21.0,13.0,34.0,12.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jermaine-cunningham-1.html,Career,Florida,,,,,,,,,,,,,,,,,79.0,72.0,151.0,33.0,18.5,1.0,18.0,18.0,0.0,4.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rennie-curran-1.html,*2007,Georgia,SEC,FR,LB,11.0,,,,,,,,,,,,,41.0,12.0,53.0,9.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rennie-curran-1.html,*2008,Georgia,SEC,SO,LB,13.0,,,,,,,,,,,,,63.0,52.0,115.0,10.0,3.0,,,,,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rennie-curran-1.html,*2009,Georgia,SEC,JR,LB,13.0,,,,,,,,,,,,,66.0,64.0,130.0,5.0,0.5,,,,,3.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rennie-curran-1.html,Career,Georgia,,,,,,,,,,,,,,,,,170.0,128.0,298.0,24.0,6.5,,,,,4.0,1.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hall-davis-1.html,2006,Louisiana,Sun Belt,FR,DL,12.0,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hall-davis-1.html,2007,Louisiana,Sun Belt,SO,DL,11.0,,,,,,,,,,,,,5.0,6.0,11.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hall-davis-1.html,2008,Louisiana,Sun Belt,JR,DL,12.0,,,,,,,,,,,,,17.0,7.0,24.0,5.0,3.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hall-davis-1.html,2009,Louisiana,Sun Belt,SR,DL,12.0,,,,,,,,,,,,,11.0,11.0,22.0,4.0,2.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hall-davis-1.html,Career,Louisiana,,,,,,,,,,,,,,,,,33.0,26.0,59.0,10.5,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-davis-1.html,*2006,Arizona State,Pac-10,FR,DL,13.0,,,,,,,,,,,,,26.0,14.0,40.0,10.5,6.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-davis-1.html,*2007,Arizona State,Pac-10,SO,DL,13.0,,,,,,,,,,,,,21.0,12.0,33.0,13.5,10.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-davis-1.html,2008,Arizona State,Pac-10,JR,DL,12.0,,,,,,,,,,,,,25.0,15.0,40.0,15.0,11.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-davis-1.html,2009,Arizona State,Pac-10,SR,DL,12.0,,,,,,,,,,,,,13.0,10.0,23.0,6.0,3.5,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dexter-davis-1.html,Career,Arizona State,,,,,,,,,,,,,,,,,85.0,51.0,136.0,45.0,31.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-davis-2.html,*2007,Rutgers,Big East,FR,OL,13.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-davis-2.html,*2008,Rutgers,Big East,SO,OL,12.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-davis-2.html,Career,Rutgers,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-deaderick-1.html,*2007,Alabama,SEC,SO,DL,13.0,,,,,,,,,,,,,10.0,12.0,22.0,3.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-deaderick-1.html,*2008,Alabama,SEC,JR,DL,14.0,,,,,,,,,,,,,14.0,22.0,36.0,5.5,4.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-deaderick-1.html,*2009,Alabama,SEC,SR,DL,14.0,,,,,,,,,,,,,10.0,13.0,23.0,4.5,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-deaderick-1.html,Career,Alabama,,,,,,,,,,,,,,,,,34.0,47.0,81.0,13.0,7.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-decker-1.html,*2006,Minnesota,Big Ten,FR,WR,13.0,26.0,378.0,14.5,3.0,1.0,5.0,5.0,0.0,27.0,383.0,14.2,3.0,7.0,0.0,7.0,0.0,0.0,,,,,,,,,,1.0,1.0,100.0,22.0,22.0,22.0,0.0,0.0,284.8,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-decker-1.html,2007,Minnesota,Big Ten,SO,WR,12.0,67.0,909.0,13.6,9.0,3.0,22.0,7.3,0.0,70.0,931.0,13.3,9.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,1.0,1.0,100.0,20.0,20.0,40.0,1.0,0.0,598.0,4.0,28.0,7.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-decker-1.html,*2008,Minnesota,Big Ten,JR,WR,12.0,84.0,1074.0,12.8,7.0,11.0,87.0,7.9,1.0,95.0,1161.0,12.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-decker-1.html,*2009,Minnesota,Big Ten,SR,WR,8.0,50.0,758.0,15.2,5.0,,,,,50.0,758.0,15.2,5.0,,,,,,,,,,,,,,,1.0,2.0,50.0,7.0,3.5,13.5,1.0,0.0,244.4,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eric-decker-1.html,Career,Minnesota,,,,,227.0,3119.0,13.7,24.0,15.0,114.0,7.6,1.0,242.0,3233.0,13.4,25.0,10.0,0.0,10.0,0.0,0.0,,,,,,,,,,3.0,4.0,75.0,49.0,12.3,22.3,2.0,0.0,342.9,4.0,28.0,7.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dorin-dickerson-1.html,2006,Pitt,Big East,FR,KR,7.0,1.0,5.0,5.0,0.0,3.0,25.0,8.3,1.0,4.0,30.0,7.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,24.0,6.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dorin-dickerson-1.html,2007,Pitt,Big East,SO,LB,12.0,,,,,,,,,0.0,0.0,,0.0,7.0,8.0,15.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,4.0,56.0,14.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dorin-dickerson-1.html,*2008,Pitt,Big East,JR,TE,13.0,13.0,174.0,13.4,2.0,2.0,25.0,12.5,0.0,15.0,199.0,13.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dorin-dickerson-1.html,*2009,Pitt,Big East,SR,TE,13.0,49.0,529.0,10.8,10.0,,,,,49.0,529.0,10.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,13.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dorin-dickerson-1.html,Career,Pitt,,,,,63.0,708.0,11.2,12.0,5.0,50.0,10.0,1.0,68.0,758.0,11.1,13.0,7.0,8.0,15.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,106.0,10.6,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ed-dickson-1.html,*2006,Oregon,Pac-10,SO,TE,13.0,4.0,45.0,11.3,0.0,,,,,4.0,45.0,11.3,0.0,7.0,3.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ed-dickson-1.html,*2007,Oregon,Pac-10,SO,TE,13.0,43.0,453.0,10.5,3.0,2.0,10.0,5.0,0.0,45.0,463.0,10.3,3.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ed-dickson-1.html,*2008,Oregon,Pac-10,JR,TE,13.0,35.0,508.0,14.5,3.0,3.0,18.0,6.0,0.0,38.0,526.0,13.8,3.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ed-dickson-1.html,*2009,Oregon,Pac-10,SR,TE,13.0,42.0,551.0,13.1,6.0,,,,,42.0,551.0,13.1,6.0,2.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ed-dickson-1.html,Career,Oregon,,,,,124.0,1557.0,12.6,12.0,5.0,28.0,5.6,0.0,129.0,1585.0,12.3,12.0,10.0,5.0,15.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/phillip-dillard-1.html,2005,Nebraska,Big 12,FR,LB,11.0,,,,,,,,,,,,,7.0,4.0,11.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/phillip-dillard-1.html,*2006,Nebraska,Big 12,SO,LB,1.0,,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/phillip-dillard-1.html,2007,Nebraska,Big 12,SO,LB,12.0,,,,,,,,,,,,,22.0,15.0,37.0,0.5,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/phillip-dillard-1.html,*2008,Nebraska,Big 12,JR,LB,9.0,,,,,,,,,,,,,13.0,25.0,38.0,1.5,0.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/phillip-dillard-1.html,*2009,Nebraska,Big 12,SR,LB,12.0,,,,,,,,,,,,,45.0,38.0,83.0,10.5,3.0,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/phillip-dillard-1.html,Career,Nebraska,,,,,,,,,,,,,,,,,90.0,83.0,173.0,13.5,3.5,1.0,9.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-dixon-1.html,2006,Mississippi State,SEC,FR,RB,12.0,4.0,42.0,10.5,0.0,169.0,668.0,4.0,9.0,173.0,710.0,4.1,9.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-dixon-1.html,*2007,Mississippi State,SEC,SO,RB,13.0,14.0,167.0,11.9,2.0,287.0,1066.0,3.7,14.0,301.0,1233.0,4.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-dixon-1.html,2008,Mississippi State,SEC,JR,RB,12.0,20.0,117.0,5.9,2.0,197.0,869.0,4.4,7.0,217.0,986.0,4.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-dixon-1.html,2009,Mississippi State,SEC,SR,RB,11.0,18.0,123.0,6.8,0.0,257.0,1391.0,5.4,12.0,275.0,1514.0,5.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-dixon-1.html,Career,Mississippi State,,,,,56.0,449.0,8.0,4.0,910.0,3994.0,4.4,42.0,966.0,4443.0,4.6,46.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-dixon-1.html,2006,Connecticut,Big East,FR,RB,4.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,213.0,17.8,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-dixon-1.html,*2007,Connecticut,Big East,SO,RB,11.0,24.0,280.0,11.7,1.0,167.0,828.0,5.0,3.0,191.0,1108.0,5.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-dixon-1.html,*2008,Connecticut,Big East,JR,RB,10.0,2.0,8.0,4.0,0.0,9.0,37.0,4.1,0.0,11.0,45.0,4.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-dixon-1.html,*2009,Connecticut,Big East,SR,RB,13.0,11.0,112.0,10.2,1.0,239.0,1093.0,4.6,14.0,250.0,1205.0,4.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/andre-dixon-1.html,Career,Connecticut,,,,,37.0,400.0,10.8,2.0,415.0,1958.0,4.7,17.0,452.0,2358.0,5.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,213.0,16.4,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-dodge-1.html,*2007,East Carolina,CUSA,SO,P,13.0,,,,,3.0,20.0,6.7,0.0,3.0,20.0,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,3307.0,41.3,,,,,,,
https://www.sports-reference.com/cfb/players/matt-dodge-1.html,*2008,East Carolina,CUSA,JR,K,14.0,,,,,,,,,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,3207.0,43.9,1.0,1.0,100.0,0.0,1.0,0.0,1.0
https://www.sports-reference.com/cfb/players/matt-dodge-1.html,*2009,East Carolina,CUSA,SR,P,14.0,,,,,2.0,17.0,8.5,0.0,2.0,17.0,8.5,0.0,4.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,3069.0,45.8,,,,,,,
https://www.sports-reference.com/cfb/players/matt-dodge-1.html,Career,East Carolina,,,,,,,,,5.0,37.0,7.4,0.0,5.0,37.0,7.4,0.0,6.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,9583.0,43.6,1.0,1.0,100.0,0.0,1.0,0.0,1.0
https://www.sports-reference.com/cfb/players/jim-dray-1.html,2006,Stanford,Pac-10,SO,TE,12.0,19.0,178.0,9.4,1.0,,,,,19.0,178.0,9.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jim-dray-1.html,2007,Stanford,Pac-10,SO,TE,6.0,9.0,116.0,12.9,1.0,,,,,9.0,116.0,12.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jim-dray-1.html,2008,Stanford,Pac-10,JR,TE,8.0,2.0,12.0,6.0,2.0,,,,,2.0,12.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jim-dray-1.html,*2009,Stanford,Pac-10,SR,TE,13.0,11.0,149.0,13.5,3.0,,,,,11.0,149.0,13.5,3.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jim-dray-1.html,Career,Stanford,,,,,41.0,455.0,11.1,7.0,,,,,41.0,455.0,11.1,7.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-dunlap-1.html,*2007,Florida,SEC,FR,DL,12.0,,,,,,,,,,,,,6.0,1.0,7.0,2.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-dunlap-1.html,*2008,Florida,SEC,SO,DL,14.0,,,,,,,,,,,,,21.0,18.0,39.0,13.5,9.5,,,,,,,,,,,,,,,,,,,1.0,12.0,12.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-dunlap-1.html,*2009,Florida,SEC,JR,DL,13.0,,,,,,,,,,,,,29.0,9.0,38.0,10.5,9.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/carlos-dunlap-1.html,Career,Florida,,,,,,,,,,,,,,,,,56.0,28.0,84.0,26.0,19.5,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,1.0,,,,,,,,,,1.0,12.0,12.0,0.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dwyer-1.html,*2007,Georgia Tech,ACC,FR,RB,13.0,2.0,17.0,8.5,0.0,82.0,436.0,5.3,9.0,84.0,453.0,5.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,306.0,21.9,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dwyer-1.html,*2008,Georgia Tech,ACC,SO,RB,13.0,8.0,209.0,26.1,1.0,200.0,1395.0,7.0,12.0,208.0,1604.0,7.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,171.0,21.4,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dwyer-1.html,*2009,Georgia Tech,ACC,JR,RB,14.0,5.0,37.0,7.4,0.0,235.0,1395.0,5.9,14.0,240.0,1432.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonathan-dwyer-1.html,Career,Georgia Tech,,,,,15.0,263.0,17.5,1.0,517.0,3226.0,6.2,35.0,532.0,3489.0,6.6,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,477.0,21.7,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-easley-1.html,*2007,Connecticut,Big East,JR,WR,10.0,1.0,10.0,10.0,0.0,,,,,1.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-easley-1.html,*2008,Connecticut,Big East,SR,WR,11.0,4.0,94.0,23.5,0.0,,,,,4.0,94.0,23.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-easley-1.html,*2009,Connecticut,Big East,SR,WR,13.0,48.0,893.0,18.6,8.0,1.0,11.0,11.0,0.0,49.0,904.0,18.4,8.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-easley-1.html,Career,Connecticut,,,,,53.0,997.0,18.8,8.0,1.0,11.0,11.0,0.0,54.0,1008.0,18.7,8.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-edds-1.html,*2006,Iowa,Big Ten,FR,LB,10.0,,,,,,,,,,,,,4.0,5.0,9.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-edds-1.html,2007,Iowa,Big Ten,SO,LB,12.0,,,,,,,,,,,,,29.0,51.0,80.0,3.5,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-edds-1.html,*2008,Iowa,Big Ten,JR,LB,13.0,,,,,,,,,,,,,18.0,41.0,59.0,4.5,2.0,1.0,38.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-edds-1.html,*2009,Iowa,Big Ten,SR,LB,13.0,,,,,,,,,,,,,25.0,52.0,77.0,4.0,0.0,5.0,29.0,5.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aj-edds-1.html,Career,Iowa,,,,,,,,,,,,,,,,,76.0,149.0,225.0,12.5,2.0,7.0,67.0,9.6,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brody-eldridge-1.html,*2006,Oklahoma,Big 12,FR,TE,14.0,3.0,18.0,6.0,0.0,,,,,3.0,18.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brody-eldridge-1.html,*2007,Oklahoma,Big 12,SO,TE,14.0,4.0,37.0,9.3,0.0,,,,,4.0,37.0,9.3,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brody-eldridge-1.html,*2008,Oklahoma,Big 12,JR,TE,12.0,4.0,24.0,6.0,1.0,,,,,4.0,24.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brody-eldridge-1.html,*2009,Oklahoma,Big 12,SR,TE,9.0,2.0,19.0,9.5,0.0,,,,,2.0,19.0,9.5,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brody-eldridge-1.html,Career,Oklahoma,,,,,13.0,98.0,7.5,1.0,,,,,13.0,98.0,7.5,1.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dedrick-epps-1.html,2007,Miami (FL),ACC,SO,TE,10.0,8.0,83.0,10.4,1.0,,,,,8.0,83.0,10.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
