NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,*2004,Oklahoma,Big 12,FR,RB,8.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,100.0,4.5,0.0,1.0,7.0,7.0,0.0,23.0,107.0,4.7,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,*2005,Georgia Tech,ACC,JR,RB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,117.0,513.0,4.4,6.0,14.0,76.0,5.4,0.0,131.0,589.0,4.5,6.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,*2006,Georgia Tech,ACC,JR,RB,14.0,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,297.0,1473.0,5.0,12.0,12.0,98.0,8.2,0.0,309.0,1571.0,5.1,12.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,*2007,Georgia Tech,ACC,SR,RB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,1.0,100.0,17.0,17.0,37.0,1.0,0.0,572.8,261.0,1379.0,5.3,10.0,14.0,107.0,7.6,0.0,275.0,1486.0,5.4,10.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,Career,Overall,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,0.0,1.0,,1.0,1.0,100.0,17.0,17.0,37.0,1.0,0.0,572.8,697.0,3465.0,5.0,28.0,41.0,288.0,7.0,0.0,738.0,3753.0,5.1,28.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,100.0,4.5,0.0,1.0,7.0,7.0,0.0,23.0,107.0,4.7,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tashard-choice-1.html,,Georgia Tech,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,0.0,1.0,,1.0,1.0,100.0,17.0,17.0,37.0,1.0,0.0,572.8,675.0,3365.0,5.0,28.0,40.0,281.0,7.0,0.0,715.0,3646.0,5.1,28.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-clady-1.html,*2006,Boise State,WAC,SO,OL,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-clady-1.html,*2007,Boise State,WAC,,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-clady-1.html,Career,Boise State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-clermond-1.html,2005,Pitt,Big East,SO,DL,10.0,9.0,4.0,13.0,4.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-clermond-1.html,2006,Pitt,Big East,JR,DL,12.0,32.0,16.0,48.0,16.5,5.5,,,,,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-clermond-1.html,2007,Pitt,Big East,SR,DL,12.0,27.0,26.0,53.0,13.0,10.5,,,,,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-clermond-1.html,Career,Pitt,,,,,68.0,46.0,114.0,33.5,17.0,,,,,1.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-connor-1.html,2004,Penn State,Big Ten,FR,LB,9.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-connor-1.html,*2005,Penn State,Big Ten,SO,LB,9.0,38.0,38.0,76.0,5.5,1.5,0.0,0.0,,0.0,8.0,1.0,18.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-connor-1.html,*2006,Penn State,Big Ten,JR,LB,13.0,70.0,43.0,113.0,9.0,5.0,2.0,3.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-connor-1.html,*2007,Penn State,Big Ten,SR,LB,13.0,69.0,76.0,145.0,15.0,6.5,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dan-connor-1.html,Career,Penn State,,,,,177.0,157.0,334.0,29.5,13.0,4.0,5.0,1.3,0.0,8.0,1.0,18.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brad-cottam-1.html,*2004,Tennessee,SEC,FR,TE,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,34.0,17.0,0.0,2.0,34.0,17.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brad-cottam-1.html,2005,Tennessee,SEC,SO,TE,11.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brad-cottam-1.html,*2006,Tennessee,SEC,JR,TE,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,14.0,182.0,13.0,0.0,14.0,182.0,13.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brad-cottam-1.html,*2007,Tennessee,SEC,SR,TE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,125.0,25.0,1.0,5.0,125.0,25.0,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brad-cottam-1.html,Career,Tennessee,,,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,21.0,341.0,16.2,1.0,21.0,341.0,16.2,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/oniel-cousins-1.html,2006,UTEP,CUSA,JR,OL,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/oniel-cousins-1.html,Career,UTEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-crable-1.html,*2005,Michigan,Big Ten,JR,LB,12.0,12.0,2.0,14.0,3.0,3.0,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-crable-1.html,*2006,Michigan,Big Ten,SR,LB,13.0,31.0,6.0,37.0,12.0,6.0,,,,,3.0,1.0,10.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-crable-1.html,*2007,Michigan,Big Ten,SR,LB,13.0,55.0,35.0,90.0,28.5,7.5,,,,,1.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-crable-1.html,Career,Michigan,,,,,98.0,43.0,141.0,43.5,16.5,,,,,7.0,1.0,10.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/angelo-craig-1.html,2005,Cincinnati,Big East,SO,LB,8.0,11.0,8.0,19.0,1.5,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/angelo-craig-1.html,*2006,Cincinnati,Big East,JR,DL,13.0,10.0,6.0,16.0,7.5,4.0,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/angelo-craig-1.html,*2007,Cincinnati,Big East,SR,DL,13.0,22.0,21.0,43.0,8.0,3.0,,,,,2.0,2.0,37.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/angelo-craig-1.html,Career,Cincinnati,,,,,43.0,35.0,78.0,17.0,7.0,,,,,4.0,2.0,37.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kellen-davis-1.html,2004,Michigan State,Big Ten,FR,TE,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,29.0,0.0,1.0,29.0,29.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kellen-davis-1.html,2005,Michigan State,Big Ten,SO,TE,11.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,15.0,122.0,8.1,2.0,15.0,122.0,8.1,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kellen-davis-1.html,2006,Michigan State,Big Ten,JR,TE,8.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,125.0,10.4,1.0,12.0,125.0,10.4,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kellen-davis-1.html,*2007,Michigan State,Big Ten,SR,TE,13.0,2.0,4.0,6.0,2.5,2.0,,,,,,,,,,,,,,,,,,,6.0,43.0,7.2,0.0,32.0,513.0,16.0,6.0,38.0,556.0,14.6,6.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kellen-davis-1.html,Career,Michigan State,,,,,8.0,4.0,12.0,2.5,2.0,,,,,,,,,,,,,,,,,,,6.0,43.0,7.2,0.0,60.0,789.0,13.2,9.0,66.0,832.0,12.6,9.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-davis-1.html,*2004,USC,Pac-10,FR,WR,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,30.0,7.5,0.0,4.0,30.0,7.5,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-davis-1.html,*2005,USC,Pac-10,SO,TE,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,145.0,11.2,2.0,13.0,145.0,11.2,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-davis-1.html,*2006,USC,Pac-10,JR,TE,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,352.0,9.3,3.0,38.0,352.0,9.3,3.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-davis-1.html,*2007,USC,Pac-10,SR,TE,13.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,62.0,881.0,14.2,8.0,62.0,881.0,14.2,8.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/fred-davis-1.html,Career,USC,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,117.0,1408.0,12.0,13.0,117.0,1408.0,12.0,13.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-davis-1.html,*2005,UCLA,Pac-10,SO,LB,12.0,17.0,11.0,28.0,6.0,2.0,,,,,4.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-davis-1.html,*2006,UCLA,Pac-10,JR,DL,13.0,35.0,12.0,47.0,17.5,12.5,,,,,3.0,1.0,8.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-davis-1.html,*2007,UCLA,Pac-10,SR,DL,13.0,33.0,12.0,45.0,15.5,12.0,,,,,9.0,1.0,12.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bruce-davis-1.html,Career,UCLA,,,,,85.0,35.0,120.0,39.0,26.5,,,,,16.0,2.0,20.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/calvin-dawson-1.html,2004,Louisiana-Monroe,Sun Belt,,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,98.0,2.8,0.0,1.0,33.0,33.0,0.0,36.0,131.0,3.6,0.0,2.0,43.0,21.5,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/calvin-dawson-1.html,2005,Louisiana-Monroe,Sun Belt,SO,RB,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,134.0,656.0,4.9,7.0,21.0,130.0,6.2,0.0,155.0,786.0,5.1,7.0,4.0,85.0,21.3,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/calvin-dawson-1.html,2006,Louisiana-Monroe,Sun Belt,JR,RB,12.0,,,,,,,,,,,,,,,,,,,,,,,,213.0,1210.0,5.7,11.0,21.0,155.0,7.4,0.0,234.0,1365.0,5.8,11.0,12.0,268.0,22.3,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/calvin-dawson-1.html,2007,Louisiana-Monroe,Sun Belt,SR,RB,12.0,,,,,,,,,,,,,,,,,,,,,,,,281.0,1414.0,5.0,12.0,29.0,262.0,9.0,0.0,310.0,1676.0,5.4,12.0,3.0,82.0,27.3,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/calvin-dawson-1.html,Career,Louisiana-Monroe,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,663.0,3378.0,5.1,30.0,72.0,580.0,8.1,0.0,735.0,3958.0,5.4,30.0,21.0,478.0,22.8,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thomas-decoud-1.html,*2005,California,Pac-10,SO,DB,11.0,18.0,10.0,28.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thomas-decoud-1.html,*2006,California,Pac-10,JR,DB,10.0,26.0,19.0,45.0,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thomas-decoud-1.html,*2007,California,Pac-10,SR,DB,13.0,71.0,44.0,115.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/thomas-decoud-1.html,Career,California,,,,,115.0,73.0,188.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,11.0,11.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quintin-demps-1.html,*2004,UTEP,WAC,FR,DB,11.0,,,,,,2.0,73.0,36.5,1.0,,,51.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quintin-demps-1.html,*2005,UTEP,CUSA,SO,DB,12.0,49.0,29.0,78.0,0.0,0.0,3.0,50.0,16.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,66.0,16.5,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quintin-demps-1.html,2006,UTEP,CUSA,JR,DB,12.0,31.0,36.0,67.0,0.0,0.0,7.0,61.0,8.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,215.0,23.9,1.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quintin-demps-1.html,2007,UTEP,CUSA,SR,DB,12.0,55.0,17.0,72.0,4.5,0.0,5.0,220.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,492.0,22.4,0.0,15.0,200.0,13.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/quintin-demps-1.html,Career,UTEP,,,,,135.0,82.0,217.0,4.5,0.0,17.0,404.0,23.8,3.0,,,51.0,1.0,,,,,,,,,,,,,,,,,,,,,,,35.0,773.0,22.1,1.0,15.0,200.0,13.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-dingle-1.html,*2005,West Virginia,Big East,SO,DL,12.0,10.0,3.0,13.0,3.5,2.5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-dingle-1.html,*2006,West Virginia,Big East,JR,DL,12.0,12.0,6.0,18.0,5.5,3.0,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-dingle-1.html,*2007,West Virginia,Big East,SR,DL,13.0,30.0,18.0,48.0,19.0,9.0,,,,,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/johnny-dingle-1.html,Career,West Virginia,,,,,52.0,27.0,79.0,28.0,14.5,,,,,3.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,2004,Oregon,Pac-10,FR,QB,6.0,,,,,,,,,,,,,,,6.0,15.0,40.0,73.0,4.9,4.9,0.0,0.0,80.9,10.0,40.0,4.0,0.0,,,,,10.0,40.0,4.0,0.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,*2005,Oregon,Pac-10,SO,QB,12.0,,,,,,,,,,,,,,,69.0,104.0,66.3,777.0,7.5,7.3,6.0,3.0,142.4,49.0,143.0,2.9,1.0,,,,,49.0,143.0,2.9,1.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,*2006,Oregon,Pac-10,JR,QB,12.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,197.0,322.0,61.2,2143.0,6.7,5.4,12.0,14.0,120.7,94.0,442.0,4.7,2.0,,,,,94.0,442.0,4.7,2.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,*2007,Oregon,Pac-10,SR,QB,10.0,,,,,,,,,,,,,,,172.0,254.0,67.7,2136.0,8.4,9.3,20.0,4.0,161.2,105.0,583.0,5.6,9.0,,,,,105.0,583.0,5.6,9.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-dixon-1.html,Career,Oregon,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,444.0,695.0,63.9,5129.0,7.4,7.1,38.0,21.0,137.9,258.0,1208.0,4.7,12.0,,,,,258.0,1208.0,4.7,12.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jordon-dizon-1.html,*2005,Colorado,Big 12,SO,RB,13.0,42.0,24.0,66.0,6.5,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jordon-dizon-1.html,2006,Colorado,Big 12,JR,LB,12.0,64.0,57.0,121.0,10.5,4.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jordon-dizon-1.html,*2007,Colorado,Big 12,SR,LB,13.0,114.0,48.0,162.0,11.0,4.0,2.0,79.0,39.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jordon-dizon-1.html,Career,Colorado,,,,,220.0,129.0,349.0,28.0,11.5,2.0,79.0,39.5,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/glenn-dorsey-1.html,*2005,LSU,SEC,SO,DL,13.0,15.0,6.0,21.0,4.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/glenn-dorsey-1.html,*2006,LSU,SEC,JR,DL,13.0,22.0,42.0,64.0,8.5,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/glenn-dorsey-1.html,*2007,LSU,SEC,SR,DL,14.0,34.0,35.0,69.0,12.5,7.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/glenn-dorsey-1.html,Career,LSU,,,,,71.0,83.0,154.0,25.0,13.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lionel-dotson-1.html,2005,Arizona,Pac-10,JR,LB,10.0,10.0,11.0,21.0,0.0,0.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lionel-dotson-1.html,2006,Arizona,Pac-10,JR,DL,11.0,15.0,16.0,31.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lionel-dotson-1.html,2007,Arizona,Pac-10,SR,DL,12.0,36.0,14.0,50.0,9.0,6.5,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lionel-dotson-1.html,Career,Arizona,,,,,61.0,41.0,102.0,11.0,7.5,,,,,4.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/early-doucet-1.html,*2004,LSU,SEC,FR,WR,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,257.0,14.3,2.0,18.0,257.0,14.3,2.0,,,,,1.0,16.0,16.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/early-doucet-1.html,*2005,LSU,SEC,SO,WR,12.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,26.0,389.0,15.0,5.0,27.0,394.0,14.6,5.0,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/early-doucet-1.html,*2006,LSU,SEC,JR,WR,13.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,8.0,59.0,7.4,2.0,59.0,772.0,13.1,8.0,67.0,831.0,12.4,10.0,12.0,202.0,16.8,0.0,2.0,-1.0,-0.5,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/early-doucet-1.html,*2007,LSU,SEC,SR,WR,10.0,,,,,,,,,,,,,,,1.0,1.0,100.0,35.0,35.0,35.0,0.0,0.0,394.0,3.0,-3.0,-1.0,0.0,57.0,525.0,9.2,5.0,60.0,522.0,8.7,5.0,1.0,18.0,18.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/early-doucet-1.html,Career,LSU,,,,,4.0,1.0,5.0,1.0,0.0,,,,,,,,,,1.0,1.0,100.0,35.0,35.0,35.0,0.0,0.0,394.0,12.0,61.0,5.1,2.0,160.0,1943.0,12.1,20.0,172.0,2004.0,11.7,22.0,13.0,220.0,16.9,0.0,4.0,20.0,5.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/harry-douglas-1.html,*2004,Louisville,CUSA,FR,WR,11.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,65.0,65.0,1.0,5.0,43.0,8.6,0.0,6.0,108.0,18.0,1.0,9.0,193.0,21.4,0.0,1.0,3.0,3.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/harry-douglas-1.html,*2005,Louisville,Big East,SO,WR,12.0,5.0,2.0,7.0,0.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,6.0,37.0,6.2,0.0,27.0,457.0,16.9,2.0,33.0,494.0,15.0,2.0,7.0,142.0,20.3,0.0,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/harry-douglas-1.html,*2006,Louisville,Big East,JR,WR,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,49.0,7.0,0.0,70.0,1265.0,18.1,6.0,77.0,1314.0,17.1,6.0,1.0,3.0,3.0,0.0,3.0,16.0,5.3,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/harry-douglas-1.html,2007,Louisville,Big East,SR,WR,10.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,2.2,0.0,71.0,1159.0,16.3,7.0,76.0,1170.0,15.4,7.0,1.0,16.0,16.0,0.0,2.0,-3.0,-1.5,0.0,,,,,,,,,,
