NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/emmanuel-acho-1.html,*2008,Texas,Big 12,FR,LB,10.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/emmanuel-acho-1.html,*2009,Texas,Big 12,SO,LB,14.0,36.0,9.0,45.0,9.5,2.0,1.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/emmanuel-acho-1.html,2010,Texas,Big 12,JR,LB,11.0,45.0,34.0,79.0,8.5,2.5,1.0,57.0,57.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/emmanuel-acho-1.html,*2011,Texas,Big 12,SR,LB,13.0,55.0,55.0,110.0,14.5,3.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/emmanuel-acho-1.html,Career,Texas,,,,,142.0,98.0,240.0,32.5,7.5,2.0,70.0,35.0,1.0,6.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-adams-1.html,2008,Arkansas,SEC,FR,WR,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,31.0,377.0,12.2,1.0,6.0,46.0,7.7,0.0,37.0,423.0,11.4,1.0,,,,,1.0,20.0,20.0,0.0,1.0,1.0,100.0,6.0,6.0,26.0,1.0,0.0,480.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-adams-1.html,*2009,Arkansas,SEC,SO,WR,10.0,,,,,,,,,,,,,,,29.0,568.0,19.6,7.0,5.0,31.0,6.2,1.0,34.0,599.0,17.6,8.0,1.0,0.0,0.0,0.0,2.0,41.0,20.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-adams-1.html,*2010,Arkansas,SEC,JR,WR,12.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,50.0,813.0,16.3,6.0,6.0,32.0,5.3,0.0,56.0,845.0,15.1,6.0,16.0,249.0,15.6,1.0,4.0,63.0,15.8,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-adams-1.html,*2011,Arkansas,SEC,SR,WR,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,54.0,652.0,12.1,3.0,10.0,139.0,13.9,1.0,64.0,791.0,12.4,4.0,19.0,321.0,16.9,4.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-adams-1.html,Career,Arkansas,,,,,2.0,1.0,3.0,0.0,0.0,,,,,,,,,,164.0,2410.0,14.7,17.0,27.0,248.0,9.2,2.0,191.0,2658.0,13.9,19.0,36.0,570.0,15.8,5.0,7.0,124.0,17.7,0.0,1.0,1.0,100.0,6.0,6.0,26.0,1.0,0.0,480.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chas-alecxih-1.html,*2008,Pitt,Big East,FR,DL,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chas-alecxih-1.html,*2009,Pitt,Big East,SO,DL,12.0,8.0,4.0,12.0,5.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chas-alecxih-1.html,*2010,Pitt,Big East,JR,DL,13.0,28.0,29.0,57.0,9.0,7.5,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chas-alecxih-1.html,*2011,Pitt,Big East,SR,DL,13.0,32.0,25.0,57.0,15.5,6.5,1.0,47.0,47.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chas-alecxih-1.html,Career,Pitt,,,,,69.0,58.0,127.0,29.5,18.0,1.0,47.0,47.0,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/frank-alexander-1.html,*2008,Oklahoma,Big 12,FR,DL,9.0,11.0,15.0,26.0,5.0,3.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/frank-alexander-1.html,*2009,Oklahoma,Big 12,SO,DL,13.0,17.0,6.0,23.0,7.0,1.5,0.0,0.0,,0.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/frank-alexander-1.html,*2010,Oklahoma,Big 12,JR,DL,13.0,20.0,19.0,39.0,13.0,7.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/frank-alexander-1.html,*2011,Oklahoma,Big 12,SR,DL,13.0,35.0,19.0,54.0,19.0,8.5,1.0,27.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/frank-alexander-1.html,Career,Oklahoma,,,,,83.0,59.0,142.0,44.0,20.5,1.0,27.0,27.0,0.0,6.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-allen-2.html,2009,Illinois,Big Ten,SO,OL,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-allen-2.html,*2010,Illinois,Big Ten,JR,OL,13.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-allen-2.html,Career,Illinois,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,,0.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dwayne-allen-1.html,*2009,Clemson,ACC,FR,TE,14.0,,,,,,,,,,,,,,,10.0,108.0,10.8,3.0,,,,,10.0,108.0,10.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dwayne-allen-1.html,*2010,Clemson,ACC,SO,TE,13.0,0.0,2.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,33.0,373.0,11.3,1.0,,,,,33.0,373.0,11.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dwayne-allen-1.html,*2011,Clemson,ACC,JR,TE,14.0,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,50.0,598.0,12.0,8.0,,,,,50.0,598.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dwayne-allen-1.html,Career,Clemson,,,,,3.0,2.0,5.0,0.0,0.0,,,,,0.0,0.0,,,0.0,93.0,1079.0,11.6,12.0,,,,,93.0,1079.0,11.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-allen-1.html,*2008,South Carolina,SEC,FR,LB,2.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-allen-1.html,*2009,South Carolina,SEC,SO,DB,12.0,22.0,13.0,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-allen-1.html,*2010,South Carolina,SEC,JR,DB,12.0,38.0,32.0,70.0,10.5,2.5,1.0,37.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-allen-1.html,*2011,South Carolina,SEC,SR,DB,12.0,55.0,33.0,88.0,9.5,1.0,3.0,44.0,14.7,1.0,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/antonio-allen-1.html,Career,South Carolina,,,,,118.0,80.0,198.0,20.0,3.5,4.0,81.0,20.3,2.0,0.0,0.0,25.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-anger-1.html,*2008,California,Pac-10,FR,P,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,71.0,3063.0,43.1,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-anger-1.html,*2009,California,Pac-10,SO,P,13.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,69.0,2861.0,41.5,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-anger-1.html,2010,California,Pac-10,JR,P,12.0,1.0,1.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,62.0,2825.0,45.6,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-anger-1.html,*2011,California,Pac-12,SR,P,13.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,1.0,5.0,5.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,53.0,2345.0,44.2,,,,,,,
https://www.sports-reference.com/cfb/players/bryan-anger-1.html,Career,California,,,,,2.0,1.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,1.0,5.0,5.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,255.0,11094.0,43.5,,,,,,,
https://www.sports-reference.com/cfb/players/mark-asper-1.html,*2009,Oregon,Pac-10,SO,OL,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-asper-1.html,Career,Oregon,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-baker-2.html,*2008,LSU,SEC,FR,LB,12.0,7.0,9.0,16.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-baker-2.html,*2009,LSU,SEC,SO,LB,12.0,7.0,9.0,16.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-baker-2.html,*2010,LSU,SEC,JR,LB,12.0,37.0,50.0,87.0,11.0,7.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-baker-2.html,*2011,LSU,SEC,SR,LB,13.0,23.0,41.0,64.0,3.5,1.5,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryan-baker-2.html,Career,LSU,,,,,74.0,109.0,183.0,15.5,9.5,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/edwin-baker-1.html,*2009,Michigan State,Big Ten,FR,RB,8.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,7.0,43.0,6.1,0.0,85.0,427.0,5.0,1.0,92.0,470.0,5.1,1.0,,,,,2.0,38.0,19.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/edwin-baker-1.html,*2010,Michigan State,Big Ten,SO,RB,13.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,3.0,22.0,7.3,0.0,207.0,1201.0,5.8,13.0,210.0,1223.0,5.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/edwin-baker-1.html,*2011,Michigan State,Big Ten,JR,RB,14.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,5.0,60.0,12.0,1.0,170.0,665.0,3.9,5.0,175.0,725.0,4.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/edwin-baker-1.html,Career,Michigan State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,15.0,125.0,8.3,1.0,462.0,2293.0,5.0,19.0,477.0,2418.0,5.1,20.0,,,,,2.0,38.0,19.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-ball-1.html,*2009,Nevada,WAC,FR,RB,12.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,23.0,220.0,9.6,5.0,24.0,221.0,9.2,5.0,,,,,31.0,768.0,24.8,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-ball-1.html,*2010,Nevada,WAC,SO,RB,11.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,11.0,73.0,6.6,2.0,38.0,259.0,6.8,4.0,49.0,332.0,6.8,6.0,,,,,34.0,833.0,24.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-ball-1.html,*2011,Nevada,WAC,JR,RB,9.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,11.0,42.0,3.8,2.0,135.0,704.0,5.2,3.0,146.0,746.0,5.1,5.0,,,,,5.0,94.0,18.8,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mike-ball-1.html,Career,Nevada,,,,,2.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,23.0,116.0,5.0,4.0,196.0,1183.0,6.0,12.0,219.0,1299.0,5.9,16.0,,,,,70.0,1695.0,24.2,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vick-ballard-1.html,*2010,Mississippi State,SEC,JR,RB,12.0,,,,,,,,,,,,,,,10.0,106.0,10.6,1.0,186.0,968.0,5.2,19.0,196.0,1074.0,5.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vick-ballard-1.html,*2011,Mississippi State,SEC,SR,RB,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,20.0,187.0,9.4,1.0,193.0,1189.0,6.2,10.0,213.0,1376.0,6.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/vick-ballard-1.html,Career,Mississippi State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,30.0,293.0,9.8,2.0,379.0,2157.0,5.7,29.0,409.0,2450.0,6.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-barron-1.html,*2008,Alabama,SEC,FR,DB,13.0,9.0,7.0,16.0,1.5,1.5,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-barron-1.html,*2009,Alabama,SEC,SO,DB,14.0,43.0,33.0,76.0,3.5,0.5,7.0,125.0,17.9,1.0,,,,,,1.0,7.0,7.0,0.0,,,,,1.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-barron-1.html,*2010,Alabama,SEC,JR,DB,12.0,54.0,21.0,75.0,3.0,2.0,3.0,6.0,2.0,0.0,6.0,0.0,,,1.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-barron-1.html,*2011,Alabama,SEC,SR,DB,13.0,43.0,25.0,68.0,5.0,1.0,2.0,14.0,7.0,0.0,5.0,1.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-barron-1.html,Career,Alabama,,,,,149.0,86.0,235.0,13.0,5.0,12.0,145.0,12.1,1.0,11.0,1.0,,,1.0,1.0,7.0,7.0,0.0,,,,,1.0,7.0,7.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-benjamin-1.html,*2008,Miami (FL),ACC,FR,WR,12.0,,,,,,,,,,,,,,,18.0,293.0,16.3,3.0,5.0,42.0,8.4,1.0,23.0,335.0,14.6,4.0,16.0,181.0,11.3,0.0,22.0,496.0,22.5,0.0,1.0,1.0,100.0,17.0,17.0,17.0,0.0,0.0,242.8,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-benjamin-1.html,*2009,Miami (FL),ACC,SO,WR,13.0,,,,,,,,,,,,,,,29.0,501.0,17.3,4.0,9.0,21.0,2.3,0.0,38.0,522.0,13.7,4.0,9.0,57.0,6.3,0.0,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-benjamin-1.html,*2010,Miami (FL),ACC,JR,WR,13.0,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,43.0,743.0,17.3,3.0,3.0,44.0,14.7,0.0,46.0,787.0,17.1,3.0,23.0,106.0,4.6,1.0,1.0,31.0,31.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-benjamin-1.html,2011,Miami (FL),ACC,SR,WR,11.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,41.0,609.0,14.9,3.0,8.0,19.0,2.4,0.0,49.0,628.0,12.8,3.0,11.0,121.0,11.0,0.0,25.0,592.0,23.7,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-benjamin-1.html,Career,Miami (FL),,,,,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,131.0,2146.0,16.4,13.0,25.0,126.0,5.0,1.0,156.0,2272.0,14.6,14.0,59.0,465.0,7.9,1.0,49.0,1137.0,23.2,0.0,1.0,1.0,100.0,17.0,17.0,17.0,0.0,0.0,242.8,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bequette-1.html,2008,Arkansas,SEC,FR,DL,12.0,15.0,12.0,27.0,3.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bequette-1.html,*2009,Arkansas,SEC,SO,DL,13.0,21.0,18.0,39.0,9.0,5.5,,,,,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bequette-1.html,*2010,Arkansas,SEC,JR,DL,13.0,15.0,17.0,32.0,8.5,7.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bequette-1.html,*2011,Arkansas,SEC,SR,DL,10.0,12.0,16.0,28.0,10.5,10.0,,,,,1.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jake-bequette-1.html,Career,Arkansas,,,,,63.0,63.0,126.0,31.0,23.5,,,,,7.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-bergstrom-1.html,*2008,Utah,MWC,FR,OL,10.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-bergstrom-1.html,Career,Utah,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-blackmon-1.html,*2009,Oklahoma State,Big 12,FR,WR,13.0,,,,,,,,,,,,,,,20.0,260.0,13.0,2.0,,,,,20.0,260.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-blackmon-1.html,*2010,Oklahoma State,Big 12,SO,WR,12.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,111.0,1782.0,16.1,20.0,4.0,77.0,19.3,1.0,115.0,1859.0,16.2,21.0,0.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-blackmon-1.html,*2011,Oklahoma State,Big 12,JR,WR,13.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,122.0,1522.0,12.5,18.0,4.0,7.0,1.8,0.0,126.0,1529.0,12.1,18.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-blackmon-1.html,Career,Oklahoma State,,,,,4.0,1.0,5.0,0.0,0.0,,,,,,,,,,253.0,3564.0,14.1,40.0,8.0,84.0,10.5,1.0,261.0,3648.0,14.0,41.0,1.0,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/philip-blake-1.html,*2010,Baylor,Big 12,JR,OL,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/philip-blake-1.html,Career,Baylor,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-blanton-1.html,*2008,Notre Dame,Ind,FR,DB,12.0,26.0,7.0,33.0,3.0,0.0,2.0,47.0,23.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-blanton-1.html,2009,Notre Dame,Ind,SO,DB,12.0,21.0,17.0,38.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-blanton-1.html,*2010,Notre Dame,Ind,JR,DB,13.0,29.0,24.0,53.0,7.5,1.5,2.0,-1.0,-0.5,0.0,5.0,0.0,,,0.0,,,,,,,,,,,,,2.0,27.0,13.5,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-blanton-1.html,*2011,Notre Dame,Ind,SR,DB,13.0,48.0,22.0,70.0,8.0,1.0,2.0,82.0,41.0,0.0,5.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-blanton-1.html,Career,Notre Dame,,,,,124.0,70.0,194.0,19.5,2.5,8.0,128.0,16.0,1.0,10.0,1.0,,,0.0,,,,,,,,,,,,,2.0,27.0,13.5,1.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamie-blatnick-1.html,*2008,Oklahoma State,Big 12,FR,DL,13.0,9.0,4.0,13.0,1.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamie-blatnick-1.html,*2009,Oklahoma State,Big 12,SO,DL,12.0,18.0,10.0,28.0,3.0,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamie-blatnick-1.html,*2010,Oklahoma State,Big 12,JR,DL,12.0,19.0,8.0,27.0,5.5,5.5,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamie-blatnick-1.html,*2011,Oklahoma State,Big 12,SR,DL,13.0,34.0,16.0,50.0,13.5,8.0,1.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamie-blatnick-1.html,Career,Oklahoma State,,,,,80.0,38.0,118.0,23.5,16.0,1.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/omar-bolden-1.html,*2007,Arizona State,Pac-10,FR,DB,13.0,24.0,9.0,33.0,0.0,0.0,1.0,29.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
