NCAA_Link,Year,School,Conf,Class,Pos,G,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/frank-moreau-1.html,1999,Louisville,CUSA,,RB,10.0,233.0,1289.0,5.5,17.0,38.0,285.0,7.5,0.0,271.0,1574.0,5.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/frank-moreau-1.html,Career,Louisville,,,,,499.0,2599.0,5.2,27.0,54.0,369.0,6.8,0.0,553.0,2968.0,5.4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sammy-morris-1.html,1996,Texas Tech,Big 12,,RB,11.0,29.0,226.0,7.8,4.0,13.0,221.0,17.0,0.0,42.0,447.0,10.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sammy-morris-1.html,1999,Texas Tech,Big 12,,RB,9.0,140.0,562.0,4.0,3.0,23.0,386.0,16.8,2.0,163.0,948.0,5.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/sammy-morris-1.html,Career,Texas Tech,,,,,169.0,788.0,4.7,7.0,36.0,607.0,16.9,2.0,205.0,1395.0,6.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rob-morris-1.html,1993,Brigham Young,WAC,,RB,11.0,2.0,0.0,0.0,0.0,1.0,27.0,27.0,0.0,3.0,27.0,9.0,0.0,,,,,,,,,,4.0,49.0,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rob-morris-1.html,1998,Brigham Young,WAC,,LB,13.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,51.0,51.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rob-morris-1.html,Career,Brigham Young,,,,,2.0,0.0,0.0,0.0,1.0,27.0,27.0,0.0,3.0,27.0,9.0,0.0,,,,,,,,,,4.0,49.0,12.3,0.0,,,,,,,,,,1.0,51.0,51.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aric-morris-1.html,*1996,Michigan State,Big Ten,,DB,11.0,1.0,14.0,14.0,0.0,,,,,1.0,14.0,14.0,0.0,,,,,,,,,,4.0,50.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aric-morris-1.html,*1997,Michigan State,Big Ten,,DB,12.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aric-morris-1.html,1998,Michigan State,Big Ten,,DB,12.0,1.0,21.0,21.0,0.0,,,,,1.0,21.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,3.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aric-morris-1.html,*1999,Michigan State,Big Ten,,DB,12.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,2.0,93.0,46.5,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aric-morris-1.html,Career,Michigan State,,,,,2.0,35.0,17.5,0.0,,,,,2.0,35.0,17.5,0.0,,,,,,,,,,4.0,50.0,12.5,0.0,,,,,,,,,,6.0,120.0,20.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-morton-1.html,1996,USC,Pac-10,,RB,12.0,26.0,171.0,6.6,2.0,2.0,24.0,12.0,0.0,28.0,195.0,7.0,2.0,,,,,,,,,,,,,,16.0,149.0,9.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-morton-1.html,1997,USC,Pac-10,,RB,11.0,30.0,214.0,7.1,1.0,1.0,17.0,17.0,0.0,31.0,231.0,7.5,1.0,,,,,,,,,,,,,,21.0,168.0,8.0,0.0,,,,,,2.0,32.0,16.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-morton-1.html,*1998,USC,Pac-10,,RB,11.0,199.0,985.0,4.9,6.0,18.0,136.0,7.6,1.0,217.0,1121.0,5.2,7.0,,,,,,,,,,2.0,116.0,58.0,1.0,4.0,21.0,5.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-morton-1.html,1999,USC,Pac-10,,RB,12.0,262.0,1141.0,4.4,15.0,17.0,79.0,4.6,0.0,279.0,1220.0,4.4,15.0,,,,,,,,,,19.0,341.0,17.9,0.0,7.0,52.0,7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-morton-1.html,Career,USC,,,,,517.0,2511.0,4.9,24.0,38.0,256.0,6.7,1.0,555.0,2767.0,5.0,25.0,,,,,,,,,,21.0,457.0,21.8,1.0,48.0,390.0,8.1,0.0,,,,,,2.0,32.0,16.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,1996,Arizona,Pac-10,,WR,11.0,5.0,8.0,1.6,0.0,8.0,75.0,9.4,1.0,13.0,83.0,6.4,1.0,,,,,,,,,,1.0,23.0,23.0,0.0,4.0,32.0,8.0,0.0,,,,,,2.0,63.0,31.5,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,1997,Arizona,Pac-10,,WR,11.0,6.0,105.0,17.5,1.0,58.0,767.0,13.2,9.0,64.0,872.0,13.6,10.0,,,,,,,,,,10.0,230.0,23.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,1998,Arizona,Pac-10,,WR,12.0,9.0,69.0,7.7,0.0,63.0,922.0,14.6,6.0,72.0,991.0,13.8,6.0,,,,,,,,,,11.0,219.0,19.9,0.0,38.0,437.0,11.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,1999,Arizona,Pac-10,,WR,12.0,14.0,200.0,14.3,1.0,88.0,1422.0,16.2,8.0,102.0,1622.0,15.9,9.0,,,,,,,,,,9.0,191.0,21.2,0.0,23.0,436.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,Career,Arizona,,,,,34.0,382.0,11.2,2.0,217.0,3186.0,14.7,24.0,251.0,3568.0,14.2,26.0,,,,,,,,,,31.0,663.0,21.4,0.0,66.0,905.0,13.7,2.0,,,,,,2.0,63.0,31.5,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,1996,California,Pac-10,,RB,12.0,80.0,418.0,5.2,0.0,6.0,44.0,7.3,1.0,86.0,462.0,5.4,1.0,,,,,,,,,,22.0,461.0,21.0,0.0,5.0,38.0,7.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,1997,California,Pac-10,,RB,11.0,36.0,172.0,4.8,1.0,18.0,223.0,12.4,1.0,54.0,395.0,7.3,2.0,,,,,,,,,,30.0,646.0,21.5,0.0,25.0,256.0,10.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,1998,California,Pac-10,,DB,11.0,2.0,8.0,4.0,0.0,5.0,52.0,10.4,0.0,7.0,60.0,8.6,0.0,1.0,2.0,50.0,20.0,10.0,-2.5,1.0,1.0,199.0,22.0,624.0,28.4,0.0,38.0,447.0,11.8,0.0,,,,,,2.0,76.0,38.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,1999,California,Pac-10,,DB,11.0,1.0,-3.0,-3.0,0.0,,,,,1.0,-3.0,-3.0,0.0,,,,,,,,,,19.0,555.0,29.2,1.0,42.0,428.0,10.2,1.0,,,,,,9.0,280.0,31.1,4.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,Career,California,,,,,119.0,595.0,5.0,1.0,29.0,319.0,11.0,2.0,148.0,914.0,6.2,3.0,1.0,2.0,50.0,20.0,10.0,-2.5,1.0,1.0,199.0,93.0,2286.0,24.6,1.0,110.0,1169.0,10.6,1.0,,,,,,11.0,356.0,32.4,5.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-pennington-1.html,*1997,Marshall,MAC,,QB,13.0,57.0,-50.0,-0.9,1.0,,,,,57.0,-50.0,-0.9,1.0,276.0,473.0,58.4,3817.0,8.1,8.7,42.0,12.0,150.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-pennington-1.html,*1998,Marshall,MAC,,QB,13.0,55.0,8.0,0.1,1.0,,,,,55.0,8.0,0.1,1.0,297.0,456.0,65.1,3830.0,8.4,8.9,28.0,7.0,152.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-pennington-1.html,1999,Marshall,MAC,,QB,12.0,56.0,103.0,1.8,2.0,,,,,56.0,103.0,1.8,2.0,275.0,405.0,67.9,3799.0,9.4,10.0,37.0,11.0,171.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chad-pennington-1.html,Career,Marshall,,,,,168.0,61.0,0.4,4.0,,,,,168.0,61.0,0.4,4.0,848.0,1334.0,63.6,11446.0,8.6,9.2,107.0,30.0,157.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,1996,Southern Mississippi,CUSA,,WR,11.0,,,,,11.0,181.0,16.5,1.0,11.0,181.0,16.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,*1997,Southern Mississippi,CUSA,,WR,12.0,,,,,38.0,360.0,9.5,3.0,38.0,360.0,9.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,1998,Southern Mississippi,CUSA,,WR,11.0,,,,,52.0,848.0,16.3,7.0,52.0,848.0,16.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,1999,Southern Mississippi,CUSA,,WR,11.0,,,,,48.0,977.0,20.4,11.0,48.0,977.0,20.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,Career,Southern Mississippi,,,,,,,,,149.0,2366.0,15.9,22.0,149.0,2366.0,15.9,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerry-porter-1.html,*1997,West Virginia,Big East,,WR,10.0,,,,,13.0,280.0,21.5,3.0,13.0,280.0,21.5,3.0,,,,,,,,,,1.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerry-porter-1.html,*1998,West Virginia,Big East,,DB,12.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,8.0,129.0,16.1,0.0,2.0,3.0,1.5,0.0,,,,,,5.0,57.0,11.4,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerry-porter-1.html,1999,West Virginia,Big East,,WR,11.0,6.0,52.0,8.7,0.0,15.0,311.0,20.7,4.0,21.0,363.0,17.3,4.0,3.0,6.0,50.0,20.0,3.3,3.3,0.0,0.0,78.0,1.0,16.0,16.0,0.0,,,,,,,,,,1.0,68.0,68.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jerry-porter-1.html,Career,West Virginia,,,,,6.0,52.0,8.7,0.0,28.0,591.0,21.1,7.0,34.0,643.0,18.9,7.0,3.0,6.0,50.0,20.0,3.3,3.3,0.0,0.0,78.0,10.0,170.0,17.0,0.0,2.0,3.0,1.5,0.0,,,,,,6.0,125.0,20.8,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hank-poteat-1.html,1996,Pitt,Big East,,RB,8.0,20.0,88.0,4.4,0.0,2.0,6.0,3.0,0.0,22.0,94.0,4.3,0.0,,,,,,,,,,17.0,445.0,26.2,0.0,3.0,18.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hank-poteat-1.html,1997,Pitt,Big East,,RB,11.0,7.0,2.0,0.3,0.0,4.0,48.0,12.0,0.0,11.0,50.0,4.5,0.0,,,,,,,,,,11.0,307.0,27.9,0.0,6.0,43.0,7.2,0.0,,,,,,1.0,42.0,42.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hank-poteat-1.html,1998,Pitt,Big East,,DB,11.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,36.0,764.0,21.2,0.0,16.0,131.0,8.2,0.0,,,,,,6.0,53.0,8.8,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hank-poteat-1.html,1999,Pitt,Big East,,DB,11.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,17.0,401.0,23.6,0.0,19.0,307.0,16.2,1.0,,,,,,3.0,56.0,18.7,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/hank-poteat-1.html,Career,Pitt,,,,,27.0,90.0,3.3,0.0,6.0,54.0,9.0,0.0,33.0,144.0,4.4,0.0,,,,,,,,,,81.0,1917.0,23.7,0.0,44.0,499.0,11.3,1.0,,,,,,10.0,151.0,15.1,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-prentice-1.html,1996,Miami (OH),MAC,,RB,11.0,123.0,601.0,4.9,12.0,1.0,7.0,7.0,0.0,124.0,608.0,4.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-prentice-1.html,1997,Miami (OH),MAC,,RB,11.0,296.0,1549.0,5.2,25.0,23.0,138.0,6.0,0.0,319.0,1687.0,5.3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-prentice-1.html,1998,Miami (OH),MAC,,RB,11.0,365.0,1787.0,4.9,19.0,11.0,107.0,9.7,1.0,376.0,1894.0,5.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-prentice-1.html,1999,Miami (OH),MAC,,RB,11.0,354.0,1659.0,4.7,17.0,19.0,270.0,14.2,4.0,373.0,1929.0,5.2,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-prentice-1.html,Career,Miami (OH),,,,,1138.0,5596.0,4.9,73.0,54.0,522.0,9.7,5.0,1192.0,6118.0,5.1,78.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-rattay-1.html,1997,Louisiana Tech,Ind,,QB,11.0,64.0,87.0,1.4,1.0,1.0,-4.0,-4.0,0.0,65.0,83.0,1.3,1.0,293.0,477.0,61.4,3881.0,8.1,8.6,34.0,10.0,149.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-rattay-1.html,1998,Louisiana Tech,Ind,,QB,12.0,43.0,-78.0,-1.8,1.0,1.0,2.0,2.0,0.0,44.0,-76.0,-1.7,1.0,380.0,559.0,68.0,4943.0,8.8,9.4,46.0,13.0,164.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-rattay-1.html,1999,Louisiana Tech,Ind,,QB,10.0,46.0,-112.0,-2.4,0.0,,,,,46.0,-112.0,-2.4,0.0,342.0,516.0,66.3,3922.0,7.6,7.9,35.0,12.0,147.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-rattay-1.html,Career,Louisiana Tech,,,,,153.0,-103.0,-0.7,2.0,2.0,-2.0,-1.0,0.0,155.0,-105.0,-0.7,2.0,1015.0,1552.0,65.4,12746.0,8.2,8.7,115.0,35.0,154.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-redman-1.html,1996,Louisville,CUSA,,QB,11.0,37.0,-148.0,-4.0,0.0,,,,,37.0,-148.0,-4.0,0.0,144.0,272.0,52.9,1773.0,6.5,5.6,8.0,9.0,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-redman-1.html,1997,Louisville,CUSA,,QB,11.0,47.0,-121.0,-2.6,0.0,,,,,47.0,-121.0,-2.6,0.0,261.0,445.0,58.7,3079.0,6.9,6.3,18.0,14.0,123.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-redman-1.html,1998,Louisville,CUSA,,QB,10.0,40.0,-33.0,-0.8,2.0,,,,,40.0,-33.0,-0.8,2.0,309.0,473.0,65.3,4042.0,8.5,8.3,29.0,15.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-redman-1.html,1999,Louisville,CUSA,,QB,11.0,43.0,-110.0,-2.6,1.0,,,,,43.0,-110.0,-2.6,1.0,317.0,489.0,64.8,3647.0,7.5,7.4,29.0,13.0,141.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-redman-1.html,Career,Louisville,,,,,167.0,-412.0,-2.5,3.0,,,,,167.0,-412.0,-2.5,3.0,1031.0,1679.0,61.4,12541.0,7.5,7.1,84.0,51.0,134.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jr-redmond-1.html,1996,Arizona State,Pac-10,,RB,11.0,63.0,301.0,4.8,2.0,9.0,197.0,21.9,2.0,72.0,498.0,6.9,4.0,1.0,1.0,100.0,16.0,16.0,36.0,1.0,0.0,564.4,2.0,83.0,41.5,0.0,31.0,260.0,8.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jr-redmond-1.html,1997,Arizona State,Pac-10,,RB,10.0,142.0,865.0,6.1,7.0,15.0,186.0,12.4,1.0,157.0,1051.0,6.7,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,303.0,21.6,0.0,24.0,236.0,9.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jr-redmond-1.html,1998,Arizona State,Pac-10,,RB,10.0,166.0,883.0,5.3,11.0,22.0,194.0,8.8,0.0,188.0,1077.0,5.7,11.0,,,,,,,,,,10.0,235.0,23.5,0.0,18.0,246.0,13.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jr-redmond-1.html,*1999,Arizona State,Pac-10,,RB,11.0,241.0,1174.0,4.9,12.0,15.0,100.0,6.7,1.0,256.0,1274.0,5.0,13.0,,,,,,,,,,,,,,28.0,195.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jr-redmond-1.html,Career,Arizona State,,,,,612.0,3223.0,5.3,32.0,61.0,677.0,11.1,4.0,673.0,3900.0,5.8,36.0,1.0,2.0,50.0,16.0,8.0,18.0,1.0,0.0,282.2,26.0,621.0,23.9,0.0,101.0,937.0,9.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,*1996,Michigan State,Big Ten,,WR,10.0,,,,,5.0,89.0,17.8,1.0,5.0,89.0,17.8,1.0,,,,,,,,,,1.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,*1997,Michigan State,Big Ten,,WR,12.0,,,,,41.0,680.0,16.6,7.0,41.0,680.0,16.6,7.0,,,,,,,,,,11.0,283.0,25.7,0.0,15.0,160.0,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,1998,Michigan State,Big Ten,,WR,12.0,,,,,58.0,843.0,14.5,4.0,58.0,843.0,14.5,4.0,,,,,,,,,,18.0,354.0,19.7,0.0,32.0,440.0,13.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,*1999,Michigan State,Big Ten,,WR,11.0,1.0,-8.0,-8.0,0.0,30.0,483.0,16.1,6.0,31.0,475.0,15.3,6.0,,,,,,,,,,7.0,137.0,19.6,0.0,37.0,488.0,13.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,Career,Michigan State,,,,,1.0,-8.0,-8.0,0.0,134.0,2095.0,15.6,18.0,135.0,2087.0,15.5,18.0,,,,,,,,,,37.0,796.0,21.5,0.0,84.0,1088.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1996,Michigan,Big Ten,,TE,11.0,,,,,4.0,40.0,10.0,1.0,4.0,40.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1997,Michigan,Big Ten,,RB,11.0,,,,,9.0,85.0,9.4,0.0,9.0,85.0,9.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1998,Michigan,Big Ten,,RB,10.0,16.0,73.0,4.6,0.0,14.0,144.0,10.3,1.0,30.0,217.0,7.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1999,Michigan,Big Ten,,RB,11.0,11.0,31.0,2.8,0.0,31.0,239.0,7.7,3.0,42.0,270.0,6.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,Career,Michigan,,,,,27.0,104.0,3.9,0.0,58.0,508.0,8.8,5.0,85.0,612.0,7.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,1997,Penn State,Big Ten,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,1998,Penn State,Big Ten,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,1999,Penn State,Big Ten,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,Career,Penn State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29.0,9.7,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-simon-1.html,1999,Florida State,ACC,,DL,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-simon-1.html,Career,Florida State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,1998,Kansas State,Big 12,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,1999,Kansas State,Big 12,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0,,,,,,,,,,2.0,61.0,30.5,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,Career,Kansas State,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0,,,,,,,,,,4.0,61.0,15.3,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrelle-smith-1.html,*1999,Arizona State,Pac-10,,RB,12.0,22.0,126.0,5.7,1.0,11.0,95.0,8.6,0.0,33.0,221.0,6.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrelle-smith-1.html,Career,Arizona State,,,,,22.0,126.0,5.7,1.0,11.0,95.0,8.6,0.0,33.0,221.0,6.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,1996,USC,Pac-10,,WR,12.0,,,,,18.0,507.0,28.2,5.0,18.0,507.0,28.2,5.0,,,,,,,,,,14.0,440.0,31.4,2.0,1.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,1997,USC,Pac-10,,WR,11.0,6.0,101.0,16.8,2.0,48.0,831.0,17.3,8.0,54.0,932.0,17.3,10.0,,,,,,,,,,15.0,394.0,26.3,1.0,5.0,37.0,7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,*1998,USC,Pac-10,,WR,12.0,12.0,150.0,12.5,1.0,44.0,679.0,15.4,6.0,56.0,829.0,14.8,7.0,,,,,,,,,,16.0,344.0,21.5,0.0,7.0,202.0,28.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,
