NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/nate-davis-1.html,*2008,Ball State,MAC,JR,QB,14.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,1.0,66.0,312.0,4.7,5.0,67.0,316.0,4.7,6.0,258.0,401.0,64.3,3591.0,9.0,9.4,26.0,8.0,157.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nate-davis-1.html,Career,Ball State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,28.0,9.3,1.0,173.0,499.0,2.9,10.0,176.0,527.0,3.0,11.0,678.0,1124.0,60.3,9233.0,8.2,8.7,74.0,22.0,147.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-davis-1.html,*2005,Clemson,ACC,FR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,19.0,152.0,8.0,0.0,165.0,879.0,5.3,9.0,184.0,1031.0,5.6,9.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-davis-1.html,*2006,Clemson,ACC,SO,RB,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,115.0,19.2,0.0,203.0,1187.0,5.8,17.0,209.0,1302.0,6.2,17.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-davis-1.html,*2007,Clemson,ACC,JR,RB,13.0,,,,,,,,,,,,,,,1.0,13.0,13.0,0.0,,,,,12.0,51.0,4.3,2.0,214.0,1064.0,5.0,10.0,226.0,1115.0,4.9,12.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-davis-1.html,*2008,Clemson,ACC,SR,RB,13.0,,,,,,,,,,,,,,,,,,,,,,,14.0,123.0,8.8,0.0,171.0,751.0,4.4,11.0,185.0,874.0,4.7,11.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-davis-1.html,Career,Clemson,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,13.0,13.0,0.0,,,,,51.0,441.0,8.6,2.0,753.0,3881.0,5.2,47.0,804.0,4322.0,5.4,49.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cj-davis-2.html,2007,Pitt,Big East,JR,OL,10.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cj-davis-2.html,Career,Pitt,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/louis-delmas-1.html,2005,Western Michigan,MAC,FR,DB,11.0,54.0,28.0,82.0,4.0,1.5,3.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/louis-delmas-1.html,*2006,Western Michigan,MAC,SO,DB,11.0,39.0,13.0,52.0,0.5,0.0,4.0,52.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/louis-delmas-1.html,2007,Western Michigan,MAC,JR,DB,10.0,48.0,16.0,64.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,7.0,162.0,23.1,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/louis-delmas-1.html,*2008,Western Michigan,MAC,SR,DB,13.0,62.0,49.0,111.0,4.0,0.0,4.0,98.0,24.5,1.0,,,,,,,,,,,,,,1.0,19.0,19.0,0.0,,,,,1.0,19.0,19.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/louis-delmas-1.html,Career,Western Michigan,,,,,203.0,106.0,309.0,11.5,2.5,12.0,152.0,12.7,1.0,,,,,,7.0,162.0,23.1,0.0,,,,,1.0,19.0,19.0,0.0,,,,,1.0,19.0,19.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jarett-dillard-1.html,2005,Rice,CUSA,FR,WR,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,35.0,524.0,15.0,5.0,1.0,-7.0,-7.0,0.0,36.0,517.0,14.4,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jarett-dillard-1.html,2006,Rice,CUSA,SO,WR,13.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,1.0,33.0,33.0,0.0,,,,,91.0,1247.0,13.7,21.0,2.0,5.0,2.5,0.0,93.0,1252.0,13.5,21.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jarett-dillard-1.html,2007,Rice,CUSA,JR,WR,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,79.0,1057.0,13.4,14.0,,,,,79.0,1057.0,13.4,14.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jarett-dillard-1.html,*2008,Rice,CUSA,SR,WR,13.0,,,,,,,,,,,,,,,,,,,,,,,87.0,1310.0,15.1,20.0,,,,,87.0,1310.0,15.1,20.0,1.0,2.0,50.0,13.0,6.5,16.5,1.0,0.0,269.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jarett-dillard-1.html,Career,Rice,,,,,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,1.0,33.0,33.0,0.0,,,,,292.0,4138.0,14.2,60.0,3.0,-2.0,-0.7,0.0,295.0,4136.0,14.0,60.0,1.0,2.0,50.0,13.0,6.5,16.5,1.0,0.0,269.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/davon-drew-1.html,*2006,East Carolina,CUSA,SO,TE,12.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,16.0,187.0,11.7,3.0,,,,,16.0,187.0,11.7,3.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/davon-drew-1.html,*2007,East Carolina,CUSA,JR,TE,13.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,19.0,196.0,10.3,2.0,,,,,19.0,196.0,10.3,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/davon-drew-1.html,*2008,East Carolina,CUSA,SR,TE,14.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,43.0,695.0,16.2,3.0,,,,,43.0,695.0,16.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/davon-drew-1.html,Career,East Carolina,,,,,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,78.0,1078.0,13.8,8.0,,,,,78.0,1078.0,13.8,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/pannel-egboh-1.html,2005,Stanford,Pac-10,SO,DL,4.0,9.0,6.0,15.0,2.5,1.0,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/pannel-egboh-1.html,2006,Stanford,Pac-10,JR,DL,12.0,25.0,20.0,45.0,5.5,1.5,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/pannel-egboh-1.html,2007,Stanford,Pac-10,JR,DL,12.0,33.0,16.0,49.0,13.5,6.0,,,,,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/pannel-egboh-1.html,2008,Stanford,Pac-10,SR,DL,12.0,18.0,14.0,32.0,4.5,1.5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/pannel-egboh-1.html,Career,Stanford,,,,,85.0,56.0,141.0,26.0,10.0,,,,,3.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dannell-ellerbe-1.html,*2005,Georgia,SEC,FR,LB,10.0,10.0,4.0,14.0,2.0,2.0,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dannell-ellerbe-1.html,*2006,Georgia,SEC,SO,LB,10.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dannell-ellerbe-1.html,*2007,Georgia,SEC,JR,LB,13.0,53.0,40.0,93.0,12.0,4.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dannell-ellerbe-1.html,*2008,Georgia,SEC,SR,LB,10.0,17.0,16.0,33.0,6.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dannell-ellerbe-1.html,Career,Georgia,,,,,84.0,63.0,147.0,20.0,8.5,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-ellison-1.html,*2005,USC,Pac-10,FR,DB,3.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-ellison-1.html,*2006,USC,Pac-10,SO,DB,13.0,37.0,27.0,64.0,6.0,1.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-ellison-1.html,*2007,USC,Pac-10,JR,DB,13.0,36.0,21.0,57.0,8.0,2.0,2.0,9.0,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-ellison-1.html,*2008,USC,Pac-10,SR,DB,8.0,19.0,24.0,43.0,3.5,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-ellison-1.html,Career,USC,,,,,96.0,74.0,170.0,17.5,3.5,5.0,9.0,1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/larry-english-1.html,2005,Northern Illinois,MAC,FR,DL,11.0,21.0,36.0,57.0,8.0,1.5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/larry-english-1.html,*2006,Northern Illinois,MAC,SO,DL,13.0,32.0,19.0,51.0,15.0,11.5,,,,,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/larry-english-1.html,2007,Northern Illinois,MAC,JR,DL,12.0,29.0,38.0,67.0,17.0,10.5,,,,,2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/larry-english-1.html,*2008,Northern Illinois,MAC,SR,DL,13.0,26.0,11.0,37.0,14.5,8.0,,,,,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/larry-english-1.html,Career,Northern Illinois,,,,,108.0,104.0,212.0,54.5,31.5,,,,,3.0,0.0,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-evans-1.html,*2006,Penn State,Big Ten,FR,DL,12.0,7.0,5.0,12.0,3.5,1.5,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-evans-1.html,*2007,Penn State,Big Ten,SO,DL,13.0,31.0,23.0,54.0,21.5,12.5,,,,,3.0,1.0,55.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-evans-1.html,*2008,Penn State,Big Ten,JR,DL,10.0,14.0,20.0,34.0,4.5,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-evans-1.html,Career,Penn State,,,,,52.0,48.0,100.0,29.5,17.0,,,,,3.0,1.0,55.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marlon-favorite-1.html,*2005,LSU,SEC,SO,DL,3.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marlon-favorite-1.html,*2006,LSU,SEC,JR,DL,13.0,6.0,14.0,20.0,4.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marlon-favorite-1.html,*2007,LSU,SEC,JR,DL,11.0,14.0,14.0,28.0,1.5,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marlon-favorite-1.html,*2008,LSU,SEC,SR,DL,13.0,9.0,19.0,28.0,3.5,2.0,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marlon-favorite-1.html,Career,LSU,,,,,30.0,47.0,77.0,9.0,4.0,,,,,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-felder-1.html,*2005,California,Pac-10,FR,LB,12.0,25.0,14.0,39.0,1.5,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-felder-1.html,*2006,California,Pac-10,SO,LB,13.0,6.0,12.0,18.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-felder-1.html,*2007,California,Pac-10,JR,LB,13.0,50.0,51.0,101.0,3.5,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-felder-1.html,*2008,California,Pac-10,SR,LB,13.0,37.0,56.0,93.0,5.5,0.5,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-felder-1.html,Career,California,,,,,118.0,133.0,251.0,10.5,3.5,2.0,15.0,7.5,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-fiammetta-1.html,2005,Syracuse,Big East,SO,RB,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-fiammetta-1.html,2006,Syracuse,Big East,SO,RB,12.0,,,,,,,,,,,,,,,3.0,32.0,10.7,0.0,,,,,,,,,8.0,15.0,1.9,0.0,8.0,15.0,1.9,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-fiammetta-1.html,2007,Syracuse,Big East,JR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,12.0,75.0,6.3,0.0,3.0,8.0,2.7,0.0,15.0,83.0,5.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-fiammetta-1.html,2008,Syracuse,Big East,SR,RB,11.0,3.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,16.0,127.0,7.9,1.0,5.0,66.0,13.2,0.0,21.0,193.0,9.2,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-fiammetta-1.html,Career,Syracuse,,,,,4.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,10.7,0.0,0.0,0.0,,0.0,28.0,202.0,7.2,1.0,16.0,89.0,5.6,0.0,44.0,291.0,6.6,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradley-fletcher-1.html,*2005,Iowa,Big Ten,FR,DB,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradley-fletcher-1.html,*2006,Iowa,Big Ten,SO,DB,13.0,24.0,14.0,38.0,1.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradley-fletcher-1.html,2007,Iowa,Big Ten,JR,DB,11.0,30.0,22.0,52.0,0.5,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradley-fletcher-1.html,*2008,Iowa,Big Ten,SR,DB,13.0,44.0,16.0,60.0,0.5,0.0,3.0,5.0,1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bradley-fletcher-1.html,Career,Iowa,,,,,99.0,52.0,151.0,2.0,0.0,5.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matt-fodge-1.html,2005,Oklahoma State,Big 12,FR,P,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,1.0,11.0,11.0,0.0,,,,,,,,,,65.0,2593.0,39.9,,,,,,,
https://www.sports-reference.com/cfb/players/matt-fodge-1.html,*2006,Oklahoma State,Big 12,SO,P,13.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,50.0,2244.0,44.9,,,,,,,
https://www.sports-reference.com/cfb/players/matt-fodge-1.html,*2007,Oklahoma State,Big 12,JR,P,13.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,51.0,2164.0,42.4,,,,,,,
https://www.sports-reference.com/cfb/players/matt-fodge-1.html,*2008,Oklahoma State,Big 12,SR,P,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,28.0,14.0,0.0,2.0,28.0,14.0,0.0,,,,,,,,,,36.0,1544.0,42.9,,,,,,,
https://www.sports-reference.com/cfb/players/matt-fodge-1.html,Career,Oklahoma State,,,,,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,3.0,39.0,13.0,0.0,3.0,39.0,13.0,0.0,,,,,,,,,,202.0,8545.0,42.3,,,,,,,
https://www.sports-reference.com/cfb/players/moise-fokou-1.html,*2007,Maryland,ACC,JR,LB,13.0,50.0,34.0,84.0,7.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/moise-fokou-1.html,*2008,Maryland,ACC,SR,LB,13.0,41.0,36.0,77.0,12.0,5.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/moise-fokou-1.html,Career,Maryland,,,,,91.0,70.0,161.0,19.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-follett-1.html,*2005,California,Pac-10,FR,LB,12.0,25.0,7.0,32.0,3.0,2.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-follett-1.html,*2006,California,Pac-10,SO,LB,13.0,33.0,28.0,61.0,11.5,4.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-follett-1.html,*2007,California,Pac-10,JR,LB,11.0,39.0,25.0,64.0,12.5,5.5,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-follett-1.html,*2008,California,Pac-10,SR,LB,13.0,58.0,29.0,87.0,23.0,10.5,0.0,0.0,,0.0,4.0,0.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zack-follett-1.html,Career,California,,,,,155.0,89.0,244.0,50.0,22.5,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ramon-foster-1.html,2008,Tennessee,SEC,SR,OL,12.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ramon-foster-1.html,Career,Tennessee,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brooks-foster-1.html,2006,North Carolina,ACC,SO,WR,12.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,38.0,486.0,12.8,2.0,2.0,15.0,7.5,0.0,40.0,501.0,12.5,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brooks-foster-1.html,2007,North Carolina,ACC,JR,WR,11.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,29.0,417.0,14.4,2.0,2.0,2.0,1.0,0.0,31.0,419.0,13.5,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brooks-foster-1.html,*2008,North Carolina,ACC,SR,WR,13.0,4.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,30.0,334.0,11.1,2.0,8.0,104.0,13.0,0.0,38.0,438.0,11.5,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brooks-foster-1.html,Career,North Carolina,,,,,14.0,0.0,14.0,0.0,0.0,,,,,,,,,,1.0,2.0,2.0,0.0,1.0,-2.0,-2.0,0.0,97.0,1237.0,12.8,6.0,12.0,121.0,10.1,0.0,109.0,1358.0,12.5,6.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/arian-foster-1.html,2005,Tennessee,SEC,FR,RB,11.0,,,,,,,,,,,,,,,2.0,37.0,18.5,0.0,,,,,14.0,148.0,10.6,0.0,183.0,879.0,4.8,5.0,197.0,1027.0,5.2,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/arian-foster-1.html,*2006,Tennessee,SEC,SO,RB,11.0,,,,,,,,,,,,,,,2.0,20.0,10.0,0.0,,,,,11.0,88.0,8.0,0.0,91.0,322.0,3.5,5.0,102.0,410.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/arian-foster-1.html,*2007,Tennessee,SEC,JR,RB,14.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,3.0,117.0,39.0,0.0,,,,,39.0,340.0,8.7,2.0,245.0,1193.0,4.9,12.0,284.0,1533.0,5.4,14.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/arian-foster-1.html,2008,Tennessee,SEC,SR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,19.0,166.0,8.7,0.0,131.0,570.0,4.4,1.0,150.0,736.0,4.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/arian-foster-1.html,Career,Tennessee,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,7.0,174.0,24.9,0.0,,,,,83.0,742.0,8.9,2.0,650.0,2964.0,4.6,23.0,733.0,3706.0,5.1,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/coye-francies-1.html,*2006,Oregon State,Pac-10,JR,DB,14.0,21.0,18.0,39.0,4.5,2.0,1.0,17.0,17.0,0.0,,,,,,22.0,493.0,22.4,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
