NCAA_Link,Year,School,Conf,Class,Pos,G,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/roc-alexander-1.html,2001,Washington,Pac-10,SO,DB,11.0,,,,,,,,,0.0,0.0,,0.0,19.0,555.0,29.2,1.0,,,,,,,,,,4.0,1.0,0.3,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roc-alexander-1.html,2003,Washington,Pac-10,SR,DB,8.0,,,,,,,,,0.0,0.0,,0.0,13.0,268.0,20.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/roc-alexander-1.html,Career,Washington,,,,,,,,,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,34.0,868.0,25.5,1.0,,,,,,,,,,4.0,1.0,0.3,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rich-alexis-1.html,2000,Washington,Pac-10,FR,RB,11.0,5.0,38.0,7.6,0.0,118.0,738.0,6.3,9.0,123.0,776.0,6.3,9.0,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rich-alexis-1.html,2001,Washington,Pac-10,SO,RB,11.0,12.0,109.0,9.1,0.0,125.0,391.0,3.1,5.0,137.0,500.0,3.6,5.0,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rich-alexis-1.html,*2002,Washington,Pac-10,JR,RB,11.0,27.0,266.0,9.9,0.0,202.0,688.0,3.4,10.0,229.0,954.0,4.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rich-alexis-1.html,2003,Washington,Pac-10,SR,RB,8.0,15.0,163.0,10.9,0.0,138.0,566.0,4.1,4.0,153.0,729.0,4.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rich-alexis-1.html,Career,Washington,,,,,59.0,576.0,9.8,0.0,583.0,2383.0,4.1,28.0,642.0,2959.0,4.6,28.0,2.0,31.0,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/will-allen-1.html,2001,Ohio State,Big Ten,SO,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/will-allen-1.html,*2002,Ohio State,Big Ten,JR,DB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/will-allen-1.html,*2003,Ohio State,Big Ten,SR,DB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,107.0,53.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/will-allen-1.html,Career,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,139.0,27.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcell-allmond-1.html,1999,USC,Pac-10,,WR,11.0,14.0,233.0,16.6,2.0,,,,,14.0,233.0,16.6,2.0,3.0,51.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcell-allmond-1.html,2000,USC,Pac-10,SO,WR,5.0,16.0,244.0,15.3,0.0,2.0,46.0,23.0,0.0,18.0,290.0,16.1,0.0,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcell-allmond-1.html,*2002,USC,Pac-10,JR,DB,13.0,,,,,,,,,0.0,0.0,,0.0,5.0,99.0,19.8,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcell-allmond-1.html,*2003,USC,Pac-10,SR,DB,13.0,,,,,,,,,0.0,0.0,,0.0,9.0,208.0,23.1,0.0,,,,,,,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcell-allmond-1.html,Career,USC,,,,,30.0,477.0,15.9,2.0,2.0,46.0,23.0,0.0,32.0,523.0,16.3,2.0,18.0,374.0,20.8,0.0,,,,,,,,,,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-anderson-1.html,2001,Ohio State,Big Ten,JR,DL,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tim-anderson-1.html,Career,Ohio State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-anderson-1.html,2002,San Jose State,WAC,JR,TE,13.0,13.0,155.0,11.9,2.0,,,,,13.0,155.0,11.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-anderson-1.html,2003,San Jose State,WAC,SR,TE,11.0,23.0,322.0,14.0,5.0,,,,,23.0,322.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-anderson-1.html,Career,San Jose State,,,,,36.0,477.0,13.3,7.0,,,,,36.0,477.0,13.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-andrews-1.html,*2002,Arkansas,SEC,,OL,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-andrews-1.html,*2003,Arkansas,SEC,JR,OL,12.0,,,,,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shawn-andrews-1.html,Career,Arkansas,,,,,,,,,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matthias-askew-1.html,2002,Michigan State,Big Ten,SO,DL,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/matthias-askew-1.html,Career,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jason-babin-1.html,2001,Western Michigan,MAC,SO,DL,11.0,,,,,,,,,0.0,0.0,,0.0,1.0,10.0,10.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jason-babin-1.html,2002,Western Michigan,MAC,JR,DL,12.0,3.0,35.0,11.7,0.0,,,,,3.0,35.0,11.7,0.0,,,,,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jason-babin-1.html,2003,Western Michigan,MAC,,DL,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jason-babin-1.html,Career,Western Michigan,,,,,3.0,35.0,11.7,0.0,,,,,3.0,35.0,11.7,0.0,1.0,10.0,10.0,0.0,2.0,15.0,7.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rashad-baker-1.html,2000,Tennessee,SEC,FR,DB,11.0,,,,,,,,,,,,,,,,,13.0,56.0,4.3,0.0,,,,,,1.0,27.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rashad-baker-1.html,2001,Tennessee,SEC,SO,DB,12.0,,,,,,,,,,,,,,,,,26.0,237.0,9.1,0.0,,,,,,4.0,82.0,20.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rashad-baker-1.html,*2002,Tennessee,SEC,JR,DB,11.0,,,,,,,,,,,,,,,,,12.0,129.0,10.8,0.0,,,,,,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rashad-baker-1.html,*2003,Tennessee,SEC,SR,DB,11.0,,,,,,,,,,,,,,,,,11.0,122.0,11.1,0.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rashad-baker-1.html,Career,Tennessee,,,,,,,,,,,,,,,,,,,,,62.0,544.0,8.8,0.0,,,,,,11.0,109.0,9.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-beard-1.html,2001,Miami (FL),Big East,SO,WR,11.0,25.0,409.0,16.4,2.0,,,,,25.0,409.0,16.4,2.0,,,,,2.0,18.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-beard-1.html,*2002,Miami (FL),Big East,JR,WR,10.0,23.0,262.0,11.4,4.0,1.0,3.0,3.0,0.0,24.0,265.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-beard-1.html,*2003,Miami (FL),Big East,SR,WR,13.0,19.0,249.0,13.1,1.0,1.0,14.0,14.0,0.0,20.0,263.0,13.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kevin-beard-1.html,Career,Miami (FL),,,,,67.0,920.0,13.7,7.0,2.0,17.0,8.5,0.0,69.0,937.0,13.6,7.0,,,,,2.0,18.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tatum-bell-1.html,2000,Oklahoma State,Big 12,FR,RB,9.0,5.0,42.0,8.4,0.0,49.0,251.0,5.1,1.0,54.0,293.0,5.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tatum-bell-1.html,2001,Oklahoma State,Big 12,SO,RB,10.0,18.0,97.0,5.4,0.0,197.0,776.0,3.9,6.0,215.0,873.0,4.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tatum-bell-1.html,*2002,Oklahoma State,Big 12,JR,RB,11.0,4.0,59.0,14.8,2.0,175.0,1096.0,6.3,11.0,179.0,1155.0,6.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tatum-bell-1.html,*2003,Oklahoma State,Big 12,SR,RB,11.0,9.0,60.0,6.7,0.0,213.0,1286.0,6.0,16.0,222.0,1346.0,6.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tatum-bell-1.html,Career,Oklahoma State,,,,,36.0,258.0,7.2,2.0,634.0,3409.0,5.4,34.0,670.0,3667.0,5.5,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-berrian-1.html,1999,Fresno State,WAC,,WR,8.0,5.0,53.0,10.6,1.0,,,,,5.0,53.0,10.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-berrian-1.html,2000,Fresno State,WAC,SO,WR,9.0,36.0,543.0,15.1,4.0,1.0,2.0,2.0,0.0,37.0,545.0,14.7,4.0,8.0,128.0,16.0,0.0,15.0,158.0,10.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-berrian-1.html,*2001,Fresno State,WAC,JR,WR,14.0,85.0,1364.0,16.0,13.0,7.0,91.0,13.0,0.0,92.0,1455.0,15.8,13.0,32.0,765.0,23.9,1.0,41.0,556.0,13.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-berrian-1.html,*2002,Fresno State,WAC,SR,WR,1.0,2.0,54.0,27.0,1.0,,,,,2.0,54.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-berrian-1.html,*2003,Fresno State,WAC,SR,WR,14.0,63.0,668.0,10.6,4.0,13.0,171.0,13.2,2.0,76.0,839.0,11.0,6.0,26.0,631.0,24.3,0.0,42.0,429.0,10.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bernard-berrian-1.html,Career,Fresno State,,,,,191.0,2682.0,14.0,23.0,21.0,264.0,12.6,2.0,212.0,2946.0,13.9,25.0,66.0,1524.0,23.1,1.0,98.0,1143.0,11.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryon-bingham-1.html,*2003,Nebraska,Big 12,SR,DL,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ryon-bingham-1.html,Career,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,1999,Kentucky,SEC,,TE,11.0,7.0,76.0,10.9,0.0,,,,,7.0,76.0,10.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,2000,Kentucky,SEC,SO,WR,10.0,23.0,199.0,8.7,0.0,,,,,23.0,199.0,8.7,0.0,2.0,16.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,2002,North Carolina,ACC,JR,TE,12.0,28.0,440.0,15.7,5.0,0.0,0.0,,0.0,28.0,440.0,15.7,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,2003,North Carolina,ACC,SR,TE,8.0,20.0,161.0,8.1,1.0,0.0,0.0,,0.0,20.0,161.0,8.1,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,Career,Overall,,,,,78.0,876.0,11.2,6.0,0.0,0.0,,0.0,78.0,876.0,11.2,6.0,2.0,16.0,8.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,,Kentucky,,,,,30.0,275.0,9.2,0.0,,,,,30.0,275.0,9.2,0.0,2.0,16.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bobby-blizzard-1.html,,North Carolina,,,,,48.0,601.0,12.5,6.0,0.0,0.0,,0.0,48.0,601.0,12.5,6.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/colby-bockwoldt-1.html,2003,Brigham Young,MWC,SR,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,4.0,0.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/colby-bockwoldt-1.html,Career,Brigham Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,4.0,0.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-boulware-1.html,2001,Florida State,ACC,SO,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,52.0,17.3,1.0,,,73.0,1.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-boulware-1.html,*2002,Florida State,ACC,JR,LB,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.5,0.0,,,84.0,1.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-boulware-1.html,Career,Florida State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,53.0,10.6,1.0,,,157.0,2.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jon-bradley-1.html,2002,Arkansas State,Sun Belt,JR,DL,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jon-bradley-1.html,Career,Arkansas State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/greg-brooks-1.html,2001,Southern Mississippi,CUSA,SO,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/greg-brooks-1.html,*2002,Southern Mississippi,CUSA,JR,DB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/greg-brooks-1.html,*2003,Southern Mississippi,CUSA,SR,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/greg-brooks-1.html,Career,Southern Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,24.0,2.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rufus-brown-1.html,2000,Florida State,ACC,FR,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rufus-brown-1.html,2001,Florida State,ACC,SO,DB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rufus-brown-1.html,*2002,Florida State,ACC,JR,DB,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,16.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rufus-brown-1.html,*2003,Florida State,ACC,SR,DB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/rufus-brown-1.html,Career,Florida State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,61.0,15.3,1.0,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-brown-1.html,*2001,Iowa,Big Ten,SO,WR,5.0,3.0,42.0,14.0,0.0,,,,,3.0,42.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-brown-1.html,*2002,Iowa,Big Ten,JR,WR,13.0,48.0,966.0,20.1,11.0,2.0,-8.0,-4.0,0.0,50.0,958.0,19.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-brown-1.html,*2003,Iowa,Big Ten,SR,WR,8.0,33.0,507.0,15.4,4.0,1.0,-5.0,-5.0,0.0,34.0,502.0,14.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/maurice-brown-1.html,Career,Iowa,,,,,84.0,1515.0,18.0,15.0,3.0,-13.0,-4.3,0.0,87.0,1502.0,17.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-bua-1.html,2001,Arkansas,SEC,SO,LB,10.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,2.0,17.0,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-bua-1.html,*2002,Arkansas,SEC,JR,LB,13.0,,,,,,,,,,,,,,,,,1.0,18.0,18.0,0.0,,,,,,2.0,13.0,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-bua-1.html,*2003,Arkansas,SEC,SR,DB,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tony-bua-1.html,Career,Arkansas,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,18.0,18.0,0.0,,,,,,6.0,30.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-carroll-1.html,2001,Arkansas,SEC,,DB,9.0,,,,,,,,,0.0,0.0,,0.0,1.0,11.0,11.0,0.0,,,,,,,,,,1.0,43.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-carroll-1.html,*2002,Arkansas,SEC,SO,DB,13.0,,,,,,,,,0.0,0.0,,0.0,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ahmad-carroll-1.html,*2003,Arkansas,SEC,JR,DB,13.0,,,,,1.0,12.0,12.0,0.0,1.0,12.0,12.0,0.0,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
