Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Exp_Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Pass_Att_PG_Prior,Pass_Att_PG_Draft,Pass_Cmp_PG_Prior,Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Pass_Yds_PG_Prior,Pass_Yds_PG_Draft,Pass_TD_PG_Prior,Pass_TD_PG_Draft,Pass_Int_PG_Prior,Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Rush_Att_PG_Prior,Rush_Att_PG_Draft,Rush_Yds_PG_Prior,Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Rush_TD_PG_Prior,Rush_TD_PG_Draft,Rec_PG_Prior,Rec_PG_Draft,Rec_Yds_PG_Prior,Rec_Yds_PG_Draft,Rec_TD_PG_Prior,Rec_TD_PG_Draft,Scrim_Yds_PG_Prior,Scrim_Yds_PG_Draft,Scrim_TD_PG_Prior,Scrim_TD_PG_Draft,Kick_FGA_PG_Prior,Kick_FGA_PG_Draft,Kick_FGM_PG_Prior,Kick_FGM_PG_Draft,Kick_FG_pct_Prior,Kick_FG_pct_Draft,Kick_XPA_PG_Prior,Kick_XPA_PG_Draft,Kick_XPM_PG_Prior,Kick_XPM_PG_Draft,Kick_XP_pct_Prior,Kick_XP_pct_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Def_Solo_Tackles_PG_Prior,Def_Solo_Tackles_PG_Draft,Def_Ast_Tackles_PG_Prior,Def_Ast_Tackles_PG_Draft,Def_Tot_Tackles_PG_Prior,Def_Tot_Tackles_PG_Draft,Def_Loss_Tackles_PG_Prior,Def_Loss_Tackles_PG_Draft,Def_Sk_PG_Prior,Def_Sk_PG_Draft,Def_Int_PG_Prior,Def_Int_PG_Draft,Def_PD_PG_Prior,Def_PD_PG_Draft,Def_FF_PG_Prior,Def_FF_PG_Draft,Def_FR_PG_Prior,Def_FR_PG_Draft,Def_Int_TD_PG_Prior,Def_Int_TD_PG_Draft,Def_TD_Fumbles_PG_Prior,Def_TD_Fumbles_PG_Draft
2013,damion-square-1,0,8,Undrafted,999,Undrafted,Damion Square,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Alabama,SEC,1,74,293,37.61,NULL,NULL,5.23,78.32,79.12,NULL,NULL,NULL,25.7,NULL,NULL,NULL,NULL,NULL,NULL,12,1,6.53,17.98,24.51,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0.96,0,2.14,0,0.52,0,0.14,0,0,0,0.04,0,0,0,0,0,0,0,0,0
2020,damon-arnette-1,1,1,Rounds 1-3,19,LVR,Damon Arnette,0,21.9,Bust,SR,0,CB,DB,Defense,24,Ohio State,Big Ten,1,72,195,26.44,30,9.125,4.56,90.2,87.45,NULL,NULL,NULL,15.1,NULL,NULL,NULL,NULL,NULL,NULL,3,4,14.04,13.36,27.39,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.45,0.78,0.73,2.92,3.18,0.08,0.09,0,0,0.11,0.09,0.39,0.73,0.03,0.09,0.03,0,0,0.09,0,0
2003,damon-duval-1,0,8,Undrafted,999,Undrafted,Damon Duval,NULL,NULL,Success,SR,0,P,Kicking,Special teams,NULL,Auburn,SEC,1,72,196,26.58,NULL,NULL,4.9,68,65.93,NULL,NULL,NULL,15.2,NULL,NULL,NULL,NULL,NULL,NULL,38,13,3.6,8.77,12.36,0,NULL,NULL,0.12,0,0.03,0,0.25,0,0.35,0,0.03,0,0.03,0,3,0,-3.25,0,82.7,0,0.15,0.08,0.09,0,0.6,0,0.03,0,0,0,0,0,0,0,0.09,0,0.03,0,1.74,1.15,1.15,0.46,0.66,40,2.5,3.08,2.5,3.08,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,damontae-kazee-1,0,5,Rounds 4-7,149,ATL,Damontae Kazee,11,3.5,Success,SR,0,CB,DB,Defense,24,San Diego State,MWC,0,70,184,26.4,30.875,8.625,4.54,86.62,80.51,34,6967.19,11,15.2,-4.2,124,20843.21,NULL,NULL,NULL,30,17,-0.89,6.86,5.97,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,3.21,3.29,1.23,1.5,4.44,4.79,0.29,0.21,0,0,0.26,0.5,0.54,0.57,0.13,0.07,0.03,0,0.03,0.07,0,0
2013,damontre-moore-1,1,3,Rounds 1-3,81,NYG,Damontre Moore,4,8.6,Bust,JR,1,DE,DL,Defense,20,Texas A&M,SEC,1,76,250,30.43,34.68,10.25,4.95,83.28,87.57,35.5,8554.37,12,18.9,-6.9,122,21890.77,NULL,NULL,NULL,5,26,14.01,6.05,20.05,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,2.12,0,4.48,0,0.96,0,0.56,0,0.04,0,0.04,0,0.16,0,0,0,0,0,0,0
2018,damon-webb-1,0,8,Undrafted,999,Undrafted,Damon Webb,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Ohio State,Big Ten,1,71,195,27.19,NULL,NULL,4.62,85.6,81.27,NULL,NULL,17,15.8,1.2,NULL,NULL,NULL,NULL,NULL,6,15,9.81,12.01,21.82,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,3.14,1.52,1.21,3.33,4.36,0.1,0.14,0,0,0.05,0.36,0.19,0.21,0.05,0,0,0.14,0.05,0.07,0,0
2010,danario-alexander-1,0,8,Undrafted,999,Undrafted,Danario Alexander,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Missouri,Big 12,1,77,215,25.49,NULL,NULL,4.62,94.38,101.21,NULL,NULL,NULL,13.8,NULL,NULL,NULL,NULL,NULL,NULL,49,59,4.13,0.19,4.33,0,0.08,0.51,0.03,0.15,0,0.08,0,50,0,3.08,0,0.08,0,0,0,20,0,30,0,383,0.29,0.08,1.44,0.77,4.9,10,0,0,2.29,8.69,29.32,137,0.24,1.08,30.76,137.77,0.24,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.08,0,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,dan-bailey-1,0,8,Undrafted,999,Undrafted,Dan Bailey,NULL,NULL,Success,SR,0,K,Kicking,Special teams,NULL,Oklahoma State,Big 12,1,72,193,26.17,NULL,NULL,4.92,65.88,63.87,NULL,NULL,NULL,14.9,NULL,NULL,NULL,NULL,NULL,NULL,3,61,15.1,1.53,16.62,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,2.38,0.94,2.08,0.73,87.1,4.09,5.38,4.09,5.23,1,97.1,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,dan-bazuin-1,1,2,Rounds 1-3,62,CHI,Dan Bazuin,0,11.1,Bust,SR,0,DE,DL,Defense,NULL,Central Michigan,MAC,0,75,266,33.24,33.5,10.5,4.77,102.76,105.93,30,8035.1,25,21.6,3.4,109,20215.16,7.09,4.75,94.75,23,56,4.53,-2.17,2.35,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,1.92,2,3.23,6.73,5.15,2.41,1.15,1.45,0.81,0,0,0.27,0.31,0.45,0.31,0,0.08,0,0,0,0.08
2008,dan-connor-1,1,3,Rounds 1-3,74,CAR,Dan Connor,12,9.4,Success,SR,0,ILB,LB,Defense,22,Penn State,Big Ten,1,74,231,29.66,NULL,NULL,4.67,97.13,98.13,NULL,NULL,NULL,18.1,NULL,NULL,NULL,NULL,NULL,NULL,46,7,2.39,6.7,9.09,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,5.31,2.61,5.85,6.1,11.15,0.47,1.15,0.21,0.5,0.1,0.08,0.26,0,0,0,0.03,0,0,0,0.03,0
2002,dan-dawson-1,0,8,Undrafted,999,Undrafted,Dan Dawson,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Rice,WAC,0,73,219,28.89,31.5,9.25,4.57,100.42,99.39,38,8302.95,24,17.3,6.7,124,21562.26,6.75,4,114.79,50,76,-1.79,-2.56,-4.35,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.27,0,0,0,0,0,0,0.06,0.18,0,0
2020,dandre-swift-1,1,2,Rounds 1-3,35,DET,D'Andre Swift,0,16.4,Bust,JR,1,RB,OB,Offense,21,Georgia,SEC,1,68,212,32.23,29.875,9,4.48,105.26,93.67,35.5,7773.69,NULL,20.2,NULL,121,20955.91,NULL,NULL,NULL,49,1,2.74,14.9,17.64,0,0.15,0.21,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41,14,57.48,87,6.83,6.2,0.45,0.5,1.69,1.71,15.52,15.43,0.14,0.07,73,102.43,0.59,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.07,0,0,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,dandre-walker-1,0,5,Rounds 4-7,168,TEN,D'Andre Walker,0,2.5,Bust,SR,0,OLB,LB,Defense,22,Georgia,SEC,1,74,251,32.22,34.375,9.875,NULL,NULL,NULL,NULL,NULL,NULL,20.5,NULL,NULL,NULL,NULL,NULL,NULL,14,15,9.53,11.17,20.69,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.92,0.96,1.83,2.58,3.75,0.63,0.92,0.23,0.63,0,0,0.04,0.25,0.04,0.33,0,0.08,0,0,0,0
2018,dane-cruikshank-1,0,5,Rounds 4-7,152,TEN,Dane Cruikshank,2,3.3,Bust,SR,0,SS,DB,Defense,23,Arizona,Pac-12,1,73,206,27.18,NULL,NULL,4.41,108.93,107.82,38.5,8112.96,25,15.7,9.3,121,20832.65,6.89,4.24,93.97,5,109,12.72,-9.55,3.17,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,4.23,0.58,1.46,5,5.69,0.13,0.35,0,0.08,0.17,0.23,0.58,0.38,0,0.08,0,0,0,0,0,0
2020,dane-jackson-1,0,7,Rounds 4-7,239,BUF,Dane Jackson,0,0.1,Bust,SR,0,CB,DB,Defense,NULL,Pitt,ACC,1,72,187,25.36,30.375,8.75,4.57,85.74,83.13,35,7183,NULL,14.1,NULL,122,20596.48,7.07,4.27,79.16,113,38,-4.49,5.09,0.6,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.31,0.7,1,3.21,3.31,0.18,0.23,0.03,0.04,0.09,0.08,0.82,0.92,0.12,0,0.06,0,0.03,0,0.03,0
2011,dane-sanzenbacher-1,0,8,Undrafted,999,Undrafted,Dane Sanzenbacher,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Ohio State,Big Ten,1,71,182,25.38,30.5,8.25,4.56,84.19,79.93,33.5,6849.01,NULL,14.2,NULL,118,19877.05,6.46,3.97,107.65,11,5,4.66,12.7,17.37,0,0.14,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.31,0.22,1.08,4,3.5,0,0.08,1.86,4.23,25.16,72.92,0.22,0.85,25.38,74,0.22,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
2009,dan-gronkowski-1,0,7,Rounds 4-7,255,DET,Dan Gronkowski,1,0.1,Success,SR,0,TE,Receivers,Offense,24,Maryland,ACC,1,77,255,30.24,NULL,NULL,4.79,96.88,103.88,33,8271.65,26,18.8,7.2,122,21993.49,6.92,4.26,114.25,92,44,-1.22,4.18,2.96,0,0.02,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,2.23,4.07,22.08,0.04,0.23,4.07,22.08,0.04,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,dan-herron-1,0,6,Rounds 4-7,191,CIN,Dan Herron,5,1.4,Success,SR,0,RB,OB,Offense,23,Ohio State,Big Ten,1,70,213,30.56,32,9,4.57,97.67,90.77,35,7717.15,22,18.8,3.2,117,20359.74,6.97,4.04,101.47,80,27,-0.21,4.87,4.66,0,0.19,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.47,19.14,64.53,96.43,4.79,5,0.85,0.43,1.06,1.14,8.09,4.86,0.03,0,72.62,101.29,0.88,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,daniel-bituli-1,0,8,Undrafted,999,Undrafted,Daniel Bituli,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Tennessee,SEC,1,74,246,31.58,34.375,9.25,4.84,89.66,90.57,32,7932.57,16,19.9,-3.9,121,21654.42,NULL,NULL,NULL,97,29,-0.2,5.33,5.13,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3.14,4.2,3.21,2.7,6.36,6.9,0.36,0.45,0.04,0.3,0.04,0,0.11,0.2,0.04,0.1,0.04,0,0.04,0,0,0
2017,daniel-brunskill-1,0,8,Undrafted,999,Undrafted,Daniel Brunskill,NULL,NULL,Success,SR,0,OT,OL,Offense,NULL,San Diego State,MWC,0,77,273,32.37,33.875,9.875,NULL,NULL,NULL,28,7870.56,17,21,-4,106,19896.44,7.9,4.84,72.54,30,17,-0.89,6.86,5.97,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,14.3,0,0.3,0,14.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,daniel-bullocks-1,1,2,Rounds 1-3,40,DET,Daniel Bullocks,7,15.2,Bust,SR,0,SS,DB,Defense,23,Nebraska,Big 12,1,72,212,28.75,31.25,10.5,4.38,115.2,111.7,38,8159.14,18,17.2,0.8,124,21418.45,6.91,4.16,98.82,67,25,2.97,4.6,7.57,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,0,3.08,0,6.92,0,0.33,0,0,0.29,0.08,0,0,0,0,0,0,0,0,0.04,0.08
2018,daniel-carlson-1,0,5,Rounds 4-7,167,MIN,Daniel Carlson,4,2.5,Success,SR,0,K,Kicking,Special teams,23,Auburn,SEC,1,77,213,25.26,32,9.75,NULL,NULL,NULL,NULL,NULL,NULL,13.6,NULL,NULL,NULL,NULL,NULL,NULL,25,11,5.78,12.17,17.95,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.51,0,20,0,0.03,0,0,0,0,0,0,0,0.51,0,0.03,0,2.13,2.21,1.77,1.64,0.83,74.2,3.62,4.07,3.62,4.07,1,100,0,0,0.03,0.07,0,0,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,daniel-coats-1,0,8,Undrafted,999,Undrafted,Daniel Coats,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,BYU,MWC,0,75,257,32.12,34.75,9.75,4.94,86.31,88.96,30,7850.2,34,20.5,13.5,111,20338.62,7.07,4.43,102.86,5,10,9.25,5.96,15.21,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1.69,22.03,18.38,0.21,0.15,22.03,18.38,0.21,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.03,0.08,0.03,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,daniel-graham-1,1,1,Rounds 1-3,21,NWE,Daniel Graham,19,21,Bust,SR,0,TE,Receivers,Offense,23,Colorado,Big 12,1,75,248,30.99,33.75,10,4.64,107.01,110.3,36,8590.37,NULL,19.4,NULL,118,21232.97,NULL,NULL,NULL,23,44,9.95,3.49,13.44,1,0.12,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,4.25,26.33,62.75,0.17,0.5,26.33,62.75,0.17,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,daniel-hardy-1,0,7,Rounds 4-7,238,TAM,Daniel Hardy,0,0.1,Bust,SR,0,TE,Receivers,Offense,24,Idaho,WAC,0,76,249,30.31,31.75,10,4.78,95.39,100.3,NULL,NULL,18,18.8,-0.8,NULL,NULL,NULL,NULL,NULL,61,70,-1.41,-1.36,-2.77,0,0.11,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,4,43.11,68.13,0.26,0.13,43.11,68.13,0.26,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,daniel-helm-1,0,8,Undrafted,999,Undrafted,Daniel Helm,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Duke,ACC,1,76,249,30.31,33.375,9.5,4.89,87.1,91.58,NULL,NULL,14,18.8,-4.8,NULL,NULL,NULL,NULL,NULL,64,72,2.82,3.54,6.37,0,0.05,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,2,20.5,20.85,0.15,0.15,20.5,20.85,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.31,0,0.08,0.08,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,daniel-jones-4,1,1,Rounds 1-3,6,NYG,Daniel Jones,9,30.3,Bust,JR,1,QB,QB,Offense,22,Duke,ACC,1,77,221,26.2,32.5,9.75,4.81,82.57,88.54,33.5,7650.24,NULL,14.6,NULL,120,20986.63,7,4.41,91.27,64,72,2.82,3.54,6.37,0,NULL,NULL,35.32,35.64,21.08,21.55,0.6,60.5,221.08,243.09,1.2,2,0.8,0.82,6.26,6.8,5.92,6.9,118.94,131.7,12.08,9.45,40.16,29,3.32,3.1,0.56,0.27,0.04,0.09,0,0.55,0,0,40.16,29.55,0.56,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0,0,0.04,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,daniel-lasco-1,0,7,Rounds 4-7,237,NOR,Daniel Lasco,0,0.1,Bust,SR,0,RB,OB,Offense,23,California,Pac-12,1,72,209,28.34,32,9.125,4.46,105.64,102.42,41.5,8637.13,23,16.8,6.2,135,23052.77,7.22,4.26,84.23,17,89,10.98,-1.44,9.54,0,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84,7.22,48.16,36.78,5.45,5.1,0.47,0.33,1.38,0.44,13.56,2.67,0.06,0,61.72,39.44,0.53,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.56,0.28,0,0.66,0.56,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0
2015,danielle-hunter-1,1,3,Rounds 1-3,88,MIN,Danielle Hunter,42,7.9,Success,JR,1,DE,DL,Defense,20,LSU,SEC,1,77,252,29.88,34.25,10.5,4.57,115.55,123.9,NULL,NULL,25,18.4,6.6,NULL,NULL,NULL,NULL,NULL,76,4,-1.43,12.18,10.75,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,2.31,3.62,3.31,5.31,5.62,0.62,1,0.23,0.12,0,0,0.15,0.46,0.08,0.08,0,0.08,0,0,0,0.08
2014,daniel-mccullers-1,0,6,Rounds 4-7,215,PIT,Daniel McCullers,6,0.4,Success,SR,0,DT,DL,Defense,22,Tennessee,SEC,1,79,352,39.65,36.63,11,5.18,97.78,108.96,20.5,8337.21,27,29.3,-2.3,97,20131.83,NULL,NULL,NULL,95,79,-0.71,5,4.29,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,1,0,2.75,0,0.38,0,0.04,0,0,0,0.08,0,0,0,0.08,0,0,0,0
2007,daniel-sepulveda-1,0,4,Rounds 4-7,112,PIT,Daniel Sepulveda,7,5.9,Success,SR,0,P,Kicking,Special teams,23,Baylor,Big 12,1,75,229,28.62,NULL,NULL,4.62,100.53,103.62,NULL,NULL,NULL,17.1,NULL,NULL,NULL,NULL,NULL,NULL,59,110,1.49,-6.11,-4.62,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.32,0,5.5,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,daniel-sorensen-1,0,8,Undrafted,999,Undrafted,Daniel Sorensen,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,BYU,Ind,0,73,205,27.04,31,8.5,4.67,86.2,85.32,32,7090.26,13,15.6,-2.6,114,19732.86,6.47,3.95,121.73,69,28,5.85,4.38,10.23,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.31,0,4,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,3.23,1.63,2.08,3.84,5.31,0.2,0.31,0.03,0,0.16,0.15,0.16,0.92,0,0.08,0.03,0,0.03,0,0,0
2010,daniel-teo-nesheim-1,1,3,Rounds 1-3,86,PHI,Daniel Te'o-Nesheim,12,8.1,Success,SR,0,DE,DL,Defense,23,Washington,Pac-10,1,75,263,32.87,NULL,NULL,4.73,105.09,108.32,37,9052.72,29,21.3,7.7,121,22003.67,6.91,4.18,121.71,70,70,2.34,1.27,3.61,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.25,1.86,0.83,4.24,3.08,0.89,1.08,0.51,0.83,0,0,0.03,0,0.08,0.42,0,0.08,0,0,0,0
2011,daniel-thomas-1,1,2,Rounds 1-3,62,MIA,Daniel Thomas,11,11.1,Bust,SR,0,RB,OB,Offense,23,Kansas State,Big 12,1,72,230,31.19,32.38,9,4.62,100.97,97.89,NULL,NULL,21,19.4,1.6,NULL,NULL,NULL,NULL,NULL,22,78,8.07,-3.96,4.11,0,0.37,0.35,0.33,0.62,0.25,0.31,0.75,50,4.17,8.08,0.08,0.08,0,0.08,12.5,13.1,17.5,10,262.5,176.5,20.58,22.92,105.42,121.92,5.12,5.3,0.92,1.46,2.08,2.08,21.42,13.15,0,0,126.83,135.08,0.92,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0,0,0.17,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,daniel-thomas-3,0,5,Rounds 4-7,157,JAX,Daniel Thomas,0,3.1,Bust,SR,0,SS,DB,Defense,22,Auburn,SEC,1,70,215,30.85,31.625,9.25,4.51,103.94,96.6,37,8066.59,24,19.1,4.9,125,21634.26,NULL,NULL,NULL,28,17,5.92,10.34,16.26,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,3.62,1.6,2.08,4.17,5.69,0.12,0.42,0,0,0.17,0,0.23,0.08,0.07,0.08,0.07,0.08,0.03,0,0,0
2019,daniel-wise-1,0,8,Undrafted,999,Undrafted,Daniel Wise,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Kansas,Big 12,1,75,281,35.12,33,10,5.28,72.31,74.54,27.5,7957.82,22,23.5,-1.5,112,20985.86,7.53,4.37,98.09,106,82,-3.3,-1.56,-4.86,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,2.45,1.19,0.64,3.81,3.09,1,1.09,0.39,0.45,0,0,0.06,0,0.06,0,0.03,0,0,0,0,0
