Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Adj_Pass_Att_PG_Prior,Adj_Pass_Att_PG_Draft,Adj_Pass_Cmp_PG_Prior,Adj_Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Adj_Pass_Yds_PG_Prior,Adj_Pass_Yds_PG_Draft,Adj_Pass_TD_PG_Prior,Adj_Pass_TD_PG_Draft,Adj_Pass_Int_PG_Prior,Adj_Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Adj_Rush_Att_PG_Prior,Adj_Rush_Att_PG_Draft,Adj_Rush_Yds_PG_Prior,Adj_Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Adj_Rush_TD_PG_Prior,Adj_Rush_TD_PG_Draft,Adj_Rec_PG_Prior,Adj_Rec_PG_Draft,Adj_Rec_Yds_PG_Prior,Adj_Rec_Yds_PG_Draft,Adj_Rec_TD_PG_Prior,Adj_Rec_TD_PG_Draft,Adj_Scrim_Yds_PG_Prior,Adj_Scrim_Yds_PG_Draft,Adj_Scrim_TD_PG_Prior,Adj_Scrim_TD_PG_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2014,cody-latimer-1,1,2,Rounds 1-3,56,DEN,Cody Latimer,6,12,Bust,JR,1,WR,Receivers,Offense,21,Indiana,Big Ten,1,74,215,27.6,32.63,9.63,4.52,103.02,104.07,NULL,NULL,23,6.9,NULL,NULL,NULL,NULL,NULL,16,115,13.42,-9.01,4.41,0,0.18,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.16,0,0.75,0,0,0,2.13,4.6,30.75,69.96,0.29,0.57,30.91,69.96,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,cody-pickett-1,0,7,Rounds 4-7,217,SFO,Cody Pickett,1,0.3,Success,SR,0,QB,QB,Offense,24,Washington,Pac-10,1,75,233,29.12,31.38,9.63,4.79,88.52,91.24,30.5,7434.23,NULL,NULL,109,19537.2,7.19,4.3,93.58,67,67,1.82,1.49,3.3,0,0,0,14.02,28.08,8.12,15.9,41.42,56.6,106.5,188.15,0.55,0.93,0.47,0.8,5.33,6.7,2.13,6.1,76.68,118.1,3.57,6.03,-2.31,-4.83,-0.38,-0.8,0.17,0.23,0.03,0,-0.33,0,0,0,-2.64,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,cody-prewitt-1,0,8,Undrafted,999,Undrafted,Cody Prewitt,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Ole Miss,SEC,1,74,208,26.7,32.63,9.13,4.6,92.91,93.86,35,7614.43,11,-4.2,125,21490.45,7.12,4.23,87.74,70,1,0.87,15.93,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,3.38,1.77,1.54,4.58,4.92,0.25,0.31,0.04,0,0.24,0.24,0.19,0.16,0.05,0.08,0.03,0.08,0,0.08,0,0
2004,cody-spencer-1,0,6,Rounds 4-7,182,OAK,Cody Spencer,4,1.8,Success,SR,0,ILB,LB,Defense,23,North Texas,Sun Belt,0,74,242,31.07,31.63,9.75,4.65,103.52,104.58,34.5,8235.84,27,7.6,116,20801.35,6.94,4.08,114.86,54,36,-1.08,0.28,-0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.24,0,0,0,0,0,0,0,0,0,0
2019,cody-thompson-1,0,8,Undrafted,999,Undrafted,Cody Thompson,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Toledo,MAC,0,73,205,27.04,31,9.375,4.57,94,93.04,38.5,8092.42,19,3.4,119,20503.75,6.87,4.03,101.66,9,84,7.26,-7.95,-0.7,0,0.16,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.65,65.38,49.14,0.48,0.76,65.38,49.14,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,cody-white-3,0,8,Undrafted,999,Undrafted,Cody White,NULL,NULL,Success,JR,1,WR,Receivers,Offense,NULL,Michigan State,Big Ten,1,75,217,27.12,32.5,10,4.66,92.03,94.87,35.5,7876.41,NULL,NULL,120,20904.46,7.19,4.52,80.78,104,36,-0.23,6.29,6.06,0,0.18,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.45,1.93,1.68,13.4,3.7,0.05,0,3.29,4.27,44.67,59.61,0.25,0.39,46.6,61.29,0.31,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,colby-cameron-1,0,8,Undrafted,999,Undrafted,Colby Cameron,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Louisiana Tech,WAC,0,74,212,27.22,32,9.08,4.78,81.22,82.05,30.5,7002.8,NULL,NULL,112,19568.31,6.98,4.28,92.32,1,119,20.9,-14.57,6.33,0,0,0,12.84,29.38,7.14,20.21,56,68.8,88.78,232.11,0.53,1.74,0.26,0.28,6.13,7.9,5.53,8.7,110.47,153.2,3.14,4.1,10.16,11.88,2.67,2.9,0.06,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,colby-parkinson-1,0,4,Rounds 4-7,133,SEA,Colby Parkinson,0,4.5,Bust,JR,1,TE,Receivers,Offense,NULL,Stanford,Pac-12,1,79,252,28.39,33.25,9.625,4.77,97.35,108.48,32.5,8132.93,18,1.1,109,19927.54,7.15,4.46,97.09,109,80,-2.36,-0.02,-2.38,0,0.15,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.24,26.59,39.8,0.64,0.07,26.59,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,colby-whitlock-1,0,8,Undrafted,999,Undrafted,Colby Whitlock,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Texas Tech,Big 12,1,74,302,38.77,30.38,9,5.27,78.31,79.11,30.5,8851.78,25,-1.9,105,20338.04,7.73,4.75,87.15,23,93,5.87,-2.82,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.4,1.01,1.2,3.01,3.6,0.5,0.54,0.14,0.12,0,0,0.13,0.06,0.04,0,0,0,0,0,0,0
2017,cole-hikutini-1,0,8,Undrafted,999,Undrafted,Cole Hikutini,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Louisville,ACC,1,76,247,30.06,32.75,10,NULL,NULL,NULL,NULL,NULL,20,1.5,NULL,NULL,NULL,4.34,NULL,6,31,8.81,3.06,11.87,0,0.13,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,3.44,33.14,45.96,0.29,0.55,33.14,45.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,cole-kmet-1,1,2,Rounds 1-3,43,CHI,Cole Kmet,0,14.5,Bust,JR,1,TE,Receivers,Offense,21,Notre Dame,Ind,1,78,262,30.27,33,10.5,4.7,107.38,117.4,37,9032.17,NULL,NULL,123,22291.48,7.44,4.41,93.01,13,12,5.97,11.25,17.22,0,0.01,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,4.03,10.32,48.28,0,0.56,10.32,48.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,cole-mcdonald-1,0,7,Rounds 4-7,224,TEN,Cole McDonald,0,0.1,Bust,JR,1,QB,QB,Offense,NULL,Hawaii,MWC,0,75,215,26.87,32.25,9.75,4.58,97.73,100.73,36,7912.41,NULL,NULL,121,21017.54,7.13,4.52,81.7,24,98,6.07,-5.88,0.19,0,0,0,14.98,25.9,8.8,16.52,57.25,63.8,116.31,209.75,1.14,1.67,0.3,0.71,5.2,8.1,6.65,8.2,129.65,147.6,7.41,9.11,27.87,34.62,5.65,3.8,0.26,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,colin-branch-1,0,4,Rounds 4-7,119,CAR,Colin Branch,10,5.4,Success,SR,0,FS,DB,Defense,23,Stanford,Pac-10,1,72,203,27.53,31.25,9.5,4.4,108.32,105.02,36,7665.88,22,5.9,119,20462.66,NULL,NULL,NULL,97,99,-2.86,-1.64,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0.16,0,0,0,0,0,0,0,0,0,0
2011,colin-kaepernick-1,1,2,Rounds 1-3,36,SFO,Colin Kaepernick,45,16.2,Success,SR,0,QB,QB,Offense,23,Nevada,WAC,0,77,233,27.63,33.5,9.13,4.53,110.66,118.66,32.5,7742.59,NULL,NULL,115,20462.27,6.85,4.18,110.19,8,31,11.09,0.87,11.96,0,0,0,26.37,28.72,14.72,18.64,55.67,64.9,204.78,241.25,1.79,1.68,0.46,0.64,7.83,8.4,8.43,8.6,140.67,150.5,8.8,9.05,58.99,63.36,6.63,7,0.79,1.05,0.03,0,0.2,0,0.03,0,22.79,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,colin-mccarthy-1,0,4,Rounds 4-7,109,TEN,Colin McCarthy,11,6.1,Success,SR,0,ILB,LB,Defense,22,Miami (FL),ACC,1,73,238,31.4,29.5,10.25,4.59,107.24,106.15,36.5,8462.02,23,3.3,119,21181.71,6.93,4.2,108.57,66,27,2.12,6.14,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,4.19,1.9,5.48,4.6,9.68,0.51,0.93,0.07,0.2,0.04,0.1,0,0,0.06,0,0,0,0,0,0.02,0
2010,colin-peek-1,0,8,Undrafted,999,Undrafted,Colin Peek,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Alabama,SEC,1,77,254,30.12,34,9.63,4.93,86,92.21,NULL,NULL,19,0.3,NULL,NULL,NULL,NULL,NULL,21,2,7.09,16.6,23.69,0,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,2.25,20.5,27.14,0.08,0.26,20.5,27.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,collin-johnson-2,0,5,Rounds 4-7,165,JAX,Collin Johnson,0,2.6,Bust,SR,0,WR,Receivers,Offense,22,Texas,Big 12,1,78,222,25.65,31.75,9,NULL,NULL,NULL,NULL,NULL,17,3.1,NULL,NULL,NULL,NULL,NULL,17,65,10.76,1.42,12.18,0,0.18,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,4.51,48.11,66.28,0.3,0.36,48.11,66.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,collin-klein-1,0,8,Undrafted,999,Undrafted,Collin Klein,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Kansas State,Big 12,1,77,226,26.8,32,9.28,4.78,86.58,92.84,29,7059.16,NULL,NULL,111,19701.75,7.17,4.4,88.28,11,27,7.52,9.4,16.92,0,0,0,15.73,28.95,9.06,18.76,59.2,64.8,108.07,251.89,0.74,1.52,0.31,0.86,7.25,8.7,7.8,8.4,134.7,149.2,12.28,13.75,50.75,60.49,4.65,4.4,1.03,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,colt-brennan-1,0,6,Rounds 4-7,186,WAS,Colt Brennan,0,1.6,Bust,SR,0,QB,QB,Offense,25,Hawaii,WAC,0,74,207,26.57,NULL,NULL,4.79,78.64,79.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,48,7.95,-1.59,6.36,0,0,0,27,25,18.99,17.6,70.3,70.4,247.24,212.5,2.32,1.86,0.63,0.83,9.15,8.5,9.8,8.5,170.75,159.8,11.24,11.12,31.62,3.34,2.95,0.3,0.42,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,colt-lyerla-1,0,8,Undrafted,999,Undrafted,Colt Lyerla,NULL,NULL,Success,JR,1,TE,Receivers,Offense,NULL,Oregon,Pac-12,1,76,242,29.45,32.75,10.25,4.61,107.16,112.68,39,8929.64,15,-2.9,128,22651.48,NULL,NULL,NULL,4,13,12.56,8.7,21.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.21,1.96,6.88,2.95,5.7,0.03,0.4,1.32,0.97,22.43,12.58,0.47,0,24.39,19.46,0.27,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,colt-mccoy-1,1,3,Rounds 1-3,85,CLE,Colt McCoy,13,8.2,Success,SR,0,QB,QB,Offense,24,Texas,Big 12,1,73,216,28.49,NULL,9.38,4.79,82.06,81.23,NULL,NULL,NULL,NULL,114,19958.84,NULL,NULL,NULL,3,12,11.08,9.12,20.21,1,0,0,27.98,26.11,19.61,18.44,70,70.6,231.49,195.83,2.05,1.5,0.78,0.67,8.27,7.5,8.5,7.5,158.27,147.4,7.23,8.82,27.49,23.81,3.63,2.7,0.39,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,conner-vernon-1,0,8,Undrafted,999,Undrafted,Conner Vernon,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Duke,ACC,1,72,196,26.58,30.48,9.28,4.68,81.72,79.23,32.5,6982.45,NULL,NULL,125,21243.92,6.93,4.22,88.77,44,110,5.48,-5.76,-0.28,0,0.26,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.24,1.22,-0.17,2.67,-0.7,0,0,4.11,4.63,55.47,58.48,0.27,0.44,56.68,58.31,0.2,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,connor-cook-1,0,4,Rounds 4-7,100,OAK,Connor Cook,0,6.9,Bust,SR,0,QB,QB,Offense,23,Michigan State,Big Ten,1,76,217,26.41,33,9.75,4.79,82.44,86.68,33,7490.97,NULL,NULL,113,19825.21,7.21,4.28,87.15,60,25,4.5,10.87,15.36,0,0,0,19.55,30,11.33,16.84,56.57,56.1,153.55,231,1.21,1.76,0.43,0.51,7.2,7.7,6.97,8.1,130.63,136.6,2.83,3.55,2.83,3.91,0.63,1.1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,connor-halliday-1,0,8,Undrafted,999,Undrafted,Connor Halliday,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Washington State,Pac-12,1,75,204,25.5,31.25,8.38,4.87,72.53,74.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,116,6.86,-8.4,-1.54,0,0,0,21.93,27.25,12.78,18.34,57.47,67.3,159.19,201.68,1.32,1.66,0.81,0.57,7.4,7.4,6.93,7.6,132.53,145,4.6,5.55,-20.58,-24.96,-4.67,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,connor-shaw-1,0,8,Undrafted,999,Undrafted,Connor Shaw,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,South Carolina,SEC,1,72,206,27.94,30,9.25,4.66,87.37,84.71,34,7419.16,NULL,NULL,116,20061.76,7.07,4.33,85.38,31,12,7.99,8.07,16.06,0,0,0,16.4,22.19,10.94,14.06,67.53,63.4,131.76,190.81,1.16,1.88,0.55,0.08,7.7,8.6,7.03,10.1,143.57,162.9,8.49,10.04,32.35,36.13,4.13,3.6,0.3,0.39,0,0.08,0,0.7,0,0.08,0,36.84,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,connor-wujciak-1,0,8,Undrafted,999,Undrafted,Connor Wujciak,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Boston College,ACC,1,74,291,37.36,33.25,10,4.91,100.14,101.16,34.5,9242.51,22,-3.5,117,21962.19,7.32,4.27,112.89,121,4,-12.87,11.15,-1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.39,0.78,0.62,1.54,3.01,0.26,1.09,0.08,0.43,0,0,0.05,0,0.05,0.1,0,0,0,0,0,0
2017,cooper-rush-1,0,8,Undrafted,999,Undrafted,Cooper Rush,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Central Michigan,MAC,0,75,228,28.49,32.375,9.125,4.93,77.19,79.57,27,6791.89,NULL,NULL,105,18817.77,7.23,4.47,85.17,82,79,-4.7,-0.9,-5.6,0,0,0,29.72,29.62,18.49,17.71,62.2,59.8,233.86,225.1,1.69,1.46,1.04,1.02,7.87,7.6,7.43,7.1,140.13,133.2,3.99,5.85,-2.72,-1.75,-0.9,-0.3,0.11,0.09,0,0.06,0,0.06,0,0,0,-1.69,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,cooper-wallace-1,0,8,Undrafted,999,Undrafted,Cooper Wallace,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Auburn,SEC,1,76,261,31.77,31.25,9.25,4.78,99.99,105.14,29,7778.2,21,0.7,105,19495.73,7.29,4.21,104.46,29,6,5.62,8.01,13.63,0,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,1.76,20.41,17.21,0.1,0.09,20.41,17.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,copeland-bryan-1,0,8,Undrafted,999,Undrafted,Copeland Bryan,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Arizona,Pac-10,1,76,253,30.79,33,9.25,4.9,87.77,92.29,33,8230.56,16,-3.3,117,21181.51,7.11,4.3,104.49,81,64,-2.5,2.6,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,1.02,0,3.97,0,1.07,0,0.81,0,0,0,0.54,0,0.1,0,0,0,0,0,0
2017,cordrea-tankersley-1,1,3,Rounds 1-3,97,MIA,Cordrea Tankersley,3,7.1,Bust,SR,0,CB,DB,Defense,23,Clemson,ACC,1,73,199,26.25,32.25,9.125,4.4,106.19,105.11,29.5,6581.55,13,-1.8,121,20688.84,7,4.32,84.83,14,10,9.4,10.68,20.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,2.91,0.85,0.97,2.28,3.88,0.15,0.45,0.02,0,0.11,0.29,0.21,0.79,0,0,0,0,0.02,0,0,0
2001,corey-brown-1,0,8,Undrafted,999,Undrafted,Corey Brown,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Tulsa,WAC,0,72,202,27.39,NULL,NULL,4.63,87.91,85.24,39.5,8184.96,NULL,NULL,126,21521.36,NULL,NULL,NULL,92,53,-8.21,-0.57,-8.77,0,NULL,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,4.41,0,51.18,0,0.29,0,51.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,corey-brown-2,0,8,Undrafted,999,Undrafted,Corey Brown,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Ohio State,Big Ten,1,71,178,24.82,31.75,9.38,4.51,86.05,81.7,33,6689.74,NULL,NULL,116,19486.52,7.16,4.22,74.29,3,27,10.77,4.87,15.65,0,0.12,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.22,2.57,2.31,7.4,10.5,0.02,0,2.96,5.14,35.48,62.85,0.18,0.82,38.06,65.16,0.16,0.82,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,corey-clement-1,0,8,Undrafted,999,Undrafted,Corey Clement,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Wisconsin,Big Ten,1,70,220,31.56,30.5,9.75,4.68,91.72,85.25,28.5,6858.8,19,-0.7,115,20195.2,NULL,4.53,NULL,67,4,2.13,13.17,15.3,0,0.12,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,17.99,52.25,79.14,6.43,4.4,0.77,0.86,0.64,1.2,5.58,13.2,0.06,0,57.83,92.34,0.83,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,corey-coleman-1,1,1,Rounds 1-3,15,CLE,Corey Coleman,6,23.8,Bust,JR,1,WR,Receivers,Offense,22,Baylor,Big 12,1,71,194,27.05,30.25,9,4.42,101.66,96.52,40.5,8174.79,17,1.3,129,21819.54,NULL,NULL,NULL,1,78,12.69,0.39,13.08,1,0.17,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.17,1.94,5.84,2.4,5,0.04,0,3.67,6.18,61.16,113.9,0.49,1.67,63.1,119.74,0.45,1.67,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,corey-crawford-1,0,8,Undrafted,999,Undrafted,Corey Crawford,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Clemson,ACC,1,77,299,35.45,34.5,9.25,5.01,94.92,101.78,33,9175.6,NULL,NULL,110,21047.3,7.64,4.65,91.74,54,3,-1.31,12.94,11.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,1.81,0.64,0.7,1.47,2.51,0.29,0.7,0.07,0.2,0.03,0,0.15,0.1,0.02,0,0,0.1,0,0,0,0
2017,corey-davis-3,1,1,Rounds 1-3,5,TEN,Corey Davis,14,31.4,Bust,SR,0,WR,Receivers,Offense,22,Western Michigan,MAC,0,75,209,26.12,33,9.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.28,NULL,9,16,7.61,4.42,12.03,1,0.44,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.06,0.31,0,4.33,0,0,0,6.14,7.7,99.83,119.05,0.88,1.51,100.14,119.05,0.45,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,corey-fuller-2,0,6,Rounds 4-7,171,DET,Corey Fuller,3,2.3,Success,SR,0,WR,Receivers,Offense,23,Virginia Tech,ACC,1,74,204,26.19,33.28,9.48,4.43,105.94,107.02,31.5,6992.63,12,-2.7,120,20637.38,NULL,NULL,NULL,83,32,-0.75,3.89,3.13,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.69,0,10,0,0,0.3,2.95,2.82,55.95,0,0.41,2.82,56.64,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,corey-lemonier-1,1,3,Rounds 1-3,88,SFO,Corey Lemonier,4,7.9,Bust,JR,1,DE,DL,Defense,21,Auburn,SEC,1,75,255,31.87,34.48,10.13,4.6,113.9,117.41,33,8271.65,27,6.7,119,21530.96,7.14,4.4,100.65,114,66,-6.65,5.72,-0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0.87,0,2.22,0,0.64,0,0.42,0,0,0,0,0,0.21,0,0.04,0,0,0,0,0
2011,corey-liuget-1,1,1,Rounds 1-3,18,SDG,Corey Liuget,43,22.3,Success,JR,1,DT,DL,Defense,21,Illinois,Big Ten,1,74,298,38.26,33.25,9.5,4.97,97.68,98.68,27.5,8307.07,27,0.6,102,19793.33,7.48,4.68,95.41,26,48,5.51,2.26,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,2.22,1.41,2.61,2.59,4.83,0.54,0.96,0.17,0.33,0,0,0.17,0.22,0.13,0,0.04,0,0,0,0,0
