Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2017,howard-wilson-1,0,4,Rounds 4-7,126,CLE,Howard Wilson,0,4.9,Bust,SO,1,CB,DB,Defense,21,Houston,American,0,73,184,24.27,31.375,9.625,4.57,84.37,83.51,33.5,6890.1,NULL,NULL,119,20072.32,6.68,3.94,101.26,26,30,2.5,2.94,5.44,0,0,0,0,0,1.81,3.66,0.81,0.73,2.62,4.39,0.04,0.2,0,0,0.26,0.39,0.4,0.78,0,0,0,0.16,0,0.08,0,0
2008,husain-abdullah-1,0,8,Undrafted,999,Undrafted,Husain Abdullah,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Washington State,Pac-10,1,72,204,27.66,31.75,9.25,4.63,88.78,86.08,32.5,7146.81,16,-0.2,115,19866.49,7.07,NULL,NULL,75,98,1.11,0.56,1.66,0,0,0,0,0,2.19,3.79,1.14,2.74,3.33,6.54,0.07,0.6,0,0,0.16,0.28,0,0,0,0,0,0,0,0.07,0,0
2009,ian-campbell-1,0,8,Undrafted,999,Undrafted,Ian Campbell,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Kansas State,Big 12,1,76,265,32.25,NULL,NULL,4.99,85.48,89.88,NULL,NULL,NULL,NULL,109,20194.62,6.93,4.28,117.47,19,112,3.41,-6.8,-3.39,0,0,0,0,0,1.66,1.75,1.36,1.54,3.02,3.3,0.73,0.56,0.41,0.32,0.02,0,0.1,0.21,0.03,0,0,0,0,0,0,0
2011,ian-williams-1,0,8,Undrafted,999,Undrafted,Ian Williams,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Notre Dame,Ind,1,73,319,42.08,32,9.5,5.21,86.59,85.71,28.5,8892.68,31,1.3,98,19608.05,NULL,4.78,NULL,67,23,3.15,7.2,10.35,0,0,0,0,0,1.31,1.66,1.89,2.18,3.2,3.84,0.26,0.36,0,0.15,0.03,0.1,0.02,0,0,0,0,0,0,0,0,0
2015,ibraheim-campbell-1,0,4,Rounds 4-7,115,CLE,Ibraheim Campbell,6,5.7,Success,SR,0,SS,DB,Defense,23,Northwestern,Big Ten,1,71,208,29.01,30.38,10.25,4.52,99.66,94.62,NULL,NULL,23,5.5,NULL,NULL,NULL,NULL,NULL,102,46,-3.03,3.83,0.8,0,0,0,0,0,3.67,4.33,2.61,1.66,6.28,5.99,0.16,0.11,0.02,0,0.17,0.34,0.22,0.34,0,0.33,0.05,0.11,0,0,0,0
2001,idrees-bashir-1,1,2,Rounds 1-3,37,IND,Idrees Bashir,19,15.9,Success,JR,1,FS,DB,Defense,22,Memphis,CUSA,0,74,206,26.45,31.5,9.5,4.56,95.29,96.26,40,8344.23,22,7,126,21603.54,7.14,4.2,87.2,105,14,-10.97,3.91,-7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.07,0,0.09
2017,ifeadi-odenigbo-1,0,7,Rounds 4-7,220,MIN,Ifeadi Odenigbo,3,0.2,Success,JR,1,DE,DL,Defense,23,Northwestern,Big Ten,1,75,258,32.24,32.625,10.5,4.72,103.96,107.16,31.5,8102.02,25,4.3,128,22980.19,7.26,4.4,97.71,87,23,0.48,4.98,5.46,0,0,0,0,0,0.84,1.39,0.51,0.52,1.36,1.91,0.47,1.04,0.43,0.79,0,0,0.02,0,0.15,0.17,0.07,0,0,0,0,0
2015,ifo-ekpre-olomu-1,0,7,Rounds 4-7,241,CLE,Ifo Ekpre-Olomu,0,0.1,Bust,SR,0,CB,DB,Defense,22,Oregon,Pac-12,1,69,192,28.35,30.88,9.63,4.52,92,83.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,30,14.36,7.86,22.22,1,0,0,0,0,2.55,2.76,1.26,1.28,3.81,4.04,0.11,0.06,0,0,0.14,0.12,0.28,0.54,0.02,0.06,0,0,0.02,0,0,0
2007,ikaika-alama-francis-1,1,2,Rounds 1-3,58,DET,Ikaika Alama-Francis,2,11.7,Bust,SR,0,DE,DL,Defense,22,Hawaii,WAC,0,77,280,33.2,NULL,NULL,4.85,101.21,108.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,13.47,-2.76,10.71,0,0,0,0,0,1.81,1.58,1.89,1.35,3.69,2.93,0.57,0.75,0.39,0.29,0,0,0.16,0.14,0.15,0.08,0.08,0,0,0,0,0
2000,ike-charlton-1,1,2,Rounds 1-3,52,SEA,Ike Charlton,3,12.7,Bust,JR,1,CB,DB,Defense,22,Virginia Tech,Big East,1,71,205,28.59,32,9.5,4.47,102.7,97.5,NULL,NULL,16,-1.1,126,21582.99,NULL,NULL,NULL,NULL,NULL,7.49,11.17,18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ik-enemkpali-1,0,6,Rounds 4-7,210,NYJ,I.K. Enemkpali,1,0.6,Success,SR,0,DE,DL,Defense,23,Louisiana Tech,CUSA,0,73,261,34.43,33.13,9.75,4.86,93.57,92.61,34,8549.09,28,5.5,112,20574.98,7.67,4.65,79.3,112,60,-9.93,-5.74,-15.66,0,0,0,0,0,0.79,1.48,0.86,1.83,1.64,3.3,0.32,0.77,0.13,0.46,0,0.17,0,0.08,0.02,0,0.03,0,0,0,0,0
2019,iman-marshall-1,0,4,Rounds 4-7,127,BAL,Iman Lewis-Marshall,0,4.8,Bust,SR,0,CB,DB,Defense,22,USC,Pac-12,1,73,207,27.31,30.375,9.5,4.53,98.31,97.31,NULL,NULL,16,0.2,NULL,NULL,NULL,NULL,NULL,92,65,0.55,1.68,2.22,0,0,0,0,0,2.79,3.03,1.53,0.9,4.32,3.93,0.1,0.45,0,0,0.13,0,0.67,0.72,0,0.08,0,0,0,0,0,0
2017,isaac-rochell-1,0,7,Rounds 4-7,225,LAC,Isaac Rochell,5,0.1,Success,SR,0,DE,DL,Defense,22,Notre Dame,Ind,1,76,280,34.08,32.75,9.75,4.89,97.94,102.98,31.5,8553.99,25,2.4,114,21273.67,NULL,NULL,NULL,53,62,5.46,-1.19,4.27,0,0,0,0,0,1.6,2.24,1.7,2.08,3.3,4.32,0.35,0.54,0.09,0.1,0,0,0.15,0.1,0,0,0.02,0,0,0,0,0
2018,isaac-yiadom-1,1,3,Rounds 1-3,99,DEN,Isaac Yiadom,5,6.9,Bust,SR,0,CB,DB,Defense,22,Boston College,ACC,1,73,190,25.06,NULL,NULL,4.52,91.04,90.11,NULL,NULL,8,-5.7,120,20349.76,NULL,4.18,NULL,85,36,2.09,7.3,9.39,0,0,0,0,0,1.58,2.53,0.71,1.19,2.29,3.72,0.06,0.07,0,0,0.05,0.15,0.53,0.51,0.03,0,0,0,0,0,0,0
2019,isaiah-buggs-1,0,6,Rounds 4-7,192,PIT,Isaiah Buggs,1,1.4,Bust,SR,0,DT,DL,Defense,23,Alabama,SEC,1,75,306,38.24,31.25,9.25,5.15,87,89.68,24.5,8008.89,20,-6.6,96,19032.62,8.01,4.83,78.81,3,12,12.19,13.1,25.29,0,0,0,0,0,1.54,1.53,2.38,1.92,3.92,3.45,0.31,0.9,0.11,0.61,0,0,0,0.19,0,0.13,0,0.07,0,0,0,0
2019,isaiah-johnson-4,0,4,Rounds 4-7,129,OAK,Isaiah Johnson,0,4.7,Bust,SR,0,CB,DB,Defense,23,Houston,American,0,74,208,26.7,33,8.75,4.4,110.99,112.12,36.5,7845.69,NULL,NULL,133,22723.87,6.81,4.06,104.29,5,119,10.81,-9.64,1.18,0,0,0,0,0,2.55,3.54,0.83,1.13,3.38,4.68,0,0.14,0,0,0.14,0.15,0.48,0.38,0,0,0,0,0,0,0,0
2014,isaiah-lewis-1,0,8,Undrafted,999,Undrafted,Isaiah Lewis,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Michigan State,Big Ten,1,70,211,30.27,31.5,9.63,4.6,94.25,87.6,36.5,7907.33,15,-3.6,122,21089.55,7.05,4.47,83.86,62,3,1.23,13.51,14.74,0,0,0,0,0,2.05,2.52,2.22,2.52,4.27,5.03,0.1,0.09,0,0,0.15,0.16,0.1,0.63,0,0,0,0.09,0.05,0,0,0
2018,isaiah-oliver-1,1,2,Rounds 1-3,58,ATL,Isaiah Oliver,6,11.7,Bust,JR,1,CB,DB,Defense,21,Colorado,Pac-12,1,73,190,25.06,NULL,NULL,4.5,92.67,91.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,74,-2.24,-0.36,-2.61,0,0,0,0.04,0,1.91,1.77,0.62,0.53,2.53,2.3,0,0,0,0,0.03,0.18,0.61,1.06,0.03,0,0,0,0,0,0,0
2020,isaiah-simmons-1,1,1,Rounds 1-3,8,ARI,Isaiah Simmons,0,28.4,Bust,JR,1,OLB,LB,Defense,22,Clemson,ACC,1,76,238,28.97,33.375,9.625,4.39,128.16,134.75,39,8847.47,NULL,NULL,132,23186.02,NULL,NULL,NULL,4,3,5.67,15.37,21.04,1,0,0,0,0,2.14,4.5,1.2,2.48,3.34,6.98,0.27,1.11,0.07,0.55,0.02,0.21,0.3,0.55,0.09,0.13,0,0.07,0.02,0,0,0
2011,jabaal-sheard-1,1,2,Rounds 1-3,37,CLE,Jabaal Sheard,48,15.9,Success,SR,0,DE,DL,Defense,22,Pitt,Big East,1,75,264,32.99,33.5,10,4.68,110.07,113.45,31,8148.19,NULL,NULL,115,21099.14,NULL,NULL,NULL,68,15,1.76,5.64,7.4,0,0,0,0,0,1.28,2.86,1.1,1.51,2.38,4.37,0.54,1.22,0.26,0.74,0,0,0.36,0.33,0.03,0.34,0,0.08,0,0,0,0
2004,jabari-greer-1,0,8,Undrafted,999,Undrafted,Jabari Greer,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Tennessee,SEC,1,70,178,25.54,31.13,8.88,4.5,86.82,80.69,36.5,7229.37,7,-7.5,126,21028.3,NULL,NULL,NULL,46,17,4.5,7.03,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
2014,jabari-price-1,0,7,Rounds 4-7,225,MIN,Jabari Price,1,0.1,Success,SR,0,CB,DB,Defense,21,North Carolina,ACC,1,71,200,27.89,31.63,9.13,4.45,102,96.84,NULL,NULL,16,-0.5,NULL,NULL,7.04,4.3,84.66,43,43,3.53,2.69,6.22,0,0,0,0,0,2.12,4.06,1,1.18,3.12,5.24,0.14,0.29,0.03,0,0.05,0,0.19,0.64,0,0.07,0,0.07,0,0,0,0
2020,jabari-zuniga-1,1,3,Rounds 1-3,79,NYJ,Jabari Zuniga,0,8.8,Bust,SR,0,DE,DL,Defense,NULL,Florida,SEC,1,75,264,32.99,32.875,10.375,4.64,113.91,117.41,33,8456.55,29,7.6,127,22949.28,NULL,NULL,NULL,29,7,4.83,10.38,15.22,0,0,0,0,0,1.05,1.25,1.31,1.25,2.36,2.51,0.62,1.15,0.39,0.6,0,0,0,0,0.02,0,0.03,0,0,0,0,0
2017,jabrill-peppers-1,1,1,Rounds 1-3,25,CLE,Jabrill Peppers,14,19.5,Bust,JR,1,SS,DB,Defense,21,Michigan,Big Ten,1,71,213,29.7,30.75,9.625,4.46,107.66,102.22,35.5,7794.24,19,0.9,128,22055.7,NULL,NULL,NULL,11,2,4.71,12.85,17.56,1,0,0,0,0.08,2.46,4.01,0.81,1.74,3.26,5.75,0.24,1.13,0,0.3,0,0.1,0.43,0.1,0,0,0,0,0,0,0,0
2019,jachai-polite-1,1,3,Rounds 1-3,68,NYJ,Jachai Polite,0,10.2,Bust,JR,1,OLB,LB,Defense,21,Florida,SEC,1,75,258,32.24,32.625,9.75,4.84,94.03,96.92,32,8179.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,20,5.91,7.75,13.66,0,0,0,0,0,1.18,2.02,1.13,1.35,2.31,3.37,0.62,1.46,0.31,0.87,0,0,0,0.32,0.13,0.45,0,0,0,0,0,0
2002,jack-brewer-1,0,8,Undrafted,999,Undrafted,Jack Brewer,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Minnesota,Big Ten,1,72,194,26.31,31.75,9,4.59,87.41,84.75,37,7635.16,12,-3,122,20740.29,6.9,4.24,88.18,49,74,-0.65,-0.05,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,jack-crawford-1,0,5,Rounds 4-7,158,OAK,Jack Crawford,15,3,Success,SR,0,DE,DL,Defense,24,Penn State,Big Ten,1,77,274,32.49,33.5,10.25,4.74,108.56,116.41,33,8661.99,NULL,NULL,116,21458.76,7.15,4.25,113.56,110,5,-4.49,10.96,6.47,0,0,0,0,0,0.72,1.29,1.23,1.58,1.95,2.87,0.81,0.54,0.32,0.46,0,0,0.11,0.42,0.04,0,0,0,0,0,0,0
2008,jack-ikegwuonu-1,0,4,Rounds 4-7,131,PHI,Jack Ikegwuonu,0,4.6,Bust,JR,1,CB,DB,Defense,22,Wisconsin,Big Ten,1,70,194,27.83,NULL,NULL,4.44,99.84,92.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,37,3.06,2.25,5.31,0,0,0,0,0,2.26,1.45,0.35,0.38,2.61,1.84,0.22,0,0,0,0.17,0.07,0,0,0,0,0,0,0.03,0,0.04,0
2014,jackson-jeffcoat-1,0,8,Undrafted,999,Undrafted,Jackson Jeffcoat,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Texas,Big 12,1,75,247,30.87,33.88,9.63,4.63,107.5,110.81,36,8569.83,18,-1.3,123,21983.32,6.97,4.18,111.87,64,56,3.09,4.36,7.45,1,0,0,0,0,1.08,3.1,0.82,2.29,1.89,5.38,0.55,1.31,0.24,0.93,0,0.07,0.12,0.29,0,0.13,0.04,0.2,0,0,0,0
2017,jack-tocho-1,0,7,Rounds 4-7,245,MIN,Jack Tocho,0,0.1,Bust,SR,0,CB,DB,Defense,21,North Carolina State,ACC,1,72,202,27.39,31.625,9.375,4.54,95.1,92.2,35,7491.16,21,5,125,21367.18,NULL,4.07,NULL,77,27,0.69,6.81,7.49,0,0,0,0,0,1.88,2.4,0.61,0.29,2.49,2.69,0,0.15,0,0.06,0.12,0.13,0.48,0.57,0,0,0,0,0,0,0,0
2008,jack-williams-1,0,4,Rounds 4-7,119,DEN,Jack Williams,2,5.4,Bust,SR,0,CB,DB,Defense,23,Kent State,MAC,0,69,186,27.46,31.75,9.63,4.43,96.59,87.86,35.5,7239.54,19,2.8,121,20421.76,6.91,NULL,NULL,95,77,-7.99,-4.3,-12.29,0,0,0,0,0,2.19,5.92,1.15,1.94,3.34,7.86,0.22,0.55,0.09,0,0.32,0.28,0,0,0,0,0,0,0,0,0,0
2020,jacob-phillips-1,1,3,Rounds 1-3,97,CLE,Jacob Phillips,0,7.1,Bust,JR,1,ILB,LB,Defense,21,LSU,SEC,1,75,229,28.62,32.375,10,4.66,97.12,100.11,39,8662.57,NULL,NULL,126,22076.05,7.38,4.33,85.25,1,33,18.8,7,25.8,0,0,0,0,0,1.83,3.62,2.86,3.69,4.69,7.31,0.25,0.49,0.04,0.06,0.04,0,0.18,0.06,0,0.06,0,0,0.04,0,0,0
2018,jacob-pugh-1,0,8,Undrafted,999,Undrafted,Jacob Pugh,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Florida State,ACC,1,76,246,29.94,34.375,10.125,4.65,105.23,110.65,38.5,8934.73,NULL,NULL,122,21808.59,NULL,NULL,NULL,72,29,-0.49,8.56,8.07,0,0,0,0,0,1.71,1.28,1.05,1.16,2.76,2.45,0.35,0.12,0.22,0,0.09,0,0.08,0.22,0.03,0,0.07,0.12,0,0,0,0.12
2015,jacoby-glenn-1,0,8,Undrafted,999,Undrafted,Jacoby Glenn,NULL,NULL,Success,SO,1,CB,DB,Defense,NULL,UCF,American,0,72,179,24.27,31.25,8.63,4.64,77.23,74.88,34,6864.47,NULL,NULL,123,20586.31,6.97,4.26,78.78,72,10,-0.92,2.89,1.98,0,0,0,0,0,3.13,2.62,1.04,0.97,4.17,3.59,0.24,0.07,0.14,0,0.14,0.48,1.02,0.75,0.16,0.07,0,0,0,0,0,0
2015,jacorey-shepherd-2,0,6,Rounds 4-7,191,PHI,JaCorey Shepherd,1,1.4,Bust,SR,0,CB,DB,Defense,22,Kansas,Big 12,1,71,199,27.75,30.63,8.63,4.62,87.36,82.94,NULL,NULL,14,-2.3,NULL,NULL,NULL,NULL,NULL,118,106,-8.27,1.42,-6.86,0,0,0,0,0,2.01,1.8,0.77,0.45,2.78,2.25,0.15,0,0.04,0,0.07,0.22,0.37,1.05,0.04,0,0.07,0,0.04,0,0,0
2012,jacquies-smith-1,0,8,Undrafted,999,Undrafted,Jacquies Smith,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Missouri,Big 12,1,75,253,31.62,32,9,4.75,99.4,102.46,31.5,7999.29,21,1,110,20102.27,7.25,4.31,99.17,30,44,3.77,7.32,11.08,0,0,0,0,0,7.2,1.7,7.39,1.46,14.59,3.15,1.18,0.73,0.37,0.36,0.02,0,0.62,0.29,0.1,0.24,0.1,0.08,0.02,0,0.05,0
2017,jadar-johnson-1,0,8,Undrafted,999,Undrafted,Jadar Johnson,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Clemson,ACC,1,72,206,27.94,32,9.25,4.6,92.02,89.21,33,7264.98,19,2.5,119,20524.29,6.9,4.2,94.99,14,10,9.4,10.68,20.08,0,0,0,0,0,1,2.65,0.76,1.23,1.76,3.88,0.1,0.13,0.03,0,0.12,0.31,0.06,0.44,0,0.06,0,0,0.03,0,0,0
2014,jadeveon-clowney-1,1,1,Rounds 1-3,1,HOU,Jadeveon Clowney,42,39.6,Success,JR,1,DE,DL,Defense,21,South Carolina,SEC,1,77,266,31.54,34.5,10,4.53,126.33,135.46,37.5,9191.44,21,0.9,124,22527.83,7.27,4.43,99.37,31,12,7.99,8.07,16.06,0,0,0,0,0,0.66,2.58,0.74,1.01,1.4,3.6,0.47,1.06,0.35,0.29,0,0,0.04,0.38,0.19,0.09,0,0,0,0,0,0
2009,jahi-word-daniels-1,0,8,Undrafted,999,Undrafted,Jahi Word-Daniels,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Georgia Tech,ACC,1,72,197,26.72,NULL,NULL,4.59,88.77,86.06,35.5,7465.53,24,8.7,122,20801.93,NULL,NULL,NULL,74,28,1.72,5.06,6.78,0,0,0,0,0,2.12,2.57,0.39,0.86,2.51,3.42,0.09,0.5,0,0,0.09,0.13,0,0,0,0,0,0,0,0,0,0
2019,jahlani-tavai-1,1,2,Rounds 1-3,43,DET,Jahlani Tavai,4,14.5,Bust,SR,0,OLB,LB,Defense,22,Hawaii,MWC,0,74,250,32.09,31.875,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,109,4.32,-10.45,-6.13,0,0,0,0,0,4.13,4.89,3.06,4.66,7.19,9.55,0.81,0.64,0.4,0.27,0.06,0,0.08,0.27,0.04,0.12,0.07,0,0,0,0,0
2006,jahmile-addae-1,0,8,Undrafted,999,Undrafted,Jahmile Addae,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,West Virginia,Big East,1,70,214,30.7,31,9,4.7,87.71,81.52,38.5,8277.32,NULL,NULL,122,21151.18,NULL,NULL,NULL,31,13,6.53,6.52,13.05,0,0,0,0,0,0,2.77,0,2.29,0,5.06,0,0,0,0,0.22,0.16,0,0,0,0,0,0,0,0.08,0,0
2011,jaiquawn-jarrett-1,1,2,Rounds 1-3,54,PHI,Jaiquawn Jarrett,5,12.4,Bust,SR,0,FS,DB,Defense,21,Temple,MAC,0,72,198,26.85,32.25,10,4.62,86.92,84.27,30,6638.1,14,-1.5,113,19434.87,6.95,4.14,91.63,79,16,-4.5,1.11,-3.39,0,0,0,0,0,3.33,3.27,2.31,2.63,5.65,5.89,0.11,0.16,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0
2018,jaire-alexander-1,1,1,Rounds 1-3,18,GNB,Jaire Alexander,11,22.3,Bust,JR,1,CB,DB,Defense,21,Louisville,ACC,1,71,192,26.78,NULL,NULL,4.38,104.34,99.06,35,7285.72,14,-1.5,127,21470.1,6.71,3.98,102.92,11,70,10.53,-0.85,9.67,0,0,0,0.04,0,1.79,2.04,0.53,0.94,2.31,2.98,0.04,0.16,0,0,0.23,0.17,0.42,0.67,0.04,0,0.04,0,0,0,0,0
2009,jairus-byrd-1,1,2,Rounds 1-3,42,BUF,Jairus Byrd,40,14.7,Success,JR,1,CB,DB,Defense,22,Oregon,Pac-10,1,70,207,29.7,NULL,NULL,4.68,86.3,80.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,79,14.7,-2.32,12.39,0,0,0,0,0.08,3.07,3.77,1.34,1.45,4.41,5.22,0.15,0.09,0.03,0,0.42,0.28,0,0,0,0,0,0,0,0,0.03,0
2012,jake-bequette-1,1,3,Rounds 1-3,90,NWE,Jake Bequette,0,7.7,Bust,SR,0,DE,DL,Defense,23,Arkansas,SEC,1,77,274,32.49,32,9.25,4.75,107.65,115.43,34,8816.17,NULL,NULL,113,20996.23,6.9,4.07,132.44,15,33,9.9,3.96,13.86,0,0,0,0,0,1.28,1.11,1.18,1.48,2.46,2.59,0.51,0.97,0.37,0.96,0,0,0.17,0.1,0.07,0.46,0,0,0,0,0,0
2013,jake-knott-1,0,8,Undrafted,999,Undrafted,Jake Knott,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Iowa State,Big 12,1,74,243,31.2,NULL,NULL,4.84,88.56,89.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,38,-1.69,7.09,5.4,0,0,0,0,0,3.92,5.13,2.35,2.24,6.27,7.37,0.28,0.56,0.03,0.05,0.15,0.18,0.2,0,0.16,0,0.1,0,0,0,0,0
2015,jake-ryan-1,0,4,Rounds 4-7,129,GNB,Jake Ryan,14,4.7,Success,SR,0,OLB,LB,Defense,23,Michigan,Big Ten,1,74,240,30.81,31,9.38,4.65,102.67,103.72,34.5,8194.75,20,0.8,120,21376.97,7.11,4.2,102.67,112,27,-5.47,7.29,1.82,0,0,0,0,0,1.43,5.55,0.73,3.73,2.15,9.29,0.47,1.16,0.08,0.17,0,0.09,0.04,0.26,0.03,0.17,0.05,0,0,0,0,0
2017,jaleel-johnson-1,0,4,Rounds 4-7,109,MIN,Jaleel Johnson,5,6.1,Bust,SR,0,DT,DL,Defense,23,Iowa,Big Ten,1,75,316,39.49,33.25,9.625,5.38,75.44,77.76,28,8753.96,19,-8.8,100,19854.77,7.64,4.62,97.91,95,13,-0.51,7.31,6.81,0,0,0,0,0,0.61,2.18,1.35,1.89,1.95,4.08,0.29,0.73,0.16,0.56,0,0,0.02,0.15,0,0,0.02,0,0,0,0,0
2015,jalen-collins-1,1,2,Rounds 1-3,42,ATL,Jalen Collins,3,14.7,Bust,JR,1,CB,DB,Defense,22,LSU,SEC,1,73,203,26.78,32.13,9.38,4.48,100.79,99.76,36,7665.88,NULL,NULL,124,21233.55,6.77,4.27,95.66,76,4,-1.43,12.18,10.75,0,0,0,0,0,1.4,2.55,0.97,0.91,2.36,3.45,0,0.27,0,0,0.07,0.09,0.11,0.83,0,0,0,0,0,0,0,0
2020,jalen-elliott-1,0,8,Undrafted,999,Undrafted,Jalen Elliott,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Notre Dame,Ind,1,72,205,27.8,31.75,9.125,4.8,77.24,74.88,34,7398.62,15,-1.3,125,21428.81,6.87,4.3,92.18,13,12,5.97,11.25,17.22,0,0,0,0,0,1.79,2.13,1.5,1.47,3.3,3.59,0.02,0,0.01,0,0.08,0.16,0.19,0.16,0.02,0,0,0,0,0,0,0
2019,jalen-jelks-1,0,7,Rounds 4-7,241,DAL,Jalen Jelks,0,0.1,Bust,SR,0,DE,DL,Defense,23,Oregon,Pac-12,1,77,256,30.35,34.625,9.625,4.92,87.38,93.69,32.5,8215.1,19,0.1,113,20626.43,7.22,4.59,92.12,25,49,5.25,1.42,6.67,0,0,0,0,0,1.78,2.22,1.02,1.92,2.79,4.14,0.62,0.55,0.33,0.25,0.03,0,0.26,0.07,0.04,0,0,0.07,0,0,0,0
2016,jalen-mills-1,0,7,Rounds 4-7,233,PHI,Jalen Mills,15,0.1,Success,SR,0,SS,DB,Defense,22,LSU,SEC,1,72,191,25.9,31.125,9.125,4.61,84.58,82,37,7573.53,16,1.4,123,20832.84,6.86,4,96.12,43,41,6.61,8.44,15.04,0,0,0,0,0,2.7,4.03,1.93,0.81,4.63,4.84,0.18,0.16,0.08,0.14,0.15,0,0.21,0.43,0,0,0.03,0,0,0,0,0
2017,jalen-myrick-1,0,7,Rounds 4-7,222,JAX,Jalen Myrick,0,0.1,Bust,SR,0,CB,DB,Defense,22,Minnesota,Big Ten,1,70,200,28.69,31.625,8.75,4.28,119.2,110.79,37.5,7835.52,13,-4.2,124,21171.92,7.06,4.22,86.48,63,21,4,4.65,8.65,0,0,0,0.03,0,1.22,2.01,0.46,0.83,1.67,2.84,0.13,0.24,0.02,0,0.12,0.06,0.27,0.68,0.02,0,0.06,0,0.06,0,0,0
2016,jalen-ramsey-1,1,1,Rounds 1-3,5,JAX,Jalen Ramsey,37,31.4,Success,JR,1,CB,DB,Defense,21,Florida State,ACC,1,73,209,27.57,33.375,9.5,4.41,110.52,109.39,41.5,8637.13,14,-2.1,135,23052.77,6.94,4.18,95.68,47,9,4.84,8.75,13.59,1,0,0,0,0,2.8,2.57,1.44,1.04,4.23,3.61,0.39,0.24,0.14,0.07,0.1,0,0.45,0.61,0.13,0,0.03,0.07,0,0,0,0.07
2017,jalen-reeves-maybin-1,0,4,Rounds 4-7,124,DET,Jalen Reeves-Maybin,5,5,Success,SR,0,OLB,LB,Defense,22,Tennessee,SEC,1,72,230,31.19,32.25,9.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,70,11.58,-0.99,10.59,0,0,0,0,0,3.39,2.53,2.07,1.69,5.46,4.22,0.6,0.42,0.19,0,0.03,0,0.09,0,0.05,0,0.1,0,0,0,0,0
