Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2014,stanley-jean-baptiste-1,1,2,Rounds 1-3,58,NOR,Stanley Jean-Baptiste,0,11.7,Bust,SR,0,CB,DB,Defense,24,Nebraska,Big Ten,1,75,218,27.25,32.38,8.63,4.61,96.53,99.5,41.5,8822.03,13,-2.7,128,22158.42,NULL,4.33,NULL,48,50,3.38,1.84,5.22,0,0,0,0,0,0.88,2.06,0.42,1.07,1.29,3.12,0,0.23,0,0.08,0.14,0.34,0.06,1.01,0,0,0,0,0.04,0.08,0,0
2005,stanley-wilson-1,1,3,Rounds 1-3,72,DET,Stanley Wilson,5,9.7,Bust,SR,0,CB,DB,Defense,22,Stanford,Pac-10,1,72,185,25.09,30.25,9,4.36,102.39,99.27,39.5,7835.71,14,0.1,125,21017.93,NULL,NULL,NULL,90,34,-2,8.27,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.08,0,0,0,0,0,0,0,0,0,0
2013,stansly-maponga-1,0,5,Rounds 4-7,153,ATL,Stansly Maponga,2,3.3,Bust,JR,1,DE,DL,Defense,22,Texas Christian,Big 12,1,74,256,32.86,34.18,10,4.78,98.08,99.08,NULL,NULL,30,8.8,NULL,NULL,NULL,NULL,NULL,67,30,1.18,6.31,7.49,0,0,0,0,0,1.98,0,1.66,0,3.64,0,0.65,0,0.46,0,0,0,0.09,0,0.24,0,0.08,0,0,0,0,0
2020,stantley-thomas-oliver-iii-1,0,7,Rounds 4-7,221,CAR,Stantley Thomas-Oliver,0,0.2,Bust,SR,0,CB,DB,Defense,22,Florida International,CUSA,0,72,192,26.04,31.125,9.625,4.48,95.33,92.42,34,7131.54,NULL,NULL,127,21470.1,NULL,NULL,NULL,83,63,-5.18,-3.01,-8.19,0,0,0,0,0,1.7,3.05,1.25,0.87,2.95,3.92,0.22,0.29,0,0.16,0.08,0.08,0.8,0.63,0,0.07,0,0,0,0,0,0
2013,star-lotulelei-1,1,1,Rounds 1-3,14,CAR,Star Lotulelei,43,24.4,Success,SR,0,DT,DL,Defense,23,Utah,Pac-12,1,74,311,39.93,33.58,9.75,5.14,89.11,90.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,50,-0.37,2.88,2.51,0,0,0,0,0,0.84,0,1.54,0,2.38,0,0.42,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,stephan-virgil-1,0,8,Undrafted,999,Undrafted,Stephan Virgil,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Virginia Tech,ACC,1,71,183,25.52,NULL,NULL,4.69,75.65,71.82,34,6946.64,12,-2.4,113,19126.71,7.11,4.35,74.27,24,9,8.01,10.56,18.57,0,0,0,0,0,1.12,2.13,0.61,1.52,1.73,3.64,0.09,0.61,0.02,0.11,0.17,0.11,0,0,0,0,0,0,0,0,0.03,0
2009,stephen-hodge-2,0,8,Undrafted,999,Undrafted,Stephen Hodge,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Texas Christian,MWC,1,72,234,31.73,NULL,NULL,4.59,105.44,102.23,35,8148.58,22,2.1,115,20482.82,7.21,4.34,92.04,21,2,0.4,13.07,13.47,0,0,0,0.03,0,2.02,4.58,0.55,2.55,2.57,7.13,0.27,0.88,0.17,0.23,0,0.08,0,0,0.03,0,0,0,0,0,0,0
2007,stephen-nicholas-1,0,4,Rounds 4-7,109,ATL,Stephen Nicholas,27,6.1,Success,SR,0,OLB,LB,Defense,24,South Florida,Big East,0,73,232,30.61,32.75,8.88,4.64,100.1,99.08,33.5,7876.22,29,10.1,110,19670.84,7.29,4.45,85.49,65,18,0.12,5.83,5.94,0,0,0,0,0,4.22,5.44,2.59,1.38,6.81,6.81,1.34,1.19,0.68,0.58,0,0.15,0.29,0,0.17,0,0,0,0,0,0,0
2011,stephen-paea-1,1,2,Rounds 1-3,53,CHI,Stephen Paea,22,12.6,Success,SR,0,DT,DL,Defense,23,Oregon State,Pac-10,1,73,303,39.97,32.88,10,4.98,98.53,97.52,NULL,NULL,49,21.3,NULL,NULL,NULL,NULL,NULL,83,64,4.57,3.03,7.6,1,0,0,0,0,1.41,1.51,1.9,1.89,3.31,3.39,0.77,0.75,0.31,0.51,0,0,0.04,0.17,0.2,0.3,0,0,0,0,0,0
2018,stephen-roberts-2,0,8,Undrafted,999,Undrafted,Stephen Roberts,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Auburn,SEC,1,71,189,26.36,NULL,NULL,4.53,89.76,85.22,34,7069.91,NULL,NULL,121,20483.4,NULL,NULL,NULL,25,11,5.78,12.17,17.95,0,0,0,0,0,1.83,2.2,1.21,1.46,3.05,3.66,0.04,0.44,0,0,0.05,0,0.18,0.53,0.1,0.07,0,0,0,0,0,0
2016,stephen-weatherly-1,0,7,Rounds 4-7,227,MIN,Stephen Weatherly,8,0.1,Success,JR,1,OLB,LB,Defense,22,Vanderbilt,SEC,1,76,267,32.5,34.5,10.25,4.61,118.23,124.32,31,8209.82,23,2,117,21469.13,NULL,NULL,NULL,125,22,-9.45,7.18,-2.27,0,0,0,0.05,0,1.88,2.3,1.53,1.44,3.41,3.74,0.78,0.81,0.38,0.33,0,0,0.05,0.28,0.04,0.19,0.05,0.19,0,0,0,0
2015,stephone-anthony-1,1,1,Rounds 1-3,31,NOR,Stephone Anthony,10,17.6,Bust,SR,0,ILB,LB,Defense,23,Clemson,ACC,1,75,243,30.37,32.5,10.38,4.56,112.4,115.86,37,8641.83,23,4.2,122,21746.96,7.07,4.03,112.05,54,3,-1.31,12.94,11.63,0,0,0,0,0,2.5,3.63,1.75,2.09,4.25,5.72,0.58,0.77,0.19,0.16,0.05,0.08,0.11,0.23,0.09,0.08,0,0,0,0,0,0
2012,stephon-gilmore-1,1,1,Rounds 1-3,10,BUF,Stephon Gilmore,60,26.9,Success,JR,1,CB,DB,Defense,21,South Carolina,SEC,1,72,190,25.77,31,9.25,4.38,103.25,100.1,36,7398.81,15,0.5,123,20812.3,6.61,3.94,107.36,44,11,4.92,8.64,13.56,0,0,0,0,0,3.84,2.72,1.12,0.86,4.97,3.58,0.45,0.23,0.23,0.09,0.14,0.35,0,0,0,0,0,0,0.03,0,0,0
2014,stephon-tuitt-1,1,2,Rounds 1-3,46,PIT,Stephon Tuitt,30,13.9,Success,JR,1,DT,DL,Defense,21,Notre Dame,Ind,1,77,304,36.05,34.75,10,4.92,103.76,111.26,NULL,NULL,31,6.1,NULL,NULL,NULL,NULL,NULL,74,26,3,6.51,9.5,0,0,0,0,0,0.58,1.68,1.01,1.75,1.59,3.42,0.16,0.63,0.11,0.55,0,0.07,0.05,0.15,0,0.07,0,0,0,0.07,0,0
2016,sterling-bailey-1,0,8,Undrafted,999,Undrafted,Sterling Bailey,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Georgia,SEC,1,76,285,34.69,33.375,10.25,5.23,76.18,80.1,30,8425.44,20,-3.3,111,20913.86,7.46,4.73,90.35,85,8,0.64,8.35,8.98,0,0,0,0,0,0.65,1.1,1.09,2.8,1.73,3.9,0.04,0.21,0.05,0.09,0,0,0.16,0.19,0,0,0.03,0,0,0,0,0
2013,steve-beauharnais-1,0,7,Rounds 4-7,235,NWE,Steve Beauharnais,0,0.1,Bust,SR,0,ILB,LB,Defense,23,Rutgers,Big East,1,73,240,31.66,32.68,9.13,4.84,87.47,86.58,33,7963.49,19,-0.9,118,21068.62,6.99,4.2,107.15,98,4,-6.36,10.27,3.91,0,0,0,0.03,0,2.59,2.29,2.56,3.76,5.15,6.05,0.77,0.44,0.32,0.07,0.08,0.07,0.06,0,0.03,0,0.06,0,0,0,0,0
2016,steve-longa-1,0,8,Undrafted,999,Undrafted,Steve Longa,NULL,NULL,Success,JR,1,ILB,LB,Defense,NULL,Rutgers,Big Ten,1,73,241,31.79,32,9.75,4.78,92.33,91.39,32,7829.85,19,-1.1,116,20780.8,7.5,4.56,79.75,78,104,0.64,-4.2,-3.57,0,0,0,0,0,4.21,6.85,3.6,3.07,7.81,9.93,0.42,0.44,0.16,0.18,0,0,0.15,0.18,0.1,0.18,0.07,0,0,0,0,0
2016,steven-daniels-1,0,7,Rounds 4-7,232,WAS,Steven Daniels,0,0.1,Bust,SR,0,ILB,LB,Defense,23,Boston College,ACC,1,71,243,33.89,32.625,10,4.86,87.11,82.71,32,7870.94,16,-5.8,112,20205.18,7.33,4.54,85.68,121,4,-12.87,11.15,-1.73,0,0,0,0,0,2.38,4.41,1.52,2.68,3.9,7.1,0.31,1.38,0.11,0.54,0.05,0.09,0.05,0.18,0.02,0,0.08,0,0,0,0,0
2012,steven-johnson-2,0,8,Undrafted,999,Undrafted,Steven Johnson,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Kansas,Big 12,1,72,239,32.41,32.38,NULL,4.71,97.13,94.17,36,8405.48,16,-4.6,113,20277.18,7.32,4.38,89.28,95,120,-1.93,-2.82,-4.75,0,0,0,0,0,1.94,4.8,1,4.2,2.94,9.01,0.15,0.45,0.09,0,0,0.08,0.09,0,0,0,0,0,0,0,0,0
2015,steven-nelson-1,1,3,Rounds 1-3,98,KAN,Steven Nelson,18,7,Success,SR,0,CB,DB,Defense,22,Oregon State,Pac-12,1,70,197,28.26,30.63,9.25,4.49,96.94,90.1,34.5,7311.35,19,2.2,115,19722.68,6.88,4.07,95.92,89,98,0.11,-1.53,-1.42,0,0,0,0,0,3.38,2.84,0.98,1.77,4.36,4.6,0,0.15,0,0,0.41,0.14,0.55,0.55,0,0,0,0,0.07,0,0,0
2010,stevenson-sylvester-1,0,5,Rounds 4-7,166,PIT,Stevenson Sylvester,6,2.6,Success,SR,0,OLB,LB,Defense,22,Utah,MWC,1,74,231,29.66,NULL,NULL,4.71,93.88,94.84,NULL,NULL,23,4.9,NULL,NULL,NULL,NULL,NULL,34,23,3.34,3.94,7.28,0,0,0,0,0,2.18,2.6,2.54,3.41,4.72,6.01,0.5,0.37,0.17,0.15,0.04,0.08,0.21,0,0.08,0,0,0,0.04,0.08,0,0
2008,steve-octavien-1,0,8,Undrafted,999,Undrafted,Steve Octavien,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Nebraska,Big 12,1,72,238,32.28,32.5,9.5,4.67,100.08,97.03,29.5,7382.77,26,5.6,118,21027.53,NULL,NULL,NULL,28,115,6.87,-5.39,1.48,0,0,0,0,0,2.6,3.87,1.02,2.49,3.62,6.35,1.12,0.86,0.05,0.15,0,0,0.1,0.22,0.06,0,0,0,0,0,0,0
2002,steve-smith-1,0,7,Rounds 4-7,246,JAX,Steve Smith,0,0.1,Bust,SR,0,SS,DB,Defense,23,Oregon,Pac-10,1,73,193,25.46,31.5,9.25,4.62,84.73,83.86,30.5,6612.46,NULL,NULL,110,18869.61,7,4.22,85.25,20,33,9.08,7.83,16.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.51,0,0,0,0,0,0,0,0.06,0,0
2013,steve-williams-1,0,5,Rounds 4-7,145,SDG,Steve Williams,4,3.7,Success,JR,1,CB,DB,Defense,22,California,Pac-12,1,69,181,26.73,30.48,8.13,4.42,94.85,86.27,40.5,7907.71,12,-3.6,128,21398.29,6.89,4.1,86.85,93,98,-1.21,0.57,-0.65,0,0,0,0,0,2.16,3.9,0.64,1.67,2.8,5.57,0.08,0.49,0.04,0,0.12,0.2,0.54,0,0.04,0,0,0,0,0,0,0
2017,stevie-tuikolovatu-1,0,7,Rounds 4-7,223,TAM,Stevie Tu'Ikolovatu,0,0.1,Bust,SR,0,DT,DL,Defense,26,USC,Pac-12,1,73,331,43.67,33,10.25,5.45,75.04,74.27,24.5,8522.5,28,-3.2,91,18775.33,7.83,5,85.51,36,38,7.71,9.56,17.27,0,0,0,0,0,0.87,2.13,1.13,1.76,1.99,3.88,0.36,0.15,0.08,0.03,0,0,0.08,0.07,0,0,0.18,0,0,0,0.05,0
2007,stewart-bradley-1,1,3,Rounds 1-3,87,PHI,Stewart Bradley,19,8,Success,SR,0,OLB,LB,Defense,23,Nebraska,Big 12,1,76,254,30.91,34.38,10,4.72,102.35,107.62,35.5,8636.55,28,8.6,112,20431.17,7.29,4.17,103.08,17,25,3.79,5.13,8.92,0,0,0,0,0,1.64,3.1,2.23,2.43,3.87,5.53,0.59,0.37,0.43,0.07,0.14,0,0,0,0,0,0,0,0.14,0,0,0
2009,stryker-sulak-1,0,6,Rounds 4-7,199,OAK,Stryker Sulak,0,1.1,Bust,SR,0,DE,DL,Defense,NULL,Missouri,Big 12,1,76,251,30.55,NULL,NULL,4.63,109.24,114.86,31,7881.12,22,3,113,20523.71,7.31,4.58,87.91,6,69,9.73,3.39,13.11,0,0,0,0,0,1.59,1.72,1.44,1.55,3.04,3.27,0.46,0.92,0.24,0.54,0.02,0,0.07,0.31,0.08,0.36,0,0,0.02,0,0,0
2004,stuart-schweigert-1,1,3,Rounds 1-3,67,OAK,Stuart Schweigert,15,10.4,Success,SR,0,FS,DB,Defense,23,Purdue,Big Ten,1,74,218,27.99,31.75,9.5,4.47,109.21,110.32,38,8282.4,18,1.6,124,21541.71,6.68,3.89,122.25,61,14,3.49,7.3,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.29,0,0,0,0,0,0,0,0,0,0
2016,sua-cravens-1,1,2,Rounds 1-3,53,WAS,Su'A Cravens,3,12.6,Bust,JR,1,OLB,LB,Defense,21,USC,Pac-12,1,73,226,29.81,32.125,9.5,4.58,102.73,101.68,27,6750.8,16,-2.2,114,20164.29,NULL,NULL,NULL,37,50,4.68,6.85,11.53,0,0,0,0,0,3.04,3.04,1.14,2.64,4.17,5.68,0.64,0.99,0.14,0.36,0.21,0.13,0.28,0.39,0.07,0.13,0.04,0,0.03,0,0,0
2019,sutton-smith-1,0,6,Rounds 4-7,175,PIT,Sutton Smith,0,2.1,Bust,JR,1,DE,DL,Defense,23,Northern Illinois,MAC,0,72,233,31.6,30.75,9,4.69,96.32,93.38,31.5,7588.41,25,5.2,118,20924.81,6.75,4.32,108.61,121,34,-5.55,3.63,-1.92,0,0,0,0,0.07,1.17,2.67,0.68,1.12,1.85,3.79,0.74,1.65,0.36,0.94,0,0,0.07,0.06,0.07,0.25,0.07,0.19,0,0,0.05,0.06
2010,sydquan-thompson-1,0,7,Rounds 4-7,225,DEN,Syd'Quan Thompson,1,0.1,Success,SR,0,CB,DB,Defense,23,California,Pac-10,1,69,186,27.46,NULL,NULL,4.75,73.07,66.47,33,6854.1,NULL,NULL,117,19805.05,6.73,4.26,89.25,47,60,1.78,2.5,4.28,0,0,0,0.03,0,3.07,2.63,1.82,1.02,4.89,3.65,0.37,0.29,0.05,0,0.14,0.07,0,0,0,0,0,0,0,0,0.03,0
2013,sylvester-williams-1,1,1,Rounds 1-3,28,DEN,Sylvester Williams,29,18.5,Success,SR,0,DT,DL,Defense,24,North Carolina,ACC,1,75,313,39.12,33.48,10.75,5.03,97.79,100.8,26.5,8461.06,27,-0.5,102,20101.5,7.93,4.8,83.43,8,55,5.93,-1.41,4.52,0,0,0,0,0,1.65,0,2.22,0,3.87,0,0.5,0,0.16,0,0.07,0,0,0,0,0,0,0,0,0,0,0
2017,taco-charlton-1,1,1,Rounds 1-3,28,DAL,Taco Charlton,8,18.5,Bust,SR,0,DE,DL,Defense,22,Michigan,Big Ten,1,78,277,32.01,34.25,9.75,4.92,94.55,103.36,33,8723.62,25,4.2,116,21520.4,7.17,4.39,108.58,11,2,4.71,12.85,17.56,0,0,0,0,0,1.33,1.9,0.62,1.9,1.95,3.8,0.55,1.28,0.31,1.08,0,0,0,0.22,0.03,0,0,0,0,0,0,0
2012,tahir-whitehead-1,0,5,Rounds 4-7,138,DET,Tahir Whitehead,38,4.1,Success,SR,0,OLB,LB,Defense,22,Temple,MAC,0,73,233,30.74,32.38,10.25,4.62,102.29,101.24,37,8436.39,21,1.9,124,21849.87,7.14,4.37,92.93,40,3,-2.21,7.84,5.63,0,0,0,0,0,1.58,3.61,0.84,1.88,2.42,5.49,0.31,1.06,0.06,0.39,0.03,0,0.1,0.08,0.08,0.31,0,0.24,0,0,0,0
2015,taiwan-jones-1,0,8,Undrafted,999,Undrafted,Taiwan Jones,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Michigan State,Big Ten,1,75,245,30.62,34,10,4.95,81.62,84.13,32,7912.03,19,0,115,20708.8,7.25,4.33,95.37,7,22,9.76,6.31,16.07,0,0,0,0,0,1.01,2.5,1.08,2.34,2.09,4.83,0.19,1.01,0.01,0.27,0,0.07,0.02,0.07,0,0,0,0.16,0,0,0,0
2017,takkarist-mckinley-1,1,1,Rounds 1-3,26,ATL,Takkarist McKinley,12,19.2,Bust,SR,0,OLB,LB,Defense,21,UCLA,Pac-12,1,74,250,32.09,34.75,9.75,4.59,112.65,113.8,33,8168.93,24,3.6,122,21890.77,7.48,4.62,81.64,96,59,-0.86,3.49,2.63,0,0,0,0,0,1.08,3.75,0.32,0.83,1.41,4.58,0.5,1.35,0.36,0.74,0,0,0.13,0.44,0.17,0.23,0,0.08,0,0,0,0
2006,tamba-hali-1,1,1,Rounds 1-3,20,KAN,Tamba Hali,77,21.5,Success,SR,0,DE,DL,Defense,22,Penn State,Big Ten,1,75,275,34.37,NULL,NULL,4.87,97.78,100.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,10,8.75,11.66,20.41,1,0,0,0,0,0,2,0,2.82,0,4.82,0,1.26,0,0.76,0.1,0,0,0.28,0,0.07,0,0,0,0,0,0
2007,tanard-jackson-1,0,4,Rounds 4-7,106,TAM,Tanard Jackson,24,6.4,Success,SR,0,FS,DB,Defense,22,Syracuse,Big East,1,72,200,27.12,31,8.38,4.52,95.83,92.91,32.5,7064.63,12,-3.7,121,20709.38,6.89,4.28,89.93,102,72,-3.16,1.08,-2.08,0,0,0,0,0,1.4,3.75,0.47,1.2,1.86,4.94,0.11,0.36,0,0.22,0.14,0.17,0,0,0,0,0,0,0,0,0,0
2012,tank-carder-1,0,5,Rounds 4-7,147,BUF,Tank Carder,5,3.6,Success,SR,0,ILB,LB,Defense,23,Texas Christian,MWC,1,74,236,30.3,31.5,9.13,4.58,107.27,108.37,34.5,8112.58,19,0.3,121,21448.97,6.89,4.18,110.01,9,28,6.98,2.69,9.67,0,0,0,0,0,2.64,3.38,1.9,1.88,4.54,5.25,0.59,0.34,0.16,0,0.06,0.15,0.19,0.22,0.03,0,0.03,0,0.03,0.15,0,0
2002,tank-williams-1,1,2,Rounds 1-3,45,TEN,Tank Williams,27,14.1,Success,SR,0,FS,DB,Defense,22,Stanford,Pac-10,1,74,222,28.5,32.5,8.25,4.46,112.21,113.36,38.5,8441.67,19,2.1,125,21778.07,6.78,3.93,118.11,10,81,12.28,-0.14,12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.35,0,0,0,0,0,0,0,0,0,0.08
2020,tanner-muse-1,1,3,Rounds 1-3,100,LVR,Tanner Muse,0,6.9,Bust,SO,1,FS,DB,Defense,24,Clemson,ACC,1,74,227,29.14,31.5,9,4.41,120.03,121.26,34.5,7927.68,20,2.4,124,21726.61,NULL,NULL,NULL,4,3,5.67,15.37,21.04,0,0,0,0,0,1.34,2.42,1.37,1.21,2.71,3.63,0.08,0.37,0.04,0.1,0.07,0.28,0.22,0.21,0.02,0,0.02,0,0.03,0,0.02,0
2017,tanner-vallejo-1,0,6,Rounds 4-7,195,BUF,Tanner Vallejo,4,1.2,Success,SR,0,ILB,LB,Defense,22,Boise State,MWC,0,73,228,30.08,30.5,9.625,4.67,95.87,94.9,33.5,7794.04,NULL,NULL,121,21284.62,NULL,4.39,NULL,38,29,2.87,5.14,8.01,0,0,0,0,0,3.28,3.77,2.28,2.9,5.55,6.67,0.77,0.58,0.11,0.1,0.02,0,0.18,0,0.07,0,0.06,0,0.02,0,0,0
2017,tanzel-smart-1,0,6,Rounds 4-7,189,LAR,Tanzel Smart,4,1.5,Success,SR,0,DT,DL,Defense,22,Tulane,American,0,73,296,39.05,32.875,9.625,5.24,78.52,77.72,27,8188.89,22,-4.9,105,20214.78,7.53,4.57,96.66,105,60,-5.62,-0.92,-6.54,0,0,0,0,0,1.98,2.71,1.4,2.71,3.37,5.43,0.58,1.52,0.12,0.48,0,0,0.07,0,0.06,0.08,0.03,0.08,0,0,0,0
2017,tarell-basham-1,1,3,Rounds 1-3,80,IND,Tarell Basham,5,8.7,Bust,SR,0,DE,DL,Defense,23,Ohio,MAC,0,76,269,32.74,34.25,10.25,4.7,110.25,115.93,31.5,8328,15,-6.3,119,21818.58,7.27,4.35,103.28,83,26,-3.34,1.35,-1.99,0,0,0,0,0,1.26,1.85,1.47,1.39,2.73,3.24,0.64,0.96,0.46,0.55,0,0,0.07,0.12,0.11,0.07,0,0.07,0,0,0,0
2007,tarell-brown-1,0,5,Rounds 4-7,147,SFO,Tarell Brown,26,3.6,Success,SR,0,CB,DB,Defense,22,Texas,Big 12,1,71,190,26.5,31,8.25,4.45,96.9,92,33.5,7013.36,17,1.8,111,18962.16,7,4.37,79.58,6,26,7.27,4.92,12.18,0,0,0,0,0,0.72,3.15,0.58,1.12,1.3,4.27,0.05,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0
2018,tarvarus-mcfadden-1,0,8,Undrafted,999,Undrafted,Tarvarus McFadden,NULL,NULL,Success,JR,1,CB,DB,Defense,NULL,Florida State,ACC,1,74,198,25.42,NULL,NULL,4.67,83.26,84.11,38.5,7948.61,NULL,NULL,121,20668.29,NULL,NULL,NULL,72,29,-0.49,8.56,8.07,0,0,0,0,0,1.51,1.51,0.11,0.65,1.62,2.15,0.11,0,0,0,0.3,0,0.22,0.68,0,0,0,0,0,0,0,0
2017,tashawn-bower-1,0,8,Undrafted,999,Undrafted,Tashawn Bower,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,LSU,SEC,1,77,250,29.64,33.375,9.875,4.82,92.64,99.33,31.5,7937.66,20,1.8,121,21736.59,7.2,4.37,97.66,69,5,2.68,13.25,15.93,0,0,0,0,0,0.56,1.31,1.4,1.2,1.96,2.51,0.32,0.6,0.07,0.44,0,0,0.05,0.11,0.05,0.11,0,0,0,0,0,0
2008,tavares-gooden-1,1,3,Rounds 1-3,71,BAL,Tavares Gooden,9,9.8,Bust,SR,0,ILB,LB,Defense,23,Miami (FL),ACC,1,73,234,30.87,32.5,10.25,4.62,102.73,101.68,35,8148.58,22,2.8,118,20945.35,NULL,NULL,NULL,102,53,-3.89,2.66,-1.23,0,0,0,0,0,1.1,4.79,0.76,3.19,1.85,7.99,0.09,0.24,0,0,0,0.09,0.1,0,0.31,0,0,0,0,0,0,0
2015,tavaris-barnes-1,0,8,Undrafted,999,Undrafted,Tavaris Barnes,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Clemson,ACC,1,76,282,34.32,33.13,8.5,4.8,106.25,111.71,NULL,NULL,22,-0.9,NULL,NULL,NULL,NULL,NULL,54,3,-1.31,12.94,11.63,0,0,0,0,0,0.3,1.58,0.21,0.29,0.51,1.87,0.06,0.65,0.03,0.43,0,0,0.03,0.14,0,0.14,0,0,0,0,0,0
2018,taven-bryan-1,1,1,Rounds 1-3,29,JAX,Taven Bryan,6,18.2,Bust,JR,1,DT,DL,Defense,22,Florida,SEC,1,76,291,35.42,32.75,9.75,4.98,94.62,99.49,35,9319.6,30,6,119,22270.55,7.12,4.48,112.5,109,69,-0.94,1.77,0.83,0,0,0,0,0,0.65,1.81,0.59,2.13,1.24,3.95,0.22,0.64,0.08,0.49,0.05,0,0.05,0,0.05,0,0.15,0,0,0,0,0
2016,taveze-calhoun-1,0,8,Undrafted,999,Undrafted,Taveze Calhoun,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Mississippi State,SEC,1,72,192,26.04,31.875,9,4.58,87.27,84.61,33.5,7054.45,14,-0.7,NULL,NULL,NULL,NULL,NULL,33,36,8.45,5.14,13.59,0,0,0,0,0,1.72,1.77,0.75,1.11,2.47,2.87,0.13,0.48,0,0,0.11,0.15,0.3,0.61,0.05,0,0.03,0,0,0,0,0
2016,tavon-young-1,0,4,Rounds 4-7,104,BAL,Tavon Young,10,6.5,Success,SR,0,CB,DB,Defense,22,Temple,American,0,69,183,27.02,30.625,9.125,4.46,92.5,84.14,34.5,7023.73,9,-6.9,118,19897.6,6.8,3.93,96.64,61,17,0.84,5.6,6.45,0,0,0,0,0,1.96,2.56,0.39,1.06,2.35,3.62,0.09,0.44,0.06,0.08,0.22,0,0.39,0.57,0.03,0,0.03,0,0.03,0,0.03,0
2001,tay-cody-1,1,3,Rounds 1-3,67,SDG,Tay Cody,6,10.4,Bust,SR,0,CB,DB,Defense,23,Florida State,ACC,1,69,181,26.73,30.5,7.5,4.55,84.46,76.83,NULL,NULL,11,-4.6,NULL,NULL,NULL,NULL,NULL,3,2,6.28,16.85,23.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.07,0,0
2014,taylor-hart-1,0,5,Rounds 4-7,141,PHI,Taylor Hart,1,4,Bust,SR,0,DE,DL,Defense,23,Oregon,Pac-12,1,78,281,32.47,32.75,10.13,4.92,95.91,104.85,NULL,NULL,21,-0.3,NULL,NULL,NULL,NULL,NULL,4,13,12.56,8.7,21.27,0,0,0,0,0,0.65,2.68,0.68,1.99,1.32,4.67,0.11,0.37,0.09,0.22,0,0,0.06,0.31,0.02,0.19,0,0,0,0,0,0
2010,taylor-mays-1,1,2,Rounds 1-3,49,SFO,Taylor Mays,9,13.3,Bust,SR,0,FS,DB,Defense,22,USC,Pac-10,1,75,230,28.74,NULL,NULL,4.31,133.31,137.41,41,8991.47,24,6.8,125,21942.42,NULL,NULL,NULL,65,22,2.21,6.9,9.11,0,0,0,0,0,2.91,3.68,1.75,3.68,4.66,7.36,0.05,0,0,0,0.09,0.07,0.24,0,0,0,0,0,0,0,0,0
