Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts
2009,san-san-te-1,/cfb/players/san-san-te-1.html,92,San San Te*,Rutgers,Big East,13,39,39,100.0,18,28,64.3,93
2009,kyle-watson-1,/cfb/players/kyle-watson-1.html,93,Kyle Watson,UNLV,MWC,12,37,37,100.0,9,14,64.3,64
2009,randy-bullock-1,/cfb/players/randy-bullock-1.html,94,Randy Bullock*,Texas A&M,Big 12,13,51,51,100.0,12,19,63.2,87
2009,scott-enos-1,/cfb/players/scott-enos-1.html,95,Scott Enos,Hawaii,WAC,13,34,34,100.0,12,19,63.2,70
2009,daniel-lincoln-1,/cfb/players/daniel-lincoln-1.html,96,Daniel Lincoln*,Tennessee,SEC,9,33,34,97.1,10,16,62.5,63
2009,chris-ulinski-1,/cfb/players/chris-ulinski-1.html,97,Chris Ulinski,Utah State,WAC,12,40,41,97.6,13,21,61.9,79
2009,james-aho-1,/cfb/players/james-aho-1.html,98,James Aho,New Mexico,MWC,12,19,21,90.5,13,21,61.9,58
2009,jerry-phillips-1,/cfb/players/jerry-phillips-1.html,99,Jerry Phillips*,Bowling Green State,MAC,13,17,17,100.0,8,13,61.5,41
2009,ryan-payne-1,/cfb/players/ryan-payne-1.html,100,Ryan Payne,Louisville,Big East,8,16,18,88.9,8,13,61.5,40
2009,thomas-weber-1,/cfb/players/thomas-weber-1.html,101,Thomas Weber,Arizona State,Pac-10,8,19,20,95.0,8,13,61.5,43
2009,dave-teggart-1,/cfb/players/dave-teggart-1.html,102,Dave Teggart*,Connecticut,Big East,13,47,47,100.0,14,23,60.9,89
2009,josh-cherry-1,/cfb/players/josh-cherry-1.html,103,Josh Cherry,Kansas State,Big 12,12,27,30,90.0,12,20,60.0,63
2009,radi-jabour-1,/cfb/players/radi-jabour-1.html,104,Radi Jabour,Louisiana-Monroe,Sun Belt,12,35,38,92.1,12,20,60.0,71
2009,kyle-hughes-1,/cfb/players/kyle-hughes-1.html,105,Kyle Hughes,New Mexico State,WAC,13,14,14,100.0,9,15,60.0,41
2009,joe-carithers-1,/cfb/players/joe-carithers-1.html,106,Joe Carithers,Eastern Michigan,MAC,12,21,22,95.5,10,17,58.8,51
2009,lane-yoshida-1,/cfb/players/lane-yoshida-1.html,107,Lane Yoshida,San Diego State,MWC,12,30,33,90.9,10,17,58.8,60
2009,trevor-cook-1,/cfb/players/trevor-cook-1.html,108,Trevor Cook,Miami (OH),MAC,11,16,19,84.2,7,12,58.3,37
2009,nick-freeland-1,/cfb/players/nick-freeland-1.html,109,Nick Freeland,Indiana,Big Ten,12,34,34,100.0,14,25,56.0,76
2009,aric-goodman-1,/cfb/players/aric-goodman-1.html,110,Aric Goodman,Colorado,Big 12,12,31,32,96.9,10,18,55.6,61
2009,clark-fangmeier-1,/cfb/players/clark-fangmeier-1.html,111,Clark Fangmeier,Rice,CUSA,12,25,26,96.2,8,15,53.3,49
2009,branko-rogovic-1,/cfb/players/branko-rogovic-1.html,112,Branko Rogovic,Akron,MAC,12,24,24,100.0,7,15,46.7,45
2010,chris-hazley-1,/cfb/players/chris-hazley-1.html,1,Chris Hazley*,Virginia Tech,ACC,14,53,56,94.6,21,22,95.5,116
2010,alex-henery-1,/cfb/players/alex-henery-1.html,2,Alex Henery*,Nebraska,Big 12,14,54,54,100.0,18,19,94.7,108
2010,david-ruffer-1,/cfb/players/david-ruffer-1.html,3,David Ruffer*,Notre Dame,Ind,13,37,40,92.5,18,19,94.7,91
2010,ross-krautman-1,/cfb/players/ross-krautman-1.html,4,Ross Krautman*,Syracuse,Big East,13,30,32,93.8,18,19,94.7,84
2010,dan-conroy-1,/cfb/players/dan-conroy-1.html,5,Dan Conroy*,Michigan State,Big Ten,12,45,46,97.8,14,15,93.3,87
2010,jimmy-newman-1,/cfb/players/jimmy-newman-1.html,6,Jimmy Newman,Wake Forest,ACC,12,31,31,100.0,12,13,92.3,67
2010,grant-ressel-1,/cfb/players/grant-ressel-1.html,7,Grant Ressel*,Missouri,Big 12,13,45,47,95.7,17,19,89.5,96
2010,nate-whitaker-1,/cfb/players/nate-whitaker-1.html,8,Nate Whitaker*,Stanford,Pac-10,13,61,66,92.4,17,19,89.5,112
2010,bryson-rose-1,/cfb/players/bryson-rose-1.html,9,Bryson Rose,Ole Miss,SEC,12,43,44,97.7,16,18,88.9,91
2010,michael-barbour-1,/cfb/players/michael-barbour-1.html,10,Michael Barbour*,East Carolina,CUSA,13,56,57,98.2,16,18,88.9,104
2010,mike-barbour-1,/cfb/players/mike-barbour-1.html,11,Mike Barbour*,East Carolina,CUSA,13,56,57,98.2,16,18,88.9,104
2010,scott-blair-1,/cfb/players/scott-blair-1.html,12,Scott Blair*,Georgia Tech,ACC,13,37,38,97.4,15,17,88.2,82
2010,nate-freese-1,/cfb/players/nate-freese-1.html,13,Nate Freese*,Boston College,ACC,13,24,25,96.0,22,25,88.0,90
2010,will-snyderwine-1,/cfb/players/will-snyderwine-1.html,14,Will Snyderwine,Duke,ACC,12,32,32,100.0,21,24,87.5,95
2010,dan-bailey-1,/cfb/players/dan-bailey-1.html,15,Dan Bailey*,Oklahoma State,Big 12,13,68,70,97.1,27,31,87.1,149
2010,blair-walsh-1,/cfb/players/blair-walsh-1.html,16,Blair Walsh*,Georgia,SEC,13,46,47,97.9,20,23,87.0,106
2010,zach-olen-1,/cfb/players/zach-olen-1.html,17,Zach Olen,North Texas,Sun Belt,9,21,23,91.3,13,15,86.7,60
2010,casey-barth-1,/cfb/players/casey-barth-1.html,18,Casey Barth*,North Carolina,ACC,13,38,38,100.0,19,22,86.4,95
2010,justin-tucker-1,/cfb/players/justin-tucker-1.html,19,Justin Tucker,Texas,Big 12,12,27,27,100.0,23,27,85.2,96
2010,jack-griffin-1,/cfb/players/jack-griffin-1.html,20,Jack Griffin*,Florida International,Sun Belt,13,45,45,100.0,17,20,85.0,96
2010,ross-evans-1,/cfb/players/ross-evans-1.html,21,Ross Evans*,Texas Christian,MWC,13,68,73,93.2,11,13,84.6,101
2010,mitch-ewald-1,/cfb/players/mitch-ewald-1.html,22,Mitch Ewald,Indiana,Big Ten,12,33,33,100.0,16,19,84.2,81
2010,tyler-stampler-1,/cfb/players/tyler-stampler-1.html,23,Tyler Stampler,New Mexico State,WAC,12,18,19,94.7,16,19,84.2,66
2010,zach-hocker-1,/cfb/players/zach-hocker-1.html,24,Zach Hocker*,Arkansas,SEC,13,56,56,100.0,16,19,84.2,104
2010,danny-hrapmann-1,/cfb/players/danny-hrapmann-1.html,25,Danny Hrapmann*,Southern Mississippi,CUSA,13,55,55,100.0,26,31,83.9,133
2010,devin-barclay-1,/cfb/players/devin-barclay-1.html,26,Devin Barclay*,Ohio State,Big Ten,13,62,62,100.0,20,24,83.3,122
2010,john-potter-1,/cfb/players/john-potter-1.html,27,John Potter,Western Michigan,MAC,12,50,50,100.0,10,12,83.3,80
2010,derek-dimke-1,/cfb/players/derek-dimke-1.html,28,Derek Dimke*,Illinois,Big Ten,13,43,43,100.0,24,29,82.8,115
2010,jimmy-stevens-1,/cfb/players/jimmy-stevens-1.html,29,Jimmy Stevens*,Oklahoma,Big 12,12,53,53,100.0,19,23,82.6,110
2010,josh-jasper-1,/cfb/players/josh-jasper-1.html,30,Josh Jasper*,LSU,SEC,13,36,37,97.3,28,34,82.4,120
2010,ian-mcgarvey-1,/cfb/players/ian-mcgarvey-1.html,31,Ian McGarvey,Ball State,MAC,11,29,30,96.7,14,17,82.4,71
2010,matt-hogan-1,/cfb/players/matt-hogan-1.html,32,Matt Hogan,Houston,CUSA,12,54,58,93.1,14,17,82.4,96
2010,mike-meyer-1,/cfb/players/mike-meyer-1.html,33,Mike Meyer*,Iowa,Big Ten,13,31,33,93.9,14,17,82.4,73
2010,cairo-santos-1,/cfb/players/cairo-santos-1.html,34,Cairo Santos,Tulane,CUSA,12,32,33,97.0,13,16,81.3,71
2010,maikon-bonani-1,/cfb/players/maikon-bonani-1.html,35,Maikon Bonani*,South Florida,Big East,13,18,19,94.7,17,21,81.0,69
2010,mitch-payne-1,/cfb/players/mitch-payne-1.html,36,Mitch Payne*,Brigham Young,MWC,13,37,39,94.9,17,21,81.0,88
2010,scott-enos-1,/cfb/players/scott-enos-1.html,37,Scott Enos*,Hawaii,WAC,14,71,71,100.0,17,21,81.0,122
2010,kevin-goessling-1,/cfb/players/kevin-goessling-1.html,38,Kevin Goessling*,Fresno State,WAC,13,42,44,95.5,21,26,80.8,105
2010,dave-teggart-1,/cfb/players/dave-teggart-1.html,39,Dave Teggart*,Connecticut,Big East,13,36,36,100.0,25,31,80.6,111
2010,collin-wagner-1,/cfb/players/collin-wagner-1.html,40,Collin Wagner*,Penn State,Big Ten,13,34,34,100.0,20,25,80.0,94
2010,carson-wiggs-1,/cfb/players/carson-wiggs-1.html,41,Carson Wiggs,Purdue,Big Ten,12,27,27,100.0,15,19,78.9,72
2010,dustin-hopkins-1,/cfb/players/dustin-hopkins-1.html,42,Dustin Hopkins*,Florida State,ACC,14,53,53,100.0,22,28,78.6,119
2010,jacob-rogers-1,/cfb/players/jacob-rogers-1.html,43,Jacob Rogers,Cincinnati,Big East,12,38,40,95.0,11,14,78.6,71
2010,jake-rogers-1,/cfb/players/jake-rogers-1.html,44,Jake Rogers,Cincinnati,Big East,12,38,40,95.0,11,14,78.6,71
2010,matt-weller-1,/cfb/players/matt-weller-1.html,45,Matt Weller*,Ohio,MAC,13,40,44,90.9,11,14,78.6,73
2010,chris-philpott-1,/cfb/players/chris-philpott-1.html,46,Chris Philpott*,Louisville,Big East,13,41,43,95.3,14,18,77.8,83
2010,matt-nelson-1,/cfb/players/matt-nelson-1.html,47,Matt Nelson,Louisiana Tech,WAC,12,37,40,92.5,14,18,77.8,79
2010,paulo-henriques-1,/cfb/players/paulo-henriques-1.html,48,Paulo Henriques,Memphis,CUSA,12,17,18,94.4,14,18,77.8,59
2010,travis-baltz-1,/cfb/players/travis-baltz-1.html,49,Travis Baltz*,Maryland,ACC,13,53,54,98.1,14,18,77.8,95
2010,abel-perez-1,/cfb/players/abel-perez-1.html,50,Abel Perez*,San Diego State,MWC,13,54,56,96.4,17,22,77.3,105
2010,abelardo-perez-1,/cfb/players/abelardo-perez-1.html,51,Abelardo Perez*,San Diego State,MWC,13,54,56,96.4,17,22,77.3,105
2010,michael-taylor-1,/cfb/players/michael-taylor-1.html,52,Michael Taylor*,Troy,Sun Belt,13,50,53,94.3,17,22,77.3,101
2010,philip-welch-1,/cfb/players/philip-welch-1.html,53,Philip Welch*,Wisconsin,Big Ten,13,67,67,100.0,17,22,77.3,118
2010,wes-byrum-1,/cfb/players/wes-byrum-1.html,54,Wes Byrum*,Auburn,SEC,14,72,73,98.6,17,22,77.3,123
2010,josh-czajkowski-1,/cfb/players/josh-czajkowski-1.html,55,Josh Czajkowski*,North Carolina State,ACC,12,42,43,97.7,20,26,76.9,102
2010,rob-beard-1,/cfb/players/rob-beard-1.html,56,Rob Beard*,Oregon,Pac-10,12,63,64,98.4,10,13,76.9,93
2010,joe-phillips-1,/cfb/players/joe-phillips-1.html,57,Joe Phillips*,Utah,MWC,13,55,56,98.2,13,17,76.5,94
2010,matt-bosher-1,/cfb/players/matt-bosher-1.html,58,Matt Bosher*,Miami (FL),ACC,13,37,40,92.5,13,17,76.5,76
2010,randy-bullock-1,/cfb/players/randy-bullock-1.html,59,Randy Bullock*,Texas A&M,Big 12,13,50,50,100.0,16,21,76.2,98
2010,jeremy-shelley-1,/cfb/players/jeremy-shelley-1.html,60,Jeremy Shelley*,Alabama,SEC,13,50,51,98.0,12,16,75.0,86
2010,david-harman-1,/cfb/players/david-harman-1.html,61,David Harman,Central Michigan,MAC,10,23,26,88.5,9,12,75.0,50
2010,alex-zendejas-1,/cfb/players/alex-zendejas-1.html,62,Alex Zendejas*,Arizona,Pac-10,13,41,46,89.1,14,19,73.7,83
2010,anthony-martinez-3,/cfb/players/anthony-martinez-3.html,63,Anthony Martinez*,Nevada,WAC,14,76,77,98.7,11,15,73.3,109
2010,craig-mcintosh-1,/cfb/players/craig-mcintosh-1.html,64,Craig McIntosh*,Kentucky,SEC,12,34,35,97.1,11,15,73.3,67
2010,ben-deline-1,/cfb/players/ben-deline-1.html,65,Ben Deline,Colorado State,MWC,12,18,21,85.7,16,22,72.7,66
2010,kai-forbath-1,/cfb/players/kai-forbath-1.html,66,Kai Forbath,UCLA,Pac-10,12,27,27,100.0,13,18,72.2,66
2010,dan-hutchins-1,/cfb/players/dan-hutchins-1.html,67,Dan Hutchins*,Pitt,Big East,13,40,40,100.0,18,25,72.0,94
2010,trey-farquhar-1,/cfb/players/trey-farquhar-1.html,68,Trey Farquhar,Idaho,WAC,13,40,41,97.6,18,25,72.0,94
2010,robert-randolph-1,/cfb/players/robert-randolph-1.html,69,Robert Randolph,Virginia,ACC,12,37,37,100.0,10,14,71.4,67
2010,spencer-lanning-1,/cfb/players/spencer-lanning-1.html,70,Spencer Lanning*,South Carolina,SEC,14,51,54,94.4,17,24,70.8,102
2010,thomas-weber-1,/cfb/players/thomas-weber-1.html,71,Thomas Weber,Arizona State,Pac-10,12,42,45,93.3,17,24,70.8,93
2010,aaron-jones-2,/cfb/players/aaron-jones-2.html,72,Aaron Jones*,Baylor,Big 12,13,46,47,97.9,19,27,70.4,103
2010,san-san-te-1,/cfb/players/san-san-te-1.html,73,San San Te,Rutgers,Big East,12,26,26,100.0,14,20,70.0,68
2010,kyle-brotzman-1,/cfb/players/kyle-brotzman-1.html,74,Kyle Brotzman*,Boise State,WAC,12,59,61,96.7,16,23,69.6,107
2010,stefan-demos-1,/cfb/players/stefan-demos-1.html,75,Stefan Demos*,Northwestern,Big Ten,13,34,38,89.5,16,23,69.6,82
2010,trevor-cook-1,/cfb/players/trevor-cook-1.html,76,Trevor Cook*,Miami (OH),MAC,12,25,27,92.6,16,23,69.6,73
2010,giorgio-tavecchio-1,/cfb/players/giorgio-tavecchio-1.html,77,Giorgio Tavecchio,California,Pac-10,12,37,39,94.9,11,16,68.8,70
2010,alex-carlton-1,/cfb/players/alex-carlton-1.html,78,Alex Carlton*,Army,Ind,13,41,42,97.6,15,22,68.2,86
2010,kevin-fitzpatrick-1,/cfb/players/kevin-fitzpatrick-1.html,79,Kevin Fitzpatrick*,Tulsa,CUSA,13,63,64,98.4,16,24,66.7,111
2010,aric-goodman-1,/cfb/players/aric-goodman-1.html,80,Aric Goodman,Colorado,Big 12,12,32,33,97.0,10,15,66.7,62
2010,peter-caldwell-1,/cfb/players/peter-caldwell-1.html,81,Peter Caldwell,Utah State,WAC,10,28,28,100.0,10,15,66.7,58
2010,justin-kahut-1,/cfb/players/justin-kahut-1.html,82,Justin Kahut,Oregon State,Pac-10,12,35,37,94.6,8,12,66.7,59
2010,brandon-mcmanus-1,/cfb/players/brandon-mcmanus-1.html,83,Brandon McManus,Temple,MAC,12,31,32,96.9,13,20,65.0,70
2010,erik-folk-1,/cfb/players/erik-folk-1.html,84,Erik Folk*,Washington,Pac-10,13,33,33,100.0,13,20,65.0,72
2010,chris-boswell-1,/cfb/players/chris-boswell-1.html,85,Chris Boswell,Rice,CUSA,12,41,44,93.2,11,17,64.7,74
2010,eric-ellestad-1,/cfb/players/eric-ellestad-1.html,86,Eric Ellestad,Minnesota,Big Ten,12,31,32,96.9,11,17,64.7,64
2010,freddy-cortez-1,/cfb/players/freddy-cortez-1.html,87,Freddy Cortez,Kent State,MAC,12,31,31,100.0,11,17,64.7,64
2010,igor-iveljic-1,/cfb/players/igor-iveljic-1.html,88,Igor Iveljic,Akron,MAC,12,17,21,81.0,9,14,64.3,44
2010,chandler-catanzaro-1,/cfb/players/chandler-catanzaro-1.html,89,Chandler Catanzaro*,Clemson,ACC,13,34,34,100.0,14,22,63.6,76
2010,harrison-waid-1,/cfb/players/harrison-waid-1.html,90,Harrison Waid,San Jose State,WAC,13,21,22,95.5,14,22,63.6,63
2010,michael-cklamovski-1,/cfb/players/michael-cklamovski-1.html,91,Michael Cklamovski*,Northern Illinois,MAC,14,55,61,90.2,17,27,63.0,106
2010,joe-houston-1,/cfb/players/joe-houston-1.html,92,Joe Houston,USC,Pac-10,13,43,43,100.0,10,16,62.5,73
2010,ross-gornall-1,/cfb/players/ross-gornall-1.html,93,Ross Gornall,Florida Atlantic,Sun Belt,12,22,24,91.7,8,13,61.5,46
2010,ryan-fowler-2,/cfb/players/ryan-fowler-2.html,94,Ryan Fowler,Vanderbilt,SEC,11,23,24,95.8,8,13,61.5,47
2010,dakota-warren-1,/cfb/players/dakota-warren-1.html,95,Dakota Warren*,UTEP,CUSA,13,42,42,100.0,12,20,60.0,78
2010,tyler-bitancurt-1,/cfb/players/tyler-bitancurt-1.html,96,Tyler Bitancurt*,West Virginia,Big East,13,41,41,100.0,10,17,58.8,71
2010,nick-cattoi-1,/cfb/players/nick-cattoi-1.html,97,Nick Cattoi*,UCF,CUSA,14,47,50,94.0,11,19,57.9,80
2010,jacob-branstetter-1,/cfb/players/jacob-branstetter-1.html,98,Jacob Branstetter,Kansas,Big 12,12,25,26,96.2,8,14,57.1,49
2010,grant-mahoney-1,/cfb/players/grant-mahoney-1.html,99,Grant Mahoney,Iowa State,Big 12,12,32,33,97.0,8,17,47.1,56
2010,bobby-zalud-1,/cfb/players/bobby-zalud-1.html,100,Bobby Zalud,Arkansas State,Sun Belt,12,27,29,93.1,6,13,46.2,45
2010,josh-zahn-1,/cfb/players/josh-zahn-1.html,101,Josh Zahn,UAB,CUSA,12,37,38,97.4,7,17,41.2,58
2010,casey-tinius-1,/cfb/players/casey-tinius-1.html,102,Casey Tinius,Western Kentucky,Sun Belt,11,28,31,90.3,6,15,40.0,46
2011,brett-baer-1,/cfb/players/brett-baer-1.html,1,Brett Baer*,Louisiana,Sun Belt,13,46,50,92.0,18,20,90.0,100
2011,drew-alleman-1,/cfb/players/drew-alleman-1.html,2,Drew Alleman*,LSU,SEC,13,62,63,98.4,16,18,88.9,110
2011,andre-heidari-1,/cfb/players/andre-heidari-1.html,3,Andre Heidari,USC,Pac-12,12,50,50,100.0,15,17,88.2,95
2011,quinn-sharp-1,/cfb/players/quinn-sharp-1.html,4,Quinn Sharp*,Oklahoma State,Big 12,13,79,80,98.8,22,25,88.0,145
2011,randy-bullock-1,/cfb/players/randy-bullock-1.html,5,Randy Bullock*,Texas A&M,Big 12,13,55,57,96.5,29,33,87.9,142
2011,michael-hunnicutt-1,/cfb/players/michael-hunnicutt-1.html,6,Michael Hunnicutt*,Oklahoma,Big 12,12,55,56,98.2,21,24,87.5,118
2011,mike-hunnicutt-1,/cfb/players/mike-hunnicutt-1.html,7,Mike Hunnicutt*,Oklahoma,Big 12,12,55,56,98.2,21,24,87.5,118
2011,andrew-furney-1,/cfb/players/andrew-furney-1.html,8,Andrew Furney,Washington State,Pac-12,12,39,41,95.1,14,16,87.5,81
2011,giorgio-tavecchio-1,/cfb/players/giorgio-tavecchio-1.html,9,Giorgio Tavecchio*,California,Pac-12,13,36,42,85.7,20,23,87.0,96
2011,craig-mcintosh-1,/cfb/players/craig-mcintosh-1.html,10,Craig McIntosh,Kentucky,SEC,11,20,21,95.2,12,14,85.7,56
2011,jack-griffin-1,/cfb/players/jack-griffin-1.html,11,Jack Griffin*,Florida International,Sun Belt,13,37,37,100.0,22,26,84.6,103
2011,caleb-sturgis-1,/cfb/players/caleb-sturgis-1.html,12,Caleb Sturgis*,Florida,SEC,12,31,31,100.0,22,26,84.6,97
2011,ty-long-1,/cfb/players/ty-long-1.html,13,Ty Long,UAB,CUSA,12,24,25,96.0,16,19,84.2,72
2011,drew-basil-1,/cfb/players/drew-basil-1.html,14,Drew Basil*,Ohio State,Big Ten,13,36,37,97.3,16,19,84.2,84
2011,parker-herrington-1,/cfb/players/parker-herrington-1.html,15,Parker Herrington*,Air Force,MWC,13,45,48,93.8,15,18,83.3,90
2011,kevin-fitzpatrick-1,/cfb/players/kevin-fitzpatrick-1.html,16,Kevin Fitzpatrick*,Tulsa,CUSA,13,51,53,96.2,15,18,83.3,96
2011,brett-maher-1,/cfb/players/brett-maher-1.html,17,Brett Maher*,Nebraska,Big Ten,13,43,44,97.7,19,23,82.6,100
2011,anthony-fera-1,/cfb/players/anthony-fera-1.html,18,Anthony Fera*,Penn State,Big Ten,12,20,20,100.0,14,17,82.4,62
2011,cody-journell-1,/cfb/players/cody-journell-1.html,19,Cody Journell*,Virginia Tech,ACC,12,43,44,97.7,14,17,82.4,85
2011,ross-evans-1,/cfb/players/ross-evans-1.html,20,Ross Evans*,Texas Christian,MWC,13,61,64,95.3,14,17,82.4,103
2011,dustin-hopkins-1,/cfb/players/dustin-hopkins-1.html,21,Dustin Hopkins*,Florida State,ACC,13,44,44,100.0,22,27,81.5,110
2011,chandler-catanzaro-1,/cfb/players/chandler-catanzaro-1.html,22,Chandler Catanzaro*,Clemson,ACC,14,52,53,98.1,22,27,81.5,118
2011,mitch-ewald-1,/cfb/players/mitch-ewald-1.html,23,Mitch Ewald,Indiana,Big Ten,12,30,30,100.0,13,16,81.3,69
2011,david-harman-1,/cfb/players/david-harman-1.html,24,David Harman,Central Michigan,MAC,12,32,32,100.0,13,16,81.3,71
2011,chris-boswell-1,/cfb/players/chris-boswell-1.html,25,Chris Boswell,Rice,CUSA,12,31,32,96.9,17,21,81.0,82
2011,justin-tucker-1,/cfb/players/justin-tucker-1.html,26,Justin Tucker*,Texas,Big 12,13,44,44,100.0,17,21,81.0,95
2011,tyler-warner-1,/cfb/players/tyler-warner-1.html,27,Tyler Warner*,Marshall,CUSA,12,32,32,100.0,12,15,80.0,68
2011,ross-krautman-1,/cfb/players/ross-krautman-1.html,28,Ross Krautman,Syracuse,Big East,12,33,34,97.1,15,19,78.9,78
2011,dave-teggart-1,/cfb/players/dave-teggart-1.html,29,Dave Teggart,Connecticut,Big East,12,29,30,96.7,22,28,78.6,95
2011,jake-wieclaw-1,/cfb/players/jake-wieclaw-1.html,30,Jake Wieclaw,Miami (FL),ACC,12,39,39,100.0,11,14,78.6,72
2011,brian-davis-1,/cfb/players/brian-davis-1.html,31,Brian Davis*,Arkansas State,Sun Belt,13,44,47,93.6,18,23,78.3,98
2011,jeremy-shelley-1,/cfb/players/jeremy-shelley-1.html,32,Jeremy Shelley*,Alabama,SEC,13,52,54,96.3,21,27,77.8,115
2011,zach-hocker-1,/cfb/players/zach-hocker-1.html,33,Zach Hocker*,Arkansas,SEC,13,55,57,96.5,21,27,77.8,118
2011,donnie-carona-1,/cfb/players/donnie-carona-1.html,34,Donnie Carona,Texas Tech,Big 12,12,50,50,100.0,14,18,77.8,92
2011,jimmy-newman-1,/cfb/players/jimmy-newman-1.html,35,Jimmy Newman*,Wake Forest,ACC,13,39,41,95.1,17,22,77.3,90
2011,ryan-casano-1,/cfb/players/ryan-casano-1.html,36,Ryan Casano*,Toledo,MAC,13,66,67,98.5,10,13,76.9,96
2011,freddy-cortez-1,/cfb/players/freddy-cortez-1.html,37,Freddy Cortez,Kent State,MAC,12,18,23,78.3,13,17,76.5,57
2011,matt-hogan-1,/cfb/players/matt-hogan-1.html,38,Matt Hogan*,Houston,CUSA,14,91,92,98.9,13,17,76.5,130
2011,brendan-gibbons-1,/cfb/players/brendan-gibbons-1.html,39,Brendan Gibbons*,Michigan,Big Ten,13,54,55,98.2,13,17,76.5,93
2011,carson-wiggs-1,/cfb/players/carson-wiggs-1.html,40,Carson Wiggs*,Purdue,Big Ten,13,39,40,97.5,19,25,76.0,96
2011,steven-schott-1,/cfb/players/steven-schott-1.html,41,Steven Schott,Ball State,MAC,12,37,37,100.0,15,20,75.0,82
2011,anthony-cantele-1,/cfb/players/anthony-cantele-1.html,42,Anthony Cantele*,Kansas State,Big 12,13,48,49,98.0,17,23,73.9,99
2011,dan-conroy-1,/cfb/players/dan-conroy-1.html,43,Dan Conroy*,Michigan State,Big Ten,14,48,48,100.0,17,23,73.9,99
2011,matt-weller-1,/cfb/players/matt-weller-1.html,44,Matt Weller*,Ohio,MAC,14,48,49,98.0,25,34,73.5,123
2011,maikon-bonani-1,/cfb/players/maikon-bonani-1.html,45,Maikon Bonani,South Florida,Big East,12,42,42,100.0,19,26,73.1,99
2011,brandon-mcmanus-1,/cfb/players/brandon-mcmanus-1.html,46,Brandon McManus*,Temple,MAC,13,50,50,100.0,16,22,72.7,98
2011,john-potter-1,/cfb/players/john-potter-1.html,47,John Potter*,Western Michigan,MAC,13,57,57,100.0,16,22,72.7,105
2011,tyler-bitancurt-1,/cfb/players/tyler-bitancurt-1.html,48,Tyler Bitancurt*,West Virginia,Big East,13,61,63,96.8,16,22,72.7,109
2011,cody-parkey-1,/cfb/players/cody-parkey-1.html,49,Cody Parkey*,Auburn,SEC,13,41,42,97.6,13,18,72.2,80
2011,jens-alvernik-1,/cfb/players/jens-alvernik-1.html,50,Jens Alvernik,San Jose State,WAC,9,26,26,100.0,18,25,72.0,80
2011,coleman-petersen-1,/cfb/players/coleman-petersen-1.html,51,Coleman Petersen*,Utah,Pac-12,13,37,38,97.4,18,25,72.0,91
2011,mathew-sims-1,/cfb/players/mathew-sims-1.html,52,Mathew Sims*,Northern Illinois,MAC,14,64,66,97.0,20,28,71.4,124
2011,matt-nelson-1,/cfb/players/matt-nelson-1.html,53,Matt Nelson*,Louisiana Tech,WAC,13,46,48,95.8,15,21,71.4,91
2011,mike-barbour-1,/cfb/players/mike-barbour-1.html,54,Mike Barbour,East Carolina,CUSA,12,39,40,97.5,12,17,70.6,75
2011,michael-barbour-1,/cfb/players/michael-barbour-1.html,55,Michael Barbour,East Carolina,CUSA,12,39,40,97.5,12,17,70.6,75
2011,mike-meyer-1,/cfb/players/mike-meyer-1.html,56,Mike Meyer*,Iowa,Big Ten,13,44,44,100.0,14,20,70.0,86
2011,robert-randolph-1,/cfb/players/robert-randolph-1.html,57,Robert Randolph*,Virginia,ACC,13,32,32,100.0,16,23,69.6,80
2011,niklas-sade-1,/cfb/players/niklas-sade-1.html,58,Niklas Sade*,North Carolina State,ACC,13,46,47,97.9,11,16,68.8,79
2011,will-oliver-1,/cfb/players/will-oliver-1.html,59,Will Oliver,Colorado,Pac-12,12,29,31,93.5,11,16,68.8,62
2011,zach-guyer-1,/cfb/players/zach-guyer-1.html,60,Zach Guyer*,Iowa State,Big 12,12,29,31,93.5,11,16,68.8,62
2011,erik-folk-1,/cfb/players/erik-folk-1.html,61,Erik Folk*,Washington,Pac-12,13,56,56,100.0,11,16,68.8,89
2011,jordan-williamson-1,/cfb/players/jordan-williamson-1.html,62,Jordan Williamson*,Stanford,Pac-12,10,54,56,96.4,13,19,68.4,93
2011,trevor-romaine-1,/cfb/players/trevor-romaine-1.html,63,Trevor Romaine,Oregon State,Pac-12,12,27,28,96.4,15,22,68.2,72
2011,alex-garoutte-1,/cfb/players/alex-garoutte-1.html,64,Alex Garoutte*,Arizona State,Pac-12,13,52,53,98.1,15,22,68.2,97
2011,tony-miliano-1,/cfb/players/tony-miliano-1.html,65,Tony Miliano*,Cincinnati,Big East,13,47,50,94.0,17,25,68.0,98
2011,kevin-harper-1,/cfb/players/kevin-harper-1.html,66,Kevin Harper*,Pitt,Big East,13,32,33,97.0,21,31,67.7,95
2011,danny-hrapmann-1,/cfb/players/danny-hrapmann-1.html,67,Danny Hrapmann*,Southern Mississippi,CUSA,14,61,62,98.4,23,34,67.6,130
2011,kody-fulkerson-1,/cfb/players/kody-fulkerson-1.html,68,Kody Fulkerson,Eastern Michigan,MAC,12,27,30,90.0,14,21,66.7,69
2011,chris-philpott-1,/cfb/players/chris-philpott-1.html,69,Chris Philpott*,Louisville,Big East,13,33,35,94.3,12,18,66.7,69
