Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts
2005,jon-peattie-1,/cfb/players/jon-peattie-1.html,37,Jon Peattie*,Miami (FL),ACC,12,34,39,87.2,15,20,75.0,79
2005,bret-culbertson-1,/cfb/players/bret-culbertson-1.html,38,Bret Culbertson*,Iowa State,Big 12,10,34,34,100.0,12,16,75.0,70
2005,sergio-aguayo-1,/cfb/players/sergio-aguayo-1.html,39,Sergio Aguayo,UNLV,MWC,11,21,22,95.5,12,16,75.0,57
2005,joey-bullen-1,/cfb/players/joey-bullen-1.html,40,Joey Bullen*,Navy,Ind,12,52,53,98.1,9,12,75.0,79
2005,justin-koenig-1,/cfb/players/justin-koenig-1.html,41,Justin Koenig,Army,Ind,11,20,20,100.0,9,12,75.0,47
2005,jeremy-ito-1,/cfb/players/jeremy-ito-1.html,42,Jeremy Ito*,Rutgers,Big East,12,40,40,100.0,20,27,74.1,100
2005,james-wilhoit-1,/cfb/players/james-wilhoit-1.html,43,James Wilhoit,Tennessee,SEC,11,21,21,100.0,14,19,73.7,63
2005,jared-mclaughlin-1,/cfb/players/jared-mclaughlin-1.html,44,Jared McLaughlin*,Brigham Young,MWC,12,46,48,95.8,14,19,73.7,88
2005,josh-cummings-1,/cfb/players/josh-cummings-1.html,45,Josh Cummings,Pitt,Big East,9,19,19,100.0,14,19,73.7,61
2005,scott-webb-1,/cfb/players/scott-webb-1.html,46,Scott Webb*,Kansas,Big 12,12,27,29,93.1,14,19,73.7,69
2005,evan-knudson-1,/cfb/players/evan-knudson-1.html,47,Evan Knudson,Washington,Pac-10,11,28,28,100.0,11,15,73.3,61
2005,garrett-rivas-1,/cfb/players/garrett-rivas-1.html,48,Garrett Rivas*,Michigan,Big Ten,12,33,35,94.3,19,26,73.1,90
2005,travis-mayle-1,/cfb/players/travis-mayle-1.html,49,Travis Mayle,Kent State,MAC,11,20,21,95.2,8,11,72.7,44
2005,alex-trlica-1,/cfb/players/alex-trlica-1.html,50,Alex Trlica*,Texas Tech,Big 12,12,60,60,100.0,13,18,72.2,99
2005,chris-balseiro-1,/cfb/players/chris-balseiro-1.html,51,Chris Balseiro,Arkansas,SEC,11,31,32,96.9,13,18,72.2,70
2005,andrew-wellock-1,/cfb/players/andrew-wellock-1.html,52,Andrew Wellock,Eastern Michigan,MAC,11,22,24,91.7,18,25,72.0,76
2005,gary-cismesia-1,/cfb/players/gary-cismesia-1.html,53,Gary Cismesia*,Florida State,ACC,13,42,43,97.7,17,24,70.8,93
2005,bryant-hahnfeldt-1,/cfb/players/bryant-hahnfeldt-1.html,54,Bryant Hahnfeldt,Vanderbilt,SEC,11,32,33,97.0,12,17,70.6,68
2005,todd-soderquist-1,/cfb/players/todd-soderquist-1.html,55,Todd Soderquist,Miami (OH),MAC,11,43,44,97.7,19,27,70.4,100
2005,adam-crossett-1,/cfb/players/adam-crossett-1.html,56,Adam Crossett*,Missouri,Big 12,12,39,42,92.9,14,20,70.0,81
2005,jason-swiger-1,/cfb/players/jason-swiger-1.html,57,Jason Swiger*,Akron,MAC,13,35,36,97.2,14,20,70.0,77
2005,taylor-mehlhaff-1,/cfb/players/taylor-mehlhaff-1.html,58,Taylor Mehlhaff*,Wisconsin,Big Ten,13,56,58,96.6,14,20,70.0,98
2005,kevin-kelly-1,/cfb/players/kevin-kelly-1.html,59,Kevin Kelly*,Penn State,Big Ten,12,49,50,98.0,16,23,69.6,97
2005,ryan-havens-1,/cfb/players/ryan-havens-1.html,60,Ryan Havens,Baylor,Big 12,11,22,24,91.7,16,23,69.6,70
2005,danny-horwedel-1,/cfb/players/danny-horwedel-1.html,61,Danny Horwedel,Louisiana Tech,WAC,11,34,38,89.5,18,26,69.2,88
2005,brian-jackson-2,/cfb/players/brian-jackson-2.html,62,Brian Jackson,Ball State,MAC,11,26,27,96.3,9,13,69.2,53
2005,chris-nendick-1,/cfb/players/chris-nendick-1.html,63,Chris Nendick,Northern Illinois,MAC,12,50,50,100.0,9,13,69.2,77
2005,kyle-bronson-1,/cfb/players/kyle-bronson-1.html,64,Kyle Bronson*,South Florida,Big East,12,29,30,96.7,11,16,68.8,62
2005,jason-giannini-1,/cfb/players/jason-giannini-1.html,65,Jason Giannini*,Minnesota,Big Ten,11,36,44,81.8,13,19,68.4,75
2005,dan-ennis-1,/cfb/players/dan-ennis-1.html,66,Dan Ennis,Maryland,ACC,11,23,25,92.0,17,25,68.0,74
2005,dan-kelly-1,/cfb/players/dan-kelly-1.html,67,Dan Kelly,Hawaii,WAC,12,42,45,93.3,10,15,66.7,72
2005,ben-bell-1,/cfb/players/ben-bell-1.html,68,Ben Bell*,Houston,CUSA,12,37,39,94.9,8,12,66.7,61
2005,john-barker-1,/cfb/players/john-barker-1.html,69,John Barker,Syracuse,Big East,6,,,,8,12,66.7,
2005,matt-prater-1,/cfb/players/matt-prater-1.html,70,Matt Prater*,UCF,CUSA,13,29,32,90.6,17,26,65.4,80
2005,michael-sgroi-1,/cfb/players/michael-sgroi-1.html,71,Michael Sgroi,Stanford,Pac-10,11,32,32,100.0,15,23,65.2,77
2005,jason-reda-1,/cfb/players/jason-reda-1.html,72,Jason Reda,Illinois,Big Ten,10,20,20,100.0,13,20,65.0,59
2005,dj-fitzpatrick-1,/cfb/players/dj-fitzpatrick-1.html,73,D.J. Fitzpatrick*,Notre Dame,Ind,12,52,54,96.3,11,17,64.7,85
2005,ryan-ohliger-1,/cfb/players/ryan-ohliger-1.html,74,Ryan Ohliger*,Boston College,ACC,12,19,20,95.0,9,14,64.3,46
2005,jamie-christensen-1,/cfb/players/jamie-christensen-1.html,75,Jamie Christensen*,Alabama,SEC,11,25,26,96.2,16,25,64.0,73
2005,garrett-hartley-1,/cfb/players/garrett-hartley-1.html,76,Garrett Hartley*,Oklahoma,Big 12,12,37,38,97.4,14,22,63.6,79
2005,loren-langley-1,/cfb/players/loren-langley-1.html,77,Loren Langley,Washington State,Pac-10,11,38,41,92.7,14,22,63.6,80
2005,nick-folk-1,/cfb/players/nick-folk-1.html,78,Nick Folk,Arizona,Pac-10,11,31,33,93.9,7,11,63.6,52
2005,sean-comiskey-1,/cfb/players/sean-comiskey-1.html,79,Sean Comiskey,Louisiana,Sun Belt,11,31,34,91.2,7,11,63.6,52
2005,nate-meyer-1,/cfb/players/nate-meyer-1.html,80,Nate Meyer,Western Michigan,MAC,11,42,44,95.5,12,19,63.2,78
2005,jeff-snodgrass-1,/cfb/players/jeff-snodgrass-1.html,81,Jeff Snodgrass,Kansas State,Big 12,11,21,23,91.3,10,16,62.5,51
2005,scott-eberle-1,/cfb/players/scott-eberle-1.html,82,Scott Eberle,Air Force,MWC,11,38,40,95.0,10,16,62.5,68
2005,jared-strubeck-1,/cfb/players/jared-strubeck-1.html,83,Jared Strubeck,San Jose State,WAC,11,28,30,93.3,11,18,61.1,61
2005,pat-mcafee-1,/cfb/players/pat-mcafee-1.html,84,Pat McAfee*,West Virginia,Big East,12,48,49,98.0,11,18,61.1,81
2005,john-vaughn-1,/cfb/players/john-vaughn-1.html,85,John Vaughn*,Auburn,SEC,12,50,50,100.0,12,20,60.0,86
2005,eric-neihouse-1,/cfb/players/eric-neihouse-1.html,86,Eric Neihouse*,Arkansas State,Sun Belt,12,35,35,100.0,13,22,59.1,74
2005,ben-jones-1,/cfb/players/ben-jones-1.html,87,Ben Jones,Purdue,Big Ten,11,40,42,95.2,8,14,57.1,64
2005,deric-yaussi-1,/cfb/players/deric-yaussi-1.html,88,Deric Yaussi,Wyoming,MWC,11,32,33,97.0,9,16,56.3,59
2005,tom-schneider-1,/cfb/players/tom-schneider-1.html,89,Tom Schneider*,California,Pac-10,12,50,52,96.2,9,16,56.3,77
2005,greg-whibbs-1,/cfb/players/greg-whibbs-1.html,90,Greg Whibbs,Troy,Sun Belt,10,19,19,100.0,11,20,55.0,52
2005,chris-jackson-1,/cfb/players/chris-jackson-1.html,91,Chris Jackson*,LSU,SEC,13,,,,10,19,52.6,
2005,matt-nuzie-1,/cfb/players/matt-nuzie-1.html,92,Matt Nuzie,Connecticut,Big East,11,27,29,93.1,10,19,52.6,57
2005,rick-albreski-1,/cfb/players/rick-albreski-1.html,93,Rick Albreski,Central Michigan,MAC,11,31,32,96.9,10,19,52.6,61
2005,connor-barth-1,/cfb/players/connor-barth-1.html,94,Connor Barth,North Carolina,ACC,11,23,23,100.0,11,21,52.4,56
2005,joel-howells-1,/cfb/players/joel-howells-1.html,95,Joel Howells*,Northwestern,Big Ten,12,45,48,93.8,11,21,52.4,78
2005,travis-bell-1,/cfb/players/travis-bell-1.html,96,Travis Bell*,Georgia Tech,ACC,12,27,27,100.0,11,21,52.4,60
2005,nick-bazaldua-1,/cfb/players/nick-bazaldua-1.html,97,Nick Bazaldua,North Texas,Sun Belt,10,15,17,88.2,8,16,50.0,39
2005,ian-oconnor-1,/cfb/players/ian-oconnor-1.html,98,Ian O'Connor,Marshall,CUSA,11,16,17,94.1,7,14,50.0,37
2005,conor-foley-1,/cfb/players/conor-foley-1.html,99,Conor Foley,New Mexico State,WAC,12,22,25,88.0,6,12,50.0,40
2005,colby-smith-1,/cfb/players/colby-smith-1.html,100,Colby Smith,Middle Tennessee State,Sun Belt,11,26,26,100.0,7,16,43.8,47
2005,justin-hamblin-1,/cfb/players/justin-hamblin-1.html,101,Justin Hamblin,Utah State,WAC,11,19,20,95.0,6,14,42.9,37
2005,john-goss-1,/cfb/players/john-goss-1.html,102,John Goss,Michigan State,Big Ten,7,28,28,100.0,4,11,36.4,40
2006,garrett-hartley-1,/cfb/players/garrett-hartley-1.html,1,Garrett Hartley*,Oklahoma,Big 12,14,49,50,98.0,19,20,95.0,106
2006,brandon-pace-1,/cfb/players/brandon-pace-1.html,2,Brandon Pace*,Virginia Tech,ACC,13,38,40,95.0,18,19,94.7,92
2006,mario-danelo-1,/cfb/players/mario-danelo-1.html,3,Mario Danelo*,USC,Pac-10,13,44,48,91.7,15,16,93.8,89
2006,cole-wilson-1,/cfb/players/cole-wilson-1.html,4,Cole Wilson,Louisiana-Monroe,Sun Belt,12,21,23,91.3,14,15,93.3,63
2006,anthony-montgomery-2,/cfb/players/anthony-montgomery-2.html,5,Anthony Montgomery*,Boise State,WAC,13,61,63,96.8,13,14,92.9,100
2006,jeff-wolfert-1,/cfb/players/jeff-wolfert-1.html,6,Jeff Wolfert*,Missouri,Big 12,13,45,45,100.0,18,20,90.0,99
2006,brian-jackson-2,/cfb/players/brian-jackson-2.html,7,Brian Jackson,Ball State,MAC,12,37,38,97.4,17,19,89.5,88
2006,patrick-shadle-1,/cfb/players/patrick-shadle-1.html,8,Patrick Shadle,Syracuse,Big East,12,21,21,100.0,16,18,88.9,69
2006,justin-medlock-1,/cfb/players/justin-medlock-1.html,9,Justin Medlock*,UCLA,Pac-10,13,29,29,100.0,28,32,87.5,113
2006,chris-manfredini-1,/cfb/players/chris-manfredini-1.html,10,Chris Manfredini*,Texas Christian,MWC,13,36,41,87.8,12,14,85.7,72
2006,conor-lee-1,/cfb/players/conor-lee-1.html,11,Conor Lee,Pitt,Big East,12,47,47,100.0,12,14,85.7,83
2006,garrett-rivas-1,/cfb/players/garrett-rivas-1.html,12,Garrett Rivas*,Michigan,Big Ten,13,42,44,95.5,17,20,85.0,93
2006,arthur-carmody-1,/cfb/players/arthur-carmody-1.html,13,Arthur Carmody*,Louisville,Big East,13,60,60,100.0,21,25,84.0,123
2006,art-carmody-1,/cfb/players/art-carmody-1.html,14,Art Carmody*,Louisville,Big East,13,60,60,100.0,21,25,84.0,123
2006,john-vaughn-1,/cfb/players/john-vaughn-1.html,15,John Vaughn*,Auburn,SEC,13,34,34,100.0,20,24,83.3,94
2006,michael-braunstein-1,/cfb/players/michael-braunstein-1.html,16,Michael Braunstein,Washington,Pac-10,12,32,32,100.0,10,12,83.3,62
2006,kenny-byrd-1,/cfb/players/kenny-byrd-1.html,17,Kenny Byrd*,New Mexico,MWC,13,31,31,100.0,19,23,82.6,88
2006,joshua-shene-1,/cfb/players/joshua-shene-1.html,18,Joshua Shene,Ole Miss,SEC,12,20,20,100.0,14,17,82.4,62
2006,james-wilhoit-1,/cfb/players/james-wilhoit-1.html,19,James Wilhoit*,Tennessee,SEC,13,42,43,97.7,18,22,81.8,96
2006,dan-ennis-1,/cfb/players/dan-ennis-1.html,20,Dan Ennis*,Maryland,ACC,13,32,32,100.0,20,25,80.0,92
2006,louie-sakoda-1,/cfb/players/louie-sakoda-1.html,21,Louie Sakoda*,Utah,MWC,13,43,43,100.0,16,20,80.0,91
2006,ryan-succop-1,/cfb/players/ryan-succop-1.html,22,Ryan Succop*,South Carolina,SEC,13,37,39,94.9,16,20,80.0,85
2006,reagan-schneider-1,/cfb/players/reagan-schneider-1.html,23,Reagan Schneider,UTEP,CUSA,12,34,37,91.9,16,20,80.0,82
2006,layne-neumann-1,/cfb/players/layne-neumann-1.html,24,Layne Neumann*,Texas A&M,Big 12,12,23,25,92.0,12,15,80.0,59
2006,austin-starr-1,/cfb/players/austin-starr-1.html,25,Austin Starr,Indiana,Big Ten,12,28,32,87.5,12,15,80.0,64
2006,brett-swenson-1,/cfb/players/brett-swenson-1.html,26,Brett Swenson,Michigan State,Big Ten,12,33,33,100.0,15,19,78.9,78
2006,jason-reda-1,/cfb/players/jason-reda-1.html,27,Jason Reda,Illinois,Big Ten,12,24,24,100.0,15,19,78.9,69
2006,drew-edmiston-1,/cfb/players/drew-edmiston-1.html,28,Drew Edmiston,Louisiana,Sun Belt,12,27,28,96.4,11,14,78.6,60
2006,ryan-havens-1,/cfb/players/ryan-havens-1.html,29,Ryan Havens,Baylor,Big 12,12,32,33,97.0,11,14,78.6,65
2006,kevin-lovell-1,/cfb/players/kevin-lovell-1.html,30,Kevin Lovell*,Cincinnati,Big East,13,28,28,100.0,18,23,78.3,82
2006,jared-mclaughlin-1,/cfb/players/jared-mclaughlin-1.html,31,Jared McLaughlin*,Brigham Young,MWC,13,58,62,93.5,14,18,77.8,100
2006,ben-bell-1,/cfb/players/ben-bell-1.html,32,Ben Bell*,Houston,CUSA,13,51,53,96.2,14,18,77.8,93
2006,pat-mcafee-1,/cfb/players/pat-mcafee-1.html,33,Pat McAfee*,West Virginia,Big East,13,62,62,100.0,17,22,77.3,113
2006,trevor-cook-1,/cfb/players/trevor-cook-1.html,34,Trevor Cook,Miami (OH),MAC,12,17,18,94.4,10,13,76.9,47
2006,jamie-christensen-1,/cfb/players/jamie-christensen-1.html,35,Jamie Christensen*,Alabama,SEC,11,17,18,94.4,13,17,76.5,56
2006,dan-kelly-1,/cfb/players/dan-kelly-1.html,36,Dan Kelly*,Hawaii,WAC,14,47,50,94.0,13,17,76.5,86
2006,jeremy-ito-1,/cfb/players/jeremy-ito-1.html,37,Jeremy Ito*,Rutgers,Big East,13,41,42,97.6,22,29,75.9,107
2006,alexis-serna-1,/cfb/players/alexis-serna-1.html,38,Alexis Serna*,Oregon State,Pac-10,14,45,45,100.0,22,29,75.9,111
2006,taylor-mehlhaff-1,/cfb/players/taylor-mehlhaff-1.html,39,Taylor Mehlhaff*,Wisconsin,Big Ten,13,47,47,100.0,15,20,75.0,92
2006,tom-schneider-1,/cfb/players/tom-schneider-1.html,40,Tom Schneider*,California,Pac-10,13,52,52,100.0,15,20,75.0,97
2006,nick-folk-1,/cfb/players/nick-folk-1.html,41,Nick Folk,Arizona,Pac-10,12,22,22,100.0,15,20,75.0,67
2006,john-deraney-1,/cfb/players/john-deraney-1.html,42,John Deraney,North Carolina State,ACC,12,22,23,95.7,12,16,75.0,58
2006,josh-arauco-1,/cfb/players/josh-arauco-1.html,43,Josh Arauco,Arkansas State,Sun Belt,10,16,19,84.2,12,16,75.0,52
2006,swayze-waters-1,/cfb/players/swayze-waters-1.html,44,Swayze Waters,UAB,CUSA,12,7,7,100.0,9,12,75.0,34
2006,sam-swank-1,/cfb/players/sam-swank-1.html,45,Sam Swank*,Wake Forest,ACC,14,33,33,100.0,23,31,74.2,102
2006,chris-nendick-1,/cfb/players/chris-nendick-1.html,46,Chris Nendick*,Northern Illinois,MAC,13,35,36,97.2,20,27,74.1,95
2006,jesse-ainsworth-1,/cfb/players/jesse-ainsworth-1.html,47,Jesse Ainsworth*,Arizona State,Pac-10,13,42,42,100.0,14,19,73.7,84
2006,matt-lasher-1,/cfb/players/matt-lasher-1.html,48,Matt Lasher*,Ohio,MAC,14,29,32,90.6,13,18,72.2,68
2006,thomas-morstead-1,/cfb/players/thomas-morstead-1.html,49,Thomas Morstead,SMU,CUSA,12,34,35,97.1,13,18,72.2,73
2006,scott-webb-1,/cfb/players/scott-webb-1.html,50,Scott Webb,Kansas,Big 12,12,37,39,94.9,13,18,72.2,76
2006,denis-hopovac-1,/cfb/players/denis-hopovac-1.html,51,Denis Hopovac,North Texas,Sun Belt,11,13,13,100.0,15,21,71.4,58
2006,alex-trlica-1,/cfb/players/alex-trlica-1.html,52,Alex Trlica*,Texas Tech,Big 12,12,51,51,100.0,15,21,71.4,96
2006,michael-torres-1,/cfb/players/michael-torres-1.html,53,Michael Torres,UCF,CUSA,11,25,25,100.0,17,24,70.8,76
2006,nate-meyer-1,/cfb/players/nate-meyer-1.html,54,Nate Meyer*,Western Michigan,MAC,13,33,34,97.1,17,24,70.8,84
2006,jeff-snodgrass-1,/cfb/players/jeff-snodgrass-1.html,55,Jeff Snodgrass*,Kansas State,Big 12,13,32,32,100.0,17,24,70.8,83
2006,matt-reagan-1,/cfb/players/matt-reagan-1.html,56,Matt Reagan,Memphis,CUSA,10,25,26,96.2,12,17,70.6,61
2006,tino-amancio-1,/cfb/players/tino-amancio-1.html,57,Tino Amancio,Idaho,WAC,12,23,23,100.0,12,17,70.6,59
2006,austin-miller-1,/cfb/players/austin-miller-1.html,58,Austin Miller,Army,Ind,12,26,26,100.0,12,17,70.6,62
2006,gary-cismesia-1,/cfb/players/gary-cismesia-1.html,59,Gary Cismesia*,Florida State,ACC,13,39,40,97.5,14,20,70.0,81
2006,andrew-wellock-1,/cfb/players/andrew-wellock-1.html,60,Andrew Wellock,Eastern Michigan,MAC,12,15,15,100.0,16,23,69.6,63
2006,clint-stitser-1,/cfb/players/clint-stitser-1.html,61,Clint Stitser,Fresno State,WAC,12,31,33,93.9,11,16,68.8,64
2006,paul-martinez-1,/cfb/players/paul-martinez-1.html,62,Paul Martinez*,Oregon,Pac-10,12,37,39,94.9,15,22,68.2,82
2006,jad-dean-1,/cfb/players/jad-dean-1.html,63,Jad Dean*,Clemson,ACC,13,46,50,92.0,15,22,68.2,91
2006,mason-crosby-1,/cfb/players/mason-crosby-1.html,64,Mason Crosby,Colorado,Big 12,12,19,19,100.0,19,28,67.9,76
2006,darren-mccaleb-1,/cfb/players/darren-mccaleb-1.html,65,Darren McCaleb*,Southern Mississippi,CUSA,14,42,42,100.0,16,24,66.7,90
2006,travis-bell-1,/cfb/players/travis-bell-1.html,66,Travis Bell*,Georgia Tech,ACC,14,43,43,100.0,12,18,66.7,79
2006,joel-howells-1,/cfb/players/joel-howells-1.html,67,Joel Howells,Northwestern,Big Ten,12,24,25,96.0,8,12,66.7,48
2006,kyle-schlicher-1,/cfb/players/kyle-schlicher-1.html,68,Kyle Schlicher*,Iowa,Big Ten,12,32,33,97.0,13,20,65.0,71
2006,kevin-kelly-1,/cfb/players/kevin-kelly-1.html,69,Kevin Kelly*,Penn State,Big Ten,13,30,30,100.0,22,34,64.7,96
2006,warley-leroy-1,/cfb/players/warley-leroy-1.html,70,Warley Leroy,Florida Atlantic,Sun Belt,11,18,20,90.0,9,14,64.3,45
2006,zach-sasser-1,/cfb/players/zach-sasser-1.html,71,Zach Sasser,Air Force,MWC,12,32,34,94.1,9,14,64.3,59
2006,jon-peattie-1,/cfb/players/jon-peattie-1.html,72,Jon Peattie*,Miami (FL),ACC,13,29,29,100.0,12,19,63.2,65
2006,aric-goodman-1,/cfb/players/aric-goodman-1.html,73,Aric Goodman,Wyoming,MWC,12,18,20,90.0,10,16,62.5,48
2006,colby-smith-1,/cfb/players/colby-smith-1.html,74,Colby Smith*,Middle Tennessee State,Sun Belt,13,38,39,97.4,8,13,61.5,62
2006,aaron-zagory-1,/cfb/players/aaron-zagory-1.html,75,Aaron Zagory,Stanford,Pac-10,12,13,15,86.7,8,13,61.5,37
2006,carl-gioia-1,/cfb/players/carl-gioia-1.html,76,Carl Gioia*,Notre Dame,Ind,13,49,54,90.7,8,13,61.5,73
2006,colt-david-1,/cfb/players/colt-david-1.html,77,Colt David*,LSU,SEC,13,50,51,98.0,8,13,61.5,74
2006,leigh-tiffin-1,/cfb/players/leigh-tiffin-1.html,78,Leigh Tiffin*,Alabama,SEC,5,12,13,92.3,8,13,61.5,36
2006,robert-lee-1,/cfb/players/robert-lee-1.html,79,Robert Lee*,East Carolina,CUSA,10,22,22,100.0,14,23,60.9,64
2006,rick-albreski-1,/cfb/players/rick-albreski-1.html,80,Rick Albreski*,Central Michigan,MAC,14,48,51,94.1,12,20,60.0,84
2006,ross-thevenot-1,/cfb/players/ross-thevenot-1.html,81,Ross Thevenot,Tulane,CUSA,12,23,28,82.1,9,15,60.0,50
2006,greg-whibbs-1,/cfb/players/greg-whibbs-1.html,82,Greg Whibbs*,Troy,Sun Belt,13,35,38,92.1,11,19,57.9,68
2006,chris-gould-1,/cfb/players/chris-gould-1.html,83,Chris Gould,Virginia,ACC,12,18,18,100.0,11,19,57.9,51
2006,lones-seiber-1,/cfb/players/lones-seiber-1.html,84,Lones Seiber*,Kentucky,SEC,10,33,34,97.1,11,19,57.9,66
2006,garrett-palmer-1,/cfb/players/garrett-palmer-1.html,85,Garrett Palmer,San Diego State,MWC,12,20,20,100.0,8,14,57.1,44
2006,loren-langley-1,/cfb/players/loren-langley-1.html,86,Loren Langley,Washington State,Pac-10,9,23,25,92.0,7,13,53.8,44
2006,jason-smith-2,/cfb/players/jason-smith-2.html,87,Jason Smith,Colorado State,MWC,12,22,24,91.7,8,15,53.3,46
2006,sergio-aguayo-1,/cfb/players/sergio-aguayo-1.html,88,Sergio Aguayo,UNLV,MWC,10,14,16,87.5,8,16,50.0,38
2006,adam-carlson-1,/cfb/players/adam-carlson-1.html,89,Adam Carlson,Mississippi State,SEC,12,27,27,100.0,6,12,50.0,45
2006,bryant-hahnfeldt-1,/cfb/players/bryant-hahnfeldt-1.html,90,Bryant Hahnfeldt,Vanderbilt,SEC,12,27,29,93.1,8,17,47.1,51
2006,chris-summers-1,/cfb/players/chris-summers-1.html,91,Chris Summers*,Purdue,Big Ten,14,46,47,97.9,8,20,40.0,70
2006,chris-hetland-1,/cfb/players/chris-hetland-1.html,92,Chris Hetland*,Florida,SEC,14,43,45,95.6,6,15,40.0,61
2006,anthony-binswanger-1,/cfb/players/anthony-binswanger-1.html,93,Anthony Binswanger,Marshall,CUSA,12,36,40,90.0,5,13,38.5,51
2007,alex-steigerwald-1,/cfb/players/alex-steigerwald-1.html,1,Alex Steigerwald,Toledo,MAC,12,44,47,93.6,13,13,100.0,83
2007,thomas-weber-1,/cfb/players/thomas-weber-1.html,2,Thomas Weber*,Arizona State,Pac-10,13,46,48,95.8,24,25,96.0,118
2007,austin-starr-1,/cfb/players/austin-starr-1.html,3,Austin Starr*,Indiana,Big Ten,13,48,48,100.0,21,23,91.3,111
2007,greg-whibbs-1,/cfb/players/greg-whibbs-1.html,4,Greg Whibbs,Troy,Sun Belt,12,48,50,96.0,16,18,88.9,96
2007,jason-reda-1,/cfb/players/jason-reda-1.html,5,Jason Reda*,Illinois,Big Ten,13,44,45,97.8,16,18,88.9,92
2007,kyle-brotzman-1,/cfb/players/kyle-brotzman-1.html,6,Kyle Brotzman*,Boise State,WAC,13,66,66,100.0,16,18,88.9,114
2007,steven-hauschka-1,/cfb/players/steven-hauschka-1.html,7,Steven Hauschka,North Carolina State,ACC,12,25,25,100.0,16,18,88.9,73
2007,garrett-hartley-1,/cfb/players/garrett-hartley-1.html,8,Garrett Hartley*,Oklahoma,Big 12,14,71,76,93.4,13,15,86.7,110
2007,garrett-palmer-1,/cfb/players/garrett-palmer-1.html,9,Garrett Palmer,San Diego State,MWC,12,34,36,94.4,13,15,86.7,73
2007,connor-barth-1,/cfb/players/connor-barth-1.html,10,Connor Barth,North Carolina,ACC,12,21,23,91.3,19,22,86.4,78
2007,louie-sakoda-1,/cfb/players/louie-sakoda-1.html,11,Louie Sakoda*,Utah,MWC,13,38,40,95.0,19,22,86.4,95
2007,sam-swank-1,/cfb/players/sam-swank-1.html,12,Sam Swank*,Wake Forest,ACC,13,44,44,100.0,18,21,85.7,98
2007,jose-martinez-1,/cfb/players/jose-martinez-1.html,13,Jose Martinez,UTEP,CUSA,12,44,46,95.7,17,20,85.0,95
2007,david-buehler-1,/cfb/players/david-buehler-1.html,14,David Buehler*,USC,Pac-10,13,52,54,96.3,16,19,84.2,100
2007,jeff-wolfert-1,/cfb/players/jeff-wolfert-1.html,15,Jeff Wolfert*,Missouri,Big 12,14,67,67,100.0,21,25,84.0,130
2007,taylor-mehlhaff-1,/cfb/players/taylor-mehlhaff-1.html,16,Taylor Mehlhaff*,Wisconsin,Big Ten,13,42,43,97.7,21,25,84.0,105
2007,kai-forbath-1,/cfb/players/kai-forbath-1.html,17,Kai Forbath*,UCLA,Pac-10,13,30,30,100.0,25,30,83.3,105
2007,michael-braunstein-1,/cfb/players/michael-braunstein-1.html,18,Michael Braunstein,Ohio,MAC,12,38,38,100.0,20,24,83.3,98
2007,michael-torres-1,/cfb/players/michael-torres-1.html,19,Michael Torres*,UCF,CUSA,13,50,51,98.0,20,24,83.3,110
2007,igor-iveljic-1,/cfb/players/igor-iveljic-1.html,20,Igor Iveljic,Akron,MAC,10,25,26,96.2,15,18,83.3,70
2007,john-sullivan-1,/cfb/players/john-sullivan-1.html,21,John Sullivan*,New Mexico,MWC,12,30,31,96.8,29,35,82.9,117
2007,travis-bell-1,/cfb/players/travis-bell-1.html,22,Travis Bell*,Georgia Tech,ACC,13,37,37,100.0,23,28,82.1,106
2007,chris-summers-1,/cfb/players/chris-summers-1.html,23,Chris Summers*,Purdue,Big Ten,13,56,56,100.0,18,22,81.8,110
2007,conor-lee-1,/cfb/players/conor-lee-1.html,24,Conor Lee,Pitt,Big East,12,28,28,100.0,18,22,81.8,82
2007,ryan-bailey-1,/cfb/players/ryan-bailey-1.html,25,Ryan Bailey*,Texas,Big 12,13,58,59,98.3,18,22,81.8,112
2007,chris-manfredini-1,/cfb/players/chris-manfredini-1.html,26,Chris Manfredini*,Texas Christian,MWC,13,37,37,100.0,22,27,81.5,103
2007,tony-ciaravino-1,/cfb/players/tony-ciaravino-1.html,27,Tony Ciaravino*,Connecticut,Big East,13,34,38,89.5,22,27,81.5,100
2007,jason-bondzio-1,/cfb/players/jason-bondzio-1.html,28,Jason Bondzio,Arizona,Pac-10,12,37,38,97.4,21,26,80.8,100
2007,jud-dunlevy-1,/cfb/players/jud-dunlevy-1.html,29,Jud Dunlevy*,Virginia Tech,ACC,14,45,47,95.7,21,26,80.8,108
2007,chris-gould-1,/cfb/players/chris-gould-1.html,30,Chris Gould*,Virginia,ACC,13,35,37,94.6,16,20,80.0,83
2007,jason-smith-2,/cfb/players/jason-smith-2.html,31,Jason Smith,Colorado State,MWC,12,33,33,100.0,16,20,80.0,81
2007,matt-evensen-1,/cfb/players/matt-evensen-1.html,32,Matt Evensen*,Oregon,Pac-10,13,52,52,100.0,16,20,80.0,100
2007,gary-cismesia-1,/cfb/players/gary-cismesia-1.html,33,Gary Cismesia*,Florida State,ACC,13,28,29,96.6,27,34,79.4,109
