Year,Player_ID,NCAA_Link,Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Team,Round,Pick
2002,,,Dwayne Pierce,OG,LSU,74,319,5.5,26.0,,93.0,8.12,5.23,,999,999
2002,PittCh20,,Chester Pitts,OT,San Diego State,76,320,5.22,30.0,,106.0,7.84,4.81,Houston Texans,2,50
2002,,https://www.sports-reference.com/cfb/players/brian-poli-dixon-1.html,Brian Poli-Dixon,WR,UCLA,77,210,4.48,,,,,,,999,999
2002,PopeMo20,,Monsanto Pope,DT,Virginia,75,295,5.25,,,,,,Denver Broncos,7,231
2002,PortCl00,https://www.sports-reference.com/cfb/players/clinton-portis-1.html,Clinton Portis,RB,Miami (FL),71,204,4.42,,,,,,Denver Broncos,2,51
2002,,https://www.sports-reference.com/cfb/players/pig-prather-1.html,Pig Prather,SS,Mississippi State,72,200,4.48,,,,,,,999,999
2002,PuciMi20,,Mike Pucillo,OG,Auburn,76,317,5.31,28.0,26.0,,,,Buffalo Bills,7,215
2002,,,Zach Quaccia,C,Stanford,76,309,5.37,26.5,23.0,93.0,7.9,4.63,,999,999
2002,RamsPa00,https://www.sports-reference.com/cfb/players/patrick-ramsey-1.html,Patrick Ramsey,QB,Tulane,74,219,5.24,33.5,,112.0,7.12,4.09,Washington Redskins,1,32
2002,RashSa20,,Saleem Rasheed,ILB,Alabama,75,229,4.66,,26.0,,,,San Francisco 49ers,3,69
2002,,https://www.sports-reference.com/cfb/players/pete-rebstock-1.html,Pete Rebstock,WR,Colorado State,69,190,4.5,,,,,,,999,999
2002,,https://www.sports-reference.com/cfb/players/tellis-redmon-1.html,Tellis Redmon,RB,Minnesota,71,210,4.61,32.0,20.0,113.0,7.08,4.14,,999,999
2002,ReedEd00,https://www.sports-reference.com/cfb/players/ed-reed-1.html,Ed Reed,FS,Miami (FL),71,201,4.57,,,,,,Baltimore Ravens,1,24
2002,ReedJo01,https://www.sports-reference.com/cfb/players/josh-reed-1.html,Josh Reed,WR,LSU,70,210,4.54,,,,,,Buffalo Bills,2,36
2002,RichKr20,https://www.sports-reference.com/cfb/players/kris-richard-1.html,Kris Richard,CB,USC,71,186,4.47,39.5,10.0,120.0,,4.15,Seattle Seahawks,3,85
2002,RogeNi20,,Nick Rogers,OLB,Georgia Tech,74,251,4.73,36.0,22.0,117.0,7.02,4.19,Minnesota Vikings,6,177
2002,RogeVi20,,Victor Rogers,OG,Colorado,78,331,5.57,25.0,20.0,93.0,9.0,5.16,Detroit Lions,7,259
2002,,,Frank Romero,OG,Oklahoma,76,300,5.3,27.5,22.0,88.0,7.65,4.79,,999,999
2002,RossDe20,https://www.sports-reference.com/cfb/players/derek-ross-1.html,Derek Ross,CB,Ohio State,71,197,4.56,,17.0,118.0,,,Dallas Cowboys,3,75
2002,,https://www.sports-reference.com/cfb/players/casey-roussel-1.html,Casey Roussel,P,Tulane,73,219,5.2,,,,,,,999,999
2002,RoyaRo00,https://www.sports-reference.com/cfb/players/robert-royal-1.html,Robert Royal,TE,LSU,77,253,4.97,31.0,14.0,114.0,7.37,4.27,Washington Redskins,5,160
2002,RumpMi20,https://www.sports-reference.com/cfb/players/mike-rumph-1.html,Mike Rumph,CB,Miami (FL),74,205,4.47,,,,,,San Francisco 49ers,1,27
2002,RussCl00,https://www.sports-reference.com/cfb/players/cliff-russell-1.html,Cliff Russell,WR,Utah,71,185,4.36,,,,,,Washington Redskins,3,87
2002,SchiJa20,https://www.sports-reference.com/cfb/players/jake-schifino-1.html,Jake Schifino,WR,Akron,73,200,4.49,,,,,,Tennessee Titans,5,151
2002,SchoMa00,https://www.sports-reference.com/cfb/players/matt-schobel-1.html,Matt Schobel,TE,TCU,77,263,,34.5,,,,,Cincinnati Bengals,3,67
2002,ScobJo00,https://www.sports-reference.com/cfb/players/josh-scobey-1.html,Josh Scobey,RB,Kansas State,71,218,4.42,40.5,21.0,124.0,6.96,3.93,Arizona Cardinals,6,185
2002,ScotGr20,,Greg Scott,DE,Kansas State,76,268,4.9,32.5,26.0,110.0,7.5,4.61,Washington Redskins,7,234
2002,,,Jason Scukanec,C,BYU,74,304,5.33,29.0,30.0,100.0,7.87,4.59,,999,999
2002,ShawJo20,https://www.sports-reference.com/cfb/players/josh-shaw-2.html,Josh Shaw,DT,Michigan State,75,279,5.08,,22.0,,,,San Francisco 49ers,5,172
2002,ShepLi99,https://www.sports-reference.com/cfb/players/lito-sheppard-1.html,Lito Sheppard,CB,Florida,70,194,4.47,37.5,11.0,120.0,,,Philadelphia Eagles,1,26
2002,,https://www.sports-reference.com/cfb/players/rick-sherrod-1.html,Rick Sherrod,FS,West Virginia,74,192,4.62,37.0,,119.0,7.09,4.11,,999,999
2002,ShocJe00,https://www.sports-reference.com/cfb/players/jeremy-shockey-1.html,Jeremy Shockey,TE,Miami (FL),77,255,4.64,,,,,,New York Giants,1,14
2002,,https://www.sports-reference.com/cfb/players/billy-silva-1.html,Billy Silva,ILB,Northwestern,75,244,4.68,,,,,,,999,999
2002,SimmKe20,,Kendall Simmons,OG,Auburn,75,311,5.3,28.5,24.0,98.0,7.84,4.71,Pittsburgh Steelers,1,30
2002,SimsRy20,,Ryan Sims,DT,North Carolina,76,311,5.09,,27.0,,,,Kansas City Chiefs,1,6
2002,SippBo00,,Bobby Sippio,CB,Western Kentucky,75,214,4.69,37.0,12.0,123.0,6.78,4.2,,999,999
2002,,https://www.sports-reference.com/cfb/players/derek-smith-1.html,Derek Smith,TE,Kentucky,76,271,4.9,28.5,16.0,112.0,7.46,4.38,,999,999
2002,SmitRa20,https://www.sports-reference.com/cfb/players/raonall-smith-1.html,Raonall Smith,OLB,Washington State,74,244,4.53,42.0,26.0,125.0,7.1,4.11,Minnesota Vikings,2,38
2002,SmitSt21,https://www.sports-reference.com/cfb/players/steve-smith-1.html,Steve Smith,SS,Oregon,73,193,4.62,30.5,,110.0,7.0,4.22,Jacksonville Jaguars,7,246
2002,StacCh00,https://www.sports-reference.com/cfb/players/charles-stackhouse-1.html,Charles Stackhouse,FB,Mississippi,74,252,4.93,29.0,20.0,111.0,7.63,4.53,,999,999
2002,,https://www.sports-reference.com/cfb/players/luke-staley-1.html,Luke Staley,RB,BYU,73,227,4.42,,,,,,Detroit Lions,7,214
2002,StalDo00,https://www.sports-reference.com/cfb/players/donte-stallworth-1.html,Donte' Stallworth,WR,Tennessee,72,197,4.22,,,,,,New Orleans Saints,1,13
2002,StamJo21,,John Stamper,DE,South Carolina,76,265,4.98,36.5,24.0,112.0,7.35,4.22,Tampa Bay Buccaneers,6,193
2002,,,Connor Stephens,DE,Mississippi State,76,256,4.89,36.5,20.0,119.0,7.5,4.55,,999,999
2002,StepTr01,https://www.sports-reference.com/cfb/players/travis-stephens-1.html,Travis Stephens,RB,Tennessee,68,194,4.6,32.0,15.0,121.0,,,Tampa Bay Buccaneers,4,119
2002,StevJe00,https://www.sports-reference.com/cfb/players/jerramy-stevens-1.html,Jerramy Stevens,TE,Washington,79,265,4.77,,,,,,Seattle Seahawks,1,28
2002,StevDo21,https://www.sports-reference.com/cfb/players/dominique-stevenson-1.html,Dominique Stevenson,OLB,Tennessee,72,231,4.53,32.5,23.0,110.0,,,Buffalo Bills,7,260
2002,,,Lawrence Story,WR,Jackson State,77,205,4.63,33.5,,114.0,7.06,4.16,,999,999
2002,,https://www.sports-reference.com/cfb/players/tim-stratton-1.html,Tim Stratton,TE,Purdue,76,251,4.97,27.0,15.0,101.0,,,,999,999
2002,SykeJa20,https://www.sports-reference.com/cfb/players/jashon-sykes-1.html,Jashon Sykes,OLB,Colorado,75,236,4.68,34.5,23.0,116.0,7.25,4.34,,999,999
2002,,,Ed Ta'amu,OG,Utah,74,335,5.3,29.0,28.0,,,,,999,999
2002,TaylBe20,https://www.sports-reference.com/cfb/players/ben-taylor-1.html,Ben Taylor,ILB,Virginia Tech,74,236,4.83,35.5,19.0,120.0,6.56,4.09,Cleveland Browns,4,111
2002,TaylCh01,https://www.sports-reference.com/cfb/players/chester-taylor-1.html,Chester Taylor,RB,Toledo,71,213,4.58,33.0,22.0,114.0,,,Baltimore Ravens,6,207
2002,,,T.C. Taylor,WR,Jackson State,76,219,4.69,31.0,,114.0,7.59,4.25,,999,999
2002,ThomBr21,https://www.sports-reference.com/cfb/players/bryan-thomas-1.html,Bryan Thomas,DE,Ala-Birmingham,76,266,4.47,34.5,33.0,,,,New York Jets,1,22
2002,ThomKe22,https://www.sports-reference.com/cfb/players/kevin-thomas-2.html,Kevin Thomas,CB,UNLV,71,180,4.64,35.0,10.0,122.0,,,Buffalo Bills,6,176
2002,,https://www.sports-reference.com/cfb/players/lew-thomas-1.html,Lew Thomas,RB,Vanderbilt,69,210,4.59,36.0,17.0,115.0,6.87,4.21,,999,999
2002,ThomRo20,https://www.sports-reference.com/cfb/players/robert-thomas-1.html,Robert Thomas,OLB,UCLA,72,229,4.51,34.0,21.0,116.0,7.21,4.1,St. Louis Rams,1,31
2002,ThomLa21,https://www.sports-reference.com/cfb/players/lamont-thompson-1.html,Lamont Thompson,FS,Washington State,73,220,4.59,33.5,12.0,120.0,,,Cincinnati Bengals,2,41
2002,ThorJo20,,Josh Thornhill,ILB,Michigan State,74,243,4.69,36.5,27.0,121.0,7.15,4.19,,999,999
2002,ThorDa20,https://www.sports-reference.com/cfb/players/david-thornton-1.html,David Thornton,OLB,North Carolina,74,236,4.62,35.5,26.0,117.0,6.93,4.09,Indianapolis Colts,4,106
2002,,,Ryan Tolhurst,WR,Richmond,71,196,4.49,38.0,,123.0,6.65,3.88,,999,999
2002,TripLa20,,Larry Tripplett,DT,Washington,74,305,4.93,30.0,,102.0,,4.36,Indianapolis Colts,2,42
2002,VollKu20,,Kurt Vollers,OT,Notre Dame,79,321,5.36,30.5,30.0,,,,,999,999
2002,WalkJa00,https://www.sports-reference.com/cfb/players/javon-walker-1.html,Javon Walker,WR,Florida State,75,210,4.38,39.5,,128.0,6.86,4.05,Green Bay Packers,1,20
2002,WalkLa20,,Langston Walker,OT,California,80,344,5.26,28.5,21.0,102.0,8.09,4.95,Oakland Raiders,2,53
2002,,https://www.sports-reference.com/cfb/players/marquise-walker-1.html,Marquise Walker,WR,Michigan,74,219,4.63,,,,,,,999,999
2002,WallLe20,https://www.sports-reference.com/cfb/players/lenny-walls-1.html,Lenny Walls,CB,Boston Col.,76,192,4.67,37.0,7.0,120.0,,,,999,999
2002,WearFr21,,Fred Weary,C,Tennessee,76,308,5.37,32.0,34.0,104.0,7.68,4.63,Houston Texans,3,66
2002,WeavAn20,https://www.sports-reference.com/cfb/players/anthony-weaver-1.html,Anthony Weaver,DT,Notre Dame,75,296,4.95,32.5,24.0,109.0,7.37,4.31,Baltimore Ravens,2,52
2002,,,Jeff Webb,P,Vanderbilt,75,215,,,,,,,,999,999
2002,WellJo00,https://www.sports-reference.com/cfb/players/jonathan-wells-1.html,Jonathan Wells,RB,Ohio State,73,243,4.52,,,,,,Houston Texans,4,99
2002,WeslDa20,,Dante Wesley,CB,Ark-Pine Bluff,73,211,4.43,35.0,15.0,116.0,7.25,4.22,Carolina Panthers,4,100
2002,WestBr00,,Brian Westbrook,RB,Villanova,68,200,4.57,37.0,26.0,118.0,7.09,,Philadelphia Eagles,3,91
2002,,,Stylez White,DE,Minnesota,75,268,4.88,31.5,20.0,114.0,7.4,4.36,,999,999
2002,WillCh20,https://www.sports-reference.com/cfb/players/chad-williams-1.html,Chad Williams,SS,Southern Miss,69,207,4.58,36.5,20.0,121.0,6.96,,Baltimore Ravens,6,209
2002,,https://www.sports-reference.com/cfb/players/levron-williams-1.html,Levron Williams,RB,Indiana,75,224,4.66,,16.0,,,,,999,999
2002,WillMi22,https://www.sports-reference.com/cfb/players/mike-williams-6.html,Mike Williams,OT,Texas,78,375,5.3,30.0,29.0,102.0,,,Buffalo Bills,1,4
2002,WillRi01,https://www.sports-reference.com/cfb/players/ricky-williams-2.html,Ricky Williams,RB,Texas Tech,67,190,4.47,32.5,19.0,110.0,,,,999,999
2002,,,Roe Williams,CB,Tuskegee,71,204,4.53,38.0,23.0,123.0,,,,999,999
2002,WillRo03,https://www.sports-reference.com/cfb/players/roy-williams-2.html,Roy Williams,SS,Oklahoma,72,219,4.53,30.5,13.0,115.0,,,Dallas Cowboys,1,8
2002,WillTa20,https://www.sports-reference.com/cfb/players/tank-williams-1.html,Tank Williams,FS,Stanford,74,222,4.46,38.5,19.0,125.0,6.78,3.93,Tennessee Titans,2,45
2002,WireCo20,https://www.sports-reference.com/cfb/players/coy-wire-1.html,Coy Wire,SS,Stanford,72,209,4.56,38.5,28.0,120.0,6.62,3.87,Buffalo Bills,3,97
2002,,https://www.sports-reference.com/cfb/players/tracey-wistrom-1.html,Tracey Wistrom,TE,Nebraska,76,245,4.92,33.5,17.0,116.0,7.09,4.1,Tampa Bay Buccaneers,7,250
2002,WithWi20,,Will Witherspoon,OLB,Georgia,73,231,4.68,38.0,25.0,122.0,7.09,4.21,Carolina Panthers,3,73
2002,,https://www.sports-reference.com/cfb/players/adam-wulfeck-1.html,Adam Wulfeck,P,Cincinnati,72,228,4.83,,,,,,,999,999
2002,YounCh20,https://www.sports-reference.com/cfb/players/chris-young-1.html,Chris Young,SS,Georgia Tech,72,210,4.63,38.5,23.0,121.0,,,Denver Broncos,7,228
2002,ZastDa20,https://www.sports-reference.com/cfb/players/dave-zastudil-1.html,Dave Zastudil,P,Ohio,75,222,5.26,,,,,,Baltimore Ravens,4,112
2002,,https://www.sports-reference.com/cfb/players/greg-zolman-1.html,Greg Zolman,QB,Vanderbilt,74,220,4.93,34.0,,112.0,7.08,4.14,,999,999
2003,AbduKh20,,Khalid Abdullah,OLB,Mars Hill,74,227,4.61,36.5,26.0,126.0,7.13,4.25,Cincinnati Bengals,5,136
2003,AdamAn20,,Anthony Adams,DT,Penn State,72,299,5.13,30.5,,109.0,7.68,4.59,San Francisco 49ers,2,57
2003,AikeSa00,https://www.sports-reference.com/cfb/players/sam-aiken-1.html,Sam Aiken,WR,North Carolina,74,209,4.59,39.5,,121.0,7.22,,Buffalo Bills,4,127
2003,,https://www.sports-reference.com/cfb/players/paul-arnold-1.html,Paul Arnold,WR,Washington,73,213,4.53,40.5,,131.0,6.84,4.11,,999,999
2003,AskeB.00,https://www.sports-reference.com/cfb/players/bj-askew-1.html,B.J. Askew,RB,Michigan,74,241,4.6,,,,,,New York Jets,3,85
2003,AsomNn20,https://www.sports-reference.com/cfb/players/nnamdi-asomugha-1.html,Nnamdi Asomugha,CB,California,74,213,4.45,37.5,16.0,124.0,,,Oakland Raiders,1,31
2003,,https://www.sports-reference.com/cfb/players/rod-babers-1.html,Rod Babers,CB,Texas,69,192,4.43,37.0,15.0,127.0,6.83,4.07,,999,999
2003,BailBo20,https://www.sports-reference.com/cfb/players/boss-bailey-1.html,Boss Bailey,OLB,Georgia,75,233,4.58,42.0,,135.0,,,Detroit Lions,2,34
2003,,https://www.sports-reference.com/cfb/players/korey-banks-1.html,Korey Banks,CB,Mississippi State,70,188,4.58,,15.0,,,,,999,999
2003,,https://www.sports-reference.com/cfb/players/brad-banks-1.html,Brad Banks,QB,Iowa,71,201,4.67,33.5,,112.0,,,,999,999
2003,BantTu20,https://www.sports-reference.com/cfb/players/tully-banta-cain-1.html,Tully Banta-Cain,DE,California,74,264,4.79,,25.0,,,,New England Patriots,7,239
2003,BarnNi20,https://www.sports-reference.com/cfb/players/nick-barnett-1.html,Nick Barnett,OLB,Oregon State,74,236,4.67,34.5,32.0,123.0,7.0,4.08,Green Bay Packers,1,29
2003,BateSo20,https://www.sports-reference.com/cfb/players/solomon-bates-1.html,Solomon Bates,ILB,Arizona State,73,243,4.89,30.0,19.0,112.0,7.23,4.34,Seattle Seahawks,4,135
2003,,,Justin Bates,OG,Colorado,76,300,5.38,,18.0,,,,Dallas Cowboys,7,219
2003,BattJu20,https://www.sports-reference.com/cfb/players/julian-battle-1.html,Julian Battle,CB,Tennessee,74,205,4.45,,,,,,Kansas City Chiefs,3,92
2003,BattAr00,https://www.sports-reference.com/cfb/players/arnaz-battle-1.html,Arnaz Battle,WR,Notre Dame,73,217,4.58,35.0,,117.0,6.74,4.06,San Francisco 49ers,6,197
2003,,https://www.sports-reference.com/cfb/players/santonio-beard-1.html,Santonio Beard,RB,Alabama,72,222,4.62,31.5,,119.0,,,,999,999
2003,BellRo00,https://www.sports-reference.com/cfb/players/ronald-bellamy-1.html,Ronald Bellamy,WR,Michigan,72,208,4.57,30.5,,119.0,7.38,4.1,,999,999
2003,BertSe00,https://www.sports-reference.com/cfb/players/sean-berton-1.html,Sean Berton,TE,North Carolina State,76,279,5.02,31.0,,107.0,7.18,4.35,,999,999
2003,BlacJo20,https://www.sports-reference.com/cfb/players/jordan-black-1.html,Jordan Black,OT,Notre Dame,78,314,5.18,30.0,,106.0,7.65,4.5,Kansas City Chiefs,5,153
2003,,,Josh Blankenship,QB,Tulsa,74,211,5.16,28.5,,103.0,7.59,4.42,,999,999
2003,BoldAn00,https://www.sports-reference.com/cfb/players/anquan-boldin-1.html,Anquan Boldin,WR,Florida State,73,216,4.72,33.5,,114.0,7.35,4.33,Arizona Cardinals,2,54
2003,BollKy00,https://www.sports-reference.com/cfb/players/kyle-boller-1.html,Kyle Boller,QB,California,75,234,4.61,35.5,,117.0,7.2,4.02,Baltimore Ravens,1,19
2003,,,Ulish Booker,OT,Michigan State,78,304,5.24,,,,,,,999,999
2003,BranCo20,https://www.sports-reference.com/cfb/players/colin-branch-1.html,Colin Branch,FS,Stanford,72,203,4.4,36.0,22.0,119.0,,,Carolina Panthers,4,119
2003,BrayTy20,https://www.sports-reference.com/cfb/players/tyler-brayton-1.html,Tyler Brayton,DE,Colorado,78,277,4.73,34.0,25.0,116.0,7.14,4.31,Oakland Raiders,1,32
2003,BridJe20,,Jeremy Bridges,OG,Southern Miss,76,301,5.38,28.5,25.0,96.0,8.12,4.77,Philadelphia Eagles,6,185
2003,BrigLa99,https://www.sports-reference.com/cfb/players/lance-briggs-1.html,Lance Briggs,ILB,Arizona,73,242,4.75,33.0,25.0,113.0,,,Chicago Bears,3,68
2003,,,Lucas Brigman,C,Nebraska-Omaha,72,308,5.3,27.0,26.0,101.0,7.99,4.67,,999,999
2003,BrowMa22,,Mark Brown,ILB,Auburn,72,238,4.82,37.5,,121.0,7.37,4.21,,999,999
2003,brownjos01,https://www.sports-reference.com/cfb/players/josh-brown-1.html,Josh Brown,K,Nebraska,73,202,4.81,,,,,,Seattle Seahawks,7,222
2003,BrowCh03,https://www.sports-reference.com/cfb/players/chris-brown-1.html,Chris Brown,RB,Colorado,75,220,4.46,,,,,,Tennessee Titans,3,93
2003,BrowCh25,https://www.sports-reference.com/cfb/players/chris-brown-6.html,Chris Brown,FS,Ala-Birmingham,72,195,4.59,35.5,15.0,126.0,7.05,4.13,,999,999
2003,,,D. Bryant,QB,Duke,74,218,4.73,35.5,,114.0,7.36,4.4,,999,999
2003,,https://www.sports-reference.com/cfb/players/jamal-burke-1.html,Jamal Burke,WR,Boston Col.,72,204,4.56,36.0,,119.0,7.2,4.13,,999,999
2003,BurlNa00,https://www.sports-reference.com/cfb/players/nate-burleson-1.html,Nate Burleson,WR,Nevada,72,197,4.51,42.5,,126.0,6.96,4.16,Minnesota Vikings,3,71
2003,,,Nick Burley,DE,Fresno State,76,243,4.83,32.0,26.0,108.0,7.73,4.57,,999,999
2003,BurnCu20,https://www.sports-reference.com/cfb/players/curry-burns-1.html,Curry Burns,SS,Louisville,72,216,4.56,36.0,19.0,120.0,7.04,4.16,Houston Texans,7,217
2003,,https://www.sports-reference.com/cfb/players/mike-bush-1.html,Mike Bush,WR,Washington State,77,198,4.7,,,115.0,7.42,4.28,,999,999
2003,CaliTy00,https://www.sports-reference.com/cfb/players/tyrone-calico-1.html,Tyrone Calico,WR,Middle Tennessee State,76,223,4.34,38.0,,127.0,6.73,4.26,Tennessee Titans,2,60
2003,,,Fred Capshaw,P,Miami (FL),70,192,4.89,,,,,,,999,999
2003,CartKe01,https://www.sports-reference.com/cfb/players/kerry-carter-1.html,Kerry Carter,RB,Stanford,74,238,4.61,36.0,20.0,118.0,7.29,4.39,,999,999
2003,ClarDa00,https://www.sports-reference.com/cfb/players/dallas-clark-1.html,Dallas Clark,TE,Iowa,75,257,4.65,37.5,,123.0,,,Indianapolis Colts,1,24
2003,ClaxBe20,,Ben Claxton,C,Mississippi,75,301,5.16,27.0,,102.0,7.81,4.69,Denver Broncos,5,157
2003,ClemCh23,,Chris Clemons,OLB,Georgia,75,236,4.68,35.0,18.0,116.0,7.48,4.66,,999,999
2003,CoboAv00,https://www.sports-reference.com/cfb/players/avon-cobourne-1.html,Avon Cobourne,RB,West Virginia,67,205,4.7,31.5,21.0,112.0,7.21,4.18,,999,999
2003,ColeCo20,,Colin Cole,DT,Iowa,74,309,5.22,31.0,29.0,103.0,7.85,4.75,,999,999
2003,CoxxTo21,https://www.sports-reference.com/cfb/players/torrie-cox-1.html,Torrie Cox,CB,Pittsburgh,69,181,4.55,32.0,,119.0,6.98,4.2,Tampa Bay Buccaneers,6,205
2003,CrowAn20,https://www.sports-reference.com/cfb/players/angelo-crowell-1.html,Angelo Crowell,ILB,Virginia,72,236,4.73,32.5,25.0,,7.08,4.29,Buffalo Bills,3,94
2003,CurlDa20,,Dan Curley,TE,East. Washington,76,254,4.63,35.5,17.0,118.0,7.47,4.53,St. Louis Rams,5,148
2003,,,Brennan Curtin,OT,Notre Dame,81,318,5.28,32.0,,100.0,7.98,4.87,Green Bay Packers,6,212
2003,CurtKe00,https://www.sports-reference.com/cfb/players/kevin-curtis-2.html,Kevin Curtis,WR,Utah State,71,186,4.42,36.0,,122.0,6.76,3.99,St. Louis Rams,3,74
2003,DaviSa21,https://www.sports-reference.com/cfb/players/sammy-davis-1.html,Sammy Davis,CB,Texas A&M,72,186,4.42,40.0,19.0,131.0,7.01,,San Diego Chargers,1,30
2003,DaviCh24,https://www.sports-reference.com/cfb/players/chris-davis-3.html,Chris Davis,FB,Syracuse,71,235,4.56,38.5,21.0,116.0,7.25,4.37,Seattle Seahawks,5,165
2003,DaviAn24,,Anthony Davis,OG,Virginia Tech,76,329,5.34,27.5,,95.0,8.26,4.98,,999,999
2003,DeMaEn20,,Enoch DeMar,OG,Indiana,76,334,5.63,22.5,22.0,90.0,8.35,5.1,,999,999
2003,DiedDa20,https://www.sports-reference.com/cfb/players/dahrran-diedrick-1.html,Dahrran Diedrick,RB,Nebraska,72,228,4.62,37.0,19.0,117.0,7.32,4.44,,999,999
2003,DiehDa21,,David Diehl,OG,Illinois,78,310,5.26,28.0,22.0,96.0,8.1,4.97,New York Giants,5,160
2003,,,Robbie Doane,OG,Texas,78,311,5.29,24.5,,85.0,8.04,4.73,,999,999
2003,DockDe20,https://www.sports-reference.com/cfb/players/derrick-dockery-1.html,Derrick Dockery,OG,Texas,78,347,5.58,25.0,,92.0,,,Washington Redskins,3,81
2003,DorsKe00,https://www.sports-reference.com/cfb/players/ken-dorsey-1.html,Ken Dorsey,QB,Miami (FL),77,208,4.7,,,,,,San Francisco 49ers,7,241
2003,DossMi20,https://www.sports-reference.com/cfb/players/mike-doss-1.html,Mike Doss,SS,Ohio State,70,207,4.45,,,,,,Indianapolis Colts,2,58
2003,,https://www.sports-reference.com/cfb/players/charles-drake-1.html,Charles Drake,FS,Michigan,73,205,4.52,,20.0,,,,New York Giants,7,240
2003,,https://www.sports-reference.com/cfb/players/brandon-drumm-1.html,Brandon Drumm,FB,Colorado,73,233,4.71,32.5,21.0,113.0,7.18,4.29,Detroit Lions,7,236
2003,DunbLa20,https://www.sports-reference.com/cfb/players/latarence-dunbar-1.html,LaTarence Dunbar,WR,TCU,71,196,4.52,34.0,,122.0,7.41,4.35,Atlanta Falcons,6,196
2003,,https://www.sports-reference.com/cfb/players/damon-duval-1.html,Damon Duval,P,Auburn,72,196,4.9,,,,,,,999,999
2003,EasoNi20,,Nick Eason,DT,Clemson,75,301,5.17,,29.0,102.0,,,Denver Broncos,4,114
2003,EdwaTe00,https://www.sports-reference.com/cfb/players/terrence-edwards-1.html,Terrence Edwards,WR,Georgia,72,176,4.5,,,,,,,999,999
2003,FainJe20,,Jeff Faine,C,Notre Dame,75,303,5.18,,,,,,Cleveland Browns,1,21
2003,FargJu00,https://www.sports-reference.com/cfb/players/justin-fargas-1.html,Justin Fargas,RB,USC,73,219,4.35,,27.0,137.0,,,Oakland Raiders,3,96
2003,,,Gus Felder,OG,Penn State,75,324,5.83,23.5,,94.0,9.12,5.54,,999,999
2003,,https://www.sports-reference.com/cfb/players/nate-fikse-1.html,Nate Fikse,P,UCLA,68,196,4.91,,,,,,,999,999
2003,FlorDr20,,Drayton Florence,CB,Tuskegee,72,198,4.39,35.0,18.0,124.0,,,San Diego Chargers,2,46
2003,FloyAn20,https://www.sports-reference.com/cfb/players/anthony-floyd-1.html,Anthony Floyd,FS,Louisville,69,202,4.6,33.5,19.0,117.0,7.09,4.2,,999,999
2003,,,Lawrence Flugence,ILB,Texas Tech,73,239,4.87,34.0,23.0,106.0,7.4,4.36,,999,999
2003,FostGe20,,George Foster,OT,Georgia,77,338,5.23,27.0,,100.0,,,Denver Broncos,1,20
2003,FranAu20,,Aubrayo Franklin,DT,Tennessee,73,307,5.2,27.0,,100.0,,4.79,Baltimore Ravens,5,146
2003,FreiMa20,,Makoa Freitas,OG,Arizona,76,307,5.05,24.5,36.0,95.0,8.24,4.92,Indianapolis Colts,6,208
2003,,,Lui Fuata,C,Hawaii,74,309,5.57,,,,,,,999,999
2003,GabrDo00,https://www.sports-reference.com/cfb/players/doug-gabriel-1.html,Doug Gabriel,WR,Central Florida,74,213,4.52,35.5,,116.0,7.05,4.16,Oakland Raiders,5,167
2003,GageJu00,https://www.sports-reference.com/cfb/players/justin-gage-1.html,Justin Gage,WR,Missouri,76,217,4.45,,,,,,Chicago Bears,5,143
2003,,https://www.sports-reference.com/cfb/players/ahmaad-galloway-1.html,Ahmaad Galloway,RB,Alabama,72,223,4.65,,22.0,,,,Denver Broncos,7,235
2003,GaraAn20,https://www.sports-reference.com/cfb/players/antonio-garay-1.html,Antonio Garay,DE,Boston Col.,75,295,4.9,,,,,,Cleveland Browns,6,195
2003,GardTa00,https://www.sports-reference.com/cfb/players/talman-gardner-1.html,Talman Gardner,WR,Florida State,73,205,4.44,34.5,,116.0,7.54,4.43,New Orleans Saints,7,231
2003,GarrKe20,https://www.sports-reference.com/cfb/players/kevin-garrett-1.html,Kevin Garrett,CB,SMU,69,194,4.32,35.0,,129.0,6.9,3.96,St. Louis Rams,5,172
2003,,https://www.sports-reference.com/cfb/players/jason-gesser-1.html,Jason Gesser,QB,Washington State,73,205,4.87,,,,,,,999,999
2003,GilbTo20,https://www.sports-reference.com/cfb/players/tony-gilbert-1.html,Tony Gilbert,ILB,Georgia,72,251,4.86,27.5,19.0,109.0,,,Arizona Cardinals,6,210
2003,GossJa20,https://www.sports-reference.com/cfb/players/jason-goss-1.html,Jason Goss,CB,TCU,70,183,4.58,32.5,15.0,117.0,7.46,4.31,,999,999
2003,GrahEa00,https://www.sports-reference.com/cfb/players/earnest-graham-1.html,Earnest Graham,RB,Florida,69,225,4.5,,22.0,,,,,999,999
2003,GranCi20,https://www.sports-reference.com/cfb/players/cie-grant-1.html,Cie Grant,OLB,Ohio State,72,228,4.68,,,,,,New Orleans Saints,3,86
2003,GreeJa20,,Jamaal Green,DE,Miami (FL),74,272,4.78,35.5,27.0,119.0,,,Philadelphia Eagles,4,131
2003,,,Cornelius Green,DE,Miami (FL),75,243,4.81,,,,,,,999,999
