Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2004,Deryck Toles,Penn State,OLB,71.8,224,9.25,31.88,,4.62,24,37,112,4.23,7.12,11.58
2004,Reggie Torbor,Auburn,DE,74.1,254,9.88,32.88,,4.7,16,34,120,4.46,7.48,11.99
2004,Daryl Towns,Nevada,OLB,73,224,,,,4.57,,37,112,4.25,7.15,
2004,Marcus Tubbs,Texas,DT,76,321,9,33.63,,5.05,29,32.5,105,9.99,9.99,
2004,Sean Tufts,Colorado,OLB,76.1,242,9.25,32.25,,4.66,21,34.5,118,3.94,6.94,11.27
2004,Michael Turner,Northern Illinois,RB,70.5,237,9.63,29.38,,4.49,22,31,114,4.15,7.5,
2004,Bradlee Van Pelt,Colorado State,QB,74.3,231,9.63,30.63,25,4.96,,33.5,115,4.11,6.89,
2004,Khaleed Vaughn,Clemson,DE,76.5,281,9,33.75,,5.02,14,31.5,113,4.35,7.38,
2004,Michael Waddell,North Carolina,CB,70.9,187,8.88,30,,4.33,14,37.5,121,4.03,6.84,11.2
2004,Alex Wade,Duke,FB,72.4,248,10.13,32,,4.97,22,32.5,114,4.41,7.5,11.91
2004,Mike Walker,Minnesota-Morris,TE,76,254,9.38,29.88,,4.8,19,30,106,4.35,7.51,12.18
2004,Matt Ware,UCLA,FS,74.4,209,10,31.88,,4.54,15,,,9.99,9.99,
2004,Donnell Washington,Clemson,DT,77.5,332,9.88,36.38,,5.03,34,31,109,4.88,7.8,
2004,Rashad Washington,Kansas State,FS,74.1,223,8.88,31.75,,4.61,14,34,116,4.02,7.06,11.44
2004,Ben Watson,Georgia,TE,75.5,258,10.13,32.75,,4.52,34,35.5,123,4.11,7.38,11.91
2004,Courtney Watson,Notre Dame,OLB,73.4,237,9.25,31.5,,4.56,22,36.5,114,4.35,7.39,11.95
2004,Scott Wells,Tennessee,C,73.9,300,9.75,31.63,,5.26,31,31,109,4.35,7.56,
2004,Travelle Wharton,South Carolina,OT,75.6,312,10.13,32.25,,5.12,,31.5,105,4.58,8.31,
2004,Ernest Wilford,Virginia Tech,WR,75.6,226,9.5,32.75,,4.76,,40.5,130,4.17,9.99,
2004,Vince Wilfork,Miami (FL),DT,73.3,323,9.63,32.5,,5.21,36,,,9.99,9.99,
2004,Corey Williams,Arkansas State,DT,76,313,,,,5.18,25,28,,4.55,7.97,
2004,Demorrio Williams,Nebraska,OLB,72.8,232,8.25,32.63,,4.54,16,37,125,4.11,7.02,11.2
2004,Madieu Williams,Maryland,FS,72.4,193,8.75,31.5,,4.5,18,,125,9.99,9.99,
2004,Quintin Williams,Wake Forest,FS,71.5,207,9.25,31.13,,4.61,21,37,122,4.09,7.28,11.61
2004,Shaud Williams,Alabama,RB,67.5,193,9,28.38,,4.71,15,34,114,4.15,7.01,11.4
2004,Virgil Williams,Washington State,SS,72.9,196,8.38,30.13,,4.66,11,,,9.99,9.99,
2004,Keith Willis,Virginia Tech,TE,77.8,260,9.13,33.88,,5.03,21,,114,4.44,7.33,11.91
2004,George Wilson,Arkansas,WR,72.1,213,9.25,31.75,,4.6,,35,120,3.98,7.07,11.07
2004,Gibril Wilson,Tennessee,SS,72.1,197,8.5,32,,4.47,15,,120,9.99,9.99,
2004,Kris Wilson,Pittsburgh,TE,74,248,,,,4.62,24,35,119,4.13,6.89,
2004,Mark Wilson,California,OT,78.8,314,10.13,33.13,,5.38,24,28.5,108,4.49,7.53,
2004,Quincy Wilson,West Virginia,RB,69.4,225,9.38,29.63,,4.6,26,33.5,118,4.36,7.68,11.93
2004,Travis Wilson,Kansas State,FB,75.5,256,9.63,29.5,,4.85,25,33,109,4.36,7.56,12.18
2004,Marcus Winn,Alabama State,SS,72.3,223,9.75,31.5,,4.86,21,,,9.99,9.99,
2004,Kellen Winslow,Miami (FL),TE,75.9,251,9.88,32.13,,4.62,24,,120,9.99,9.99,
2004,Jeff Womble,Florida State,DT,73.4,313,9.5,31.13,,5.36,18,28,,9.99,9.99,
2004,Rashaun Woods,Oklahoma State,WR,74.1,202,10.13,32,,4.54,,39,125,3.97,6.93,11.26
2004,Renaldo Works,Oklahoma,RB,72,222,9.63,31.13,,4.72,21,30.5,115,4.09,7.25,11.54
2004,Jason Wright,Northwestern,RB,70.4,210,9.25,30,,4.66,,30,111,4.12,7.35,11.78
2004,Dexter Wynn,Colorado State,CB,69.3,175,8.25,28.88,,4.49,13,39,123,3.9,6.7,
2005,Hamza Abdullah,Washington State,SS,74,214,9.25,33.13,,4.65,18,39,114,9.99,6.94,
2005,Anthony Alabi,Texas Christian,OT,77.125,310,10.38,36.75,,5.23,18,32.5,100,4.6,7.62,
2005,Lorenzo Alexander,California,DT,74,289,9.5,31.25,,5.16,28,29.5,106,4.55,7.53,
2005,Jared Allen,Florida Atlantic,QB,74.25,218,8.88,30.25,19,5,,27.5,106,4.39,7.29,
2005,Derek Anderson,Oregon State,QB,78.125,242,9.88,33,23,5.06,,29,101,4.62,7.67,
2005,Calvin Armstrong,Washington State,OT,79.125,325,10.25,34.13,,5.52,26,34,93,4.66,7.62,
2005,J.J. Arrington,California,RB,68.875,214,8.75,30.5,,4.45,18,35,116,4.1,6.81,11.07
2005,O.J. Atogwe,Stanford,FS,71,219,9.25,32,,4.57,22,,,9.99,9.99,
2005,Adrian Awasom,North Texas,DE,76.125,279,,,,4.93,23,32.5,107,4.4,7.57,
2005,David Baas,Michigan,OG,76.5,319,10.63,32.25,,5.07,29,29.5,102,4.46,7.5,
2005,Jonathan Babineaux,Iowa,DT,74.125,286,9.88,32.13,,4.9,21,29.5,109,4.57,7.7,
2005,Billy Bajema,Oklahoma State,TE,76.875,261,9.88,33.25,,4.78,16,31.5,111,4.25,7.05,11.76
2005,Marion Barber,Minnesota,RB,71.375,221,8.88,31.5,,4.53,20,40,122,9.99,9.99,
2005,Khalif Barnes,Washington,OT,77.75,305,10.13,34,,4.99,26,35,104,4.54,7.57,
2005,Alex Barron,Florida State,OT,79.5,320,10.25,37.75,,5.27,,35.5,109,4.56,7.83,
2005,Ronald Bartell,Howard (DC),CB,73.25,211,10,31.88,,4.42,21,35.5,,9.99,9.99,
2005,Jordan Beck,Cal Poly,OLB,74.375,233,,,,4.6,25,41,128,4.12,7.11,
2005,Trey Bell,Wisconsin-Whitewater,CB,71,186,,,,9.99,,,,9.99,9.99,
2005,Bryce Benekos,Texas-El Paso,P,77.125,227,,,,9.99,,,,9.99,9.99,
2005,Cedric Benson,Texas,RB,70.5,222,,,,9.99,,,,9.99,9.99,
2005,Adam Bergen,Lehigh (PA),TE,76.375,265,10.25,33.75,,4.84,25,38,118,4.1,7.11,11.6
2005,Joe Berger,Michigan Tech,OT,77.5,303,9,32.13,,5.2,30,27,96,4.62,7.77,
2005,Justin Beriault,Ball State (IN),FS,74.75,204,8.38,30.63,,4.57,14,39.5,124,3.8,6.92,10.82
2005,Brock Berlin,Miami (FL),QB,73.5,221,9.5,30.88,13,4.89,,29,106,4.54,7.49,
2005,Atari Bigby,Central Florida,SS,70.75,214,9.88,30.75,,4.65,19,35,106,4.1,7,11.35
2005,DeCori Birmingham,Arkansas,RB,69.75,210,9,30.38,,4.59,14,34.5,115,4.28,7.13,11.75
2005,Darryl Blackstock,Virginia,OLB,74.625,247,9.88,31.5,,4.72,25,39,126,4.29,7.05,
2005,Patrick Body,Toledo,FS,73.625,196,,,,4.36,,,,9.99,9.99,
2005,Michael Boley,Southern Mississippi,OLB,74.75,236,9.25,32.88,,4.62,,34,110,4.12,7.08,11.51
2005,Larry Brackins,Pearl River (MS),WR,76.375,205,8.5,33.5,,4.65,,35,108,4.44,7.16,
2005,Mark Bradley,Oklahoma,WR,73.375,201,8.88,31.38,,4.43,,39.5,128,3.98,6.96,10.88
2005,Craig Bragg,UCLA,WR,72.625,196,9.75,32.25,,4.46,,36,,9.99,9.99,
2005,Jamaal Brimmer,Nevada Las Vegas,SS,73.375,216,9,30.5,,4.87,16,32,108,4.63,7.78,11.98
2005,Wesley Britt,Alabama,OT,80,314,9.25,32.5,,5.3,24,,,9.99,9.99,
2005,C.J. Brooks,Maryland,OG,77.5,309,10.5,36.38,,5.17,24,31.5,108,4.56,7.61,
2005,Nehemiah Broughton,Citadel (SC),RB,71.5,250,9.75,32.38,,4.61,25,30,108,4.28,7.54,11.91
2005,Elton Brown,Virginia,OG,76.875,329,,,,9.99,,,,9.99,9.99,
2005,Jammal Brown,Oklahoma,OT,77.875,316,9.13,34.75,,5.09,,31.5,109,4.67,7.93,
2005,Jason Brown,North Carolina,C,74.75,313,10.38,32.5,,5.5,23,30.5,102,4.51,7.72,
2005,Reggie Brown,Georgia,WR,73.63,196,9.38,31.38,,4.52,,41.5,128,3.94,6.99,11.34
2005,Ronnie Brown,Auburn,RB,72.25,233,9.63,31.63,,4.46,18,34,117,4.08,7.1,
2005,Tim Brown,West Virginia,OT,76.5,318,9.88,33.38,,5.67,23,29,89,4.92,7.84,
2005,Brandon Browner,Oregon State,CB,75.5,221,9.13,32.75,,4.67,13,36.5,120,4.24,7.2,11.41
2005,Anthony Bryant,Alabama,DT,75,337,9.75,33.38,,5.1,23,31.5,106,4.68,7.8,
2005,Doug Buckles,Mississippi,OG,77.25,311,10.63,34,,5.52,18,23.5,88,4.8,8.17,
2005,Dan Buenning,Wisconsin,OG,75.875,320,9.25,33.25,,5.35,29,28,106,4.59,7.9,
2005,Josh Bullocks,Nebraska,FS,72,209,10.5,30.88,,4.49,,37.5,116,4.08,7.09,10.82
2005,Tim Bulman,Boston College,DT,75.5,294,9.75,32,,4.94,35,32.5,115,4.2,7.23,
2005,Kevin Burnett,Tennessee,OLB,74.875,239,10,32.63,,4.61,20,36,119,9.99,9.99,
2005,Vincent Burns,Kentucky,DE,72.375,267,9.38,34.13,,4.9,25,35,119,4.41,7.24,
2005,Larry Burt,Miami (OH),DT,74,304,9.38,31.25,,5.41,22,28,98,4.72,8.03,
2005,James Butler,Georgia Tech,FS,73.875,213,9,33.38,,4.58,16,40.5,127,3.98,7.1,11.07
2005,Jason Campbell,Auburn,QB,76.75,230,9.63,33.63,28,4.72,,,,9.99,7.42,
2005,Chris Canty,Virginia,DE,79.25,279,,,,9.99,,,,9.99,9.99,
2005,Jerome Carter,Florida State,SS,71.375,220,9.75,32,,4.49,21,35,116,4.04,7.18,11.07
2005,Vince Carter,Oklahoma,C,74.625,293,,,,9.99,,,,9.99,9.99,
2005,Luis Castillo,Northwestern,DT,75.375,303,10.13,32.25,,4.82,32,34.5,110,9.99,9.99,
2005,Timmy Chang,Hawaii,QB,73,211,10,31.63,26,5.1,,29,103,4.2,7.24,
2005,Maurice Clarett,Ohio State,RB,71.63,234,9.5,30.75,,4.84,22,34,113,9.99,9.99,
2005,Ryan Claridge,Nevada Las Vegas,OLB,74,254,,,,9.99,,,,9.99,9.99,
2005,Mark Clayton,Oklahoma,WR,70.375,193,9.13,30.63,,4.43,,36.5,117,4.07,6.95,11.08
2005,Jonathan Clinkscale,Wisconsin,OG,74.25,315,10.5,33.38,,5.52,,27.5,93,9.99,9.99,
2005,DeAndra Cobb,Michigan State,RB,69.75,196,8.88,31.25,,4.53,17,34,118,4.25,7.13,11.72
2005,Dan Cody,Oklahoma,DE,77.5,254,,,,9.99,,,,9.99,9.99,
2005,Shaun Cody,Southern California,DT,76,293,10,31.13,,4.95,34,,,9.99,9.99,
2005,Trent Cole,Cincinnati,OLB,74.25,236,,,,9.99,,,,9.99,9.99,
2005,Eric Coleman,Clemson,DT,76.875,288,11.13,33.63,,5.15,27,33,118,4.71,7.42,
2005,Jerome Collins,Notre Dame,TE,76.25,267,9.38,32.25,,4.73,21,,114,9.99,9.99,
2005,Nick Collins,Bethune-Cookman (FL),CB,71.125,206,8.5,31,,4.42,11,40,113,4.16,6.94,11.15
2005,Chris Colmer,North Carolina State,OT,77.25,310,,,,9.99,,,,9.99,9.99,
2005,Jon Colon,Florida,OT,79.25,317,11.38,34.75,,5.64,,25.5,82,4.89,8.03,
2005,Dustin Colquitt,Tennessee,P,74.375,211,,,,9.99,,,,9.99,9.99,
2005,Dan Connolly,Southeast Missouri State,OT,75.625,311,9.25,32.25,,5.26,22,28.5,102,4.54,7.65,
2005,Sean Considine,Iowa,FS,72.125,212,9.38,31.5,,4.53,19,37,116,3.92,7.09,10.65
2005,Atcheson Conway,Bowie State (MD),SS,70.4,219,9,29.38,,4.95,14,32,108,4.1,7.38,11.8
2005,Roger Cooper,Montana State,OLB,74.375,239,,,,4.75,19,35.5,118,4.33,7.28,
2005,Junius Coston,North Carolina A&T,C,75.375,310,10.38,33.75,,5.34,21,29.5,101,4.56,7.93,
2005,Jonas Crafts,Texas-El Paso,TE,74.875,247,9.5,30.88,,4.89,24,,,9.99,9.99,
2005,Vince Crochunis,Pittsburgh,DT,75.375,295,,,,9.99,,,,9.99,9.99,
2005,Garrett Cross,California,TE,76.375,245,,,,9.99,,,,9.99,9.99,
2005,Channing Crowder,Florida,ILB,74.25,252,,,,9.99,,,,9.99,9.99,
2005,Airese Currie,Clemson,WR,70.5,186,8,31.5,,4.52,,38,125,4.07,7.05,10.91
2005,Markus Curry,Michigan,CB,70.875,181,10.13,30.25,,4.62,12,35,113,3.89,7.04,10.98
2005,Tony Curtis,Portland State (OR),TE,77.375,269,9.75,33,,4.97,21,,115,9.99,9.99,
2005,Harvey Dahl,Nevada,OT,78.125,299,,,,5.42,17,27,99,4.58,8.16,
2005,Travis Daniels,Louisiana State,CB,72.625,194,9.25,30.63,,4.59,,35,117,3.97,6.95,11.07
2005,Anthony Davis,Wisconsin,RB,66.625,200,8.63,29.75,,4.53,18,38,119,9.99,7.39,
2005,Chauncey Davis,Florida State,DE,73.875,273,9.63,34.5,,4.84,22,37,117,4.44,7.66,
2005,Jim Davis,Virginia Tech,DE,75.5,277,10,32.5,,5.05,,34,108,4.23,7.11,
2005,Josh Davis,Marshall (WV),WR,72.375,191,9.38,32,,4.55,,37.5,118,4.22,7.19,11.44
2005,Thomas Davis,Georgia,FS,73,230,10.25,32,,4.64,,36.5,115,3.97,7.09,11.52
2005,John Denney,Brigham Young,DE,77.5,265,,,,9.99,,,,9.99,9.99,
2005,Arrion Dixon,Arkansas,DT,75.625,293,,,,9.99,,,,9.99,9.99,
2005,Ben Dougherty,Florida A&M,QB,74.125,222,,,,4.84,,33,108,4.34,7.41,
2005,Joel Dreessen,Colorado State,TE,76.25,260,9.25,33.38,,4.77,22,36,111,4.01,7.09,11.64
2005,Adell Duckett,Texas Tech,DE,75.375,270,10,33.75,,4.96,14,34.5,104,4.35,7.75,
2005,Kevin Dudley,Michigan,FB,72.5,238,9.38,31.13,,4.96,19,30,109,4.56,7.25,11.88
2005,Clifford Dukes,Michigan State,DE,75.5,268,9.63,32.5,,4.98,28,31.5,,9.99,9.99,
2005,Jon Dunn,Virginia Tech,OT,79.25,328,11.38,33.75,,5.44,,,,9.99,9.99,
2005,Braylon Edwards,Michigan,WR,74.875,211,9.88,33.13,,4.45,22,,,9.99,9.99,
2005,Abraham Elimimian,Hawaii,CB,69.625,190,9.13,30.88,,4.68,14,39,118,4.05,9.99,
2005,Atiyyah Ellison,Missouri,DT,76.25,305,9.13,33.38,,5.1,25,27.5,99,4.79,8,
2005,Ben Emanuel,UCLA,FS,74.75,212,,,,4.57,21,,,9.99,9.99,
2005,Jamar Enzor,Cincinnati,OLB,72.5,243,10.13,31.75,,4.83,21,,,9.99,9.99,
2005,Trai Essex,Northwestern,OT,76.5,324,10,33,,5.63,,29,91,4.92,8.11,
2005,Patrick Estes,Virginia,TE,78.375,268,,,,9.99,,,,9.99,9.99,
2005,Kevin Everett,Miami (FL),TE,76.625,241,,,,9.99,,,,9.99,9.99,
2005,Liam Ezekiel,Northeastern (MA),ILB,72.125,249,9.25,30.25,,4.83,36,34.5,117,4.12,7.27,11.27
2005,Cole Farden,Oklahoma State,P,70.5,205,,,,9.99,,,,9.99,9.99,
2005,Ciatrick Fason,Florida,RB,72.75,207,,,,9.99,,,,9.99,9.99,
2005,Diamond Ferri,Syracuse,SS,70.125,223,9.25,29,,4.64,20,35.5,111,4.14,7.15,11.37
2005,Tony Ficklin,San Jose State,DE,73.875,268,,,,9.99,,,,9.99,9.99,
2005,Ronald Fields,Mississippi State,DT,74.375,313,10.88,32.13,,5.16,,27,100,4.68,8.01,
2005,Alfred Fincher,Connecticut,ILB,73.375,238,,,,4.68,25,31.5,112,4.48,7.7,
2005,Adam Finley,Michigan,P,75.625,221,,,,9.99,,,,9.99,9.99,
2005,Ryan Fitzpatrick,Harvard,QB,74.375,232,10.75,31.13,48,4.87,,30.5,103,4.07,7.09,
2005,Therrian Fontenot,Frenso State (CA),CB,70.875,187,,,,9.99,,,,9.99,9.99,
2005,Dustin Fox,Ohio State,FS,70.875,191,,,,4.43,7,43.5,,9.99,9.99,
2005,Domonique Foxworth,Maryland,CB,71.125,184,9.13,30,,4.39,14,41,125,3.89,6.78,10.7
2005,Aaron Francisco,Brigham Young,FS,73.875,211,9.63,31.63,,4.76,17,35,110,4.07,6.96,11.63
2005,Simon Fraser,Ohio State,DE,77.625,288,9.5,33.25,,5.05,23,28,102,4.43,7.54,
2005,Andre Frazier,Cincinnati,DE,76.625,234,9.38,34.5,,4.72,19,38,123,4.12,7.09,
2005,Charles Frederick,Washington,WR,70.75,194,,,,4.78,,33,108,4.25,7.41,
2005,Charlie Frye,Akron,QB,75.875,225,8.88,31.13,38,4.85,,33,109,4.08,6.94,
2005,Vincent Fuller,Virginia Tech,FS,73.125,189,,,,9.99,,,,9.99,9.99,
2005,Dylan Gandy,Texas Tech,OG,75,304,9.88,33.38,,5.18,,29.5,100,4.51,7.62,
2005,Lionel Gates,Louisville,RB,71.625,222,10.13,31.13,,4.72,23,36,118,4.1,7.17,
2005,George Gause,South Carolina,DE,76.875,275,,,,9.99,,,,9.99,9.99,
2005,Justin Geisinger,Vanderbilt,OT,75.75,322,9.63,32.75,,5.38,34,25,92,4.62,7.87,
2005,Eric Ghiaciuc,Central Michigan,C,76,302,10.13,32.38,,5.14,30,32,102,4.56,7.87,
2005,Fred Gibson,Georgia,WR,76,196,9,33.13,,4.57,,38.5,126,4.1,7.03,11.33
2005,Howard Gilmore,Norfolk State (VA),WR,72,194,10.13,32,,4.74,,36,113,4.44,7.56,12.23
2005,Matt Giordano,California,FS,70.75,199,,,,9.99,,,,9.99,9.99,
2005,Johnathan Goddard,Marshall (WV),OLB,72.25,238,9.5,30.63,,4.7,27,35,107,4.14,7.48,
2005,Michael Goolsby,Notre Dame,ILB,75,249,9.38,31.13,,5,,29.5,112,4.36,7.31,12.07
2005,Frank Gore,Miami (FL),RB,69.375,217,,,,9.99,,,,9.99,9.99,
2005,Ryan Grant,Notre Dame,RB,73.125,215,8.5,31.75,,4.5,17,33.5,115,4.12,7.08,10.65
2005,Eric Green,Virginia Tech,CB,71.375,198,9.5,32.38,,4.56,,38,120,3.9,9.99,
2005,Justin Green,Montana,FB,71.375,251,9.5,31.75,,4.91,23,31,106,4.21,7.24,11.6
2005,David Greene,Georgia,QB,75.5,226,10,33.25,21,4.8,,31.5,113,4.1,7,
2005,Kelly Griffeth,Fort Hays State (KS),TE,77.25,284,9.63,32.88,,4.93,21,28,101,4.27,7.25,12.08
2005,Boomer Grigsby,Illinois State,ILB,71.75,249,,,,4.6,32,35.5,112,9.99,7.1,
2005,Matt Grootegoed,Southern California,SS,70.75,218,9.25,31,,4.68,22,31.5,107,4.26,7.17,
2005,Gino Guidugli,Cincinnati,QB,75.75,229,10,31.13,30,5.04,,29,97,4.52,7.41,
2005,Tyjuan Hagler,Cincinnati,OLB,71.6,236,9,31.25,,4.61,35,35.5,114,4.07,7.21,11.58
2005,Josh Haldi,Northern Illinois,QB,74,215,9.63,30.38,30,4.68,,33,113,4.07,6.89,
2005,Geoff Hangartner,Texas A&M,C,77,301,10,32.25,,5.25,26,28.5,100,4.52,7.62,
2005,Jason Harmon,Michigan State,FS,71.5,209,8.75,30.13,,4.74,23,37,117,4.1,7.61,11.96
2005,Reggie Harrell,Texas Christian,WR,74.75,214,9.63,33,,4.61,,35,111,4.11,7.42,11.33
2005,Jermaine Harris,South Carolina,FS,75.25,208,,,,9.99,,,,9.99,9.99,
2005,Kay-Jay Harris,West Virginia,RB,72.375,241,10,31.63,,4.6,,38,119,4.1,7.2,11.65
2005,Marques Harris,Southern Utah,OLB,73,231,9.88,31.5,,4.76,22,40.5,117,4.07,7.19,11.72
2005,Arnold Harrison,Georgia,OLB,74.75,236,,,,9.99,,,,9.99,9.99,
2005,Michael Hawkins,Oklahoma,FS,73.25,178,,,,9.99,,,,9.99,9.99,
2005,Anttaj Hawthorne,Wisconsin,DT,75.375,321,9.63,33,,5.25,21,27,98,4.69,8,
2005,Kelvin Hayden,Illinois,CB,70.375,197,9,30.25,,4.52,17,34,111,3.9,6.87,10.96
2005,Jovan Haye,Vanderbilt,DE,74,284,11,34.25,,4.77,33,34,110,4.35,7.38,
2005,Alex Haynes,Central Florida,RB,69.875,223,10.25,31.63,,4.54,21,32.5,,9.99,9.99,
2005,Madison Hedgecock,North Carolina,FB,75,266,9.75,31.5,,4.92,29,32.5,106,4.24,7.41,11.83
2005,Chris Henry,West Virginia,WR,76,197,,,,4.5,,,,9.99,9.99,
2005,Todd Herremans,Saginaw Valley State (MI),OT,77.75,321,,,,9.99,,,,9.99,9.99,
2005,Noah Herron,Northwestern,RB,71,224,9.13,31.75,,4.67,17,31,107,3.97,6.95,11.07
2005,Efrem Hill,Samford (AL),WR,72.5,179,9.25,32.13,,4.64,,37.5,123,4.07,7.42,11.08
2005,Leroy Hill,Clemson,ILB,73,229,9.75,32.63,,4.7,25,34,116,4.1,7.23,
2005,Reynaldo Hill,Florida,CB,71,187,,,,9.99,,,,9.99,9.99,
2005,Ellis Hobbs,Iowa State,CB,69,192,9.13,30.63,,4.49,12,42,121,4.07,6.8,11
2005,Drew Hodgdon,Arizona State,C,74.75,309,10,32,,5.31,,32,108,4.45,7.49,
2005,Alphonso Hodge,Miami (OH),CB,70.75,203,9.88,30.63,,4.47,20,34,,3.99,9.99,
2005,Reggie Hodges,Ball State (IN),P,72.375,226,,,,9.99,,,,9.99,9.99,
2005,Terry Holley,Rice (TX),SS,73.25,211,10,31.13,,4.68,24,37,115,9.99,9.99,
2005,Daven Holly,Cincinnati,CB,70.375,192,9.38,30.5,,4.44,15,39,113,4.08,7.16,11.48
2005,Alex Holmes,Southern California,TE,73.75,265,10.63,32,,4.92,18,,,9.99,9.99,
2005,Cedric Houston,Tennessee,RB,70.75,225,,,,9.99,,,,9.99,9.99,
2005,Jeb Huckeba,Arkansas,DE,76.375,252,,,,9.99,,,,9.99,9.99,
2005,Ray Hudson,Alabama,RB,69.75,192,9.13,29.63,,4.5,15,,,9.99,9.99,
2005,Rob Hunt,North Dakota State,C,75.75,301,10.25,32.13,,5.02,31,34.5,107,4.48,7.53,
2005,Kevin Huntley,Kansas State,DE,78.75,267,,,,9.99,,,,9.99,9.99,
2005,Richie Incognito,Nebraska,C,75.25,305,10.13,32.38,,4.92,29,,,9.99,9.99,
2005,Marlin Jackson,Michigan,CB,72.625,198,,,,4.52,23,36,125,3.96,6.95,
2005,Tony Jackson,Iowa,TE,74,266,9.25,31.13,,4.76,23,33,112,4.48,7.5,11.82
2005,Vincent Jackson,Northern Colorado,WR,76.75,241,9.63,32.75,,4.5,,39,,9.99,9.99,
2005,Brandon Jacobs,Southern Illinois,RB,76.25,267,10.63,33.63,,4.56,19,37,118,4.46,7.53,11.98
2005,Erasmus James,Wisconsin,DE,76.125,266,9.63,33,,4.86,,37.5,120,4.37,7.56,12.22
2005,Jason Jefferson,Wisconsin,DT,73.625,310,,,,5.1,,28.5,102,4.48,7.8,
2005,Cedric Johnson,Clemson,OG,74.625,332,,,,9.99,,,,9.99,9.99,
2005,Chase Johnson,Texas Christian,OT,80.5,330,,,,5.45,,27,91,4.7,8.15,
2005,Derrick Johnson,Texas,OLB,75.25,242,9.25,32.25,,4.54,,37.5,120,3.87,7.2,
2005,Marcus Johnson,Mississippi,OG,78.5,321,9.5,35.5,,5.56,21,27.5,97,4.71,7.71,
2005,Travis Johnson,Florida State,DT,75.625,305,,,,9.99,,,,9.99,9.99,
2005,Adam Jones,West Virginia,CB,69.5,187,,,,9.99,,,,9.99,9.99,
2005,Brandon Jones,Oklahoma,WR,73.375,210,10,33.13,,4.47,,37,114,4.08,7.03,11.18
2005,Matt Jones,Arkansas,TE,78.3,242,9.5,33.13,,4.38,20,39.5,123,4.2,9.99,
2005,Tyler Jones,Boise State,K,72.75,201,,,,9.99,,,,9.99,9.99,
2005,Keith Joseph,Texas A&M,FB,73.875,254,10,31.63,,4.73,27,33,113,4.2,7.43,
2005,Nick Kaczur,Toledo,OT,76.5,319,10.38,32.88,,5.3,,31.5,,9.99,9.99,
2005,Dave Kashetta,Boston College,TE,75.375,247,10.88,33.5,,4.9,17,35.5,113,4.34,7.34,12.01
2005,Chris Kemoeatu,Utah,OG,75.5,344,10.38,33.63,,5.36,26,29,97,4.54,7.75,
2005,Adam Kieft,Central Michigan,OT,79.25,337,,,,5.52,28,33,110,4.77,7.8,
2005,James Kilian,Tulsa (OK),QB,75.25,218,,,,9.99,,,,9.99,9.99,
2005,Eric King,Wake Forest,CB,68.5,189,9.25,31,,4.49,12,,,9.99,9.99,
2005,Tyler King,Connecticut,DE,77.5,271,9.38,33.13,,4.89,20,36,115,4.34,7.57,
2005,Marcus Lawrence,South Carolina,ILB,74.125,243,10.38,32,,4.65,19,34,120,4.32,7.16,
2005,Stefan LeFors,Louisville,QB,72.125,208,9.25,30.5,35,4.61,,31,111,4.09,7.03,
2005,Jim Leonhard,Wisconsin,FS,68.375,191,9.25,29.75,,4.63,19,,,9.99,9.99,
2005,Samuel Lightbody,Washington State,OT,81,321,10,35.63,,5.67,,30,108,4.41,7.95,
2005,Dustin Long,Sam Houston State (TX),QB,74.5,208,9.63,31.25,,4.69,,30.5,108,4.08,6.77,
2005,Khari Long,Baylor,DE,75.625,257,10.5,35,,4.76,27,38.5,121,4.07,7.22,11.35
2005,Daniel Loper,Texas Tech,OT,78,306,10.63,33,,5.35,14,31,98,4.68,7.74,
2005,Chase Lyman,California,WR,74.625,217,9.88,31.75,,4.51,16,,,9.99,9.99,
2005,Andre Maddox,North Carolina State,SS,72.625,205,9,30.75,,4.51,17,36.5,127,9.99,7.33,
2005,Tony Madison,Hampton (VA),WR,73.5,214,,,,4.52,,39,121,4.31,7.14,
2005,Alfred Malone,Troy (AL),DT,76,305,,,,9.99,,,,9.99,9.99,
2005,Logan Mankins,Frenso State (CA),OG,76.125,307,11.38,33.38,,5.14,21,30,95,4.44,7.52,
2005,Tommy Manus,Morgan State (MD),WR,75.875,222,10.13,31.75,,4.61,,38,120,4.34,7.2,11.53
2005,Evan Mathis,Alabama,OG,77.25,304,10.75,32.5,,4.96,35,34,117,4.16,7.37,
2005,Jerome Mathis,Hampton (VA),WR,71.25,181,,,,4.26,,35.5,123,9.99,9.99,
2005,Will Matthews,Texas,FB,73,248,,,,9.99,,,,9.99,9.99,
2005,Marcus Maxwell,Oregon,WR,75.25,204,,,,9.99,,,,9.99,9.99,
2005,Leron McCoy,Indiana (PA),WR,73.5,211,9.38,33.5,,4.41,,37,119,4.21,7.19,11.27
2005,Matt McCoy,San Diego State,OLB,72.25,245,,,,9.99,,,,9.99,9.99,
2005,Robert McCune,Louisville,ILB,72,245,9.25,30.88,,4.51,34,,,9.99,9.99,
2005,Bryant McFadden,Florida State,CB,71.75,193,9.25,31.13,,4.53,23,38.5,126,4.04,9.99,
