Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2017,Julie'n Davenport,Bucknell (PA),OT,78.75,318,10.5,36.5,28,5.45,18,27,106,4.69,7.57,
2017,Corey Davis,Western Michigan,WR,74.75,209,9.13,33,31,9.99,,,,4.28,9.99,11.48
2017,Jarrad Davis,Florida,LB,73.25,238,9.75,33.5,22,9.99,,,,4.39,9.99,
2017,Justin Davis,Southern California,RB,72.625,208,9.63,31,,9.99,21,,,4.32,9.99,11.29
2017,Keionta Davis,Tennessee-Chattanooga,DE,75,271,9.5,34,,9.99,,,,4.46,9.99,
2017,Kevin Davis,Colorado State,LB,73.75,235,10.25,32.38,,4.91,11,30.5,110,4.5,7.18,
2017,Marcus Davis,Auburn,WR,69,179,,,,9.99,,,,9.99,9.99,
2017,Matt Davis,North Carolina-Pembroke,K,71.875,197,,,,9.99,,,,9.99,9.99,
2017,Reggie Davis,Georgia,WR,71.625,158,,,,9.99,,,,9.99,9.99,
2017,Reginald Davis,Texas Tech,WR,71.75,182,,,,9.99,,,,9.99,9.99,
2017,Robert Davis,Georgia State,WR,74.75,219,9.63,33,,4.44,19,41,136,4.28,6.82,11.77
2017,Dion Dawkins,Temple,OG,75.875,314,9.88,35,12,5.11,26,26,106,4.78,7.3,
2017,Matt Dayes,North Carolina State,RB,68.625,205,10.5,30,12,9.99,18,28,109,9.99,9.99,
2017,Treston Decoud,Oregon State,CB,73.75,206,9.25,33,,4.62,11,31,116,9.99,9.99,
2017,J.J. Dielman,Utah,C,76.75,309,10,32.25,,9.99,27,,,4.84,9.99,
2017,Hunter Dimick,Utah,DE,75,268,,,,9.99,,,,9.99,9.99,
2017,Standish Dobard,Miami (FL),TE,75.375,254,,,,9.99,,,,9.99,9.99,
2017,Joshua Dobbs,Tennessee,QB,75.25,216,9.25,32.63,29,4.64,,33,122,4.31,6.75,
2017,Dylan Donahue,West Georgia,DL,74.625,248,9,30.25,,4.75,26,29.5,116,9.99,7.02,
2017,Rasul Douglas,West Virginia,CB,74,209,9.25,32.38,,4.59,16,33.5,120,4.26,6.97,
2017,Jela Duncan,Duke,RB,68.875,214,,,,9.99,,,,9.99,9.99,
2017,Jessamen Dunker,Tennessee State,OG,76.125,318,10,33.5,,4.98,23,28.5,108,4.13,9.99,11.2
2017,Brionte Dunn,Ohio State,RB,72,214,,,,9.99,,,,9.99,9.99,
2017,Malachi Dupre,Louisiana State,WR,74.125,196,9,31.5,,4.52,11,39.5,135,4.26,7.19,
2017,Travin Dural,Louisiana State,WR,73,202,9,32,,4.57,,30.5,116,4.55,7.29,
2017,Samson Ebukam,Eastern Washington,OLB,73.875,240,,,,9.99,,,,9.99,9.99,
2017,Trey Edmunds,Maryland,RB,72.625,223,,,,9.99,,,,9.99,9.99,
2017,Aiavion Edwards,Baylor,ILB,72,224,,,,9.99,,,,9.99,9.99,
2017,Andrew Eide,Brigham Young,OT,76.625,302,,,,9.99,,,,9.99,9.99,
2017,Ken Ekanem,Virginia Tech,DL,74.625,257,10.5,32,,4.88,,30.5,115,4.4,7.38,
2017,Corn Elder,Miami (FL),CB,70.125,183,8.75,31.25,,4.55,,,,9.99,9.99,
2017,Jake Eldrenkamp,Washington,OG,76.5,302,,,,9.99,,,,9.99,9.99,
2017,Pat Elflein,Ohio State,C,74.75,303,9.75,33.25,21,5.32,22,23.5,99,4.71,7.94,
2017,Ukeme Eligwe,Georgia Southern,OLB,73.625,234,,,,9.99,,,,9.99,9.99,
2017,Jake Elliott,Memphis,K,69.25,167,9,29,,4.79,,,,9.99,9.99,
2017,Brooks Ellis,Arkansas,ILB,73.625,240,,,,4.79,18,29.5,114,9.99,9.99,
2017,Jermaine Eluemunor,Texas A&M,OL,75.625,332,9.5,33.25,,5.22,34,,,9.99,9.99,
2017,Darius English,South Carolina,OLB,77.375,245,,,,9.99,,,,4.94,9.99,
2017,Evan Engram,Mississippi,TE,75.125,234,10,33.5,26,4.42,19,36,125,4.23,6.92,
2017,Amba Etta-Tawo,Syracuse,WR,73.25,208,9.13,32,,4.49,14,31,126,4.32,6.95,
2017,Dane Evans,Tulsa (OK),QB,72.375,210,,,,9.99,,,,9.99,9.99,
2017,Jerod Evans,Virginia Tech,QB,74.625,232,9.38,33.13,21,4.8,,26.5,112,4.41,9.99,
2017,Jordan Evans,Oklahoma,OLB,74.875,232,,,,9.99,,,,9.99,9.99,
2017,Justin Evans,Texas A&M,SS,72,199,9.75,32,25,9.99,14,,,9.99,9.99,
2017,Gerald Everett,South Alabama,TE,74.75,239,8.5,33,24,4.62,22,37.5,126,4.33,6.99,11.57
2017,Dan Feeney,Indiana,OG,76,305,10.25,33.38,29,5.24,26,28,101,4.68,7.52,
2017,Justin Ferguson,Western Michigan,FS,72.75,202,,,,9.99,,,,9.99,9.99,
2017,Devonte' Fields,Louisville,OLB,74.375,236,9,32.38,,4.72,,34,124,4.88,7.4,
2017,Maurice Fleming,West Virginia,CB,70.75,207,,,,9.99,,,,9.99,9.99,
2017,Tarean Folston,Notre Dame,RB,69.25,214,,,,9.99,,,,4.2,9.99,11.53
2017,Isaiah Ford,Virginia Tech,WR,73.25,194,9.25,32.63,,4.61,14,35.5,127,4.34,6.94,
2017,Johnathan Ford,Auburn,FS,71.125,205,8.88,30,,9.99,20,,,4.21,9.99,11.22
2017,D'Onta Foreman,Texas,RB,72.25,233,10.13,31.38,,9.99,18,,,4.28,9.99,
2017,Reuben Foster,Alabama,LB,72.25,229,10.25,32.38,9,9.99,,,,9.99,9.99,
2017,Leonard Fournette,Louisiana State,RB,72.125,240,9.25,31.63,11,4.51,,28.5,,9.99,9.99,
2017,King Frazier,North Dakota State,RB,71,213,,,,9.99,,,,9.99,9.99,
2017,Billy Freeman,San Jose State,TE,74.625,236,,,,9.99,,,,9.99,9.99,
2017,Kyle Fuller,Baylor,C,76.75,307,9.38,32.88,,5.24,23,26,96,4.84,7.71,
2017,Ahmad Fulwood,Florida,WR,76.125,202,,,,9.99,,,,9.99,9.99,
2017,Brian Gaia,Penn State,C,74.375,292,,,,9.99,,,,9.99,9.99,
2017,Wayne Gallman,Clemson,RB,72.25,215,9.13,32.63,,4.6,21,29.5,120,4.28,7.17,11.92
2017,Patrick Gamble,Georgia Tech,DT,76.375,277,,,,9.99,,,,9.99,9.99,
2017,Antonio Garcia,Troy (AL),OT,78.375,302,9.88,33.38,,5.15,24,31,108,4.94,7.98,
2017,Myles Garrett,Texas A&M,DE,76.25,272,10.25,35.25,31,4.64,33,41,128,4.2,9.99,11.43
2017,Ben Gedeon,Michigan,ILB,73.625,244,10,32.63,,4.75,27,34.5,119,4.39,6.98,11.84
2017,Avery Gennesy,Texas A&M,OT,75,318,9.5,33.63,,5.35,24,20,91,5,8.08,
2017,Nate Gerry,Nebraska,SS,73.875,218,9.25,31.25,,4.58,17,30.5,122,9.99,9.99,
2017,Shelton Gibson,West Virginia,WR,71.125,191,8.88,32,,4.5,8,32,118,4.2,6.83,11.79
2017,Jimmie Gilbert,Colorado,OLB,76.125,231,,,,9.99,,,,9.99,9.99,
2017,Ryan Glasgow,Michigan,DT,74.875,302,9.63,33.38,,5.13,20,27.5,105,4.62,7.55,
2017,Davon Godchaux,Louisiana State,DT,75.125,310,10.25,32.38,,5.27,18,,,4.43,9.99,
2017,Matthew Godin,Michigan,DT,77.5,295,,,,9.99,,,,9.99,9.99,
2017,Chris Godwin,Penn State,WR,73,209,,,,4.42,19,36,125,4,7.01,
2017,Randall Goforth,UCLA,FS,69.75,186,,,,9.99,,,,9.99,9.99,
2017,Isaiah Golden,McNeese State (LA),DT,74.25,326,,,,9.99,,,,9.99,9.99,
2017,Kenny Golladay,Northern Illinois,WR,75.75,218,9.75,32,,4.5,18,35.5,120,4.15,7,
2017,Zane Gonzalez,Arizona State,K,72.25,202,9,29.5,,9.99,,,,9.99,9.99,
2017,Evan Goodman,Arizona State,OG,75.25,306,,,,9.99,,,,4.81,9.99,
2017,Eddie Gordon,Louisiana-Lafayette,C,73,310,,,,9.99,,,,9.99,9.99,
2017,Jermaine Grace,Miami (FL),OLB,72.125,223,,,,9.99,,,,9.99,9.99,
2017,Deante Gray,Texas Christian,WR,67.875,184,,,,9.99,,,,9.99,9.99,
2017,Derrick Green,Texas Christian,RB,70.25,220,,,,9.99,,,,9.99,9.99,
2017,Worth Gregory,East Carolina (NC),P,75.125,204,,,,9.99,,,,9.99,9.99,
2017,Trey Griffey,Arizona,WR,74.125,209,,,,9.99,,,,9.99,9.99,
2017,Derrick Griffin,Texas Southern,TE,78.25,248,,,,9.99,,,,9.99,9.99,
2017,Shaquill Griffin,Central Florida,DB,71.75,194,8.75,32.38,,4.38,17,38.5,132,4.14,6.87,
2017,Adam Griffith,Alabama,K,69.875,183,,,,9.99,,,,9.99,9.99,
2017,Jay Guillermo,Clemson,C,75,298,,,,9.99,,,,9.99,9.99,
2017,Nate Hairston,Temple,CB,71.875,196,9.5,31,,4.52,14,35.5,118,4.45,9.99,
2017,Daeshon Hall,Texas A&M,DE,77.375,266,9.63,35,,4.76,18,36,123,4.63,7.03,
2017,Darius Hamilton,Rutgers,DT,73.75,274,,,,9.99,,,,9.99,9.99,
2017,Chad Hansen,California,WR,73.75,202,10.13,32.13,,4.53,11,35,119,4.13,6.74,11.17
2017,Justin Hardee,Illinois,WR,72.625,197,,,,9.99,,,,9.99,9.99,
2017,Sean Harlow,Oregon State,OG,76.125,303,9.5,32,,5.15,26,30.5,105,4.81,8.16,
2017,Charles Harris,Missouri,DE,74.625,253,9.63,32.38,23,4.82,21,32,109,4.56,7.47,
2017,Connor Harris,Lindenwood (MO),ILB,71,242,9.38,30.13,25,4.73,18,33,114,4.18,7.13,
2017,Nigel Harris,South Florida,OLB,73.125,220,,,,9.99,,,,9.99,9.99,
2017,Josh Harvey-Clemons,Louisville,FS,76.125,217,10.38,35.38,,9.99,12,31.5,121,9.99,9.99,
2017,Keon Hatcher,Arkansas,WR,73.25,212,9.5,32,,4.64,16,,,4.28,9.99,
2017,Carlos Henderson,Louisiana Tech,WR,70.75,199,9.13,31.38,,4.46,13,36,131,4.35,7.18,
2017,DeAngelo Henderson,Coastal Carolina (SC),RB,67.5,208,9.5,29,,4.48,20,34,120,9.99,9.99,
2017,Trey Hendrickson,Florida Atlantic,DE,75.875,266,9.88,32,,4.65,,33.5,122,4.4,7.03,12.43
2017,Jordan Herdman,Simon Fraser (Canada),LB,70.75,238,8.13,29.88,,9.99,,,,9.99,9.99,
2017,Treyvon Hester,Toledo,DT,74.125,300,,,,9.99,,,,9.99,9.99,
2017,Darian Hicks,Michigan State,CB,70.375,188,,,,9.99,,,,9.99,9.99,
2017,Cole Hikutini,Louisville,TE,76.125,247,10,32.75,,9.99,20,,,4.34,9.99,
2017,Brian Hill,Wyoming,RB,72.625,219,8.88,31.38,,4.54,15,34,125,4.32,7.03,
2017,Delano Hill,Michigan,SS,72.625,216,9.38,32.13,,4.47,17,33.5,115,4.27,6.96,
2017,Perry Hills,Maryland,QB,74.25,209,,,,9.99,,,,9.99,9.99,
2017,Will Hines,Southeastern Louisiana,CB,73,190,,,,9.99,,,,9.99,9.99,
2017,Bucky Hodges,Virginia Tech,TE,78.125,257,10.13,32.5,,4.57,18,39,134,4.45,9.99,11.46
2017,Krishawn Hogan,Marian (IN),WR,74.625,222,9.88,32.13,,4.56,13,36.5,124,4.21,6.74,
2017,Colin Holba,Louisville,LS,76.375,248,9.63,33.63,,5.19,,28,115,9.99,9.99,
2017,Will Holden,Vanderbilt,OT,79.375,311,,,,5.45,23,28,111,4.72,7.71,
2017,Deon Hollins,UCLA,OLB,72,234,,,,9.99,,,,9.99,9.99,
2017,Mack Hollins,North Carolina,WR,75.75,221,9.75,33.25,,4.53,,,,9.99,9.99,
2017,T.J. Holloman,South Carolina,ILB,74.5,232,,,,9.99,,,,9.99,9.99,
2017,Brandon Holloway,Mississippi State,WR,67,160,,,,9.99,,,,9.99,9.99,
2017,Justin Holman,Central Florida,QB,75.875,215,,,,9.99,,,,9.99,9.99,
2017,Joshua Holsey,Auburn,CB,69.75,190,,,,9.99,,,,9.99,9.99,
2017,Elijah Hood,North Carolina,RB,71.75,232,9.38,30.38,,9.99,18,,,4.34,9.99,
2017,Malik Hooker,Ohio State,FS,73.375,206,10.75,32.25,17,9.99,,,,9.99,9.99,
2017,Bart Houston,Wisconsin,QB,75,234,,,,9.99,,,,9.99,9.99,
2017,Bug Howard,North Carolina,WR,75.625,221,10.38,33.13,,4.58,,37.5,119,4.14,6.95,
2017,Darrien Howard,West Virginia,DT,72.125,299,,,,9.99,,,,9.99,9.99,
2017,O.J. Howard,Alabama,TE,77.625,251,10,33.75,27,4.51,22,30,121,4.16,6.85,12.38
2017,Marlon Humphrey,Alabama,CB,72.25,197,8.75,32.25,20,4.41,10,,125,4.28,6.75,
2017,Cameron Hunt,Oregon,OG,75.75,307,,,,9.99,,,,9.99,9.99,
2017,Hayden Hunt,Colorado State,P,71.75,212,9.25,29.88,,9.99,,,,9.99,9.99,
2017,Kareem Hunt,Toledo,RB,70.5,216,9.63,31.38,,4.62,18,36.5,119,9.99,9.99,
2017,Danny Isidora,Miami (FL),OG,75.25,306,9.88,33,,5.03,26,29,94,4.9,8.13,
2017,Joey Ivie,Florida,DT,75.125,298,,,,9.99,,,,9.99,9.99,
2017,Adoree Jackson,Southern California,CB,69.75,186,9.25,31.38,,4.42,,36,122,9.99,9.99,
2017,Eddie Jackson,Alabama,FS,72,201,9.25,32.25,,9.99,10,,,4.2,9.99,11.5
2017,Chanceller James,Boise State,SS,74.375,215,,,,9.99,,,,9.99,9.99,
2017,Nick James,Mississippi State,DT,76.375,328,,,,9.99,,,,9.99,9.99,
2017,Tyrique Jarrett,Pittsburgh,DT,74,340,,,,9.99,,,,9.99,9.99,
2017,Blake Jarwin,Oklahoma State,TE,77.125,248,,,,9.99,,,,4.33,9.99,12.06
2017,A.J. Jefferson,Mississippi State,DE,74.5,280,,,,9.99,,,,9.99,9.99,
2017,Rickey Jefferson,Louisiana State,FS,70.75,208,,,,9.99,,,,9.99,9.99,
2017,Rayshawn Jenkins,Miami (FL),FS,73.25,214,,,,4.51,19,37,127,9.99,9.99,
2017,Lorenzo Jerome,St. Francis (PA),SS,70.5,204,8.63,30.63,,4.7,11,,,4.68,7.63,11.57
2017,Denzel Johnson,Texas Christian,SS,72.375,198,,,,9.99,,,,9.99,9.99,
2017,Dorian Johnson,Pittsburgh,OG,76.625,300,10.88,35.25,24,5.27,21,30,114,5.09,8.39,
2017,Jadar Johnson,Clemson,FS,72.5,206,9.25,32,,4.6,19,33,119,4.2,6.9,
2017,Jaleel Johnson,Iowa,DT,74.875,316,9.63,33.25,,5.38,19,28,100,4.75,7.64,
2017,Jeremy Johnson,Auburn,QB,76.25,232,,,,9.99,,,,9.99,9.99,
2017,John Johnson,Boston College,FS,72.625,208,9.88,32,,4.61,14,37,119,4.18,6.72,
2017,Jordan Johnson,Buffalo,RB,72.75,223,,,,9.99,,,,9.99,9.99,
2017,Roderick Johnson,Florida State,OT,78.625,298,10.75,36,23,9.99,,,,5.17,9.99,
2017,Trevon Johnson,Weber State (UT),ILB,72.5,227,,,,9.99,,,,9.99,9.99,
2017,Cameron Johnston,Ohio State,P,71.25,194,9,31,,4.92,,,,9.99,9.99,
2017,Aaron Jones,Texas-El Paso,RB,69.125,208,9.5,32.5,,4.56,16,37.5,127,4.2,6.82,
2017,D.J. Jones,Mississippi,DT,72.625,319,10.25,32.5,,5.04,25,28.5,108,4.66,7.73,
2017,David Jones,Richmond (VA),FS,73.125,205,,,,9.99,,,,9.99,9.99,
2017,Derrick Jones,Mississippi,CB,73.875,189,,,,9.99,,,,9.99,9.99,
2017,DeShawn Jones,Campbell,RB,71.25,203,,,,9.99,,,,9.99,9.99,
2017,Jarron Jones,Notre Dame,DT,77.625,316,10.5,35.5,,5.33,22,20.5,,4.53,9.99,
2017,Joseph Jones,Northwestern,OLB,71.75,231,,,,9.99,,,,9.99,9.99,
2017,Josh Jones,North Carolina State,FS,73.25,220,9.38,32,17,4.41,20,37.5,132,4.27,9.99,
2017,JT Jones,Miami (OH),DE,73.125,249,,,,9.99,,,,9.99,9.99,
2017,Nazair Jones,North Carolina,DT,76.625,304,10.88,34.63,,5.11,,24.5,101,9.99,7.93,
2017,Sidney Jones,Washington,CB,71.75,186,9.38,31.5,,4.47,,33.5,123,4.28,7.02,
2017,Zay Jones,East Carolina (NC),WR,73.875,201,9,32.5,,4.45,15,36.5,133,4.01,6.79,
2017,Dieugot Joseph,Florida International,OT,77.75,293,,,,9.99,,,,9.99,9.99,
2017,Cameron Judge,UCLA,OLB,72.875,220,,,,9.99,,,,9.99,9.99,
2017,Brad Kaaya,Miami (FL),QB,75.75,214,9.75,32,34,9.99,,,,9.99,9.99,
2017,Kyle Kalis,Michigan,OG,76.25,308,10.25,32.88,,9.99,,,,4.62,9.99,
2017,Francis Kallon,Georgia Tech,DT,77.375,295,,,,9.99,,,,9.99,9.99,
2017,Alvin Kamara,Tennessee,RB,69.75,214,9.25,32.75,24,4.56,15,39.5,131,4.56,9.99,11.78
2017,Damontae Kazee,San Diego State,CB,70.25,184,8.63,30.88,,4.54,11,34,124,9.99,9.99,
2017,Chad Kelly,Mississippi,QB,73.75,224,,,22,9.99,,,,4.08,9.99,
2017,Keith Kelsey,Louisville,ILB,72.25,233,,,,4.92,23,29.5,111,9.99,9.99,
2017,Jojo Kemp,Kentucky,RB,69.5,204,,,,9.99,,,,9.99,9.99,
2017,Gunner Kiel,Cincinnati,QB,75.25,211,,,,9.99,,,,9.99,9.99,
2017,Tim Kimbrough,Georgia,ILB,71.375,234,,,,9.99,,,,9.99,9.99,
2017,Desmond King,Iowa,CB,70.25,201,9.63,31.13,,9.99,14,34,117,4.18,6.67,12.06
2017,Jason King,Purdue,OG,75.5,303,,,,9.99,,,,9.99,9.99,
2017,Kevin King,Washington,CB,75.25,200,9.5,32,,4.43,11,39.5,,3.89,6.56,
2017,George Kittle,Iowa,TE,75.75,247,9.25,33.13,,4.52,18,35,132,4.59,9.99,12.41
2017,DeShone Kizer,Notre Dame,QB,76.125,233,9.88,33.13,28,4.83,,30.5,107,4.53,7.4,
2017,Trevor Knight,Texas A&M,QB,72.75,219,,,,4.54,,35.5,124,4.14,7.04,
2017,Alex Kozan,Auburn,OG,75.5,309,,,,9.99,,,,9.99,9.99,
2017,Tanoh Kpassagnon,Villanova,DE,78.875,289,10.63,35.63,,4.83,23,30,128,4.69,7.46,
2017,Brandon Kublanow,Georgia,C,74,300,,,,9.99,,,,9.99,9.99,
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,9.5,31.5,37,4.62,,31,116,4.08,6.75,
2017,Forrest Lamp,Western Kentucky,OG,75.75,309,10.63,32.25,25,5,34,27.5,111,4.62,7.55,
2017,Ashton Lampkin,Oklahoma State,CB,72,189,9.38,31,,4.52,19,34.5,120,4.21,9.99,11.19
2017,Jerome Lane,Akron,WR,74.125,226,9.75,31.5,,4.6,16,35,125,4.12,6.87,
2017,Harvey Langi,Brigham Young,DE,73.625,251,9.13,32.88,,9.99,23,33,118,9.99,7,
2017,Brendan Langley,Lamar (TX),CB,72.25,201,9.5,32,,4.43,22,35.5,123,4.21,7.06,
2017,Marshon Lattimore,Ohio State,CB,72,193,8.88,31.25,23,4.36,,38.5,132,4.12,9.99,11.45
2017,Darrin Laufasa,Texas-El Paso,FB,72.625,235,,,,9.99,,,,9.99,9.99,
2017,John Law,Appalachian State (NC),ILB,71.375,232,,,,9.99,,,,9.99,9.99,
2017,Des Lawrence,North Carolina,CB,71.75,187,,,,9.99,,,,9.99,9.99,
2017,Carl Lawson,Auburn,DE,73.625,261,10.38,31.5,,4.67,35,33,114,4.62,7.46,
2017,Javarius Leamon,South Carolina State,OL,78.75,332,9.63,35.25,,9.99,22,23.5,,9.99,9.99,
2017,Jeremiah Ledbetter,Arkansas,DE,74.875,280,10,34.25,,4.84,29,32.5,113,4.47,7.55,12.14
2017,Cameron Lee,Illinois State,OG,76.625,312,10.88,33.88,,5.44,18,25.5,100,4.75,8.02,
2017,Elijah Lee,Kansas State,LB,74.5,228,,,,9.99,,,,4.3,9.99,
2017,Marquel Lee,Wake Forest,LB,75.25,240,9.5,32.5,,9.99,25,31,118,9.99,9.99,
2017,Jordan Leggett,Clemson,TE,77,258,10.38,33.5,,9.99,18,33,114,4.33,7.12,12.34
2017,Mitch Leidner,Minnesota,QB,75.375,226,10,33.75,,4.93,,34.5,123,4.25,6.96,
2017,Corey Levin,Tennessee-Chattanooga,OL,75.75,307,10.88,33.5,,5.16,26,26.5,106,4.73,7.55,
2017,Jourdan Lewis,Michigan,CB,70,188,9.25,31.63,,4.54,15,34.5,121,9.99,9.99,
2017,LaTroy Lewis,Tennessee,DE,75.25,254,,,,9.99,,,,9.99,9.99,
2017,Jeremy Liggins,Mississippi,OG,75.125,315,,,,9.99,,,,9.99,9.99,
2017,William Likely,Maryland,FS,67.125,180,9.5,29,,9.99,15,,,9.99,9.99,
2017,Prescott Line,Michigan State,FB,71.375,246,,,,9.99,,,,9.99,9.99,
2017,Sefo Liufau,Colorado,QB,75.375,232,10.75,33.5,,5.08,,27,105,4.45,7.32,
2017,Abner Logan,Albany (NY),OLB,73.625,243,,,,9.99,,,,9.99,9.99,
2017,T.J. Logan,North Carolina,RB,69.125,196,9,32,,4.37,17,33.5,121,4.43,9.99,12
2017,Shalom Luani,Washington State,SS,71.375,202,9.75,32,,4.55,12,31,116,4.21,6.87,
2017,Keevan Lucas,Tulsa (OK),WR,69.125,192,9.88,31.88,,4.55,11,32.5,119,4.43,7.23,
2017,Cole Luke,Notre Dame,CB,71.25,198,,,,9.99,,,,9.99,9.99,
2017,Wes Lunt,Illinois,QB,76.25,222,,,,9.99,,,,9.99,9.99,
2017,Marlon Mack,South Florida,RB,70.75,213,9,32,,4.5,15,35.5,125,4.22,9.99,11.03
2017,Erik Magnuson,Michigan,OG,76.75,305,,,,9.99,,,,4.94,9.99,
2017,Sean Maguire,Florida State,QB,73.875,219,,,,9.99,,,,9.99,9.99,
2017,Patrick Mahomes,Texas Tech,QB,74.125,225,9.25,33.25,24,4.8,,30,114,4.08,6.88,
2017,Josh Malone,Tennessee,WR,74.625,208,9.63,31.38,,4.4,10,30.5,121,4.19,7.05,11.32
2017,Damien Mama,Southern California,OG,75.25,334,11,35,,5.84,,24.5,96,5.38,8.51,
2017,Jamal Marcus,Akron,OLB,73.75,240,,,,9.99,,,,9.99,9.99,
2017,Gabe Marks,Washington State,WR,70.75,189,8.75,30.38,,4.56,11,29.5,117,4.2,7.01,
2017,ITavius Mathers,Middle Tennessee State,RB,70.875,203,,,,9.99,,,,9.99,9.99,
2017,Joe Mathis,Washington,DE,74.125,266,9,33,,9.99,24,,,9.99,9.99,
2017,Quincy Mauger,Georgia,SS,71.625,208,,,,9.99,,,,9.99,9.99,
2017,Arthur Maulet,Memphis,CB,69.75,189,9.63,31.25,,4.62,18,34.5,120,4.22,9.99,
2017,Marcus Maye,Florida,FS,71.625,210,9.13,32.5,,9.99,,,,4.12,9.99,11.19
2017,Devante Mays,Utah State,RB,70.375,230,,,,9.99,,,,9.99,9.99,
2017,Christian McCaffrey,Stanford,RB,71.25,202,9,30,21,4.48,10,37.5,121,4.22,6.57,11.03
2017,Conor McDermott,UCLA,OT,80.125,307,11,34.75,,5.18,,28.5,105,4.58,7.52,
2017,Malik McDowell,Michigan State,DT,77.75,295,10.5,34.75,15,4.85,23,28.5,112,9.99,7.69,
2017,Torren McGaster,Vanderbilt,CB,71.125,205,,,,9.99,,,,9.99,9.99,
2017,Elijah McGuire,Louisiana-Lafayette,RB,69.75,214,9,31,,4.53,15,36,120,4.56,7.26,
2017,Isaiah McKenzie,Georgia,WR,67.25,173,,,,4.42,11,36,123,4.15,6.64,
2017,Takkarist McKinley,UCLA,DE,74.125,250,9.75,34.75,,4.59,24,33,122,4.32,7.48,11.83
2017,Jonathan McLaughlin,Virginia Tech,OG,76.125,302,,,,9.99,,,,9.99,9.99,
2017,Raekwon McMillan,Ohio State,LB,73.75,240,9.75,33,28,4.61,23,33,121,9.99,7.15,
2017,Taylor McNamara,Southern California,TE,76.375,252,,,,9.99,,,,9.99,9.99,
2017,Jeremy McNichols,Boise State,RB,68.625,214,10,31.5,,4.49,,35.5,121,4.28,6.93,
2017,Leon McQuay,Southern California,FS,73.125,197,,,,9.99,,,,9.99,9.99,
2017,Marcus McWilson,Kentucky,SS,72,198,,,,9.99,,,,9.99,9.99,
2017,Obi Melifonwu,Connecticut,FS,76,224,9.13,32.5,,4.4,17,44,141,9.99,9.99,
2017,Matt Milano,Boston College,OLB,72.25,223,9.38,32,,4.67,24,35,126,4.38,9.99,
2017,Kwayde Miller,San Diego State,OT,79.25,303,,,,9.99,,,,9.99,9.99,
2017,Joe Mixon,Oklahoma,RB,72.75,226,,,12,9.99,,,,9.99,9.99,
2017,Taquan Mizzell,Virginia,RB,69.75,197,,,,9.99,,,,9.99,9.99,
2017,Derrick Moncrief,Oklahoma State,SS,74,215,,,,9.99,,,,9.99,9.99,
2017,Alonzo Moore,Nebraska,WR,72.875,199,,,,9.99,,,,9.99,9.99,
2017,David Moore,East Central (OK),WR,72.625,219,,,,9.99,,,,9.99,9.99,
2017,Jordan Moore,Texas-San Antonio,OLB,73.75,227,,,,9.99,,,,9.99,9.99,
2017,Kailo Moore,Mississippi,CB,71,196,,,,9.99,,,,9.99,9.99,
2017,Fabian Moreau,UCLA,CB,71.875,206,9,31.38,23,4.35,,38,136,4.12,6.94,
2017,Drew Morgan,Arkansas,WR,71.75,190,9.5,30.38,,4.74,10,30,112,4.12,6.85,11.31
2017,Jordan Morgan,Kutztown,OG,74.75,309,10,34.63,,5.36,21,27,102,4.73,8.13,11.71
2017,Avery Moss,Youngstown State (OH),DE,75.125,264,10.38,34.5,,4.79,14,32.5,114,4.62,7.25,
2017,Taylor Moton,Western Michigan,OG,77.375,319,10.63,34.13,,5.18,23,30.5,109,4.58,7.73,
2017,Al-Quadin Muhammad,Miami (FL),DE,75.25,253,9.38,33.25,,4.88,22,30.5,117,4.37,7.25,
2017,Khalfani Muhammad,California,RB,67.125,170,,,,9.99,,,,9.99,9.99,
2017,Nick Mullens,Southern Mississippi,QB,72.875,214,,,,9.99,,,,9.99,9.99,
2017,Chris Muller,Rutgers,OG,77.875,315,,,,9.99,,,,9.99,9.99,
2017,Johnny Mundt,Oregon,TE,76.25,243,,,,9.99,,,,9.99,9.99,
2017,Najee Murray,Kent State (OH),CB,68.625,182,,,,9.99,,,,9.99,9.99,
2017,Levon Myers,Northern Illinois,OT,76.75,309,,,,9.99,,,,5.06,9.99,
2017,Jalen Myrick,Minnesota,CB,69.625,200,8.75,31.63,,4.28,13,37.5,124,4.22,7.06,11.84
2017,Kai Nacua,Brigham Young,FS,72.75,205,,,,9.99,,,,9.99,9.99,
2017,Davonte Neal,Arizona,CB,69.125,180,,,,9.99,,,,9.99,9.99,
2017,Lewis Neal,Louisiana State,DE,72.5,261,,,,9.99,,,,9.99,9.99,
2017,T.J. Neal,Auburn,ILB,72,236,,,,9.99,,,,9.99,9.99,
2017,Derrick Nelson,Rutgers,C,74.875,298,,,,9.99,,,,9.99,9.99,
2017,Philip Nelson,East Carolina (NC),QB,73.375,203,,,,9.99,,,,9.99,9.99,
2017,Terrell Newby,Nebraska,RB,69.375,204,,,,9.99,,,,9.99,9.99,
2017,Donavin Newsom,Missouri,OLB,73.375,237,,,,9.99,,,,9.99,9.99,
2017,Montae Nicholson,Michigan State,SS,73.625,212,9.5,33.38,,4.42,,35,125,4.19,9.99,
