Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,Punts,Yds,Avg
2012,landon-foster-1,/cfb/players/landon-foster-1.html,38,Landon Foster,Kentucky,SEC,12,61,2617,42.9
2012,trent-tignor-1,/cfb/players/trent-tignor-1.html,39,Trent Tignor*,East Carolina,CUSA,13,65,2779,42.8
2012,jay-karutz-1,/cfb/players/jay-karutz-1.html,40,Jay Karutz,Eastern Michigan,MAC,12,69,2949,42.7
2012,kyle-negrete-1,/cfb/players/kyle-negrete-1.html,41,Kyle Negrete*,USC,Pac-12,13,44,1879,42.7
2012,anthony-melchiori-1,/cfb/players/anthony-melchiori-1.html,42,Anthony Melchiori*,Kent State,MAC,14,72,3065,42.6
2012,ian-campbell-2,/cfb/players/ian-campbell-2.html,43,Ian Campbell,UTEP,CUSA,12,66,2814,42.6
2012,cody-webster-1,/cfb/players/cody-webster-1.html,44,Cody Webster*,Purdue,Big Ten,13,70,2961,42.3
2012,harrison-waid-1,/cfb/players/harrison-waid-1.html,45,Harrison Waid*,San Jose State,WAC,13,52,2198,42.3
2012,hendrix-brakefield-1,/cfb/players/hendrix-brakefield-1.html,46,Hendrix Brakefield*,Western Kentucky,Sun Belt,13,45,1896,42.1
2012,andrew-shapiro-1,/cfb/players/andrew-shapiro-1.html,47,Andrew Shapiro*,Fresno State,MWC,13,64,2685,42.0
2012,brett-baer-1,/cfb/players/brett-baer-1.html,48,Brett Baer*,Louisiana,Sun Belt,13,59,2478,42.0
2012,gerald-levano-1,/cfb/players/gerald-levano-1.html,49,Gerald Levano,Boston College,ACC,12,57,2394,42.0
2012,ryan-epperson-1,/cfb/players/ryan-epperson-1.html,50,Ryan Epperson*,Texas A&M,SEC,13,41,1721,42.0
2012,justin-duvernois-1,/cfb/players/justin-duvernois-1.html,51,Justin Duvernois,Illinois,Big Ten,12,73,3060,41.9
2012,tyler-bennett-1,/cfb/players/tyler-bennett-1.html,52,Tyler Bennett*,Utah State,WAC,13,61,2557,41.9
2012,keith-kostol-1,/cfb/players/keith-kostol-1.html,53,Keith Kostol*,Oregon State,Pac-12,12,59,2474,41.9
2012,michael-bowlin-1,/cfb/players/michael-bowlin-1.html,54,Michael Bowlin,Washington State,Pac-12,12,58,2433,41.9
2012,mike-loftus-1,/cfb/players/mike-loftus-1.html,55,Mike Loftus*,SMU,CUSA,13,52,2177,41.9
2012,chase-lansford-1,/cfb/players/chase-lansford-1.html,56,Chase Lansford,UNLV,MWC,13,65,2714,41.8
2012,brett-maher-1,/cfb/players/brett-maher-1.html,57,Brett Maher*,Nebraska,Big Ten,14,61,2552,41.8
2012,matt-yoklic-1,/cfb/players/matt-yoklic-1.html,58,Matt Yoklic*,Pitt,Big East,13,61,2548,41.8
2012,pat-odonnell-1,/cfb/players/pat-odonnell-1.html,59,Pat O'Donnell*,Cincinnati,Big East,13,59,2467,41.8
2012,richie-hogan-1,/cfb/players/richie-hogan-1.html,60,Richie Hogan*,Central Michigan,MAC,12,50,2088,41.8
2012,seamus-mcmorrow-1,/cfb/players/seamus-mcmorrow-1.html,61,Seamus McMorrow*,San Diego State,MWC,11,41,1710,41.7
2012,ryan-erxleben-1,/cfb/players/ryan-erxleben-1.html,62,Ryan Erxleben*,Texas Tech,Big 12,13,40,1667,41.7
2012,drew-meyer-1,/cfb/players/drew-meyer-1.html,63,Drew Meyer*,Wisconsin,Big Ten,14,80,3323,41.5
2012,collin-barber-2,/cfb/players/collin-barber-2.html,64,Collin Barber*,Georgia,SEC,14,60,2488,41.5
2012,will-atterberry-1,/cfb/players/will-atterberry-1.html,65,Will Atterberry,North Texas,Sun Belt,12,70,2888,41.3
2012,peter-picerelli-1,/cfb/players/peter-picerelli-1.html,66,Peter Picerelli,Tulane,CUSA,12,69,2846,41.2
2012,trevor-harman-1,/cfb/players/trevor-harman-1.html,67,Trevor Harman*,Boise State,MWC,13,42,1731,41.2
2012,jim-broadway-3,/cfb/players/jim-broadway-3.html,68,Jim Broadway*,Ole Miss,SEC,13,57,2345,41.1
2012,baker-swedenburg-1,/cfb/players/baker-swedenburg-1.html,69,Baker Swedenburg*,Mississippi State,SEC,13,57,2340,41.1
2012,kirby-van-der-kamp-1,/cfb/players/kirby-van-der-kamp-1.html,70,Kirby Van Der Kamp*,Iowa State,Big 12,13,77,3157,41.0
2012,ben-buchanan-1,/cfb/players/ben-buchanan-1.html,71,Ben Buchanan,Ohio State,Big Ten,12,59,2421,41.0
2012,will-scott-1,/cfb/players/will-scott-1.html,72,Will Scott,Troy,Sun Belt,12,54,2215,41.0
2012,ryan-doerr-1,/cfb/players/ryan-doerr-1.html,73,Ryan Doerr*,Kansas State,Big 12,13,41,1681,41.0
2012,zach-paul-1,/cfb/players/zach-paul-1.html,74,Zach Paul,Akron,MAC,12,65,2659,40.9
2012,brian-schmiedebusch-1,/cfb/players/brian-schmiedebusch-1.html,75,Brian Schmiedebusch*,Bowling Green State,MAC,13,72,2941,40.8
2012,j-schroeder-1,/cfb/players/j-schroeder-1.html,76,J. Schroeder,Western Michigan,MAC,11,56,2282,40.8
2012,ben-turk-1,/cfb/players/ben-turk-1.html,77,Ben Turk*,Notre Dame,Ind,13,53,2161,40.8
2012,alexander-kinal-1,/cfb/players/alexander-kinal-1.html,78,Alexander Kinal,Wake Forest,ACC,12,95,3867,40.7
2012,aj-hughes-1,/cfb/players/aj-hughes-1.html,79,A.J. Hughes*,Virginia Tech,ACC,13,79,3204,40.6
2012,alec-vozenilek-1,/cfb/players/alec-vozenilek-1.html,80,Alec Vozenilek,Virginia,ACC,12,66,2677,40.6
2012,jamie-boyle-1,/cfb/players/jamie-boyle-1.html,81,Jamie Boyle*,UCF,CUSA,14,60,2434,40.6
2012,justin-brockhaus-kann-1,/cfb/players/justin-brockhaus-kann-1.html,82,Justin Brockhaus-Kann,South Florida,Big East,12,54,2192,40.6
2012,cole-wagner-1,/cfb/players/cole-wagner-1.html,83,Cole Wagner,Connecticut,Big East,12,78,3162,40.5
2012,vince-penza-1,/cfb/players/vince-penza-1.html,84,Vince Penza*,Toledo,MAC,13,58,2350,40.5
2012,zac-murphy-1,/cfb/players/zac-murphy-1.html,85,Zac Murphy,Miami (OH),MAC,12,57,2309,40.5
2012,ron-doherty-1,/cfb/players/ron-doherty-1.html,86,Ron Doherty,Kansas,Big 12,11,56,2270,40.5
2012,dalton-botts-1,/cfb/players/dalton-botts-1.html,87,Dalton Botts,Miami (FL),ACC,12,54,2187,40.5
2012,scott-kovanda-1,/cfb/players/scott-kovanda-1.html,88,Scott Kovanda*,Ball State,MAC,13,47,1892,40.3
2012,josh-davis-3,/cfb/players/josh-davis-3.html,89,Josh Davis,Middle Tennessee State,Sun Belt,12,42,1689,40.2
2012,peter-boehme-1,/cfb/players/peter-boehme-1.html,90,Peter Boehme,Southern Mississippi,CUSA,12,63,2520,40.0
2012,cole-leininger-1,/cfb/players/cole-leininger-1.html,91,Cole Leininger,California,Pac-12,12,60,2399,40.0
2012,jackson-rice-1,/cfb/players/jackson-rice-1.html,92,Jackson Rice*,Oregon,Pac-12,13,51,2040,40.0
2012,josh-brisk-1,/cfb/players/josh-brisk-1.html,93,Josh Brisk,Florida International,Sun Belt,10,47,1882,40.0
2012,sean-kelley-1,/cfb/players/sean-kelley-1.html,94,Sean Kelley,Florida Atlantic,Sun Belt,12,68,2711,39.9
2012,brandon-williams-7,/cfb/players/brandon-williams-7.html,95,Brandon Williams*,Northwestern,Big Ten,13,64,2554,39.9
2012,steven-clark-1,/cfb/players/steven-clark-1.html,96,Steven Clark,Auburn,SEC,12,70,2783,39.8
2012,travis-coons-1,/cfb/players/travis-coons-1.html,97,Travis Coons*,Washington,Pac-12,13,54,2149,39.8
2012,justin-manton-1,/cfb/players/justin-manton-1.html,98,Justin Manton*,Louisiana-Monroe,Sun Belt,13,48,1912,39.8
2012,nathan-renfro-1,/cfb/players/nathan-renfro-1.html,99,Nathan Renfro,Maryland,ACC,12,75,2974,39.7
2012,scott-garber-1,/cfb/players/scott-garber-1.html,100,Scott Garber,South Alabama,Sun Belt,13,72,2852,39.6
2012,grant-venham-1,/cfb/players/grant-venham-1.html,101,Grant Venham*,Ohio,MAC,13,55,2174,39.5
2012,erich-toth-1,/cfb/players/erich-toth-1.html,102,Erich Toth,Indiana,Big Ten,8,48,1897,39.5
2012,tyler-hull-1,/cfb/players/tyler-hull-1.html,103,Tyler Hull*,South Carolina,SEC,13,54,2130,39.4
2012,spencer-benton-1,/cfb/players/spencer-benton-1.html,104,Spencer Benton*,Clemson,ACC,13,48,1880,39.2
2012,david-baska-1,/cfb/players/david-baska-1.html,105,David Baska*,Air Force,MWC,13,40,1567,39.2
2012,cole-way-1,/cfb/players/cole-way-1.html,106,Cole Way*,Tulsa,CUSA,14,77,3009,39.1
2012,wil-baumann-1,/cfb/players/wil-baumann-1.html,107,Wil Baumann*,North Carolina State,ACC,13,74,2882,38.9
2012,jonathan-fisher-1,/cfb/players/jonathan-fisher-1.html,108,Jonathan Fisher*,Syracuse,Big East,13,53,2035,38.4
2012,cason-beatty-1,/cfb/players/cason-beatty-1.html,109,Cason Beatty*,Florida State,ACC,14,47,1798,38.3
2012,christian-eldred-1,/cfb/players/christian-eldred-1.html,110,Christian Eldred*,Minnesota,Big Ten,13,67,2555,38.1
2012,ryan-neir-1,/cfb/players/ryan-neir-1.html,111,Ryan Neir*,Northern Illinois,MAC,14,51,1944,38.1
2012,chris-boldt-1,/cfb/players/chris-boldt-1.html,112,Chris Boldt,Army,Ind,12,34,1296,38.1
2012,connor-kornbrath-1,/cfb/players/connor-kornbrath-1.html,113,Connor Kornbrath,Iowa,Big Ten,12,53,2010,37.9
2012,alex-butterworth-1,/cfb/players/alex-butterworth-1.html,114,Alex Butterworth,Penn State,Big Ten,12,51,1905,37.4
2012,justin-doerner-1,/cfb/players/justin-doerner-1.html,115,Justin Doerner*,Rutgers,Big East,13,81,3017,37.2
2012,taylor-cook-1,/cfb/players/taylor-cook-1.html,116,Taylor Cook*,Rice,CUSA,13,39,1419,36.4
2012,tyler-grassman-1,/cfb/players/tyler-grassman-1.html,117,Tyler Grassman,Buffalo,MAC,12,80,2828,35.4
2013,drew-kaser-1,/cfb/players/drew-kaser-1.html,1,Drew Kaser*,Texas A&M,SEC,12,44,2085,47.4
2013,patrick-odonnell-1,/cfb/players/patrick-odonnell-1.html,2,Patrick O'Donnell*,Miami (FL),ACC,12,53,2498,47.1
2013,cody-mandell-1,/cfb/players/cody-mandell-1.html,3,Cody Mandell*,Alabama,SEC,12,39,1836,47.1
2013,justin-manton-1,/cfb/players/justin-manton-1.html,4,Justin Manton,Louisiana-Monroe,Sun Belt,12,34,1602,47.1
2013,zac-murphy-1,/cfb/players/zac-murphy-1.html,5,Zac Murphy,Miami (OH),MAC,12,79,3682,46.6
2013,spencer-roth-1,/cfb/players/spencer-roth-1.html,6,Spencer Roth*,Baylor,Big 12,12,52,2379,45.8
2013,ben-skaer-1,/cfb/players/ben-skaer-1.html,7,Ben Skaer,New Mexico,MWC,10,47,2152,45.8
2013,tom-hornsey-1,/cfb/players/tom-hornsey-1.html,8,Tom Hornsey,Memphis,American,12,62,2800,45.2
2013,zach-robinson-1,/cfb/players/zach-robinson-1.html,9,Zach Robinson,Texas State,Sun Belt,6,30,1337,44.6
2013,chase-tenpenny-1,/cfb/players/chase-tenpenny-1.html,10,Chase Tenpenny,Nevada,MWC,12,59,2626,44.5
2013,tyler-campbell-1,/cfb/players/tyler-campbell-1.html,11,Tyler Campbell*,Ole Miss,SEC,13,51,2266,44.4
2013,sam-irwin-hill-1,/cfb/players/sam-irwin-hill-1.html,12,Sam Irwin-Hill,Arkansas,SEC,12,46,2038,44.3
2013,aj-hughes-1,/cfb/players/aj-hughes-1.html,13,A.J. Hughes*,Virginia Tech,ACC,13,78,3442,44.1
2013,nick-otoole-1,/cfb/players/nick-otoole-1.html,14,Nick O'Toole,West Virginia,Big 12,12,73,3218,44.1
2013,cameron-johnston-1,/cfb/players/cameron-johnston-1.html,15,Cameron Johnston*,Ohio State,Big Ten,13,49,2156,44.0
2013,richie-hogan-1,/cfb/players/richie-hogan-1.html,16,Richie Hogan,Central Michigan,MAC,12,51,2241,43.9
2013,trevor-pardula-1,/cfb/players/trevor-pardula-1.html,17,Trevor Pardula,Kansas,Big 12,12,84,3668,43.7
2013,richie-leone-1,/cfb/players/richie-leone-1.html,18,Richie Leone*,Houston,American,13,40,1749,43.7
2013,will-johnson-5,/cfb/players/will-johnson-5.html,19,Will Johnson,Texas State,Sun Belt,12,40,1747,43.7
2013,cayle-chapman-brown-1,/cfb/players/cayle-chapman-brown-1.html,20,Cayle Chapman-Brown,New Mexico State,Ind,12,71,3094,43.6
2013,cody-webster-1,/cfb/players/cody-webster-1.html,21,Cody Webster,Purdue,Big Ten,12,70,3047,43.5
2013,tom-hackett-1,/cfb/players/tom-hackett-1.html,22,Tom Hackett,Utah,Pac-12,12,76,3300,43.4
2013,harrison-waid-1,/cfb/players/harrison-waid-1.html,23,Harrison Waid,San Jose State,MWC,12,48,2082,43.4
2013,peter-mortell-1,/cfb/players/peter-mortell-1.html,24,Peter Mortell,Minnesota,Big Ten,13,62,2687,43.3
2013,garrett-swanson-1,/cfb/players/garrett-swanson-1.html,25,Garrett Swanson*,Fresno State,MWC,13,52,2244,43.2
2013,hunter-mullins-1,/cfb/players/hunter-mullins-1.html,26,Hunter Mullins,UAB,CUSA,12,51,2200,43.1
2013,matt-yoklic-1,/cfb/players/matt-yoklic-1.html,27,Matt Yoklic*,Pitt,ACC,13,70,3008,43.0
2013,thomas-hibbard-1,/cfb/players/thomas-hibbard-1.html,28,Thomas Hibbard*,North Carolina,ACC,13,65,2793,43.0
2013,paul-layton-1,/cfb/players/paul-layton-1.html,29,Paul Layton,Temple,American,12,55,2366,43.0
2013,ryan-erxleben-1,/cfb/players/ryan-erxleben-1.html,30,Ryan Erxleben*,Texas Tech,Big 12,11,52,2237,43.0
2013,cole-leininger-1,/cfb/players/cole-leininger-1.html,31,Cole Leininger,California,Pac-12,12,69,2958,42.9
2013,zach-paul-1,/cfb/players/zach-paul-1.html,32,Zach Paul,Akron,MAC,12,65,2788,42.9
2013,ben-rhyne-1,/cfb/players/ben-rhyne-1.html,33,Ben Rhyne*,Stanford,Pac-12,13,52,2230,42.9
2013,taylor-hudson-1,/cfb/players/taylor-hudson-1.html,34,Taylor Hudson*,Vanderbilt,SEC,12,48,2058,42.9
2013,trent-tignor-1,/cfb/players/trent-tignor-1.html,35,Trent Tignor*,East Carolina,CUSA,13,47,2013,42.8
2013,sean-kelly-1,/cfb/players/sean-kelly-1.html,36,Sean Kelly,Florida Atlantic,CUSA,12,72,3077,42.7
2013,will-monday-1,/cfb/players/will-monday-1.html,37,Will Monday*,Duke,ACC,13,69,2945,42.7
2013,john-lloyd-1,/cfb/players/john-lloyd-1.html,38,John Lloyd*,Cincinnati,American,13,33,1409,42.7
2013,steven-clark-1,/cfb/players/steven-clark-1.html,39,Steven Clark*,Auburn,SEC,13,56,2385,42.6
2013,mike-sadler-1,/cfb/players/mike-sadler-1.html,40,Mike Sadler*,Michigan State,Big Ten,14,76,3233,42.5
2013,jake-medlock-1,/cfb/players/jake-medlock-1.html,41,Jake Medlock,Florida International,CUSA,11,37,1574,42.5
2013,tyler-williams-2,/cfb/players/tyler-williams-2.html,42,Tyler Williams*,Marshall,CUSA,14,56,2366,42.3
2013,sean-poole-1,/cfb/players/sean-poole-1.html,43,Sean Poole*,Georgia Tech,ACC,13,45,1902,42.3
2013,caleb-houston-1,/cfb/players/caleb-houston-1.html,44,Caleb Houston*,UCF,American,13,41,1732,42.2
2013,riley-dixon-1,/cfb/players/riley-dixon-1.html,45,Riley Dixon*,Syracuse,ACC,13,75,3161,42.1
2013,james-farrimond-1,/cfb/players/james-farrimond-1.html,46,James Farrimond*,Rice,CUSA,14,71,2989,42.1
2013,wil-baumann-1,/cfb/players/wil-baumann-1.html,47,Wil Baumann,North Carolina State,ACC,12,67,2824,42.1
2013,matt-hubbard-1,/cfb/players/matt-hubbard-1.html,48,Matt Hubbard,Georgia State,Sun Belt,12,78,3278,42.0
2013,hayden-hunt-1,/cfb/players/hayden-hunt-1.html,49,Hayden Hunt*,Colorado State,MWC,14,68,2851,41.9
2013,ethan-wood-1,/cfb/players/ethan-wood-1.html,50,Ethan Wood,Wyoming,MWC,12,68,2850,41.9
2013,sean-covington-1,/cfb/players/sean-covington-1.html,51,Sean Covington*,UCLA,Pac-12,11,54,2265,41.9
2013,logan-yunker-1,/cfb/players/logan-yunker-1.html,52,Logan Yunker*,UNLV,MWC,13,65,2719,41.8
2013,josh-davis-3,/cfb/players/josh-davis-3.html,53,Josh Davis*,Middle Tennessee State,CUSA,12,65,2717,41.8
2013,alec-vozenilek-1,/cfb/players/alec-vozenilek-1.html,54,Alec Vozenilek,Virginia,ACC,12,37,1548,41.8
2013,jed-barnett-1,/cfb/players/jed-barnett-1.html,55,Jed Barnett*,Oklahoma,Big 12,13,65,2711,41.7
2013,daniel-cadona-1,/cfb/players/daniel-cadona-1.html,56,Daniel Cadona*,Louisiana,Sun Belt,13,53,2210,41.7
2013,kirby-van-der-kamp-1,/cfb/players/kirby-van-der-kamp-1.html,57,Kirby Van Der Kamp,Iowa State,Big 12,12,84,3493,41.6
2013,sam-foltz-1,/cfb/players/sam-foltz-1.html,58,Sam Foltz*,Nebraska,Big Ten,13,70,2911,41.6
2013,peter-picerelli-1,/cfb/players/peter-picerelli-1.html,59,Peter Picerelli*,Tulane,CUSA,13,80,3316,41.5
2013,mark-krause-1,/cfb/players/mark-krause-1.html,60,Mark Krause*,Kansas State,Big 12,13,48,1986,41.4
2013,pablo-beltran-1,/cfb/players/pablo-beltran-1.html,61,Pablo Beltran*,Navy,Ind,12,40,1657,41.4
2013,landon-foster-1,/cfb/players/landon-foster-1.html,62,Landon Foster,Kentucky,SEC,12,68,2807,41.3
2013,brian-schmiedebusch-1,/cfb/players/brian-schmiedebusch-1.html,63,Brian Schmiedebusch*,Bowling Green State,MAC,14,49,2025,41.3
2013,ryan-johnson-3,/cfb/players/ryan-johnson-3.html,64,Ryan Johnson*,Louisville,American,13,40,1650,41.3
2013,blake-macek-1,/cfb/players/blake-macek-1.html,65,Blake Macek*,North Texas,CUSA,12,66,2713,41.1
2013,justin-duvernois-1,/cfb/players/justin-duvernois-1.html,66,Justin Duvernois,Illinois,Big Ten,11,51,2094,41.1
2013,cason-beatty-1,/cfb/players/cason-beatty-1.html,67,Cason Beatty*,Florida State,ACC,14,42,1725,41.1
2013,scott-arellano-1,/cfb/players/scott-arellano-1.html,68,Scott Arellano*,Brigham Young,Ind,13,80,3279,41.0
2013,christian-brinser-1,/cfb/players/christian-brinser-1.html,69,Christian Brinser*,Missouri,SEC,14,68,2790,41.0
2013,jamie-keehn-1,/cfb/players/jamie-keehn-1.html,70,Jamie Keehn*,LSU,SEC,13,43,1765,41.0
2013,kyle-schmidt-1,/cfb/players/kyle-schmidt-1.html,71,Kyle Schmidt*,Ball State,MAC,13,45,1839,40.9
2013,nathan-renfro-1,/cfb/players/nathan-renfro-1.html,72,Nathan Renfro*,Maryland,ACC,13,75,3063,40.8
2013,vince-penza-1,/cfb/players/vince-penza-1.html,73,Vince Penza,Toledo,MAC,12,44,1796,40.8
2013,scott-garber-1,/cfb/players/scott-garber-1.html,74,Scott Garber,South Alabama,Sun Belt,12,51,2075,40.7
2013,nick-marsh-2,/cfb/players/nick-marsh-2.html,75,Nick Marsh*,Rutgers,American,13,65,2640,40.6
2013,erich-toth-1,/cfb/players/erich-toth-1.html,76,Erich Toth,Indiana,Big Ten,11,52,2110,40.6
2013,darragh-oneill-1,/cfb/players/darragh-oneill-1.html,77,Darragh O'Neill,Colorado,Pac-12,12,66,2673,40.5
2013,keith-kostol-1,/cfb/players/keith-kostol-1.html,78,Keith Kostol*,Oregon State,Pac-12,12,52,2106,40.5
2013,kristian-stern-1,/cfb/players/kristian-stern-1.html,79,Kristian Stern,UTSA,CUSA,12,50,2021,40.4
2013,ethan-perry-1,/cfb/players/ethan-perry-1.html,80,Ethan Perry,Texas Christian,Big 12,12,80,3225,40.3
2013,mattias-ciabatti-1,/cfb/players/mattias-ciabatti-1.html,81,Mattias Ciabatti,South Florida,American,12,73,2937,40.2
2013,mike-ruggles-1,/cfb/players/mike-ruggles-1.html,82,Mike Ruggles,UTEP,CUSA,12,57,2292,40.2
2013,scott-harding-1,/cfb/players/scott-harding-1.html,83,Scott Harding,Hawaii,MWC,12,56,2251,40.2
2013,tyler-wedel-1,/cfb/players/tyler-wedel-1.html,84,Tyler Wedel*,Northern Illinois,MAC,14,39,1569,40.2
2013,mike-loftus-1,/cfb/players/mike-loftus-1.html,85,Mike Loftus,SMU,American,8,32,1287,40.2
2013,drew-riggleman-1,/cfb/players/drew-riggleman-1.html,86,Drew Riggleman*,Arizona,Pac-12,13,56,2243,40.1
2013,tyler-grassman-1,/cfb/players/tyler-grassman-1.html,87,Tyler Grassman*,Buffalo,MAC,13,71,2841,40.0
2013,connor-kornbrath-1,/cfb/players/connor-kornbrath-1.html,88,Connor Kornbrath*,Iowa,Big Ten,13,65,2598,40.0
2013,jaron-bentrude-1,/cfb/players/jaron-bentrude-1.html,89,Jaron Bentrude*,Utah State,MWC,14,73,2903,39.8
2013,cole-wagner-1,/cfb/players/cole-wagner-1.html,90,Cole Wagner,Connecticut,American,12,71,2829,39.8
2013,alexander-kinal-1,/cfb/players/alexander-kinal-1.html,91,Alexander Kinal,Wake Forest,ACC,12,86,3416,39.7
2013,j-schroeder-1,/cfb/players/j-schroeder-1.html,92,J. Schroeder,Western Michigan,MAC,12,77,3056,39.7
2013,austin-barnes-1,/cfb/players/austin-barnes-1.html,93,Austin Barnes,Eastern Michigan,MAC,9,50,1983,39.7
2013,kip-smith-1,/cfb/players/kip-smith-1.html,94,Kip Smith*,Oklahoma State,Big 12,13,79,3132,39.6
2013,dalton-parks-1,/cfb/players/dalton-parks-1.html,95,Dalton Parks,Tulsa,CUSA,12,66,2605,39.5
2013,david-baska-1,/cfb/players/david-baska-1.html,96,David Baska,Air Force,MWC,12,48,1895,39.5
2013,bradley-pinion-1,/cfb/players/bradley-pinion-1.html,97,Bradley Pinion*,Clemson,ACC,13,56,2205,39.4
2013,joel-alesi-1,/cfb/players/joel-alesi-1.html,98,Joel Alesi*,San Diego State,MWC,13,53,2089,39.4
2013,tyler-sarrzin-1,/cfb/players/tyler-sarrzin-1.html,99,Tyler Sarrzin,Southern Mississippi,CUSA,7,44,1733,39.4
2013,hendrix-brakefield-1,/cfb/players/hendrix-brakefield-1.html,100,Hendrix Brakefield,Western Kentucky,Sun Belt,9,31,1220,39.4
2013,michael-bowlin-1,/cfb/players/michael-bowlin-1.html,101,Michael Bowlin*,Washington State,Pac-12,12,52,2036,39.2
2013,alex-butterworth-1,/cfb/players/alex-butterworth-1.html,102,Alex Butterworth,Penn State,Big Ten,11,51,2000,39.2
2013,matt-wile-1,/cfb/players/matt-wile-1.html,103,Matt Wile*,Michigan,Big Ten,13,36,1397,38.8
2013,alex-garoutte-1,/cfb/players/alex-garoutte-1.html,104,Alex Garoutte*,Arizona State,Pac-12,11,35,1358,38.8
2013,drew-meyer-1,/cfb/players/drew-meyer-1.html,105,Drew Meyer*,Wisconsin,Big Ten,13,53,2045,38.6
2013,paul-jones-6,/cfb/players/paul-jones-6.html,106,Paul Jones*,Arkansas State,Sun Belt,13,41,1573,38.4
2013,logan-mcpherson-1,/cfb/players/logan-mcpherson-1.html,107,Logan McPherson,Louisiana Tech,CUSA,12,63,2392,38.0
2013,grant-venham-1,/cfb/players/grant-venham-1.html,108,Grant Venham*,Ohio,MAC,11,50,1890,37.8
2013,tyler-hull-1,/cfb/players/tyler-hull-1.html,109,Tyler Hull*,South Carolina,SEC,13,46,1737,37.8
2013,colter-johnson-1,/cfb/players/colter-johnson-1.html,110,Colter Johnson,Massachusetts,MAC,12,69,2572,37.3
2013,alex-tardieu-1,/cfb/players/alex-tardieu-1.html,111,Alex Tardieu,Army,Ind,12,51,1901,37.3
2013,kris-albarado-1,/cfb/players/kris-albarado-1.html,112,Kris Albarado*,USC,Pac-12,14,79,2928,37.1
2013,brandon-williams-7,/cfb/players/brandon-williams-7.html,113,Brandon Williams,Northwestern,Big Ten,12,58,2088,36.0
2013,chris-ayers-1,/cfb/players/chris-ayers-1.html,114,Chris Ayers,Florida International,CUSA,8,50,1771,35.4
2014,jk-scott-3,/cfb/players/jk-scott-3.html,1,JK Scott*,Alabama,SEC,12,55,2640,48.0
2014,tom-hackett-1,/cfb/players/tom-hackett-1.html,2,Tom Hackett*,Utah,Pac-12,13,80,3736,46.7
2014,drew-riggleman-1,/cfb/players/drew-riggleman-1.html,3,Drew Riggleman*,Arizona,Pac-12,14,76,3501,46.1
2014,wil-baumann-1,/cfb/players/wil-baumann-1.html,4,Wil Baumann*,North Carolina State,ACC,13,60,2724,45.4
2014,dalton-schomp-1,/cfb/players/dalton-schomp-1.html,5,Dalton Schomp,Florida Atlantic,CUSA,12,50,2272,45.4
2014,peter-mortell-1,/cfb/players/peter-mortell-1.html,6,Peter Mortell*,Minnesota,Big Ten,13,67,3025,45.1
2014,cameron-johnston-1,/cfb/players/cameron-johnston-1.html,7,Cameron Johnston*,Ohio State,Big Ten,15,48,2164,45.1
2014,scott-arellano-1,/cfb/players/scott-arellano-1.html,8,Scott Arellano*,Brigham Young,Ind,13,69,3106,45.0
2014,jamie-keehn-1,/cfb/players/jamie-keehn-1.html,9,Jamie Keehn*,LSU,SEC,13,71,3189,44.9
2014,eric-keena-1,/cfb/players/eric-keena-1.html,10,Eric Keena,North Texas,CUSA,10,43,1927,44.8
2014,mattias-ciabatti-1,/cfb/players/mattias-ciabatti-1.html,11,Mattias Ciabatti,South Florida,American,12,65,2888,44.4
2014,trevor-pardula-1,/cfb/players/trevor-pardula-1.html,12,Trevor Pardula,Kansas,Big 12,12,83,3673,44.3
2014,kyle-christy-1,/cfb/players/kyle-christy-1.html,13,Kyle Christy*,Florida,SEC,12,64,2832,44.3
2014,alex-boy-2,/cfb/players/alex-boy-2.html,14,Alex Boy*,Nevada,MWC,13,59,2614,44.3
2014,pablo-beltran-1,/cfb/players/pablo-beltran-1.html,15,Pablo Beltran*,Navy,Ind,13,38,1678,44.2
2014,darragh-oneill-1,/cfb/players/darragh-oneill-1.html,16,Darragh O'Neill,Colorado,Pac-12,12,65,2869,44.1
2014,drew-kaser-1,/cfb/players/drew-kaser-1.html,17,Drew Kaser*,Texas A&M,SEC,13,62,2737,44.1
2014,hunter-mullins-1,/cfb/players/hunter-mullins-1.html,18,Hunter Mullins,UAB,CUSA,12,59,2601,44.1
2014,tyler-williams-2,/cfb/players/tyler-williams-2.html,19,Tyler Williams*,Marshall,CUSA,14,42,1851,44.1
