Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,PPG,Opp_PPG,Pass_YPA,Opp_Pass_YPA,Rush_YPA,Opp_Rush_YPA,Total_YPP,Opp_Total_YPP
2009,102,Florida Atlantic,Sun Belt,,5,7,0.4,-10.13,-9.74,37.9,24.16,8.56,7.3,5.24,5.11,6.89,6.12
2009,103,Western Michigan,MAC (West),,5,7,-5.2,-5.33,-10.53,32.62,19.0,7.13,6.53,4.45,4.07,6.06,5.14
2009,104,Kent State,MAC (East),,5,7,-8.52,-2.18,-10.69,28.75,14.85,7.7,5.68,3.86,3.26,5.79,4.31
2009,105,Florida International,Sun Belt,,3,9,-3.87,-7.28,-11.15,33.72,22.31,7.11,6.93,4.02,4.05,5.53,5.31
2009,106,Toledo,MAC (West),,5,7,2.4,-13.69,-11.29,40.0,28.15,8.64,6.2,5.3,4.26,7.04,5.15
2009,107,Memphis,CUSA (East),,2,10,-4.53,-7.54,-12.06,33.61,21.23,7.53,7.56,5.42,3.27,6.34,5.19
2009,108,Army,Ind,,5,7,-11.06,-1.53,-12.59,25.34,13.64,6.19,6.32,4.76,3.09,5.13,4.45
2009,109,North Texas,Sun Belt,,2,10,-1.25,-13.13,-14.38,36.63,26.71,7.33,6.57,6.24,4.01,6.77,5.15
2009,110,San Jose State,WAC,,2,10,-12.92,-1.71,-14.63,24.09,20.83,7.41,6.03,3.1,4.87,5.3,5.3
2009,111,Akron,MAC (East),,3,9,-9.02,-5.63,-14.65,30.17,19.4,7.47,5.68,4.36,3.67,5.81,4.47
2009,112,Washington State,Pac-10,,1,11,-11.12,-3.75,-14.87,28.31,21.89,7.42,6.73,3.78,4.52,5.48,5.48
2009,113,Ball State,MAC (West),,2,10,-9.79,-5.59,-15.38,26.92,18.45,6.09,6.9,4.8,3.16,5.39,4.81
2009,114,New Mexico,MWC,,1,11,-7.69,-8.11,-15.8,29.81,22.4,7.13,6.93,4.19,3.17,5.78,4.7
2009,115,Tulane,CUSA (West),,3,9,-10.35,-5.88,-16.23,26.43,25.08,7.64,7.58,4.16,4.24,5.81,5.41
2009,116,Rice,CUSA (West),,2,10,-7.47,-8.86,-16.33,30.7,29.81,6.26,7.59,4.27,3.72,5.27,5.39
2009,117,Miami (OH),MAC (East),,1,11,-11.15,-5.82,-16.98,27.56,21.04,7.58,5.99,3.13,4.11,5.71,4.75
2009,118,New Mexico State,WAC,,3,10,-15.89,-2.08,-17.97,19.93,19.94,5.25,5.79,4.14,4.8,4.57,5.11
2009,119,Western Kentucky,Sun Belt,,0,12,-7.49,-13.39,-20.88,29.84,28.82,6.63,7.82,5.5,4.65,5.91,5.97
2009,120,Eastern Michigan,MAC (West),,0,12,-11.74,-11.16,-22.89,26.9,27.94,6.55,7.13,4.5,5.62,5.41,6.03
2010,1,Stanford,Pac-10,4.0,12,1,11.33,10.47,21.8,57.05,1.05,10.67,4.71,6.18,2.84,8.05,3.8
2010,2,Oregon,Pac-10,3.0,12,1,13.04,8.5,21.54,62.63,2.86,9.71,4.03,6.9,2.58,8.01,3.34
2010,3,Auburn,SEC (West),1.0,14,0,16.15,4.52,20.66,57.89,7.05,11.88,4.87,7.48,2.23,8.86,3.82
2010,4,Boise State,WAC,9.0,12,1,5.85,12.84,18.69,56.41,0.64,11.12,3.7,5.69,2.52,8.26,2.92
2010,5,Alabama,SEC (West),10.0,10,3,4.12,14.19,18.31,50.89,-2.21,11.08,4.11,6.26,2.24,8.27,3.16
2010,6,Texas Christian,MWC,2.0,13,0,5.64,12.32,17.96,52.79,0.79,10.25,3.53,5.86,2.73,7.55,3.13
2010,7,Ohio State,Big Ten,5.0,12,1,4.66,12.7,17.37,50.69,1.07,9.73,3.87,5.98,2.14,7.43,3.09
2010,8,Oklahoma,Big 12 (South),6.0,12,2,10.21,6.91,17.11,52.9,6.15,9.37,4.54,4.22,3.08,6.86,3.84
2010,9,Oklahoma State,Big 12 (South),13.0,11,2,15.1,1.53,16.62,56.9,11.5,9.82,4.72,5.69,2.89,7.88,3.84
2010,10,LSU,SEC (West),8.0,11,2,6.33,8.8,15.13,46.3,3.27,8.61,4.39,5.86,2.71,6.8,3.45
2010,11,Arkansas,SEC (West),12.0,10,3,11.35,3.13,14.48,53.11,8.27,11.18,5.08,5.92,2.91,8.57,3.87
2010,12,Florida State,ACC (Atlantic),17.0,10,4,6.93,7.27,14.2,48.37,5.08,9.32,5.23,6.07,2.66,7.42,3.9
2010,13,Virginia Tech,ACC (Coastal),16.0,11,3,7.39,6.64,14.03,47.69,5.63,9.87,5.23,5.81,3.85,7.33,4.48
2010,14,Wisconsin,Big Ten,7.0,11,2,9.19,4.83,14.02,53.9,7.7,10.77,5.15,6.28,3.33,7.74,4.21
2010,15,Missouri,Big 12 (North),18.0,10,3,3.09,10.89,13.98,43.74,2.4,8.24,4.59,5.4,3.62,6.8,4.06
2010,16,South Carolina,SEC (East),22.0,9,5,5.77,7.2,12.97,46.95,5.21,10.29,5.16,5.44,2.0,7.45,3.68
2010,17,Nebraska,Big 12 (North),20.0,10,4,4.04,8.81,12.85,44.0,4.04,9.04,4.39,6.04,3.38,7.15,3.68
2010,18,Nevada,WAC,11.0,13,1,11.09,0.87,11.96,51.76,12.21,9.87,5.8,6.55,3.82,7.89,4.82
2010,19,Texas A&M,Big 12 (South),19.0,9,4,5.1,6.28,11.39,45.83,6.45,8.67,4.51,4.9,2.59,6.75,3.54
2010,20,North Carolina State,ACC (Atlantic),25.0,9,4,6.34,4.66,11.0,46.75,7.89,8.34,5.85,4.63,2.42,6.51,4.19
2010,21,Notre Dame,Ind,,8,5,3.15,7.2,10.35,42.15,4.7,8.27,4.44,5.05,2.71,6.68,3.76
2010,22,Iowa,Big Ten,,8,5,1.62,8.53,10.15,42.0,3.27,9.89,4.62,4.94,2.4,7.12,3.73
2010,23,Michigan State,Big Ten,14.0,11,2,4.4,5.51,9.91,43.32,9.51,9.64,5.03,5.27,3.04,7.22,4.13
2010,24,USC,Pac-10,,8,5,8.08,1.48,9.57,48.76,8.84,8.73,5.4,6.21,3.44,7.41,4.43
2010,25,West Virginia,Big East,,9,4,-0.85,10.36,9.51,39.06,2.36,8.7,4.8,5.06,2.06,6.58,3.44
2010,26,Florida,SEC (East),,8,5,5.35,3.95,9.3,47.23,7.53,8.05,4.27,5.58,2.58,6.6,3.38
2010,27,Mississippi State,SEC (West),15.0,9,4,0.13,8.98,9.11,41.55,2.86,9.77,4.69,5.55,2.2,6.91,3.58
2010,28,Arizona State,Pac-10,,6,6,6.84,1.58,8.42,48.5,8.33,9.06,5.16,4.92,2.14,7.06,3.68
2010,29,Utah,MWC,,10,3,2.92,5.38,8.3,46.65,8.56,9.47,6.05,5.27,2.8,7.32,4.31
2010,30,Miami (FL),ACC (Coastal),,7,6,2.12,6.14,8.26,43.01,6.47,8.73,4.46,5.97,3.13,7.19,3.63
2010,31,Arizona,Pac-10,,7,6,2.76,5.38,8.14,45.09,4.88,9.47,4.82,5.0,2.49,7.33,3.55
2010,32,Illinois,Big Ten,,7,6,5.51,2.26,7.77,44.93,10.16,8.23,5.36,5.79,2.93,6.6,4.18
2010,33,Oregon State,Pac-10,,5,7,4.57,3.03,7.6,44.86,6.54,8.89,5.61,4.95,2.92,6.85,4.0
2010,34,Pitt,Big East,,8,5,1.76,5.64,7.4,41.32,7.01,8.8,4.93,5.66,2.58,7.01,3.7
2010,35,Clemson,ACC (Atlantic),,6,7,0.21,7.14,7.35,39.65,4.78,7.9,5.0,5.25,2.33,6.37,3.61
2010,36,Maryland,ACC (Atlantic),23.0,9,4,2.77,4.25,7.02,45.31,9.3,8.59,4.64,5.08,2.49,6.67,3.7
2010,37,Air Force,MWC,,9,4,4.05,2.82,6.87,42.52,9.84,10.51,4.39,5.84,4.29,6.94,4.37
2010,38,Hawaii,WAC,,10,4,5.69,0.86,6.55,49.28,14.04,9.99,5.59,5.11,3.23,8.24,4.31
2010,39,Georgia,SEC (East),,6,7,2.63,3.72,6.35,46.79,7.92,10.36,5.51,5.26,2.74,7.43,3.84
2010,40,San Diego State,MWC,,9,4,6.72,-0.66,6.07,45.73,12.94,10.34,4.82,4.97,3.32,7.65,4.17
2010,41,UCF,CUSA (East),21.0,11,3,-1.62,7.41,5.79,38.42,6.85,9.66,5.09,4.97,2.96,6.51,4.02
2010,42,Washington,Pac-10,,7,6,2.45,3.11,5.55,41.88,11.44,8.75,5.35,5.82,3.51,7.12,4.23
2010,43,California,Pac-10,,5,7,-2.22,7.57,5.35,42.38,4.59,7.92,4.38,5.41,2.55,6.5,3.35
2010,44,North Carolina,ACC (Coastal),,8,5,1.09,4.06,5.15,39.31,8.72,9.44,5.03,4.57,2.81,6.92,3.94
2010,45,Tulsa,CUSA (West),24.0,10,3,8.93,-3.97,4.95,47.79,18.54,8.99,7.08,5.76,3.53,7.21,5.29
2010,46,Northern Illinois,MAC (West),,11,3,2.35,1.96,4.32,44.9,12.99,8.71,5.92,6.59,3.76,7.43,4.84
2010,47,Kansas State,Big 12 (North),,7,6,8.07,-3.96,4.11,47.69,17.89,9.48,5.96,5.39,5.13,6.93,5.51
2010,48,Navy,Ind,,9,4,1.01,2.47,3.49,39.38,11.23,11.28,5.63,5.94,3.99,7.06,4.79
2010,49,Texas Tech,Big 12 (South),,8,5,5.87,-2.82,3.06,45.4,17.29,8.28,6.06,4.89,3.59,6.77,4.76
2010,50,Penn State,Big Ten,,7,6,0.1,2.87,2.96,38.71,9.87,8.6,4.96,5.15,3.59,6.72,4.22
2010,51,Louisville,Big East,,7,6,-2.23,4.94,2.71,38.71,8.52,8.03,5.23,5.93,3.31,6.83,4.11
2010,52,Boston College,ACC (Atlantic),,7,6,-4.98,7.12,2.15,32.92,5.83,7.84,4.58,4.65,1.85,5.94,3.42
2010,53,South Florida,Big East,,8,5,-0.69,2.85,2.15,38.53,10.02,8.18,5.25,4.94,2.67,6.27,3.91
2010,54,Kentucky,SEC (East),,6,7,4.66,-2.78,1.88,45.08,15.6,9.09,5.68,5.71,3.51,7.34,4.46
2010,55,Southern Mississippi,CUSA (East),,8,5,7.93,-6.14,1.79,44.43,19.39,7.87,6.3,5.24,3.06,6.41,4.74
2010,56,Tennessee,SEC (East),,6,7,-0.61,2.38,1.78,41.69,10.18,9.47,5.02,4.69,3.09,7.06,4.1
2010,57,Texas,Big 12 (South),,5,7,-2.82,4.53,1.71,36.6,8.83,7.74,4.84,4.79,2.82,6.26,3.51
2010,58,Connecticut,Big East,,8,5,0.12,1.52,1.63,39.94,12.04,6.88,5.43,5.64,3.22,6.16,4.34
2010,59,Baylor,Big 12 (South),,7,6,3.47,-1.85,1.62,43.64,16.31,9.22,6.14,6.29,3.88,7.71,4.96
2010,60,Michigan,Big Ten,,7,6,9.12,-7.71,1.41,48.29,22.1,10.22,6.96,6.63,3.62,7.99,5.09
2010,61,BYU,MWC,,7,6,-2.61,3.94,1.33,38.16,9.01,7.47,4.71,4.62,3.19,5.98,3.97
2010,62,Syracuse,Big East,,8,5,-2.91,4.22,1.3,34.61,9.87,7.69,4.91,5.0,2.87,6.18,3.82
2010,63,Georgia Tech,ACC (Coastal),,6,7,0.55,0.24,0.8,39.09,12.98,7.9,5.82,6.34,3.8,6.81,4.72
2010,64,Colorado,Big 12 (North),,5,7,1.42,-0.68,0.75,39.0,15.31,8.28,6.46,4.29,3.22,6.19,4.7
2010,65,UCLA,Pac-10,,4,8,-2.55,3.18,0.62,37.71,10.84,7.18,5.19,5.37,4.09,6.15,4.5
2010,66,Iowa State,Big 12 (North),,5,7,-1.37,1.8,0.43,36.76,14.36,7.11,5.72,4.52,3.62,5.68,4.46
2010,67,Fresno State,WAC,,8,5,2.72,-2.54,0.18,39.32,16.88,9.1,5.72,4.38,3.8,6.42,4.57
2010,68,Northwestern,Big Ten,,7,6,0.9,-2.34,-1.44,38.08,17.44,9.13,5.45,4.45,4.57,6.29,5.05
2010,69,Ole Miss,SEC (West),,4,8,6.06,-7.88,-1.83,44.54,20.97,8.65,6.41,6.07,3.49,7.09,4.9
2010,70,Cincinnati,Big East,,4,8,1.2,-3.13,-1.93,42.48,16.61,8.72,6.46,5.82,3.0,7.25,4.52
2010,71,SMU,CUSA (West),,7,7,-3.05,1.01,-2.04,34.58,12.81,8.6,5.2,5.28,2.99,7.03,4.06
2010,72,Houston,CUSA (West),,5,7,6.65,-8.76,-2.11,46.82,22.36,9.04,6.14,5.21,4.18,7.2,5.01
2010,73,Army,Ind,,7,6,-0.68,-1.75,-2.43,35.69,15.56,8.44,6.53,4.96,3.7,5.67,4.99
2010,74,Idaho,WAC,,6,7,-1.41,-1.36,-2.77,36.39,17.42,8.19,5.46,3.28,4.62,6.18,4.93
2010,75,Virginia,ACC (Coastal),,4,8,-1.1,-2.2,-3.29,37.8,16.31,8.48,6.3,4.75,4.16,6.58,5.02
2010,76,Temple,MAC (East),,8,4,-4.5,1.11,-3.39,33.5,13.95,8.31,5.56,4.73,3.53,6.18,4.41
2010,77,Louisiana Tech,WAC,,5,7,0.5,-4.2,-3.7,37.74,17.99,7.61,6.13,4.8,3.83,6.14,4.92
2010,78,Toledo,MAC (West),,8,5,-0.69,-3.02,-3.7,37.46,19.56,8.13,5.63,4.85,3.58,6.29,4.61
2010,79,Troy,Sun Belt,,8,5,2.19,-6.29,-4.1,40.76,22.59,8.3,6.46,4.73,4.17,6.62,5.19
2010,80,Western Michigan,MAC (West),,6,6,-1.47,-2.63,-4.1,39.33,17.13,8.12,6.91,4.21,4.19,6.27,5.26
2010,81,Washington State,Pac-10,,2,10,-2.04,-2.15,-4.2,37.46,17.38,9.44,6.53,3.82,4.35,6.46,5.21
2010,82,East Carolina,CUSA (East),,6,7,11.27,-15.75,-4.48,48.83,31.9,7.72,6.38,5.34,4.63,6.72,5.45
2010,83,Indiana,Big Ten,,5,7,0.74,-5.22,-4.49,38.53,22.15,7.96,6.97,4.22,4.17,6.34,5.6
2010,84,Duke,ACC (Coastal),,3,9,2.64,-7.23,-4.59,40.83,22.77,8.33,7.09,4.38,3.75,6.45,5.25
2010,85,Florida International,Sun Belt,,7,6,0.1,-4.81,-4.71,37.11,19.19,8.17,5.79,5.28,4.4,6.55,4.97
2010,86,Minnesota,Big Ten,,3,9,0.37,-5.43,-5.06,38.13,18.87,8.94,7.05,4.54,4.14,6.46,5.39
2010,87,Wake Forest,ACC (Atlantic),,3,9,-0.88,-4.2,-5.07,39.15,21.79,7.25,5.71,5.26,3.67,5.99,4.74
2010,88,Purdue,Big Ten,,4,8,-5.98,0.8,-5.18,31.32,14.94,6.37,5.5,5.05,2.7,5.56,4.1
2010,89,Ohio,MAC (East),,8,5,-2.3,-3.49,-5.79,33.36,19.1,8.63,6.85,4.77,3.57,6.16,5.04
2010,90,Miami (OH),MAC (East),,10,4,-6.14,0.27,-5.86,29.84,16.56,8.0,6.36,3.59,3.69,5.95,4.97
2010,91,Rutgers,Big East,,4,8,-3.75,-3.02,-6.76,34.34,16.37,8.66,6.77,3.71,3.39,5.78,4.93
2010,92,Arkansas State,Sun Belt,,4,8,0.56,-8.01,-7.45,37.85,22.23,8.05,6.88,4.6,3.9,6.33,5.06
2010,93,Utah State,WAC,,4,8,-3.18,-4.46,-7.64,33.9,20.17,8.2,5.63,4.29,4.58,5.86,4.91
2010,94,UTEP,CUSA (West),,6,7,-4.82,-3.31,-8.13,31.65,19.1,7.55,5.75,4.76,4.53,6.16,5.02
2010,95,Kansas,Big 12 (North),,3,9,-8.02,-0.59,-8.61,29.59,20.4,6.93,6.65,3.95,4.1,5.24,5.13
2010,96,Kent State,MAC (East),,5,7,-7.5,-1.32,-8.82,29.82,17.49,6.94,5.56,4.04,2.56,5.49,4.07
2010,97,UAB,CUSA (East),,4,8,-1.29,-7.91,-9.2,35.09,22.25,7.96,6.1,5.25,3.81,6.6,4.92
2010,98,Wyoming,MWC,,3,9,-6.56,-2.76,-9.31,31.64,18.05,8.53,6.22,4.22,4.07,6.11,4.81
2010,99,Vanderbilt,SEC (East),,2,10,-10.4,0.82,-9.57,30.21,15.1,6.9,5.99,4.87,3.34,5.76,4.46
2010,100,Marshall,CUSA (East),,5,7,-6.5,-3.23,-9.73,30.1,18.95,7.39,5.41,4.08,3.4,5.81,4.43
2010,101,Central Michigan,MAC (West),,3,9,-5.37,-4.37,-9.74,32.52,17.7,7.97,5.6,3.36,4.08,5.85,4.87
2010,102,Middle Tennessee State,Sun Belt,,6,7,-3.79,-6.81,-10.59,31.69,23.06,7.0,5.79,4.69,4.03,5.73,4.63
2010,103,Colorado State,MWC,,3,9,-8.99,-1.87,-10.86,28.88,22.19,8.25,7.16,3.97,4.59,6.09,5.51
2010,104,Louisiana-Monroe,Sun Belt,,5,7,-7.5,-3.54,-11.04,28.95,22.34,7.86,5.89,3.51,3.67,5.55,4.68
2010,105,Rice,CUSA (West),,4,8,0.06,-11.14,-11.08,37.06,26.9,8.39,7.5,4.23,3.23,6.0,5.32
2010,106,Nevada-Las Vegas,MWC,,2,11,-6.25,-5.61,-11.86,32.72,24.9,8.01,7.06,3.63,4.53,5.57,5.35
2010,107,San Jose State,WAC,,1,12,-8.71,-3.69,-12.4,28.17,20.59,8.47,6.24,3.4,4.39,6.13,5.15
2010,108,Tulane,CUSA (West),,4,8,-3.93,-9.5,-13.42,33.3,26.6,7.17,6.06,4.22,4.42,5.67,5.14
2010,109,North Texas,Sun Belt,,3,9,-6.78,-7.4,-14.18,30.37,21.73,7.42,6.71,5.29,4.46,6.21,5.4
2010,110,Ball State,MAC (West),,4,8,-6.59,-8.24,-14.83,28.88,25.31,6.72,7.14,4.63,4.37,5.46,5.52
2010,111,Western Kentucky,Sun Belt,,2,10,-7.0,-8.37,-15.37,30.65,24.74,6.87,6.22,4.61,4.62,5.56,5.24
2010,112,Florida Atlantic,Sun Belt,,4,8,-11.47,-4.43,-15.9,24.46,21.37,8.45,6.49,3.31,4.13,5.72,4.93
2010,113,Bowling Green State,MAC (East),,2,10,-7.3,-9.46,-16.76,29.62,25.4,6.96,6.23,2.74,5.01,5.05,5.46
2010,114,Louisiana,Sun Belt,,3,9,-6.93,-9.98,-16.92,29.71,27.22,7.84,6.56,3.33,3.83,5.69,5.05
2010,115,New Mexico,MWC,,1,11,-8.77,-9.0,-17.76,28.52,31.11,6.77,6.6,3.39,4.66,4.96,5.3
2010,116,New Mexico State,WAC,,2,10,-10.39,-7.74,-18.13,25.84,27.6,6.77,6.39,3.76,5.53,5.18,5.77
2010,117,Eastern Michigan,MAC (West),,2,10,-7.24,-11.83,-19.07,29.65,35.9,7.83,8.12,4.67,5.71,5.84,6.68
2010,118,Buffalo,MAC (East),,2,10,-14.7,-4.5,-19.2,21.3,21.37,5.98,5.95,3.36,3.31,4.62,4.39
2010,119,Memphis,CUSA (East),,1,11,-13.88,-5.55,-19.43,24.55,27.25,8.29,8.13,3.57,3.54,5.7,5.56
2010,120,Akron,MAC (East),,1,11,-12.16,-9.38,-21.54,24.51,28.35,6.19,8.21,4.07,3.97,5.06,5.78
2011,1,Alabama,SEC (West),1.0,12,1,7.45,16.99,24.44,53.23,-5.24,9.89,2.87,6.62,1.64,7.96,2.34
2011,2,LSU,SEC (West),2.0,13,1,7.52,16.75,24.27,53.72,-5.22,9.86,3.65,5.86,1.65,7.24,2.71
2011,3,Oklahoma State,Big 12,3.0,12,1,18.6,5.54,24.14,64.36,5.93,9.81,4.68,6.53,3.21,8.42,3.98
2011,4,Oklahoma,Big 12,16.0,10,3,9.47,10.28,19.75,55.6,2.09,9.11,4.89,5.8,2.48,7.59,3.75
2011,5,Oregon,Pac-12 (North),4.0,12,2,15.45,3.35,18.8,61.57,6.88,9.6,4.36,7.47,2.71,8.33,3.47
2011,6,Stanford,Pac-12 (North),7.0,11,2,10.65,7.13,17.78,58.07,3.99,10.25,5.41,5.98,2.09,7.9,3.78
2011,7,Boise State,MWC,8.0,12,1,9.23,7.53,16.75,54.6,5.12,9.2,5.62,5.16,2.54,7.19,4.11
2011,8,Michigan,Big Ten (Legends),12.0,11,2,7.15,9.12,16.27,50.52,3.73,9.85,5.25,6.3,3.04,7.55,4.17
2011,9,Wisconsin,Big Ten (Leaders),10.0,11,3,9.72,6.17,15.89,59.1,6.12,11.62,5.52,6.53,3.35,8.39,4.3
2011,10,USC,Pac-12 (South),6.0,10,2,9.07,5.09,14.16,51.75,6.16,9.58,5.1,5.89,2.52,7.78,3.95
2011,11,Arkansas,SEC (West),5.0,11,2,9.9,3.96,13.86,53.32,8.54,10.14,4.81,5.46,3.5,7.88,4.18
2011,12,Baylor,Big 12,13.0,10,3,19.95,-6.12,13.83,60.33,18.4,12.12,6.29,6.36,3.97,8.75,5.16
2011,13,South Carolina,SEC (East),9.0,11,2,4.92,8.64,13.56,45.29,3.86,9.27,3.3,5.36,2.82,6.86,3.07
2011,14,Texas A&M,Big 12,,7,6,11.59,1.78,13.36,54.92,8.6,8.47,5.28,6.13,1.44,7.25,3.39
2011,15,Texas,Big 12,,8,5,1.99,10.17,12.16,43.91,2.24,8.47,4.31,5.41,1.75,6.58,3.16
2011,16,Houston,CUSA (West),18.0,13,1,11.27,0.67,11.94,60.43,12.89,10.55,5.38,5.62,3.57,8.58,4.31
2011,17,Kansas State,Big 12,15.0,10,3,7.38,4.07,11.45,47.44,8.89,8.31,5.53,5.03,2.77,6.09,4.24
2011,18,Florida State,ACC (Atlantic),23.0,9,4,1.27,9.96,11.22,45.12,2.09,10.33,4.99,4.2,1.63,6.99,3.15
2011,19,Missouri,Big 12,,8,5,3.77,7.32,11.08,47.71,4.43,9.22,4.97,6.43,2.62,7.48,3.82
2011,20,Notre Dame,Ind,,8,5,4.23,6.83,11.06,46.46,3.68,8.53,4.84,6.06,2.62,7.28,3.77
2011,21,Georgia,SEC (East),19.0,10,4,4.78,5.88,10.67,49.03,6.29,9.89,3.83,4.93,2.39,7.06,3.34
2011,22,Michigan State,Big Ten (Legends),11.0,11,3,1.99,8.06,10.05,45.38,3.45,9.14,4.47,4.81,1.69,6.89,3.07
2011,23,Texas Christian,MWC,14.0,11,2,6.98,2.69,9.67,51.32,10.64,9.47,6.3,5.75,2.73,7.27,4.4
2011,24,Southern Mississippi,CUSA (East),20.0,12,2,7.11,2.07,9.18,47.53,10.62,8.43,4.72,5.66,2.68,6.97,3.67
2011,25,Nebraska,Big Ten (Legends),24.0,9,4,4.15,4.62,8.76,44.78,8.47,8.71,5.23,5.51,2.93,6.61,3.96
2011,26,West Virginia,Big East,17.0,10,3,9.8,-1.16,8.65,53.04,13.55,9.65,4.91,5.06,3.32,7.58,4.13
2011,27,Virginia Tech,ACC (Coastal),21.0,11,3,-0.65,8.86,8.21,41.03,4.45,9.36,4.93,5.09,2.56,6.81,3.79
2011,28,Cincinnati,Big East,25.0,10,3,3.66,3.68,7.34,48.0,9.02,8.06,6.08,5.85,2.53,6.78,4.31
2011,29,Vanderbilt,SEC (East),,6,7,2.76,4.33,7.09,43.78,7.37,8.41,4.82,5.35,2.78,6.59,3.78
2011,30,Toledo,MAC (West),,9,4,13.83,-6.99,6.84,54.55,19.78,9.03,6.34,5.67,3.19,7.18,4.84
2011,31,Clemson,ACC (Atlantic),22.0,10,4,8.74,-2.2,6.54,48.34,15.92,9.32,5.37,5.12,3.7,7.12,4.48
2011,32,Penn State,Big Ten (Leaders),,9,4,-4.49,10.96,6.47,35.61,1.16,7.5,4.06,5.24,2.47,6.25,3.39
2011,33,Rutgers,Big East,,9,4,-0.45,6.87,6.42,40.65,5.06,7.63,5.22,3.86,2.89,5.72,3.95
2011,34,Florida,SEC (East),,7,6,0.62,5.38,6.0,43.11,7.26,9.66,4.87,5.18,2.63,7.01,3.61
2011,35,Temple,MAC (East),,9,4,-2.21,7.84,5.63,40.59,5.32,9.19,5.93,5.77,3.01,6.73,4.29
2011,36,Northern Illinois,MAC (West),,11,3,10.12,-4.57,5.55,48.19,18.81,9.09,6.25,5.98,3.23,7.3,4.59
2011,37,Tulsa,CUSA (West),,8,5,4.78,0.42,5.2,46.76,11.92,9.02,5.85,5.5,2.41,7.06,3.99
2011,38,Miami (FL),ACC (Coastal),,6,6,0.62,4.56,5.17,41.89,7.4,9.82,5.85,5.43,3.27,7.37,4.45
2011,39,Mississippi State,SEC (West),,7,6,-0.82,5.96,5.13,40.81,6.27,8.74,4.46,5.28,3.04,6.69,3.73
2011,40,Arizona State,Pac-12 (South),,6,7,7.13,-2.03,5.1,49.38,12.76,9.46,6.21,4.99,3.42,7.41,4.72
2011,41,BYU,Ind,,10,3,0.03,4.77,4.8,42.24,9.24,8.18,4.82,5.09,3.07,6.58,3.97
2011,42,Ohio State,Big Ten (Leaders),,6,7,-0.21,4.87,4.66,40.4,5.89,8.25,5.14,5.48,2.82,6.41,3.89
2011,43,California,Pac-12 (North),,7,6,0.56,4.0,4.57,42.82,7.37,8.79,4.82,5.03,2.86,6.78,3.7
2011,44,Iowa,Big Ten (Legends),,7,6,3.16,1.22,4.38,43.22,10.47,8.84,6.0,5.01,2.73,6.79,4.21
2011,45,Tennessee,SEC (East),,5,7,-2.57,6.83,4.26,37.68,6.96,9.43,5.53,3.96,3.33,6.64,4.3
2011,46,Auburn,SEC (West),,8,5,3.57,0.23,3.8,42.64,13.95,9.22,5.48,5.59,3.61,6.94,4.5
2011,47,North Carolina,ACC (Coastal),,7,6,2.7,0.93,3.63,42.78,11.86,10.47,5.19,4.93,2.98,7.4,4.21
2011,48,Georgia Tech,ACC (Coastal),,8,5,4.79,-1.39,3.4,46.86,14.06,12.56,5.23,6.52,3.94,7.78,4.55
2011,49,South Florida,Big East,,5,7,1.24,1.97,3.21,44.41,9.55,7.89,5.63,5.74,2.26,6.71,3.92
2011,50,Utah,Pac-12 (South),,8,5,-3.09,6.25,3.16,38.36,5.31,8.13,4.71,4.44,2.5,6.01,3.61
2011,51,Illinois,Big Ten (Leaders),,7,6,-4.19,6.82,2.63,36.75,4.93,7.89,4.83,4.7,2.11,6.02,3.2
2011,52,North Carolina State,ACC (Atlantic),,8,5,1.62,0.96,2.57,40.75,13.24,8.04,5.51,3.84,3.01,5.9,4.3
2011,53,Louisville,Big East,,7,6,-2.38,4.75,2.38,36.7,7.78,8.54,6.07,4.61,2.54,6.28,4.27
2011,54,Iowa State,Big 12,,6,7,-0.63,2.75,2.12,38.67,9.79,7.04,5.57,5.48,3.5,6.12,4.42
2011,55,Louisiana Tech,WAC,,8,5,0.32,1.72,2.04,40.37,10.03,7.94,4.93,4.34,2.62,6.09,3.74
2011,56,Texas Tech,Big 12,,5,7,7.57,-5.69,1.88,48.67,21.57,8.31,7.13,4.84,4.01,6.81,5.14
2011,57,Washington,Pac-12 (North),,7,6,7.08,-5.28,1.8,47.85,18.28,9.58,5.72,5.4,4.22,7.35,4.94
2011,58,Northwestern,Big Ten (Legends),,6,7,4.85,-3.19,1.66,44.5,15.46,9.57,7.48,4.83,3.5,6.81,5.23
2011,59,Ohio,MAC (East),,10,4,2.26,-0.71,1.56,40.05,13.71,9.04,5.74,5.29,3.63,6.94,4.6
2011,60,Arkansas State,Sun Belt,,10,3,0.73,0.45,1.18,41.01,14.04,8.51,5.67,4.6,2.67,6.52,4.21
2011,61,Pitt,Big East,,6,7,-0.23,1.32,1.09,40.43,9.72,7.7,5.83,4.92,2.57,6.1,4.12
2011,62,SMU,CUSA (West),,8,5,-3.84,4.63,0.78,37.15,9.07,8.48,5.33,4.98,2.4,6.98,3.82
2011,63,Nevada,WAC,,7,6,-1.73,2.2,0.47,40.94,11.96,9.25,5.55,5.84,3.81,7.25,4.56
2011,64,Western Michigan,MAC (West),,7,6,5.32,-4.9,0.42,46.31,17.93,8.67,6.03,4.87,4.82,7.13,5.32
