Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,PPG,Opp_PPG,Pass_YPA,Opp_Pass_YPA,Rush_YPA,Opp_Rush_YPA,Total_YPP,Opp_Total_YPP
1999,1,Florida State,ACC,1.0,12,0,13.05,10.44,23.5,54.0,-0.29,,,,,,
1999,2,Nebraska,Big 12 (North),3.0,12,1,8.99,12.16,21.15,50.77,-2.23,,,,,,
1999,3,Tennessee,SEC (East),9.0,9,3,9.78,10.45,20.23,48.82,0.06,,,,,,
1999,4,Virginia Tech,Big East,2.0,11,1,7.49,11.17,18.66,53.14,0.62,,,,,,
1999,5,Penn State,Big Ten,11.0,10,3,8.56,9.23,17.79,47.71,1.0,,,,,,
1999,6,Alabama,SEC (West),8.0,10,3,10.69,6.5,17.19,48.64,3.55,,,,,,
1999,7,Michigan,Big Ten,5.0,10,2,9.72,7.05,16.77,47.75,3.34,,,,,,
1999,8,Florida,SEC (East),12.0,9,4,9.33,6.23,15.55,48.12,4.48,,,,,,
1999,9,Kansas State,Big 12 (North),6.0,11,1,4.22,10.89,15.11,49.82,1.03,,,,,,
1999,10,Michigan State,Big Ten,7.0,10,2,7.19,7.76,14.95,48.65,3.63,,,,,,
1999,11,Wisconsin,Big Ten,4.0,10,2,2.69,12.19,14.88,46.76,-0.65,,,,,,
1999,12,Miami (FL),Big East,15.0,9,4,2.58,9.97,12.55,47.29,1.87,,,,,,
1999,13,Mississippi State,SEC (West),13.0,10,2,0.59,11.25,11.84,37.46,-0.32,,,,,,
1999,14,Minnesota,Big Ten,18.0,8,4,4.68,7.13,11.81,44.0,3.21,,,,,,
1999,15,Illinois,Big Ten,24.0,8,4,6.57,4.83,11.4,47.04,7.06,,,,,,
1999,16,Ole Miss,SEC (West),22.0,8,4,6.4,4.39,10.79,43.16,5.6,,,,,,
1999,17,Georgia Tech,ACC,20.0,8,4,15.52,-5.22,10.3,54.09,15.82,,,,,,
1999,18,Arkansas,SEC (West),17.0,8,4,4.31,5.87,10.18,45.42,5.68,,,,,,
1999,19,Oklahoma,Big 12 (South),,7,5,4.29,5.84,10.14,47.7,5.48,,,,,,
1999,20,Marshall,MAC (East),10.0,13,0,-0.73,10.49,9.76,41.28,3.13,,,,,,
1999,21,Purdue,Big Ten,25.0,7,5,8.55,1.22,9.76,48.2,9.6,,,,,,
1999,22,Southern Mississippi,CUSA,14.0,9,3,-0.19,9.94,9.75,40.05,1.95,,,,,,
1999,23,Utah,MWC,,9,3,4.38,4.7,9.07,43.49,8.04,,,,,,
1999,24,Texas A&M,Big 12 (South),23.0,8,4,0.35,8.7,9.05,40.03,4.44,,,,,,
1999,25,Texas,Big 12 (South),21.0,9,5,4.84,3.88,8.72,47.59,6.16,,,,,,
1999,26,Oregon,Pac-10,19.0,9,3,6.88,1.29,8.17,46.95,10.85,,,,,,
1999,27,Stanford,Pac-10,,8,4,11.24,-3.27,7.97,48.62,16.69,,,,,,
1999,28,Ohio State,Big Ten,,6,6,3.94,3.7,7.64,41.53,6.5,,,,,,
1999,29,Clemson,ACC,,6,6,4.52,3.03,7.55,44.26,6.1,,,,,,
1999,30,BYU,MWC,,8,4,5.0,2.43,7.43,41.57,9.59,,,,,,
1999,31,Georgia,SEC (East),16.0,8,4,7.02,0.31,7.33,43.7,10.71,,,,,,
1999,32,Colorado,Big 12 (North),,7,5,7.74,-0.86,6.88,46.44,11.92,,,,,,
1999,33,East Carolina,CUSA,,9,3,2.83,4.01,6.84,41.33,7.05,,,,,,
1999,34,Notre Dame,Ind,,5,7,6.52,0.07,6.59,44.62,10.12,,,,,,
1999,35,Colorado State,MWC,,8,4,3.35,2.5,5.85,40.96,10.21,,,,,,
1999,36,Washington,Pac-10,,7,5,5.17,0.51,5.68,41.75,10.55,,,,,,
1999,37,Syracuse,Big East,,7,5,-1.33,6.14,4.82,36.38,8.21,,,,,,
1999,38,USC,Pac-10,,6,6,2.63,1.99,4.62,41.33,9.17,,,,,,
1999,39,Louisiana Tech,Ind,,8,3,8.58,-4.11,4.47,46.33,17.47,,,,,,
1999,40,Wake Forest,ACC,,7,5,-3.81,8.18,4.37,34.72,3.43,,,,,,
1999,41,Louisville,CUSA,,7,5,12.48,-8.13,4.36,50.54,18.63,,,,,,
1999,42,Memphis,CUSA,,5,6,-3.96,7.93,3.97,34.12,2.31,,,,,,
1999,43,Auburn,SEC (West),,5,6,-1.17,5.11,3.94,37.45,6.5,,,,,,
1999,44,Texas Christian,WAC,,8,4,0.59,3.08,3.67,38.58,10.01,,,,,,
1999,45,Virginia,ACC,,7,5,6.79,-3.22,3.57,43.88,15.39,,,,,,
1999,46,Kentucky,SEC (East),,6,6,4.81,-1.51,3.3,42.59,14.14,,,,,,
1999,47,Wyoming,MWC,,7,4,4.08,-1.14,2.94,39.62,14.58,,,,,,
1999,48,Oregon State,Pac-10,,7,5,1.03,1.73,2.76,39.06,10.74,,,,,,
1999,49,Air Force,MWC,,6,5,-0.86,3.21,2.35,35.3,9.26,,,,,,
1999,50,Fresno State,WAC,,8,5,1.88,0.43,2.31,39.89,12.07,,,,,,
1999,51,Vanderbilt,SEC (East),,5,6,-1.32,3.17,1.85,38.09,9.47,,,,,,
1999,52,Maryland,ACC,,5,6,-0.66,2.05,1.4,39.51,10.34,,,,,,
1999,53,San Diego State,MWC,,5,6,-1.48,2.83,1.35,36.81,8.65,,,,,,
1999,54,Pitt,Big East,,5,6,1.43,-0.16,1.27,38.14,12.09,,,,,,
1999,55,Boise State,Big West,,10,3,0.56,0.69,1.25,39.51,13.16,,,,,,
1999,56,Houston,CUSA,,7,4,-4.3,5.19,0.9,33.95,6.97,,,,,,
1999,57,Boston College,Big East,,8,4,2.46,-1.66,0.8,36.3,13.48,,,,,,
1999,58,Oklahoma State,Big 12 (South),,5,6,0.5,0.28,0.78,38.17,11.33,,,,,,
1999,59,Arizona,Pac-10,,6,6,4.01,-3.43,0.58,40.55,16.27,,,,,,
1999,60,Arizona State,Pac-10,,6,6,0.94,-0.71,0.23,37.08,12.71,,,,,,
1999,61,West Virginia,Big East,,4,7,1.74,-2.09,-0.35,40.18,13.32,,,,,,
1999,62,Hawaii,WAC,,9,4,2.22,-2.59,-0.37,37.89,17.6,,,,,,
1999,63,Iowa State,Big 12 (North),,4,7,-0.21,-0.39,-0.6,35.82,10.67,,,,,,
1999,64,UAB,CUSA,,5,6,-1.98,1.26,-0.72,35.71,11.36,,,,,,
1999,65,California,Pac-10,,4,7,-6.35,4.99,-1.36,29.85,8.26,,,,,,
1999,66,Indiana,Big Ten,,4,7,6.02,-7.4,-1.38,43.07,20.99,,,,,,
1999,67,LSU,SEC (West),,3,8,-3.7,2.3,-1.41,36.16,9.65,,,,,,
1999,68,Texas Tech,Big 12 (South),,6,5,-1.47,-0.18,-1.65,34.47,14.68,,,,,,
1999,69,Navy,Ind,,5,7,-0.78,-0.91,-1.69,35.01,13.8,,,,,,
1999,70,North Carolina State,ACC,,6,6,-2.28,0.59,-1.69,35.22,10.9,,,,,,
1999,71,Missouri,Big 12 (North),,4,7,-0.55,-1.34,-1.89,36.78,18.18,,,,,,
1999,72,UCLA,Pac-10,,4,7,-2.63,0.61,-2.01,34.73,13.25,,,,,,
1999,73,Cincinnati,CUSA,,3,8,0.9,-3.41,-2.52,39.14,14.22,,,,,,
1999,74,Kansas,Big 12 (North),,5,7,-1.54,-1.43,-2.98,38.47,16.81,,,,,,
1999,75,Rice,WAC,,5,6,-4.72,1.13,-3.59,32.53,12.06,,,,,,
1999,76,Miami (OH),MAC (East),,7,4,0.01,-4.84,-4.83,36.85,17.95,,,,,,
1999,77,North Carolina,ACC,,3,8,-8.24,3.35,-4.89,30.16,9.87,,,,,,
1999,78,Duke,ACC,,3,8,-1.47,-3.44,-4.91,36.16,18.21,,,,,,
1999,79,Washington State,Pac-10,,3,9,-6.05,1.12,-4.93,31.95,13.77,,,,,,
1999,80,Toledo,MAC (West),,6,5,-4.61,-0.44,-5.05,32.36,13.91,,,,,,
1999,81,Western Michigan,MAC (West),,7,5,4.06,-9.15,-5.09,38.64,22.0,,,,,,
1999,82,New Mexico,MWC,,4,7,-3.24,-2.11,-5.34,32.97,16.29,,,,,,
1999,83,Idaho,Big West,,7,4,-0.26,-5.18,-5.44,34.72,19.26,,,,,,
1999,84,Iowa,Big Ten,,1,10,-5.53,0.04,-5.49,32.61,14.74,,,,,,
1999,85,UCF,Ind,,4,7,-3.35,-2.14,-5.49,33.63,16.01,,,,,,
1999,86,Northwestern,Big Ten,,3,8,-8.02,2.26,-5.76,28.35,10.21,,,,,,
1999,87,New Mexico State,Big West,,6,5,-4.67,-1.61,-6.28,35.55,17.21,,,,,,
1999,88,UTEP,WAC,,5,7,0.73,-7.93,-7.2,35.8,20.65,,,,,,
1999,89,Tulane,CUSA,,3,8,2.32,-9.78,-7.46,40.14,26.55,,,,,,
1999,90,Utah State,Big West,,4,7,-5.22,-2.35,-7.57,30.91,16.55,,,,,,
1999,91,Akron,MAC (East),,7,4,-0.63,-7.0,-7.63,34.28,22.65,,,,,,
1999,92,Temple,Big East,,2,9,-7.72,0.03,-7.69,29.08,18.19,,,,,,
1999,93,South Carolina,SEC (East),,0,11,-11.91,3.62,-8.29,26.55,8.26,,,,,,
1999,94,SMU,WAC,,4,6,-9.82,1.06,-8.76,27.34,12.56,,,,,,
1999,95,Arkansas State,Big West,,4,7,-3.42,-5.4,-8.81,31.81,21.66,,,,,,
1999,96,Army,CUSA,,3,8,-2.87,-6.01,-8.88,33.93,17.85,,,,,,
1999,97,Louisiana-Monroe,Ind,,5,6,-10.89,1.28,-9.61,24.67,18.91,,,,,,
1999,98,Bowling Green State,MAC (East),,5,6,-1.21,-8.92,-10.13,33.6,22.24,,,,,,
1999,99,San Jose State,WAC,,3,7,-1.97,-9.12,-11.09,34.91,28.55,,,,,,
1999,100,Ohio,MAC (East),,5,6,-4.86,-6.39,-11.25,31.55,19.77,,,,,,
1999,101,Nevada,Big West,,3,8,0.16,-12.28,-12.12,35.67,28.68,,,,,,
1999,102,Northern Illinois,MAC (West),,5,6,-3.78,-8.44,-12.22,32.05,21.95,,,,,,
1999,103,Eastern Michigan,MAC (West),,4,7,-7.0,-5.91,-12.91,28.46,21.17,,,,,,
1999,104,Tulsa,WAC,,2,9,-4.51,-9.24,-13.75,30.51,26.49,,,,,,
1999,105,Rutgers,Big East,,1,10,-6.12,-7.88,-13.99,30.41,25.48,,,,,,
1999,106,Nevada-Las Vegas,MWC,,3,8,-9.74,-4.4,-14.13,25.45,19.79,,,,,,
1999,107,Baylor,Big 12 (South),,1,10,-10.08,-5.89,-15.97,26.59,24.74,,,,,,
1999,108,Middle Tennessee State,Ind,,3,8,-6.18,-10.62,-16.8,31.53,27.51,,,,,,
1999,109,Central Michigan,MAC (West),,4,7,-8.36,-8.65,-17.01,26.44,25.01,,,,,,
1999,110,Kent State,MAC (East),,2,9,-8.52,-8.52,-17.05,27.21,25.96,,,,,,
1999,111,Louisiana,Ind,,2,9,-7.38,-10.7,-18.07,26.92,28.82,,,,,,
1999,112,North Texas,Big West,,2,9,-16.28,-3.13,-19.41,18.34,18.39,,,,,,
1999,113,Ball State,MAC (West),,0,11,-15.0,-8.79,-23.79,20.85,23.69,,,,,,
1999,114,Buffalo,MAC (East),,0,11,-18.33,-10.9,-29.23,16.78,31.23,,,,,,
2000,1,Miami (FL),Big East,2.0,11,1,12.29,10.94,23.22,56.57,-0.27,10.62,3.59,5.86,2.12,8.0,2.83
2000,2,Florida State,ACC,5.0,11,2,6.28,16.85,23.13,54.05,-5.45,11.5,3.41,5.46,1.58,8.58,2.48
2000,3,Oklahoma,Big 12 (South),1.0,13,0,9.6,11.95,21.56,51.92,-2.49,9.95,3.18,4.79,2.35,7.53,2.65
2000,4,Virginia Tech,Big East,6.0,11,1,15.89,3.53,19.42,55.07,7.85,9.34,4.79,6.14,1.93,7.28,3.32
2000,5,Nebraska,Big 12 (North),8.0,10,2,11.08,7.93,19.01,57.69,3.23,8.77,4.03,6.83,2.84,7.62,3.42
2000,6,Florida,SEC (East),10.0,10,3,12.18,5.43,17.61,53.18,5.45,10.12,3.58,4.88,2.5,7.75,2.94
2000,7,Oregon State,Pac-10,4.0,11,1,9.14,8.19,17.33,47.56,4.98,9.57,4.92,4.98,2.28,6.89,3.6
2000,8,Washington,Pac-10,3.0,11,1,10.02,6.89,16.91,47.94,5.85,8.45,4.27,5.71,3.35,6.86,3.67
2000,9,Kansas State,Big 12 (North),9.0,11,3,8.92,6.8,15.72,54.45,3.99,10.03,3.97,5.12,1.97,7.13,2.66
2000,10,Texas,Big 12 (South),12.0,9,3,7.35,6.43,13.78,51.13,8.15,9.77,3.92,4.7,2.42,7.32,2.94
2000,11,Oregon,Pac-10,7.0,10,2,6.37,7.38,13.75,42.4,5.27,9.06,4.35,4.52,3.16,6.7,3.66
2000,12,Michigan,Big Ten,11.0,9,3,6.76,6.17,12.93,47.25,5.25,10.25,4.88,5.61,3.1,7.45,3.99
2000,13,Notre Dame,Ind,15.0,9,3,6.86,5.6,12.45,43.65,6.22,9.01,5.41,5.19,2.62,6.43,3.74
2000,14,Clemson,ACC,16.0,9,3,6.26,5.28,11.54,47.91,8.46,9.23,5.39,5.66,2.04,7.03,3.58
2000,15,Texas A&M,Big 12 (South),,7,5,4.69,6.76,11.44,43.35,3.95,9.15,4.54,4.66,2.33,6.86,3.27
2000,16,Georgia Tech,ACC,17.0,9,3,7.46,3.84,11.3,45.83,7.75,9.41,5.43,4.85,2.23,7.02,3.92
2000,17,Texas Christian,WAC,21.0,10,2,0.17,11.12,11.29,43.02,2.3,10.11,4.11,5.23,2.22,6.87,2.85
2000,18,Ohio State,Big Ten,,8,4,4.74,6.22,10.97,44.4,6.09,9.57,4.5,4.47,1.72,6.58,3.13
2000,19,Mississippi State,SEC (West),24.0,8,4,11.2,-0.83,10.37,48.48,12.42,9.66,4.6,5.74,1.97,7.38,3.2
2000,20,Georgia,SEC (East),20.0,8,4,2.94,7.02,9.97,41.33,4.64,8.61,4.11,4.48,2.11,6.46,2.96
2000,21,South Carolina,SEC (East),19.0,8,4,-1.14,10.83,9.69,37.21,-0.17,8.67,3.96,5.35,2.24,6.93,2.95
2000,22,Wisconsin,Big Ten,23.0,9,4,2.82,6.83,9.65,39.04,4.86,9.29,4.72,4.92,3.65,6.46,4.16
2000,23,Purdue,Big Ten,13.0,8,4,6.28,2.98,9.26,45.01,8.77,8.84,5.1,4.89,2.78,6.98,3.91
2000,24,Northwestern,Big Ten,,8,4,13.35,-4.5,8.85,51.48,17.67,8.74,4.8,5.61,3.04,6.91,3.85
2000,25,Toledo,MAC (West),,10,1,1.94,6.69,8.63,42.98,6.22,6.42,5.4,5.76,2.39,6.19,3.79
2000,26,Tennessee,SEC (East),,8,4,5.62,2.25,7.87,47.79,8.93,8.78,5.07,5.3,1.83,6.97,3.36
2000,27,Arizona,Pac-10,,5,6,2.12,5.68,7.8,38.88,6.42,8.35,4.51,4.47,2.09,6.03,3.25
2000,28,Auburn,SEC (West),18.0,9,4,1.18,6.46,7.64,38.18,4.85,8.57,3.86,5.0,2.41,6.69,3.11
2000,29,UCLA,Pac-10,,6,6,11.07,-3.5,7.57,47.22,15.41,10.04,4.69,3.5,3.65,6.52,4.08
2000,30,Southern Mississippi,CUSA,,8,4,2.19,5.25,7.44,39.58,6.19,8.56,3.49,3.87,2.19,6.1,2.67
2000,31,Louisville,CUSA,,9,3,6.38,0.99,7.37,44.02,12.06,8.5,4.83,4.28,1.83,6.46,3.09
2000,32,Colorado State,MWC,14.0,10,2,4.29,2.92,7.21,40.3,9.97,8.85,4.93,4.38,3.7,6.65,4.02
2000,33,Syracuse,Big East,,6,5,0.12,6.82,6.94,39.14,4.94,9.03,4.05,5.5,2.98,6.81,3.37
2000,34,East Carolina,CUSA,,8,4,4.04,2.89,6.93,42.81,9.89,9.11,5.98,5.05,2.98,6.87,3.94
2000,35,Boise State,Big West,,10,2,9.85,-3.07,6.78,49.76,16.71,10.71,6.23,4.38,3.41,7.41,4.61
2000,36,Iowa State,Big 12 (North),25.0,9,3,6.02,0.41,6.43,43.36,12.88,8.45,5.01,6.08,3.58,7.23,4.08
2000,37,LSU,SEC (West),22.0,8,4,-0.26,6.6,6.34,39.91,5.69,9.47,4.32,4.86,2.95,7.06,3.5
2000,38,Boston College,Big East,,7,5,1.81,4.5,6.3,43.96,10.12,9.21,4.68,5.73,4.16,7.24,4.26
2000,39,West Virginia,Big East,,7,5,8.04,-1.75,6.29,44.46,14.5,8.73,4.83,4.38,2.75,6.32,3.73
2000,40,Western Michigan,MAC (West),,9,3,-2.36,8.32,5.96,38.46,4.3,8.25,5.28,4.35,2.38,6.17,3.51
2000,41,Arizona State,Pac-10,,6,6,4.24,1.67,5.92,40.08,10.95,9.08,4.64,3.45,3.65,6.19,4.0
2000,42,Stanford,Pac-10,,5,6,2.55,3.3,5.85,38.58,9.17,8.67,4.96,4.26,3.2,6.34,3.94
2000,43,Pitt,Big East,,7,5,1.68,4.0,5.68,37.73,7.44,10.54,4.92,4.35,1.71,7.19,3.26
2000,44,Texas Tech,Big 12 (South),,7,6,-0.24,5.05,4.81,39.07,8.15,7.59,4.29,3.38,3.15,6.12,3.47
2000,45,USC,Pac-10,,5,7,4.44,-0.07,4.37,41.12,12.84,8.83,5.13,4.92,2.59,6.88,3.59
2000,46,Ole Miss,SEC (West),,7,5,4.79,-0.62,4.18,42.06,14.41,8.5,4.27,4.78,3.69,6.53,3.78
2000,47,North Carolina State,ACC,,8,4,6.33,-2.42,3.92,42.72,16.18,8.25,4.56,3.96,3.26,6.43,3.61
2000,48,Colorado,Big 12 (North),,3,8,1.64,1.92,3.56,38.68,7.23,9.2,5.8,4.24,2.82,6.71,3.97
2000,49,UTEP,WAC,,8,4,4.73,-1.63,3.1,42.34,16.6,9.25,4.5,3.95,4.24,6.44,4.22
2000,50,Minnesota,Big Ten,,6,6,4.95,-1.93,3.02,42.44,14.25,9.54,4.89,4.91,3.34,6.88,3.89
2000,51,Air Force,MWC,,9,3,8.36,-5.52,2.84,45.7,18.75,9.51,6.04,5.61,4.02,6.85,4.82
2000,52,Michigan State,Big Ten,,5,6,-3.34,6.13,2.79,33.35,5.69,8.52,3.83,4.84,3.13,6.39,3.4
2000,53,Illinois,Big Ten,,5,6,1.3,1.29,2.59,39.83,12.0,8.37,4.23,4.99,3.83,6.55,3.87
2000,54,North Carolina,ACC,,6,5,1.57,0.82,2.4,38.13,13.51,9.12,5.34,4.23,2.19,6.32,3.41
2000,55,Fresno State,WAC,,7,5,-1.4,3.61,2.22,35.83,9.52,8.91,4.27,3.81,3.38,6.35,3.66
2000,56,California,Pac-10,,3,8,1.37,0.75,2.11,37.91,11.48,8.22,5.78,4.0,2.16,6.0,3.62
2000,57,Washington State,Pac-10,,4,7,4.19,-2.27,1.93,40.71,16.86,9.49,4.69,4.09,3.71,6.56,4.08
2000,58,Nevada-Las Vegas,MWC,,8,5,1.53,-0.3,1.23,38.04,12.65,9.42,5.81,5.35,3.38,6.99,4.22
2000,59,Alabama,SEC (West),,3,8,-2.11,3.15,1.04,37.07,7.78,8.48,4.83,5.07,2.55,6.65,3.4
2000,60,Maryland,ACC,,5,6,-1.4,1.93,0.54,35.07,12.04,8.51,6.19,4.5,3.25,6.42,4.29
2000,61,Virginia,ACC,,6,6,-2.9,3.0,0.1,33.34,10.18,9.06,5.51,5.16,3.75,6.74,4.37
2000,62,Penn State,Big Ten,,5,7,-3.11,3.06,-0.05,36.31,9.71,7.97,4.78,4.65,2.6,6.13,3.38
2000,63,Cincinnati,CUSA,,7,5,-0.73,0.62,-0.11,35.19,13.46,8.11,5.88,4.19,3.18,6.04,4.23
2000,64,Utah,MWC,,4,7,-5.22,5.03,-0.19,32.14,8.42,8.37,4.5,4.08,2.84,6.08,3.32
2000,65,Arkansas,SEC (West),,6,6,-2.59,2.21,-0.38,36.84,11.46,7.21,3.75,4.93,2.87,6.03,3.12
2000,66,Northern Illinois,MAC (West),,6,5,3.49,-3.88,-0.39,45.1,17.6,9.17,5.91,5.08,3.76,6.69,4.61
2000,67,BYU,MWC,,6,6,0.88,-1.54,-0.66,36.97,14.06,8.38,6.21,3.71,2.56,6.34,4.04
2000,68,UAB,CUSA,,7,4,-4.41,3.71,-0.69,31.96,8.54,7.2,5.14,4.57,1.89,5.75,3.38
2000,69,San Jose State,WAC,,7,5,5.01,-5.82,-0.82,41.5,19.83,8.91,5.96,5.56,4.44,7.25,4.86
2000,70,Ohio,MAC (East),,7,4,-0.71,-0.17,-0.88,37.27,13.43,8.75,6.51,5.71,3.41,6.62,4.71
2000,71,Marshall,MAC (East),,8,5,0.62,-1.52,-0.9,38.13,16.0,8.34,5.54,4.23,3.62,6.66,4.33
2000,72,UCF,Ind,,7,4,-2.58,0.75,-1.83,36.12,11.54,8.65,5.36,3.13,2.64,6.33,3.64
2000,73,Kansas,Big 12 (North),,4,7,1.32,-3.26,-1.95,39.37,17.22,8.21,5.8,4.73,3.65,6.29,4.2
2000,74,Iowa,Big Ten,,3,9,-4.16,1.76,-2.4,32.72,9.61,8.52,5.81,3.58,3.09,6.04,4.29
2000,75,Missouri,Big 12 (North),,3,8,0.44,-3.07,-2.63,37.19,16.31,8.22,5.66,4.58,2.46,6.26,3.58
2000,76,Indiana,Big Ten,,3,8,6.03,-8.7,-2.67,44.41,23.75,8.06,6.09,6.48,3.86,7.21,4.81
2000,77,Temple,Big East,,4,7,-4.31,1.22,-3.09,32.9,11.37,7.69,5.24,4.36,2.65,5.9,3.67
2000,78,Oklahoma State,Big 12 (South),,3,8,-3.95,0.76,-3.18,33.0,14.68,8.09,5.31,4.93,3.38,6.5,4.2
2000,79,New Mexico,MWC,,5,7,-6.56,2.55,-4.0,29.56,9.22,7.22,4.47,3.67,2.75,4.97,3.41
2000,80,Middle Tennessee State,Ind,,6,5,0.6,-5.11,-4.5,39.42,21.84,8.43,5.54,5.78,3.89,7.16,4.52
2000,81,Kentucky,SEC (East),,2,9,1.0,-5.97,-4.97,38.45,19.01,8.7,6.76,5.12,3.27,7.29,4.57
2000,82,Akron,MAC (East),,6,5,1.42,-6.79,-5.38,36.34,20.29,8.88,5.86,4.98,4.35,6.64,4.77
2000,83,Vanderbilt,SEC (East),,3,8,-5.39,-0.07,-5.46,31.36,12.12,8.38,5.12,4.02,3.77,6.35,4.17
2000,84,Tulane,CUSA,,6,5,4.28,-9.82,-5.54,39.5,24.37,8.31,5.84,4.45,4.49,6.76,5.02
2000,85,San Diego State,MWC,,3,8,-7.53,1.92,-5.61,28.93,12.79,8.19,4.68,3.02,3.02,5.73,3.7
2000,86,Memphis,CUSA,,4,7,-10.97,3.91,-7.05,24.75,7.97,6.16,4.29,3.48,1.84,4.79,3.01
2000,87,Idaho,Big West,,5,6,0.71,-8.12,-7.41,36.6,23.6,8.96,6.94,4.05,3.76,6.59,5.14
2000,88,Rice,WAC,,3,8,-3.44,-4.05,-7.49,32.64,18.25,7.58,5.63,4.35,3.73,5.56,4.42
2000,89,Miami (OH),MAC (East),,6,5,-2.16,-5.76,-7.92,31.64,20.28,7.04,6.0,4.57,4.46,5.97,4.87
2000,90,Rutgers,Big East,,3,8,-5.25,-3.42,-8.67,33.71,23.02,7.38,5.38,4.32,3.33,6.03,4.04
2000,91,Tulsa,WAC,,5,7,-8.21,-0.57,-8.77,27.76,14.16,8.05,5.42,3.07,4.75,5.6,4.7
2000,92,New Mexico State,Big West,,3,8,0.66,-9.47,-8.82,36.65,23.48,7.93,6.81,5.84,4.47,6.82,5.17
2000,93,South Florida,Ind,,7,4,-9.56,0.62,-8.94,28.25,14.58,7.39,5.25,4.36,3.29,5.81,4.03
2000,94,Ball State,MAC (West),,5,6,-6.87,-3.09,-9.96,27.34,22.14,7.34,5.99,3.76,4.11,5.23,4.71
2000,95,Houston,CUSA,,3,8,-3.5,-7.17,-10.67,31.43,22.9,7.9,5.68,3.07,2.97,5.86,3.96
2000,96,Louisiana Tech,Ind,,3,9,-2.66,-8.06,-10.72,35.56,24.54,8.21,5.65,4.31,4.67,6.74,4.8
2000,97,Utah State,Big West,,5,6,-0.32,-10.84,-11.16,34.08,23.94,7.84,6.6,4.34,4.23,6.38,4.98
2000,98,Baylor,Big 12 (South),,2,9,-8.28,-3.2,-11.48,28.28,21.15,6.73,5.69,3.1,3.93,4.96,4.47
2000,99,Wake Forest,ACC,,2,9,-6.45,-5.83,-12.27,28.8,21.41,7.28,6.37,4.53,4.14,5.77,4.82
2000,100,Hawaii,WAC,,3,9,-1.18,-11.34,-12.52,33.84,24.75,7.79,5.42,3.68,3.98,6.42,4.26
2000,101,Arkansas State,Big West,,1,10,-2.94,-10.46,-13.4,32.8,25.97,7.85,6.22,4.64,4.16,6.29,4.83
2000,102,North Texas,Big West,,3,8,-15.04,1.53,-13.51,21.21,17.03,6.45,4.98,3.59,3.96,4.77,4.17
2000,103,SMU,WAC,,3,9,-12.45,-1.31,-13.76,22.85,18.7,7.34,6.13,3.25,3.75,5.44,4.59
2000,104,Duke,ACC,,0,11,-8.16,-5.76,-13.91,28.52,23.91,6.97,6.58,3.34,3.71,5.29,4.86
2000,105,Bowling Green State,MAC (East),,2,9,-10.62,-3.33,-13.95,24.66,17.86,6.51,5.54,2.96,2.85,4.6,4.0
2000,106,Army,CUSA,,1,10,-5.72,-9.54,-15.26,30.24,22.94,6.19,6.41,4.53,3.94,5.46,4.75
2000,107,Navy,Ind,,1,10,-7.33,-8.03,-15.36,28.19,22.28,7.69,7.37,4.14,3.25,5.43,4.77
2000,108,Eastern Michigan,MAC (West),,3,8,-5.3,-10.11,-15.4,29.96,24.76,7.19,6.28,3.56,4.24,5.59,4.86
2000,109,Wyoming,MWC,,1,10,-8.5,-8.3,-16.79,27.75,26.83,7.49,7.74,3.55,4.07,5.54,5.09
2000,110,Connecticut,Ind,,3,8,-8.29,-8.62,-16.91,24.13,27.5,7.34,6.5,2.76,4.37,5.42,5.04
2000,111,Central Michigan,MAC (West),,2,9,-13.8,-3.86,-17.66,21.17,23.67,6.7,4.79,3.01,4.48,4.86,4.43
2000,112,Nevada,WAC,,2,10,-7.58,-11.36,-18.95,28.02,28.85,7.7,5.54,2.32,4.71,5.41,4.76
2000,113,Buffalo,MAC (East),,2,9,-10.83,-10.18,-21.01,22.81,34.44,6.9,7.84,3.41,4.0,5.15,5.16
2000,114,Louisiana,Ind,,1,10,-11.21,-10.46,-21.67,21.21,26.18,6.32,6.7,3.42,3.97,4.83,4.98
2000,115,Kent State,MAC (East),,1,10,-14.24,-7.85,-22.09,19.85,25.85,6.03,6.98,3.47,3.4,4.76,4.7
2000,116,Louisiana-Monroe,Ind,,1,10,-18.5,-8.03,-26.52,15.91,30.68,6.24,6.7,2.5,3.62,4.58,4.59
2001,1,Miami (FL),Big East,1.0,12,0,9.65,16.52,26.17,58.57,-3.83,9.95,3.58,6.63,1.98,8.25,2.54
2001,2,Florida,SEC (East),3.0,10,2,11.19,12.19,23.38,59.78,1.04,11.01,3.72,5.54,1.97,8.84,2.73
2001,3,Tennessee,SEC (East),4.0,11,2,10.03,9.19,19.22,48.85,3.51,10.0,4.65,5.5,1.24,7.53,2.87
2001,4,Texas,Big 12 (South),5.0,11,2,8.59,10.07,18.67,52.76,2.89,9.05,3.36,5.13,1.92,7.04,2.48
2001,5,Oregon,Pac-10,2.0,11,1,9.08,7.83,16.92,47.41,6.4,9.65,5.01,6.39,2.37,7.85,3.83
2001,6,Nebraska,Big 12 (North),8.0,11,2,7.72,8.76,16.48,51.61,3.64,9.89,3.92,6.92,2.27,7.77,3.01
2001,7,Oklahoma,Big 12 (South),6.0,11,2,3.61,11.78,15.39,45.02,0.24,7.81,4.31,4.76,1.55,6.5,2.78
